rep,id,eta_p0,eta_alpha,eta_tau
1,1,0.000000,-0.094403,0.272062
2,1,0.000000,-0.225504,0.659030
3,1,0.000000,-0.210075,0.351910
4,1,0.000000,-0.263645,0.651063
5,1,0.000000,-0.178724,0.661822
6,1,0.000000,-0.199203,0.630218
7,1,0.000000,-0.249764,0.574351
8,1,0.000000,-0.219120,0.355443
9,1,0.000000,-0.234460,0.453961
10,1,0.000000,-0.202017,0.411682
1,2,0.000000,0.230524,1.729883
2,2,0.000000,0.181829,1.426203
3,2,0.000000,0.235651,1.472146
4,2,0.000000,0.235651,1.472146
5,2,0.000000,0.235651,1.472146
6,2,0.000000,0.223790,1.472146
7,2,0.000000,0.216686,1.706483
8,2,0.000000,0.162034,1.559692
9,2,0.000000,0.190474,1.428124
10,2,0.000000,0.164046,1.354783
1,3,0.000000,-0.496565,3.877153
2,3,0.000000,-0.534451,3.757181
3,3,0.000000,-0.551439,3.912877
4,3,0.000000,-0.550122,4.315264
5,3,0.000000,-0.521487,3.742710
6,3,0.000000,-0.518265,3.516655
7,3,0.000000,-0.537078,3.899878
8,3,0.000000,-0.574607,3.899878
9,3,0.000000,-0.574293,3.840960
10,3,0.000000,-0.561533,3.826051
1,4,0.000000,0.242192,-9.537706
2,4,0.000000,0.228536,-9.582692
3,4,0.000000,0.234694,-9.582692
4,4,0.000000,0.234694,-9.582692
5,4,0.000000,0.229663,-9.617499
6,4,0.000000,0.229663,-9.512654
7,4,0.000000,0.229663,-9.486898
8,4,0.000000,0.231331,-9.486898
9,4,0.000000,0.233208,-9.507350
10,4,0.000000,0.233208,-9.379139
1,5,0.000000,-0.220588,5.464181
2,5,0.000000,-0.222642,5.164802
3,5,0.000000,-0.222642,5.164802
4,5,0.000000,-0.222642,5.164802
5,5,0.000000,-0.198152,5.164802
6,5,0.000000,-0.193057,5.077013
7,5,0.000000,-0.175844,4.872661
8,5,0.000000,-0.118184,5.297984
9,5,0.000000,-0.153225,5.297984
10,5,0.000000,-0.172371,4.992264
1,6,0.000000,0.601412,-13.140712
2,6,0.000000,0.637076,-13.019619
3,6,0.000000,0.637076,-12.881735
4,6,0.000000,0.637076,-12.881735
5,6,0.000000,0.668218,-12.783131
6,6,0.000000,0.668218,-12.771940
7,6,0.000000,0.662509,-13.036805
8,6,0.000000,0.625660,-13.046893
9,6,0.000000,0.625660,-12.939667
10,6,0.000000,0.625660,-12.939667
1,7,0.000000,0.098608,-8.980931
2,7,0.000000,0.098608,-8.980931
3,7,0.000000,0.104137,-8.976719
4,7,0.000000,0.104137,-8.976719
5,7,0.000000,0.112470,-8.819762
6,7,0.000000,0.118239,-9.138566
7,7,0.000000,0.087220,-9.152821
8,7,0.000000,0.104424,-8.866343
9,7,0.000000,0.104424,-8.915539
10,7,0.000000,0.112519,-8.881614
1,8,0.000000,0.119269,-13.162634
2,8,0.000000,0.094855,-13.384108
3,8,0.000000,0.077540,-13.409527
4,8,0.000000,0.077540,-13.300529
5,8,0.000000,0.084679,-13.654284
6,8,0.000000,0.063234,-13.521514
7,8,0.000000,0.064726,-13.432163
8,8,0.000000,0.067518,-13.432163
9,8,0.000000,0.091698,-13.432163
10,8,0.000000,0.083364,-13.432163
1,9,0.000000,0.196277,-8.291906
2,9,0.000000,0.196277,-8.291906
3,9,0.000000,0.209203,-8.291906
4,9,0.000000,0.209203,-8.291906
5,9,0.000000,0.203033,-8.221065
6,9,0.000000,0.203033,-8.221065
7,9,0.000000,0.234695,-8.160909
8,9,0.000000,0.243006,-8.196332
9,9,0.000000,0.236116,-8.403859
10,9,0.000000,0.232908,-8.317021
1,10,0.000000,-0.645075,7.548704
2,10,0.000000,-0.604519,7.548704
3,10,0.000000,-0.631664,7.841255
4,10,0.000000,-0.631468,7.803622
5,10,0.000000,-0.667948,7.591619
6,10,0.000000,-0.671604,7.725976
7,10,0.000000,-0.668027,7.641927
8,10,0.000000,-0.668027,7.641927
9,10,0.000000,-0.554887,7.414448
10,10,0.000000,-0.628275,7.596780
1,11,0.000000,0.773111,-7.866538
2,11,0.000000,0.785539,-7.943487
3,11,0.000000,0.763032,-8.191290
4,11,0.000000,0.742641,-8.093285
5,11,0.000000,0.760330,-8.093285
6,11,0.000000,0.760330,-7.949460
7,11,0.000000,0.795401,-8.144663
8,11,0.000000,0.829336,-8.386011
9,11,0.000000,0.829336,-8.386011
10,11,0.000000,0.903222,-8.028316
1,12,0.000000,-0.028384,3.705612
2,12,0.000000,-0.041385,4.142829
3,12,0.000000,-0.027665,3.906731
4,12,0.000000,0.059198,3.533401
5,12,0.000000,0.032007,3.702399
6,12,0.000000,0.032007,3.702399
7,12,0.000000,-0.009025,4.032415
8,12,0.000000,-0.012032,4.001109
9,12,0.000000,0.009923,3.849577
10,12,0.000000,0.017806,3.849577
1,13,0.000000,0.432701,-2.310041
2,13,0.000000,0.432701,-2.310041
3,13,0.000000,0.432701,-2.310041
4,13,0.000000,0.420430,-2.296181
5,13,0.000000,0.420430,-2.296181
6,13,0.000000,0.428824,-2.296181
7,13,0.000000,0.444842,-2.296181
8,13,0.000000,0.442676,-2.260568
9,13,0.000000,0.419353,-2.260568
10,13,0.000000,0.419353,-2.260568
1,14,0.000000,0.743277,-4.981254
2,14,0.000000,0.791442,-5.057219
3,14,0.000000,0.757964,-5.124881
4,14,0.000000,0.773282,-5.085932
5,14,0.000000,0.775616,-5.163362
6,14,0.000000,0.760737,-5.163362
7,14,0.000000,0.754794,-5.073246
8,14,0.000000,0.771160,-5.064860
9,14,0.000000,0.739316,-5.107602
10,14,0.000000,0.739316,-5.107602
1,15,0.000000,0.316516,9.000289
2,15,0.000000,0.316516,9.000289
3,15,0.000000,0.254957,8.995305
4,15,0.000000,0.264754,8.896786
5,15,0.000000,0.394885,8.896786
6,15,0.000000,0.299970,8.896786
7,15,0.000000,0.300695,8.803241
8,15,0.000000,0.363450,8.852503
9,15,0.000000,0.363450,8.852503
10,15,0.000000,0.429169,9.038872
1,16,0.000000,-0.085333,-13.026779
2,16,0.000000,-0.085333,-13.026779
3,16,0.000000,-0.089541,-13.086353
4,16,0.000000,-0.106074,-13.086353
5,16,0.000000,-0.091356,-13.086353
6,16,0.000000,-0.091356,-12.918630
7,16,0.000000,-0.058759,-13.057532
8,16,0.000000,-0.060833,-12.998144
9,16,0.000000,-0.060833,-12.998144
10,16,0.000000,-0.060833,-12.998144
1,17,0.000000,0.251927,-0.548100
2,17,0.000000,0.256573,-0.727590
3,17,0.000000,0.277168,-0.871315
4,17,0.000000,0.277168,-0.871315
5,17,0.000000,0.270641,-0.872130
6,17,0.000000,0.257524,-0.833705
7,17,0.000000,0.283111,-0.660990
8,17,0.000000,0.252429,-0.555706
9,17,0.000000,0.234640,-0.555706
10,17,0.000000,0.234640,-0.943248
1,18,0.000000,0.001477,-14.091110
2,18,0.000000,-0.016063,-14.091110
3,18,0.000000,-0.016063,-14.098836
4,18,0.000000,0.000061,-13.866354
5,18,0.000000,0.000061,-13.757002
6,18,0.000000,-0.027782,-14.397486
7,18,0.000000,-0.008000,-14.115282
8,18,0.000000,-0.020106,-14.046250
9,18,0.000000,-0.020106,-14.046250
10,18,0.000000,-0.021893,-14.245798
1,19,0.000000,0.066795,4.296735
2,19,0.000000,0.066795,4.296735
3,19,0.000000,0.056527,4.296735
4,19,0.000000,0.093241,4.194324
5,19,0.000000,0.014796,4.037934
6,19,0.000000,0.032611,4.094927
7,19,0.000000,0.032611,4.203674
8,19,0.000000,0.028676,4.210356
9,19,0.000000,0.091090,4.320595
10,19,0.000000,0.091090,4.320595
1,20,0.000000,-0.008664,-7.271184
2,20,0.000000,-0.008664,-7.271184
3,20,0.000000,-0.008664,-7.382073
4,20,0.000000,-0.008664,-7.382073
5,20,0.000000,-0.015715,-7.230381
6,20,0.000000,-0.001076,-7.262433
7,20,0.000000,-0.037821,-7.453959
8,20,0.000000,-0.037821,-7.434993
9,20,0.000000,-0.037821,-7.310057
10,20,0.000000,-0.036415,-7.310057
1,21,0.000000,0.072817,-5.455191
2,21,0.000000,0.111667,-5.672939
3,21,0.000000,0.086767,-5.665770
4,21,0.000000,0.114731,-5.705367
5,21,0.000000,0.070194,-5.426978
6,21,0.000000,0.057239,-5.562562
7,21,0.000000,0.021397,-5.553454
8,21,0.000000,0.153307,-5.648823
9,21,0.000000,0.153307,-5.648823
10,21,0.000000,0.122807,-5.350611
1,22,0.000000,-0.843405,10.071878
2,22,0.000000,-0.896196,10.946616
3,22,0.000000,-0.889988,10.662434
4,22,0.000000,-0.955076,10.662434
5,22,0.000000,-0.982911,10.553215
6,22,0.000000,-0.909161,10.681773
7,22,0.000000,-0.963191,11.404733
8,22,0.000000,-0.981090,11.158197
9,22,0.000000,-0.938726,11.090409
10,22,0.000000,-0.926148,10.493870
1,23,0.000000,-0.252469,-1.944452
2,23,0.000000,-0.243716,-2.099763
3,23,0.000000,-0.243716,-1.784133
4,23,0.000000,-0.296394,-2.083513
5,23,0.000000,-0.296394,-2.090199
6,23,0.000000,-0.304921,-2.142150
7,23,0.000000,-0.304921,-2.030420
8,23,0.000000,-0.306178,-2.030420
9,23,0.000000,-0.306178,-2.030420
10,23,0.000000,-0.291791,-2.353906
