id,importanceSampling
1,-24.526
2,-23.709
3,-37.075
4,-18.175
5,-34.615
6,-35.820
7,-32.085
8,-40.254
9,-20.570
10,-35.620
11,-17.713
12,-37.102
13,-35.449
14,-39.879
15,-48.247
16,-36.764
17,-47.987
18,-17.281
19,-37.669
20,-30.439
21,-29.819
22,-21.742
23,-31.639
24,-33.122
25,-22.548
26,-26.277
27,-22.546
28,-24.720
29,-43.097
30,-34.688
31,-15.279
32,-16.614
33,-22.787
34,-45.196
35,-45.647
36,-18.797
37,-40.911
38,-9.794
39,-21.705
40,-37.923
41,-30.234
42,-20.306
43,-25.408
44,-37.552
45,-42.316
46,-46.738
47,-36.156
48,-45.478
49,-23.895
50,-31.761
51,-43.051
52,-31.962
53,-21.443
54,-36.737
55,-35.851
56,-22.214
57,-24.806
58,-16.344
59,-42.647
60,-26.952
61,-39.764
62,-31.614
63,-26.106
64,-39.943
65,-43.881
66,-42.981
67,-44.088
68,-35.714
69,-22.853
70,-40.854
71,-36.679
72,-26.606
73,-20.723
74,-34.744
75,-34.442
76,-37.421
77,-42.710
78,-16.212
79,-40.590
80,-24.438
81,-27.007
82,-22.084
83,-36.085
84,-21.013
85,-34.450
86,-38.500
87,-17.148
88,-26.548
89,-45.460
90,-21.342
91,-38.057
92,-27.096
93,-32.138
94,-37.977
95,-39.416
96,-29.574
97,-21.208
98,-45.000
99,-29.413
100,-21.992
101,-29.910
102,-31.062
103,-50.508
104,-42.091
105,-37.325
106,-34.643
107,-15.495
108,-42.006
109,-13.296
110,-19.433
111,-11.569
112,-37.437
113,-32.972
114,-34.724
115,-22.834
116,-26.499
117,-44.044
118,-23.159
119,-15.002
120,-43.816
121,-17.930
122,-16.254
123,-40.514
124,-22.281
125,-21.270
126,-47.936
127,-36.021
128,-19.801
129,-19.560
130,-32.816
131,-20.043
132,-18.224
133,-47.377
134,-35.532
135,-27.665
136,-25.157
137,-21.725
138,-28.644
139,-21.780
140,-42.035
141,-25.027
142,-25.427
143,-30.953
144,-26.772
145,-20.467
146,-19.569
147,-18.789
148,-15.166
149,-37.070
150,-22.771
151,-48.795
152,-42.007
153,-33.900
154,-18.486
155,-20.680
156,-39.285
157,-36.678
158,-35.722
159,-31.095
160,-36.264
161,-19.850
162,-19.686
163,-21.670
164,-45.176
165,-28.222
166,-36.179
167,-20.702
168,-48.870
169,-33.730
170,-46.688
171,-41.062
172,-32.600
173,-26.572
174,-48.459
175,-49.695
176,-24.259
177,-27.166
178,-19.346
179,-34.268
180,-40.938
181,-25.974
182,-39.935
183,-22.451
184,-39.547
185,-35.979
186,-50.601
187,-28.881
188,-17.772
189,-33.656
190,-25.327
191,-32.653
192,-36.050
193,-45.667
194,-49.373
195,-35.517
196,-35.759
197,-35.050
198,-34.190
199,-38.694
200,-34.014
201,-47.700
202,-43.815
203,-44.145
204,-39.553
205,-17.470
206,-28.572
207,-20.834
208,-50.228
209,-24.765
210,-31.819
211,-19.229
212,-23.893
213,-38.615
214,-31.612
215,-25.542
216,-28.004
217,-24.789
218,-31.939
219,-36.463
220,-41.668
221,-27.418
222,-23.781
223,-43.777
224,-41.816
225,-25.746
226,-27.495
227,-38.657
228,-49.787
229,-46.157
230,-29.584
231,-21.431
232,-33.611
233,-34.247
234,-33.698
235,-25.800
236,-48.622
237,-33.189
238,-29.488
239,-34.265
240,-43.989
241,-17.331
242,-47.314
243,-35.235
244,-31.058
245,-22.760
246,-21.047
247,-43.992
248,-38.400
249,-46.274
250,-41.012
