rep,id,p0,alpha,tau
1,1,0.317221,0.031101,72.411073
2,1,0.317221,0.029482,72.424783
3,1,0.317221,0.030685,72.415931
4,1,0.317221,0.032923,72.377056
5,1,0.317221,0.031053,72.436777
6,1,0.317221,0.030781,72.484432
7,1,0.317221,0.032170,72.484432
8,1,0.317221,0.031472,72.484432
9,1,0.317221,0.031472,72.484432
10,1,0.317221,0.031284,72.409393
1,2,0.317221,0.047426,74.029283
2,2,0.317221,0.047426,74.058328
3,2,0.317221,0.047426,74.040861
4,2,0.317221,0.047426,74.040861
5,2,0.317221,0.047426,74.181356
6,2,0.317221,0.047426,74.181356
7,2,0.317221,0.047443,74.013997
8,2,0.317221,0.047443,74.013997
9,2,0.317221,0.047443,74.013997
10,2,0.317221,0.044195,73.854650
1,3,0.317221,0.023005,74.860968
2,3,0.317221,0.023005,74.860968
3,3,0.317221,0.023005,75.153447
4,3,0.317221,0.023604,74.977594
5,3,0.317221,0.022344,75.113192
6,3,0.317221,0.023226,75.135286
7,3,0.317221,0.023652,74.752774
8,3,0.317221,0.023652,74.752774
9,3,0.317221,0.023671,74.584045
10,3,0.317221,0.024153,74.823432
1,4,0.317221,0.050452,63.289918
2,4,0.317221,0.050452,63.198115
3,4,0.317221,0.050667,63.198115
4,4,0.317221,0.052071,63.105419
5,4,0.317221,0.046272,62.756921
6,4,0.317221,0.046272,62.756921
7,4,0.317221,0.047289,63.024016
8,4,0.317221,0.048523,63.188798
9,4,0.317221,0.048602,63.225932
10,4,0.317221,0.048602,63.077174
1,5,0.317221,0.031963,77.056721
2,5,0.317221,0.031963,76.904656
3,5,0.317221,0.031132,76.904656
4,5,0.317221,0.032331,76.904656
5,5,0.317221,0.030411,77.133574
6,5,0.317221,0.030411,77.133574
7,5,0.317221,0.030344,76.876892
8,5,0.317221,0.030344,76.876892
9,5,0.317221,0.031725,77.271748
10,5,0.317221,0.030851,77.366331
1,6,0.317221,0.073246,60.089800
2,6,0.317221,0.073246,60.131418
3,6,0.317221,0.073246,60.131418
4,6,0.317221,0.072908,59.981941
5,6,0.317221,0.076833,60.384973
6,6,0.317221,0.077109,60.474070
7,6,0.317221,0.077109,60.694640
8,6,0.317221,0.079125,60.691594
9,6,0.317221,0.083411,60.678700
10,6,0.317221,0.084496,61.081788
1,7,0.318005,0.042612,63.477791
2,7,0.318005,0.041720,63.477791
3,7,0.318005,0.041108,63.477791
4,7,0.318005,0.043613,63.473807
5,7,0.318005,0.043613,63.474451
6,7,0.318005,0.043402,63.474451
7,7,0.318005,0.041681,63.079655
8,7,0.318005,0.041681,63.677587
9,7,0.318005,0.044449,63.497973
10,7,0.318005,0.044203,63.825643
1,8,0.317221,0.044240,58.857910
2,8,0.317221,0.044240,58.857910
3,8,0.317221,0.044118,58.864561
4,8,0.317221,0.043530,59.116744
5,8,0.317221,0.043685,58.922792
6,8,0.317221,0.043135,59.048962
7,8,0.317221,0.045301,58.928272
8,8,0.317221,0.045796,59.192337
9,8,0.317221,0.040350,59.144739
10,8,0.317221,0.041187,59.236565
1,9,0.317109,0.048974,64.207054
2,9,0.317109,0.046529,64.207054
3,9,0.317109,0.048314,64.281437
4,9,0.317109,0.048314,64.236754
5,9,0.317109,0.049504,64.297850
6,9,0.317109,0.047178,64.251338
7,9,0.317109,0.045364,64.129041
8,9,0.317109,0.047233,64.135515
9,9,0.317109,0.044833,63.961873
10,9,0.317109,0.044833,63.961873
1,10,0.317221,0.019572,78.923171
2,10,0.317221,0.019572,78.923171
3,10,0.317221,0.020057,78.207855
4,10,0.317221,0.020575,79.082703
5,10,0.317221,0.020161,78.821836
6,10,0.317221,0.019847,78.978964
7,10,0.317221,0.020082,78.978964
8,10,0.317221,0.020264,79.061122
9,10,0.317221,0.020627,78.489521
10,10,0.317221,0.019072,78.668428
1,11,0.316979,0.090483,65.021712
2,11,0.316979,0.087632,65.021712
3,11,0.316979,0.089224,65.053921
4,11,0.316979,0.086814,65.257149
5,11,0.316979,0.092973,65.257149
6,11,0.316979,0.086780,64.978267
7,11,0.316979,0.087110,64.788718
8,11,0.316979,0.093931,64.819953
9,11,0.316979,0.091970,64.989236
10,11,0.316979,0.084495,64.989236
1,12,0.317221,0.038799,75.959414
2,12,0.317221,0.040929,75.959414
3,12,0.317221,0.039399,76.620465
4,12,0.317221,0.039574,76.065474
5,12,0.317221,0.040499,75.813789
6,12,0.317221,0.039130,75.834201
7,12,0.317221,0.040170,76.000983
8,12,0.317221,0.036893,75.953190
9,12,0.317221,0.036762,76.266231
10,12,0.317221,0.036414,75.875587
1,13,0.317169,0.059981,70.670353
2,13,0.317169,0.059981,70.670353
3,13,0.317169,0.059981,70.670353
4,13,0.317169,0.059981,70.670353
5,13,0.317169,0.059981,70.670353
6,13,0.317169,0.059981,70.626464
7,13,0.317169,0.059981,70.626464
8,13,0.317169,0.059981,70.626464
9,13,0.317169,0.059981,70.626464
10,13,0.317169,0.059981,70.626464
1,14,0.317363,0.082639,67.829227
2,14,0.317363,0.082638,67.930354
3,14,0.317363,0.081400,68.058434
4,14,0.317363,0.084627,68.217006
5,14,0.317363,0.084830,68.374680
6,14,0.317363,0.087656,68.037689
7,14,0.317363,0.087822,68.106794
8,14,0.317363,0.087279,68.389676
9,14,0.317363,0.087279,68.189482
10,14,0.317363,0.087279,68.189482
1,15,0.317079,0.052281,81.727176
2,15,0.317079,0.052281,81.727176
3,15,0.317079,0.053399,81.697646
4,15,0.317079,0.051408,81.811480
5,15,0.317079,0.053563,81.811480
6,15,0.317079,0.052791,81.699686
7,15,0.317079,0.051614,81.520470
8,15,0.317079,0.050282,81.593192
9,15,0.317079,0.050917,81.735196
10,15,0.317079,0.054929,81.924975
1,16,0.317159,0.037075,59.477269
2,16,0.317159,0.037075,59.477269
3,16,0.317159,0.037075,59.477269
4,16,0.317159,0.037075,59.620811
5,16,0.317159,0.036710,59.432554
6,16,0.317159,0.037102,59.230473
7,16,0.317159,0.035861,59.116743
8,16,0.317159,0.035861,59.116743
9,16,0.317159,0.035861,59.012157
10,16,0.317159,0.035861,59.012157
1,17,0.317221,0.048549,72.063136
2,17,0.317221,0.051828,71.914607
3,17,0.317221,0.050660,72.087001
4,17,0.317221,0.050681,71.968323
5,17,0.317221,0.050681,71.968323
6,17,0.317221,0.050681,71.968323
7,17,0.317221,0.051841,71.968323
8,17,0.317221,0.051841,71.968323
9,17,0.317221,0.050316,71.993016
10,17,0.317221,0.050404,71.987707
1,18,0.316537,0.036950,58.039601
2,18,0.316537,0.038424,58.258121
3,18,0.316537,0.038424,58.258121
4,18,0.316537,0.038424,58.258121
5,18,0.316537,0.040825,58.473771
6,18,0.316537,0.037879,58.473771
7,18,0.316537,0.037556,58.166341
8,18,0.316537,0.037556,58.524251
9,18,0.316537,0.036957,58.265304
10,18,0.316537,0.038970,58.287841
1,19,0.317221,0.039502,76.522542
2,19,0.317221,0.041163,76.830480
3,19,0.317221,0.041176,76.892177
4,19,0.317221,0.042391,76.888273
5,19,0.317221,0.042265,76.937067
6,19,0.317221,0.039491,76.580250
7,19,0.317221,0.040640,76.968283
8,19,0.317221,0.042042,76.841515
9,19,0.317221,0.040526,76.565469
10,19,0.317221,0.040268,76.548579
1,20,0.317221,0.038860,64.975963
2,20,0.317221,0.038860,64.975963
3,20,0.317221,0.039066,64.975963
4,20,0.317221,0.039066,64.975963
5,20,0.317221,0.039066,64.975963
6,20,0.317221,0.038134,64.975963
7,20,0.317221,0.038134,64.975963
8,20,0.317221,0.038134,64.975963
9,20,0.317221,0.038908,65.140590
10,20,0.317221,0.037949,64.857266
1,21,0.317221,0.039806,66.981799
2,21,0.317221,0.041451,66.651936
3,21,0.317221,0.041535,67.076160
4,21,0.317221,0.041937,67.138564
5,21,0.317221,0.042412,67.117453
6,21,0.317221,0.042412,67.117453
7,21,0.317221,0.043955,66.893903
8,21,0.317221,0.043955,67.411125
9,21,0.317221,0.044419,66.990576
10,21,0.317221,0.044419,67.302116
1,22,0.317221,0.014769,81.183879
2,22,0.317221,0.014703,81.061844
