id,eta_p0_SAEM,eta_alpha_SAEM,eta_tau_SAEM,eta_p0_mean,eta_alpha_mean,eta_tau_mean,eta_p0_sd,eta_alpha_sd,eta_tau_sd
1,0.000000,-0.232479,0.422501,0.000000,-0.224555,0.432856,0.000000,0.035775,0.161519
2,0.000000,0.197310,2.063616,0.000000,0.192622,2.059625,0.000000,0.029434,0.144668
3,0.000000,-0.519291,2.884790,0.000000,-0.523344,2.921375,0.000000,0.043018,0.259608
4,0.000000,0.219369,-8.966416,0.000000,0.225937,-8.944404,0.000000,0.028570,0.140347
5,0.000000,-0.204480,5.068607,0.000000,-0.205013,5.066995,0.000000,0.028055,0.179124
6,0.000000,0.661524,-11.745033,0.000000,0.647921,-11.834038,0.000000,0.041133,0.268257
7,0.000000,0.081647,-8.566831,0.000000,0.083955,-8.527195,0.000000,0.021629,0.118412
8,0.000000,0.096697,-13.035621,0.000000,0.094504,-13.033659,0.000000,0.023685,0.186460
9,0.000000,0.190767,-7.846902,0.000000,0.195480,-7.834152,0.000000,0.030622,0.117082
10,0.000000,-0.641130,6.494155,0.000000,-0.640624,6.538996,0.000000,0.042939,0.260636
11,0.000000,0.811971,-6.919486,0.000000,0.804861,-6.878110,0.000000,0.056526,0.182733
12,0.000000,0.005144,4.062234,0.000000,0.008346,4.046002,0.000000,0.033989,0.166845
13,0.000000,0.431814,-1.414711,0.000000,0.432126,-1.416085,0.000000,0.021510,0.085980
14,0.000000,0.773431,-3.885754,0.000000,0.767590,-3.909314,0.000000,0.027019,0.133281
15,0.000000,0.297037,9.642625,0.000000,0.302091,9.646041,0.000000,0.057642,0.122016
16,0.000000,-0.062103,-12.717599,0.000000,-0.060352,-12.685963,0.000000,0.025421,0.177792
17,0.000000,0.270806,-0.065537,0.000000,0.267401,-0.080379,0.000000,0.023822,0.101624
18,0.000000,-0.014565,-13.734067,0.000000,-0.013175,-13.695060,0.000000,0.022886,0.168012
19,0.000000,0.049937,4.624180,0.000000,0.048992,4.630615,0.000000,0.023748,0.141817
20,0.000000,-0.014607,-7.062304,0.000000,-0.016015,-7.085887,0.000000,0.023291,0.161949
21,0.000000,0.079913,-5.130238,0.000000,0.082488,-5.103467,0.000000,0.031331,0.205208
22,0.000000,-0.923003,8.761517,0.000000,-0.942715,8.991266,0.000000,0.069689,0.781554
23,0.000000,-0.298443,-2.317604,0.000000,-0.296818,-2.286707,0.000000,0.031818,0.212247
24,0.000000,-1.195670,10.037862,0.000000,-1.190123,10.069612,0.000000,0.063105,0.782335
25,0.000000,-0.238436,3.694923,0.000000,-0.232475,3.686521,0.000000,0.058853,0.253743
26,0.000000,0.599435,3.308721,0.000000,0.629649,3.219800,0.000000,0.092364,0.285734
27,0.000000,-0.301930,-2.533237,0.000000,-0.308842,-2.568385,0.000000,0.026434,0.209545
28,0.000000,0.262567,0.320206,0.000000,0.257768,0.287473,0.000000,0.024422,0.168345
29,0.000000,0.611602,6.534309,0.000000,0.616430,6.553981,0.000000,0.026979,0.073768
30,0.000000,-0.412675,-3.033428,0.000000,-0.418641,-3.080893,0.000000,0.025881,0.268789
31,0.000000,0.494424,-7.430637,0.000000,0.488071,-7.435450,0.000000,0.030306,0.101359
32,0.000000,0.361055,0.736510,0.000000,0.361552,0.724876,0.000000,0.030858,0.161894
33,0.000000,-0.242925,1.986371,0.000000,-0.264057,2.126597,0.000000,0.076434,0.408420
34,0.000000,0.136210,-4.890646,0.000000,0.137683,-4.855957,0.000000,0.016809,0.093723
35,0.000000,0.123085,1.899696,0.000000,0.122721,1.906383,0.000000,0.034142,0.115431
36,0.000000,-0.046266,-3.255628,0.000000,-0.046119,-3.257287,0.000000,0.027793,0.190847
37,0.000000,-0.355526,-7.252202,0.000000,-0.356323,-7.240423,0.000000,0.038332,0.255801
38,0.000000,0.629146,-4.468567,0.000000,0.610485,-4.628302,0.000000,0.033495,0.306821
39,0.000000,-0.078824,1.167777,0.000000,-0.076980,1.157269,0.000000,0.024542,0.200657
40,0.000000,0.592916,-6.730247,0.000000,0.599484,-6.693556,0.000000,0.021916,0.066559
41,0.000000,-0.335574,-1.325802,0.000000,-0.338063,-1.334445,0.000000,0.036920,0.178772
42,0.000000,0.907076,-2.387324,0.000000,0.908858,-2.401581,0.000000,0.020375,0.077679
43,0.000000,0.455900,-0.098077,0.000000,0.450347,-0.116815,0.000000,0.030465,0.110735
44,0.000000,0.112949,-11.323522,0.000000,0.100290,-11.418620,0.000000,0.039545,0.267273
45,0.000000,0.479654,-0.514441,0.000000,0.488371,-0.483623,0.000000,0.031923,0.120004
46,0.000000,0.155596,-3.995371,0.000000,0.157172,-4.007462,0.000000,0.017428,0.111982
47,0.000000,0.423997,-0.520853,0.000000,0.426800,-0.523758,0.000000,0.020056,0.073567
48,0.000000,-0.343992,4.031471,0.000000,-0.345423,3.993293,0.000000,0.023231,0.163627
49,0.000000,0.396250,3.391013,0.000000,0.393824,3.412345,0.000000,0.081793,0.137832
50,0.000000,0.570958,-0.251819,0.000000,0.567332,-0.268415,0.000000,0.018410,0.108872
51,0.000000,0.089135,-2.978823,0.000000,0.088760,-2.990981,0.000000,0.020451,0.112279
52,0.000000,0.404126,-5.056249,0.000000,0.407591,-5.052517,0.000000,0.018995,0.097393
53,0.000000,0.415447,-4.828877,0.000000,0.415825,-4.810800,0.000000,0.105215,0.632351
54,0.000000,-0.066885,2.477215,0.000000,-0.063504,2.473544,0.000000,0.027727,0.162737
55,0.000000,0.629485,-8.084906,0.000000,0.631213,-8.077596,0.000000,0.022528,0.081435
56,0.000000,0.509022,0.191577,0.000000,0.497902,0.082650,0.000000,0.035065,0.310487
57,0.000000,0.056973,-0.497450,0.000000,0.051549,-0.532364,0.000000,0.024749,0.153861
58,0.000000,-0.533599,-8.961848,0.000000,-0.532322,-8.898918,0.000000,0.027180,0.244436
59,0.000000,0.129618,6.270964,0.000000,0.127125,6.279299,0.000000,0.025607,0.175861
60,0.000000,0.650625,0.607286,0.000000,0.652318,0.593226,0.000000,0.032799,0.142891
61,0.000000,0.565210,-7.663714,0.000000,0.562212,-7.676638,0.000000,0.035684,0.073642
62,0.000000,0.796663,10.095902,0.000000,0.801704,10.099917,0.000000,0.033253,0.089634
63,0.000000,-0.625640,-5.134004,0.000000,-0.627850,-5.109914,0.000000,0.025783,0.299421
64,0.000000,0.046769,1.115540,0.000000,0.047650,1.127863,0.000000,0.022088,0.161572
65,0.000000,0.044012,8.140612,0.000000,0.043182,8.157839,0.000000,0.022252,0.113786
66,0.000000,0.602559,-0.167716,0.000000,0.597183,-0.195776,0.000000,0.026582,0.150350
67,0.000000,-0.007829,15.069802,0.000000,-0.012658,15.317442,0.000000,0.151850,1.814639
68,0.000000,-0.456634,4.866655,0.000000,-0.452302,4.934458,0.000000,0.036523,0.204408
69,0.000000,-0.225875,5.475632,0.000000,-0.228244,5.479184,0.000000,0.039253,0.180970
70,0.000000,-0.540015,5.361483,0.000000,-0.538310,5.366071,0.000000,0.027484,0.232306
71,0.000000,-0.885423,7.488964,0.000000,-0.871327,7.421447,0.000000,0.055489,0.413757
72,0.000000,-0.758000,-1.755650,0.000000,-0.757057,-1.815534,0.000000,0.040128,0.221587
73,0.000000,0.087314,-1.330691,0.000000,0.087697,-1.323680,0.000000,0.030218,0.184597
74,0.000000,0.219531,4.579989,0.000000,0.222462,4.568424,0.000000,0.037722,0.099017
75,0.000000,-0.659296,1.137761,0.000000,-0.668437,1.198214,0.000000,0.038407,0.196267
76,0.000000,0.048608,2.959245,0.000000,0.096151,2.594903,0.000000,0.090931,0.579184
77,0.000000,0.259323,-8.650334,0.000000,0.259686,-8.641793,0.000000,0.024206,0.172273
78,0.000000,0.573641,4.073899,0.000000,0.574886,4.062562,0.000000,0.037300,0.154173
79,0.000000,-0.423606,-2.693236,0.000000,-0.427991,-2.689380,0.000000,0.025683,0.171077
80,0.000000,0.469497,13.313431,0.000000,0.416746,14.567440,0.000000,0.320827,4.025719
81,0.000000,-0.416037,-7.073196,0.000000,-0.412127,-7.051031,0.000000,0.047929,0.321567
82,0.000000,-0.282556,0.594296,0.000000,-0.275870,0.611339,0.000000,0.046221,0.182670
83,0.000000,-0.202604,-0.294168,0.000000,-0.228975,-0.147341,0.000000,0.094213,0.524316
84,0.000000,-0.376365,-6.193399,0.000000,-0.367015,-6.130850,0.000000,0.059126,0.412507
85,0.000000,-0.983501,1.829948,0.000000,-0.992049,1.868880,0.000000,0.107184,0.388062
86,0.000000,0.282493,3.293359,0.000000,0.289276,3.327944,0.000000,0.022971,0.133904
87,0.000000,0.610991,-8.364985,0.000000,0.612922,-8.341729,0.000000,0.036172,0.092431
88,0.000000,-0.052718,-0.952287,0.000000,-0.060953,-1.031828,0.000000,0.033647,0.268706
89,0.000000,-0.052751,-12.928473,0.000000,-0.055158,-12.958655,0.000000,0.018259,0.136683
90,0.000000,0.362458,6.793465,0.000000,0.364401,6.771849,0.000000,0.043816,0.144552
91,0.000000,-0.224360,9.724369,0.000000,-0.020841,7.392785,0.000000,0.112104,1.121377
92,0.000000,-0.473084,-7.842296,0.000000,-0.469956,-7.802441,0.000000,0.029847,0.190665
93,0.000000,-0.126340,-9.639841,0.000000,-0.135114,-9.700973,0.000000,0.033001,0.283313
94,0.000000,0.041688,8.190821,0.000000,0.043615,8.181641,0.000000,0.050855,0.175048
95,0.000000,-0.112437,-6.633955,0.000000,-0.109582,-6.618741,0.000000,0.021066,0.141846
96,0.000000,0.189132,-4.527255,0.000000,0.211710,-4.384962,0.000000,0.039547,0.331878
97,0.000000,0.012749,0.677626,0.000000,0.011887,0.676475,0.000000,0.036296,0.168655
98,0.000000,0.400120,-8.681945,0.000000,0.412189,-8.631782,0.000000,0.029717,0.137167
99,0.000000,-0.085519,6.069685,0.000000,-0.093066,6.112551,0.000000,0.061908,0.349819
100,0.000000,0.359420,-3.450304,0.000000,0.362101,-3.431520,0.000000,0.027801,0.110503
101,0.000000,0.612514,-4.422293,0.000000,0.618064,-4.436107,0.000000,0.037225,0.097030
102,0.000000,-0.012182,5.004580,0.000000,-0.040862,5.199124,0.000000,0.117113,1.238998
103,0.000000,0.119467,10.063639,0.000000,0.085114,10.306144,0.000000,0.120751,0.841627
104,0.000000,0.444896,-5.360936,0.000000,0.443334,-5.369997,0.000000,0.018188,0.080892
105,0.000000,0.045311,10.201344,0.000000,0.052491,10.173236,0.000000,0.099048,0.532007
106,0.000000,1.188182,1.325493,0.000000,1.191971,1.331263,0.000000,0.039928,0.060072
107,0.000000,-0.697619,-11.892484,0.000000,-0.725132,-12.265898,0.000000,0.067390,0.691067
108,0.000000,0.698330,-3.415658,0.000000,0.692224,-3.397376,0.000000,0.080262,0.201322
109,0.000000,0.396514,-4.531719,0.000000,0.398246,-4.492701,0.000000,0.033995,0.108489
110,0.000000,-0.723015,-6.848237,0.000000,-0.724587,-6.848385,0.000000,0.057716,0.386198
111,0.000000,0.228908,-14.803025,0.000000,0.217825,-14.822997,0.000000,0.056996,0.140365
112,0.000000,-0.513834,-2.246234,0.000000,-0.506176,-2.232806,0.000000,0.048125,0.169660
113,0.000000,0.300427,-2.636285,0.000000,0.296331,-2.645509,0.000000,0.024739,0.113412
114,0.000000,-0.860740,-3.696184,0.000000,-0.858288,-3.646385,0.000000,0.052637,0.232651
115,0.000000,-0.136823,-0.945640,0.000000,-0.136072,-0.923575,0.000000,0.031703,0.222127
116,0.000000,0.216134,-8.545173,0.000000,0.217328,-8.533795,0.000000,0.019571,0.117860
117,0.000000,0.136384,8.888174,0.000000,0.137058,8.879935,0.000000,0.056694,0.204944
118,0.000000,-0.788873,13.166425,0.000000,-0.784841,13.266779,0.000000,0.158127,2.402505
119,0.000000,1.091221,-7.621221,0.000000,1.093684,-7.604815,0.000000,0.035076,0.096655
120,0.000000,0.569535,12.064556,0.000000,0.472562,12.506049,0.000000,0.162563,1.171230
121,0.000000,-0.006937,-3.910783,0.000000,-0.002463,-3.866708,0.000000,0.036820,0.133262
122,0.000000,-0.165020,12.746486,0.000000,-0.176955,12.844490,0.000000,0.067411,0.391792
123,0.000000,0.017394,14.927589,0.000000,0.039114,14.859128,0.000000,0.102184,0.281733
124,0.000000,-0.025486,8.820854,0.000000,-0.024716,8.791644,0.000000,0.045627,0.201295
125,0.000000,0.138160,3.291642,0.000000,0.141334,3.296646,0.000000,0.035318,0.169749
126,0.000000,-0.729426,2.052597,0.000000,-0.727780,2.068656,0.000000,0.033492,0.205263
127,0.000000,-0.461604,8.913774,0.000000,-0.472126,9.023359,0.000000,0.066825,0.612882
128,0.000000,-1.281180,13.723755,0.000000,-1.296034,14.002714,0.000000,0.073222,0.688853
129,0.000000,0.340115,12.196384,0.000000,0.354487,12.138457,0.000000,0.063969,0.186537
130,0.000000,-0.693607,13.209973,0.000000,-0.688036,13.180160,0.000000,0.044734,0.436004
131,0.000000,0.391849,-9.495018,0.000000,0.381444,-9.551989,0.000000,0.036130,0.204492
132,0.000000,-0.529056,-1.885100,0.000000,-0.527916,-1.905937,0.000000,0.037596,0.260590
133,0.000000,0.244618,-0.359288,0.000000,0.242280,-0.366257,0.000000,0.023780,0.144013
134,0.000000,0.428408,4.036143,0.000000,0.367909,4.424074,0.000000,0.124392,0.781577
135,0.000000,-0.822768,5.908618,0.000000,-0.822974,5.966963,0.000000,0.075426,0.683822
136,0.000000,1.278364,-2.641436,0.000000,1.293515,-2.641356,0.000000,0.092234,0.071973
137,0.000000,0.015526,3.948470,0.000000,0.026553,3.906641,0.000000,0.061461,0.319929
138,0.000000,1.325850,-5.668798,0.000000,1.345767,-5.657168,0.000000,0.125013,0.103962
139,0.000000,-0.383479,-15.515931,0.000000,-0.398539,-15.650696,0.000000,0.032844,0.330427
140,0.000000,-0.766138,9.188478,0.000000,-0.778449,9.471358,0.000000,0.145765,1.547316
141,0.000000,-0.324700,-0.542613,0.000000,-0.321290,-0.508416,0.000000,0.023932,0.243461
