id,p0_SAEM,alpha_SAEM,tau_SAEM,p0_mean,alpha_mean,tau_mean,p0_sd,alpha_sd,tau_sd
1,0.317077,0.030924,72.453959,0.317350,0.031153,72.460633,0.000000,0.001112,0.161519
2,0.317312,0.047512,74.095074,0.317234,0.047270,74.087403,0.000000,0.001393,0.144668
3,0.317207,0.023217,74.916248,0.317240,0.023113,74.949152,0.000000,0.000995,0.259608
4,0.317334,0.048569,63.065042,0.317205,0.048871,63.083373,0.000000,0.001399,0.140347
5,0.317236,0.031793,77.100064,0.317227,0.031760,77.094772,0.000000,0.000891,0.179124
6,0.317355,0.075646,60.286425,0.316782,0.074560,60.193739,0.000000,0.003088,0.268257
7,0.317069,0.042316,63.464627,0.318005,0.042395,63.500583,0.000000,0.000916,0.118412
8,0.317183,0.042959,58.995837,0.317365,0.042846,58.994119,0.000000,0.001016,0.186460
9,0.317204,0.047200,64.184556,0.317109,0.047407,64.193625,0.000000,0.001455,0.117082
10,0.317070,0.020554,78.525612,0.317231,0.020556,78.566773,0.000000,0.000886,0.260636
11,0.317182,0.087948,65.111972,0.316979,0.087296,65.149667,0.000000,0.005016,0.182733
12,0.317231,0.039211,76.093691,0.317035,0.039321,76.073780,0.000000,0.001336,0.166845
13,0.317378,0.060058,70.616746,0.317169,0.060051,70.611692,0.000000,0.001296,0.085980
14,0.317085,0.084524,68.145703,0.317363,0.083997,68.118463,0.000000,0.002269,0.133281
15,0.317205,0.052561,81.674083,0.317079,0.052804,81.673818,0.000000,0.003054,0.122016
16,0.317155,0.036650,59.313859,0.317159,0.036701,59.341814,0.000000,0.000932,0.177792
17,0.317406,0.051125,71.965921,0.317245,0.050933,71.947398,0.000000,0.001216,0.101624
18,0.317307,0.038437,58.297391,0.316537,0.038472,58.332717,0.000000,0.000884,0.168012
19,0.317318,0.040994,76.655637,0.317194,0.040940,76.658392,0.000000,0.000976,0.141817
20,0.317262,0.038431,64.969154,0.317188,0.038363,64.941890,0.000000,0.000894,0.161949
21,0.317310,0.042251,66.901219,0.317239,0.042343,66.924310,0.000000,0.001334,0.205208
22,0.317277,0.015531,80.792975,0.316954,0.015219,81.019043,0.000000,0.001066,0.781554
23,0.317223,0.028943,69.713854,0.318281,0.028977,69.741071,0.000000,0.000924,0.212247
24,0.317245,0.011809,82.069319,0.317181,0.011878,82.097390,0.000000,0.000754,0.782335
25,0.317173,0.030783,75.726381,0.317165,0.030941,75.714298,0.000000,0.001816,0.253743
26,0.317183,0.071417,75.340179,0.317305,0.073462,75.247577,0.000000,0.006850,0.285734
27,0.317128,0.028839,69.498220,0.317266,0.028627,69.459392,0.000000,0.000758,0.209545
28,0.317156,0.050712,72.351663,0.316742,0.050446,72.315251,0.000000,0.001235,0.168345
