id,importanceSampling
1,-24.564
2,-23.820
3,-37.014
4,-18.031
5,-34.609
6,-35.453
7,-32.012
8,-40.034
9,-20.412
10,-35.574
11,-17.622
12,-37.134
13,-35.539
14,-39.847
15,-48.372
16,-36.729
17,-48.016
18,-17.096
19,-37.751
20,-30.386
21,-29.750
22,-21.471
23,-31.850
24,-32.854
25,-22.562
26,-26.448
27,-22.587
28,-24.764
29,-43.304
30,-34.834
31,-15.160
32,-16.705
33,-22.787
34,-45.148
35,-45.674
36,-18.803
37,-41.052
38,-9.872
39,-21.702
40,-37.883
41,-30.254
42,-20.389
43,-25.500
44,-37.601
45,-42.359
46,-46.798
47,-36.247
48,-45.447
49,-24.027
50,-31.856
51,-43.058
52,-31.892
53,-21.218
54,-36.755
55,-35.692
56,-22.354
57,-24.799
58,-16.663
59,-42.695
60,-27.046
61,-39.632
62,-31.955
63,-26.382
64,-39.971
65,-43.870
66,-43.087
67,-43.923
68,-35.619
69,-22.786
70,-40.819
71,-36.463
72,-26.841
73,-20.733
74,-34.843
75,-34.590
76,-37.448
77,-42.550
78,-16.441
79,-40.657
80,-24.708
81,-27.106
82,-22.101
83,-36.077
84,-21.204
85,-34.660
86,-38.610
87,-16.988
88,-26.566
89,-45.334
90,-21.482
91,-38.044
92,-27.253
93,-32.073
94,-38.061
95,-39.459
96,-29.555
97,-21.120
98,-44.914
99,-29.417
100,-21.962
101,-29.887
102,-30.971
103,-50.570
104,-42.001
105,-37.429
106,-34.899
107,-15.981
108,-41.957
109,-13.275
110,-19.831
111,-11.271
112,-37.554
113,-32.926
114,-35.125
115,-22.844
116,-26.421
117,-44.165
118,-22.536
119,-14.870
120,-44.052
121,-17.972
122,-16.211
123,-40.512
124,-22.292
125,-21.361
126,-47.996
127,-35.962
128,-19.198
129,-19.775
130,-32.386
131,-19.780
132,-18.317
133,-47.365
134,-35.674
135,-27.560
136,-25.157
137,-21.778
138,-28.814
139,-21.827
140,-41.711
141,-25.018
142,-25.209
143,-31.039
144,-26.942
145,-20.647
146,-19.574
147,-18.470
148,-15.155
149,-37.196
150,-22.900
151,-48.248
152,-42.057
153,-33.968
154,-18.786
155,-20.608
156,-39.349
157,-36.468
158,-35.758
159,-31.092
160,-36.298
161,-19.970
162,-19.461
163,-21.585
164,-44.932
165,-28.222
166,-36.129
167,-20.228
168,-49.318
169,-33.564
170,-46.635
171,-41.397
172,-32.663
173,-26.531
174,-48.625
175,-49.747
176,-24.198
177,-27.357
178,-19.372
179,-34.220
180,-40.919
181,-26.117
182,-40.488
183,-22.447
184,-39.557
185,-36.048
186,-50.605
187,-28.696
188,-17.813
189,-33.810
190,-25.464
191,-32.734
192,-35.778
193,-45.126
194,-49.243
195,-35.490
196,-35.688
197,-35.089
198,-34.378
199,-38.587
200,-34.056
201,-47.390
202,-44.139
203,-44.244
204,-39.639
205,-17.542
206,-28.692
207,-20.803
208,-50.362
209,-24.938
210,-32.085
211,-19.281
212,-23.766
213,-38.637
214,-31.854
215,-25.343
216,-28.043
217,-24.760
218,-32.040
219,-36.334
220,-41.676
221,-27.539
222,-23.920
223,-43.887
224,-41.252
225,-26.086
226,-27.311
227,-38.778
228,-49.829
229,-46.276
230,-29.749
231,-21.363
232,-33.654
233,-34.152
234,-33.684
235,-25.938
236,-48.632
237,-32.953
238,-29.547
239,-34.334
240,-44.111
241,-17.407
242,-47.258
243,-35.060
244,-30.989
245,-23.065
246,-21.074
247,-44.203
248,-38.387
249,-46.113
250,-40.777
