rep,id,V,k,Vm,Km,eta_V,eta_k,eta_Vm,eta_Km
1,1,10.688693773895,0.0826367096928749,3.64941504210452,4.51555399489753,0.0663073191680499,0.154584102781069,0.14231133895488,0.286983120111745
1,2,7.91891128213032,0.0645954777241896,3.44417292587608,2.50906064260293,-0.233625474999517,-0.0917255022231958,0.0844282427113723,-0.300636323082774
1,3,9.22282747324184,0.0707734940660869,3.24246412567434,2.20340941411989,-0.0811975490637917,-0.000385353286584511,0.0240780200023905,-0.430538865746953
1,4,9.99074674231641,0.0760612729797751,3.14502240266528,4.93536346676101,-0.00121986815175656,0.0716693325890723,-0.00643453996797172,0.375881560782087
1,5,8.59494279462112,0.0772815640834231,2.95050316067547,2.05256761449228,-0.151705223844421,0.0875855225823559,-0.0702798346106432,-0.501453255896812
1,6,5.36512238348016,0.0611406244284862,3.02108995262729,3.87118141004758,-0.622960019717301,-0.146693376788616,-0.046637875619115,0.133014974165156
1,7,6.76102745883456,0.0962241490903069,3.66780141548405,2.13058767912309,-0.391704337541997,0.306810449921834,0.147336859843338,-0.464146912846089
1,8,8.42070509878493,0.0745244994341458,2.89314549868343,2.69428624782692,-0.172185641302788,0.0512580164989394,-0.0899112352721134,-0.229411434027102
1,9,11.7955285475512,0.0866106016641173,2.56809603388226,4.40841547763246,0.164841316009503,0.201552322847426,-0.209090771858921,0.262970562566085
1,10,9.06671276399342,0.0810887994527689,2.82574598425029,3.26021934002781,-0.0982694381143769,0.135674937434422,-0.113483158398344,-0.0387502848716499
1,11,9.63257340620723,0.0798884994520643,2.90206018566359,2.70203092172235,-0.037728788829396,0.120761999350352,-0.0868346597379832,-0.226541076718801
1,12,8.66303865685688,0.0465121301468484,2.91756990920623,3.4070605096757,-0.14381366180677,-0.420156764344366,-0.0815045064431015,0.00530513871499316
1,13,11.641105825045,0.0714653219240658,2.6861853069576,3.34911636183015,0.15166323294323,0.00934241769866118,-0.164133467705561,-0.011848221749186
1,14,10.1462513589028,0.083323373368465,3.27349739391881,1.93143088758894,0.014225106025501,0.162859196180855,0.0336033994250735,-0.562283639449795
1,15,12.6009330357811,0.0713431394997483,2.97661871056406,8.39214527350777,0.230891654675377,0.00763128023647131,-0.0614675579412536,0.906751421691957
1,16,10.0330042776523,0.069251213904425,3.14356733356237,2.49221766197958,0.00300087930236259,-0.0221292320722397,-0.00689730481348105,-0.30737181879955
1,17,8.23919178567117,0.0914373195701962,2.16240903760473,2.32912719968459,-0.193976952151677,0.25578379922829,-0.381032657955186,-0.375051155213739
1,18,10.7083921138617,0.0663490087046773,3.41389338171454,4.54829467369494,0.0681485367651584,-0.0649410860219444,0.0755978407993243,0.294207605514753
1,19,10.8729106705275,0.0764370510954215,3.09322325496862,1.7237037836807,0.0833952292672895,0.0765976343065473,-0.0230418815404376,-0.676069421935877
1,20,10.2812773684879,0.0723718022113603,2.36295669186702,3.05293278799203,0.0274453029434159,0.0219468450170592,-0.292341882928187,-0.104442061763391
1,21,7.06269181679988,0.0685842451056545,2.84767734559764,2.85224092945668,-0.348052950994671,-0.0318070611194936,-0.105751857801114,-0.172439783850899
1,22,11.2731632505945,0.0833528890653654,2.78196711082413,2.54430008113188,0.119545760515479,0.163213364156282,-0.129097282061307,-0.286689165262707
1,23,10.0241780118271,0.061272325225755,3.52762235170679,4.84902568593949,0.00212076899896774,-0.144541629796888,0.108368535889,0.358233035067345
1,24,9.22373325515218,0.0764469523720023,3.46967585715478,2.75219729522026,-0.081099343016128,0.0767271609590434,0.0918056233128091,-0.20814515112553
1,25,10.4151471251138,0.0720006193574997,2.82871424396449,2.48847258584095,0.0403819938850174,0.0168048148747255,-0.112433275697944,-0.308875657287026
1,26,7.0835693227533,0.0811748467065609,2.96709772822772,5.75524437294525,-0.345101284698522,0.13673552326365,-0.064671274194489,0.529566743786841
1,27,14.9784382239425,0.0585670694450415,3.08512190987944,2.36951124544937,0.403732508240897,-0.189697322527447,-0.0256643798036817,-0.3578610518732
1,28,8.5283649226003,0.081818481619148,3.20893589685552,6.91296924112709,-0.159481549379632,0.14463324846143,0.0136838325191808,0.712854487324498
1,29,9.78700641505544,0.065156999740643,3.53742680067085,2.02909138320594,-0.0218235770888153,-0.0830701681140265,0.111144017006395,-0.512956661830482
1,30,9.3855645768754,0.0733821356690684,2.79317821222089,4.46573296257142,-0.0637063814046641,0.0358106164509326,-0.125075461692937,0.275888598002903
1,31,11.7771860089027,0.0671686422383897,3.65156944939208,4.58605589749227,0.163285063987142,-0.0526634010272451,0.142901507952666,0.302475612882266
1,32,8.8937187179011,0.0709695510530428,2.75507444493351,4.33295507908157,-0.11753394146203,0.00238102035557342,-0.138811089364758,0.24570501533673
1,33,11.8482809952584,0.0757467885931883,2.99000944488037,3.36197882314801,0.16930358636784,0.0675261423895699,-0.0569790071385345,-0.00801502412263666
1,34,12.1018701792785,0.0785264685596361,3.24432367607057,4.483196689384,0.190480793931165,0.103565840768081,0.0246513547572789,0.279791578506918
1,35,8.75211143735812,0.0548450740429289,2.75036961592958,2.31130965331044,-0.13358422861299,-0.255357531389713,-0.1405202449196,-0.382730446840436
1,36,11.8598019720077,0.0753844552539921,3.74384013828675,3.69775462003395,0.170275489298338,0.0627311837272595,0.167856306237578,0.0871810157821284
1,37,10.3790778645527,0.0615324970036472,3.90529426345038,4.10061829139891,0.0369128290804785,-0.140304464473574,0.210077582650632,0.190593004916851
1,38,10.6763631564375,0.0808796830427626,2.7971633827473,3.79456426960224,0.065153040116348,0.133092749554681,-0.123649727278043,0.113024827082476
1,39,10.7723949004212,0.0607394428027042,3.04804958278948,5.43345164617357,0.0741076271761183,-0.153276620198286,-0.0377536483475345,0.472029834072858
1,40,12.8193380342038,0.0567307956847644,3.47391914710547,4.97726084423267,0.248075607762579,-0.221552709231787,0.0930278404715907,0.384334948231249
1,41,10.4343856747778,0.0748354367872921,3.56165117827582,5.79329254042995,0.042227460189582,0.0554216203434881,0.117968698098833,0.536156029587595
1,42,11.8272078649172,0.0682882438809424,3.04290935006638,3.04646547232327,0.167523421571181,-0.0361322792602232,-0.0394414725473131,-0.106562703117318
1,43,10.9784391135144,0.0609803900040675,3.75767343776787,2.78238930446831,0.0930540617376865,-0.149317569145947,0.17154444597667,-0.197234739588543
1,44,9.46576565795857,0.0634418654478594,2.8547053329716,2.12304679732215,-0.0551975320060469,-0.109745924481734,-0.103286926445731,-0.467692534710245
1,45,11.8604678101218,0.0792123597611617,3.60067807869398,2.2184726040683,0.170331630153426,0.112262437943259,0.12886662955922,-0.423725817297051
1,46,10.7941023834604,0.0695089470308068,3.16539967303517,3.20818741246385,0.0761207023717918,-0.0184144277504106,2.37732646664046e-05,-0.0548386515620796
1,47,12.2711609034549,0.0574965982017786,3.23928540554465,5.93433129484324,0.204372660406515,-0.208144121946844,0.0230971982754122,0.560209590042668
1,48,11.1821417183403,0.0770442000231582,3.54782255134422,4.84707994299722,0.1114388093167,0.0845093771465772,0.114078496124022,0.357831689817437
1,49,7.76158785441939,0.126388521310764,3.1639443140293,2.89697302680306,-0.253692273321179,0.579490758882393,-0.00043610347279377,-0.156878352194357
1,50,10.7019801111921,0.0723352144413191,2.95524279798484,2.84816065660379,0.0675495744683881,0.021441164343555,-0.0686747407376209,-0.173871357920947
