rep,id,s,d,beta,delta,p,c,eta,epsilon
1,1,2379.92450981915,1.53899516024911,2.2715410724372e-05,0.0417286797769112,73.3663818159809,3.19222324856376,0.964537401100076,0.281167500305862
1,2,3223.45975690263,1.43146751506835,2.2715410724372e-05,0.0417286797769112,73.3663818159809,3.19222324856376,0.0559567694790683,0.0348557115642162
1,3,1533.18011618966,3.79552632741664,2.2715410724372e-05,0.0417286797769112,73.3663818159809,3.19222324856376,0.998580201541444,0.819994460903739
1,4,1874.72231554354,1.05807087610896,2.2715410724372e-05,0.0417286797769112,73.3663818159809,3.19222324856376,0.285478016917531,0.694262122186322
1,5,1892.54271691846,1.9439577617705,2.2715410724372e-05,0.0417286797769112,73.3663818159809,3.19222324856376,0.347474430879682,0.955685853954258
1,6,5760.47159454598,1.65316551369627,2.2715410724372e-05,0.0417286797769112,73.3663818159809,3.19222324856376,0.990278905495505,0.940124371816397
1,7,289.925151788775,0.517443750607258,2.2715410724372e-05,0.0417286797769112,73.3663818159809,3.19222324856376,0.224183406304136,0.87984040445562
1,8,326.409136069692,1.12852517062648,2.2715410724372e-05,0.0417286797769112,73.3663818159809,3.19222324856376,0.0214785878172458,0.510836844728801
1,9,10005.5195946161,2.29818499887683,2.2715410724372e-05,0.0417286797769112,73.3663818159809,3.19222324856376,0.777265738417778,0.0881987889980256
1,10,1497.49126387348,0.801448603541586,2.2715410724372e-05,0.0417286797769112,73.3663818159809,3.19222324856376,0.615804787965947,0.987798034470547
1,11,231.470049726467,1.30174254225615,2.2715410724372e-05,0.0417286797769112,73.3663818159809,3.19222324856376,0.99993488539258,0.941008666249725
1,12,110.994456580329,1.28804027630111,2.2715410724372e-05,0.0417286797769112,73.3663818159809,3.19222324856376,0.999925012247248,0.821514152493329
1,13,251.799764728264,0.955576101594355,2.2715410724372e-05,0.0417286797769112,73.3663818159809,3.19222324856376,0.846982387711973,0.635230110717996
1,14,293.177886161173,1.67259897745001,2.2715410724372e-05,0.0417286797769112,73.3663818159809,3.19222324856376,0.96867379577804,0.869424423566587
1,15,3045.18278561198,0.359591055216659,2.2715410724372e-05,0.0417286797769112,73.3663818159809,3.19222324856376,0.0370838603760403,0.395048977482632
1,16,112.031345127009,0.755793378154314,2.2715410724372e-05,0.0417286797769112,73.3663818159809,3.19222324856376,0.999901296961728,0.911072687460589
1,17,999.675956619996,6.2700382696507,2.2715410724372e-05,0.0417286797769112,73.3663818159809,3.19222324856376,0.493604499212082,0.516273830630462
1,18,13158.6889125094,0.633258128920487,2.2715410724372e-05,0.0417286797769112,73.3663818159809,3.19222324856376,0.998687267488606,0.633509572048589
1,19,2147.14763365847,4.88202808675493,2.2715410724372e-05,0.0417286797769112,73.3663818159809,3.19222324856376,0.000867390715458721,0.0493582123049474
1,20,2787.40790814272,1.81779412117931,2.2715410724372e-05,0.0417286797769112,73.3663818159809,3.19222324856376,0.747565411759166,0.157668345897558
1,21,6330.1959429784,3.16223396450483,2.2715410724372e-05,0.0417286797769112,73.3663818159809,3.19222324856376,0.999592992971208,0.519837791125572
1,22,1155.76655019422,0.628287797047568,2.2715410724372e-05,0.0417286797769112,73.3663818159809,3.19222324856376,0.175792465199911,0.0418607199260927
1,23,6277.61215573372,2.18293044628594,2.2715410724372e-05,0.0417286797769112,73.3663818159809,3.19222324856376,0.808784197623062,0.863439701602648
1,24,566.457579522388,1.62212319434798,2.2715410724372e-05,0.0417286797769112,73.3663818159809,3.19222324856376,0.00617723980677257,0.00393349290538614
1,25,210.27391803818,0.266226583651629,2.2715410724372e-05,0.0417286797769112,73.3663818159809,3.19222324856376,0.0885550799932852,0.97410773318292
1,26,320.370057011533,1.53702323530518,2.2715410724372e-05,0.0417286797769112,73.3663818159809,3.19222324856376,0.976783646825126,0.987898881229105
1,27,520.343757362807,3.49908161527351,2.2715410724372e-05,0.0417286797769112,73.3663818159809,3.19222324856376,0.987663034575196,0.806007794246701
1,28,1100.47027819567,1.83545846434641,2.2715410724372e-05,0.0417286797769112,73.3663818159809,3.19222324856376,0.88213434098331,0.927952468095878
1,29,10312.6625337114,1.98609289664876,2.2715410724372e-05,0.0417286797769112,73.3663818159809,3.19222324856376,0.0113495569748294,0.996931741984451
