id,eta_p0_SAEM,eta_alpha_SAEM,eta_tau_SAEM,eta_p0_mean,eta_alpha_mean,eta_tau_mean,eta_p0_sd,eta_alpha_sd,eta_tau_sd
1,0.000000,-0.226007,0.312079,0.000000,-0.225289,0.312486,0.000000,0.039789,0.151590
2,0.000000,0.195851,2.333878,0.000000,0.186575,2.303951,0.000000,0.026088,0.145474
3,0.000000,-0.522578,2.389976,0.000000,-0.518471,2.417158,0.000000,0.042579,0.235915
4,0.000000,0.220254,-8.701799,0.000000,0.214693,-8.717298,0.000000,0.023501,0.155302
5,0.000000,-0.198284,4.934965,0.000000,-0.193175,4.987446,0.000000,0.031137,0.183692
6,0.000000,0.658373,-11.251047,0.000000,0.671424,-11.127333,0.000000,0.040448,0.278807
7,0.000000,0.085004,-8.407044,0.000000,0.092182,-8.312668,0.000000,0.022775,0.155610
8,0.000000,0.099152,-12.825791,0.000000,0.100563,-12.802718,0.000000,0.021688,0.212687
9,0.000000,0.189635,-7.578888,0.000000,0.197254,-7.534547,0.000000,0.033196,0.184426
10,0.000000,-0.641488,5.858257,0.000000,-0.634186,5.827401,0.000000,0.039013,0.235186
11,0.000000,0.814663,-6.321263,0.000000,0.814883,-6.273564,0.000000,0.047020,0.175476
12,0.000000,0.016377,4.223703,0.000000,0.006478,4.184710,0.000000,0.030404,0.163697
13,0.000000,0.436315,-0.978239,0.000000,0.440468,-0.967414,0.000000,0.016135,0.075313
14,0.000000,0.768699,-3.312156,0.000000,0.764687,-3.304908,0.000000,0.027843,0.126386
15,0.000000,0.309698,9.982409,0.000000,0.313509,10.014430,0.000000,0.058128,0.112107
16,0.000000,-0.069627,-12.730740,0.000000,-0.077164,-12.739789,0.000000,0.024347,0.180232
17,0.000000,0.265668,0.219103,0.000000,0.273671,0.262568,0.000000,0.022540,0.131011
18,0.000000,-0.007884,-13.606601,0.000000,-0.018574,-13.587423,0.000000,0.023790,0.208353
19,0.000000,0.053902,4.790477,0.000000,0.050723,4.826125,0.000000,0.022151,0.131140
20,0.000000,-0.007545,-6.919242,0.000000,-0.020226,-7.031448,0.000000,0.027679,0.239988
21,0.000000,0.084181,-4.933577,0.000000,0.094736,-4.868730,0.000000,0.026021,0.213457
22,0.000000,-0.932852,7.637745,0.000000,-0.948811,7.806774,0.000000,0.085758,0.756600
23,0.000000,-0.282514,-2.427038,0.000000,-0.304631,-2.553236,0.000000,0.029382,0.223858
24,0.000000,-1.198752,8.183758,0.000000,-1.194426,8.169138,0.000000,0.051399,0.508952
25,0.000000,-0.225921,3.551676,0.000000,-0.246937,3.560401,0.000000,0.064405,0.223537
26,0.000000,0.637675,3.723709,0.000000,0.632606,3.728520,0.000000,0.105956,0.300022
27,0.000000,-0.306242,-2.774021,0.000000,-0.308795,-2.789140,0.000000,0.023455,0.230274
28,0.000000,0.263596,0.672005,0.000000,0.262227,0.625510,0.000000,0.023619,0.178106
29,0.000000,0.627131,7.083438,0.000000,0.618872,7.076390,0.000000,0.028026,0.075214
30,0.000000,-0.418172,-3.469776,0.000000,-0.417880,-3.408532,0.000000,0.022767,0.245075
31,0.000000,0.499332,-6.973068,0.000000,0.504584,-6.924717,0.000000,0.034372,0.113997
32,0.000000,0.363075,1.111917,0.000000,0.364834,1.132947,0.000000,0.032166,0.126220
33,0.000000,-0.258706,1.947984,0.000000,-0.252068,1.908906,0.000000,0.066892,0.311356
34,0.000000,0.145211,-4.618245,0.000000,0.140936,-4.630284,0.000000,0.017583,0.101176
35,0.000000,0.116419,2.137423,0.000000,0.127953,2.141635,0.000000,0.036495,0.108483
36,0.000000,-0.041352,-3.241738,0.000000,-0.040456,-3.174269,0.000000,0.024556,0.196482
37,0.000000,-0.377508,-7.730646,0.000000,-0.354291,-7.511435,0.000000,0.027201,0.206591
38,0.000000,0.607889,-4.178491,0.000000,0.620144,-4.043648,0.000000,0.040727,0.379324
39,0.000000,-0.076887,1.190776,0.000000,-0.079775,1.215092,0.000000,0.022177,0.185357
40,0.000000,0.598734,-6.198356,0.000000,0.604273,-6.182653,0.000000,0.025462,0.085446
41,0.000000,-0.335206,-1.584352,0.000000,-0.336448,-1.562034,0.000000,0.041200,0.156914
42,0.000000,0.914220,-1.733605,0.000000,0.915141,-1.726007,0.000000,0.019293,0.052300
43,0.000000,0.452105,0.314010,0.000000,0.450953,0.342974,0.000000,0.028780,0.112526
44,0.000000,0.105055,-11.205299,0.000000,0.108822,-11.162651,0.000000,0.026274,0.158525
45,0.000000,0.479193,-0.103731,0.000000,0.482590,-0.045047,0.000000,0.029402,0.114755
46,0.000000,0.163103,-3.756531,0.000000,0.164258,-3.722295,0.000000,0.023535,0.161372
47,0.000000,0.425000,-0.113716,0.000000,0.421289,-0.117645,0.000000,0.018711,0.073458
48,0.000000,-0.343487,3.743108,0.000000,-0.344675,3.740323,0.000000,0.023544,0.191521
49,0.000000,0.397281,3.791873,0.000000,0.388474,3.808986,0.000000,0.081756,0.122730
50,0.000000,0.574780,0.248755,0.000000,0.569637,0.243583,0.000000,0.017976,0.120761
51,0.000000,0.088993,-2.811669,0.000000,0.086740,-2.824977,0.000000,0.022281,0.135553
52,0.000000,0.416661,-4.595910,0.000000,0.407931,-4.606580,0.000000,0.014788,0.072914
53,0.000000,0.267183,-5.465249,0.000000,0.401849,-4.467553,0.000000,0.070268,0.458556
54,0.000000,-0.055779,2.537691,0.000000,-0.058762,2.545700,0.000000,0.023769,0.176879
55,0.000000,0.634419,-7.554877,0.000000,0.625752,-7.557820,0.000000,0.020304,0.084008
56,0.000000,0.500553,0.465646,0.000000,0.514319,0.624431,0.000000,0.038665,0.344841
57,0.000000,0.056173,-0.368508,0.000000,0.052211,-0.391636,0.000000,0.027201,0.211773
58,0.000000,-0.526443,-9.424006,0.000000,-0.536912,-9.425641,0.000000,0.025450,0.225658
59,0.000000,0.133634,6.531575,0.000000,0.129641,6.486706,0.000000,0.024104,0.197613
60,0.000000,0.654889,1.118794,0.000000,0.643736,1.151231,0.000000,0.032894,0.150822
61,0.000000,0.561067,-7.184118,0.000000,0.558345,-7.162561,0.000000,0.028387,0.056267
62,0.000000,0.809878,10.722331,0.000000,0.801971,10.724751,0.000000,0.035827,0.097333
63,0.000000,-0.628095,-5.864958,0.000000,-0.619616,-5.728416,0.000000,0.025084,0.298223
64,0.000000,0.053400,1.254884,0.000000,0.051527,1.332703,0.000000,0.026898,0.166617
65,0.000000,0.044546,8.255018,0.000000,0.053252,8.349577,0.000000,0.023328,0.125056
66,0.000000,0.605712,0.338914,0.000000,0.601431,0.343484,0.000000,0.030313,0.157236
67,0.000000,-0.013986,15.381877,0.000000,0.025528,15.089695,0.000000,0.169424,1.718755
68,0.000000,-0.450180,4.527759,0.000000,-0.452149,4.546236,0.000000,0.036187,0.280476
69,0.000000,-0.219613,5.390446,0.000000,-0.232467,5.334964,0.000000,0.036381,0.203489
70,0.000000,-0.536246,4.797516,0.000000,-0.535650,4.858840,0.000000,0.027719,0.241949
71,0.000000,-0.860022,6.243397,0.000000,-0.850736,6.159871,0.000000,0.056905,0.363940
72,0.000000,-0.751057,-2.647918,0.000000,-0.742439,-2.576960,0.000000,0.036525,0.250281
73,0.000000,0.085525,-1.174935,0.000000,0.093990,-1.094748,0.000000,0.033500,0.214491
74,0.000000,0.232493,4.853333,0.000000,0.227400,4.866265,0.000000,0.032116,0.088957
75,0.000000,-0.667312,0.437693,0.000000,-0.654688,0.474098,0.000000,0.030577,0.213931
76,0.000000,0.122814,2.678505,0.000000,0.044975,3.105837,0.000000,0.093676,0.633920
77,0.000000,0.265899,-8.370664,0.000000,0.257114,-8.305446,0.000000,0.024319,0.199500
78,0.000000,0.570253,4.553808,0.000000,0.588473,4.609107,0.000000,0.033701,0.169235
