id,p0_SAEM,alpha_SAEM,tau_SAEM,p0_mean,alpha_mean,tau_mean,p0_sd,alpha_sd,tau_sd
1,0.283581,0.029084,71.340759,0.283495,0.029132,71.320270,0.000000,0.001155,0.151590
2,0.283581,0.044338,73.362558,0.283495,0.043959,73.311735,0.000000,0.001149,0.145474
3,0.283581,0.021623,73.418656,0.283495,0.021732,73.424942,0.000000,0.000920,0.235915
4,0.283581,0.045435,62.326881,0.283495,0.045210,62.290486,0.000000,0.001062,0.155302
5,0.283581,0.029897,75.963645,0.283495,0.030074,75.995230,0.000000,0.000935,0.183692
6,0.283581,0.070473,59.777633,0.283495,0.071421,59.880451,0.000000,0.002910,0.278807
7,0.283581,0.039678,62.621636,0.283495,0.039996,62.695116,0.000000,0.000915,0.155610
8,0.283581,0.040250,58.202889,0.283495,0.040332,58.205066,0.000000,0.000873,0.212687
9,0.283581,0.044060,63.449792,0.283495,0.044440,63.473237,0.000000,0.001486,0.184426
10,0.283581,0.019198,76.886937,0.283495,0.019354,76.835185,0.000000,0.000756,0.235186
11,0.283581,0.082428,64.707417,0.283495,0.082463,64.734220,0.000000,0.003969,0.175476
12,0.283581,0.037058,75.252383,0.283495,0.036719,75.192494,0.000000,0.001115,0.163697
13,0.283581,0.056379,70.050441,0.283495,0.056653,70.040370,0.000000,0.000912,0.075313
14,0.283581,0.078610,67.716524,0.283495,0.078368,67.702876,0.000000,0.002191,0.126386
15,0.283581,0.049741,81.011089,0.283495,0.049977,81.022214,0.000000,0.002947,0.112107
16,0.283581,0.033995,58.297940,0.283495,0.033767,58.267995,0.000000,0.000824,0.180232
17,0.283581,0.047532,71.247783,0.283495,0.047955,71.270352,0.000000,0.001078,0.131011
18,0.283581,0.036164,57.422079,0.283495,0.035804,57.420361,0.000000,0.000852,0.208353
19,0.283581,0.038462,75.819157,0.283495,0.038371,75.833909,0.000000,0.000852,0.131140
20,0.283581,0.036175,64.109438,0.283495,0.035748,63.976336,0.000000,0.001003,0.239988
21,0.283581,0.039657,66.095103,0.283495,0.040102,66.139054,0.000000,0.001039,0.213457
22,0.283581,0.014374,78.666425,0.283495,0.014171,78.814558,0.000000,0.001214,0.756600
23,0.283581,0.027478,68.601642,0.283495,0.026900,68.454548,0.000000,0.000796,0.223858
24,0.283581,0.011002,79.212438,0.283495,0.011059,79.176922,0.000000,0.000566,0.508952
25,0.283581,0.029127,74.580356,0.283495,0.028545,74.568185,0.000000,0.001826,0.223537
26,0.283581,0.069394,74.752389,0.283495,0.069025,74.736304,0.000000,0.007138,0.300022
27,0.283581,0.026835,68.254659,0.283495,0.026784,68.218644,0.000000,0.000626,0.230274
28,0.283581,0.047437,71.700685,0.283495,0.047411,71.633294,0.000000,0.001111,0.178106
29,0.283581,0.068236,78.112118,0.283495,0.067735,78.084174,0.000000,0.001905,0.075214
30,0.283581,0.023994,67.558904,0.283495,0.024016,67.599252,0.000000,0.000545,0.245075
31,0.283581,0.060052,64.055612,0.283495,0.060432,64.083067,0.000000,0.002079,0.113997
32,0.283581,0.052413,72.140597,0.283495,0.052546,72.140731,0.000000,0.001685,0.126220
33,0.283581,0.028227,72.976664,0.283495,0.028404,72.916690,0.000000,0.001913,0.311356
34,0.283581,0.042140,66.410435,0.283495,0.041990,66.377500,0.000000,0.000740,0.101176
35,0.283581,0.040956,73.166103,0.283495,0.041470,73.149419,0.000000,0.001502,0.108483
36,0.283581,0.034969,67.786942,0.283495,0.035029,67.833515,0.000000,0.000865,0.196482
37,0.283581,0.024996,63.298034,0.283495,0.025596,63.496349,0.000000,0.000699,0.206591
38,0.283581,0.066988,66.850189,0.283495,0.067851,66.964136,0.000000,0.002737,0.379324
39,0.283581,0.033747,72.219456,0.283495,0.033677,72.222876,0.000000,0.000747,0.185357
40,0.283581,0.066325,64.830324,0.283495,0.066749,64.825131,0.000000,0.001701,0.085446
41,0.283581,0.026074,69.444328,0.283495,0.026069,69.445750,0.000000,0.001069,0.156914
42,0.283581,0.090924,69.295075,0.283495,0.091074,69.281777,0.000000,0.001752,0.052300
43,0.283581,0.057289,71.342690,0.283495,0.057266,71.350758,0.000000,0.001664,0.112526
44,0.283581,0.040490,59.823381,0.283495,0.040671,59.845133,0.000000,0.001076,0.158525
45,0.283581,0.058860,70.924949,0.283495,0.059108,70.962737,0.000000,0.001741,0.114755
46,0.283581,0.042897,67.272149,0.283495,0.042986,67.285489,0.000000,0.001015,0.161372
47,0.283581,0.055742,70.914964,0.283495,0.055579,70.890139,0.000000,0.001038,0.073458
48,0.283581,0.025851,74.771788,0.283495,0.025841,74.748107,0.000000,0.000609,0.191521
49,0.283581,0.054453,74.820553,0.283495,0.053956,74.816770,0.000000,0.004442,0.122730
50,0.283581,0.064748,71.277435,0.283495,0.064466,71.251367,0.000000,0.001163,0.120761
51,0.283581,0.039844,68.217011,0.283495,0.039779,68.182806,0.000000,0.000888,0.135553
52,0.283581,0.055283,66.432770,0.283495,0.054838,66.401204,0.000000,0.000812,0.072914
53,0.283581,0.047628,65.563431,0.283495,0.054635,66.540231,0.000000,0.003895,0.458556
54,0.283581,0.034469,73.566371,0.283495,0.034393,73.553484,0.000000,0.000823,0.176879
55,0.283581,0.068726,63.473803,0.283495,0.068190,63.449964,0.000000,0.001387,0.084008
56,0.283581,0.060133,71.494326,0.283495,0.061032,71.632215,0.000000,0.002346,0.344841
57,0.283581,0.038553,70.660172,0.283495,0.038433,70.616148,0.000000,0.001052,0.211773
58,0.283581,0.021528,61.604674,0.283495,0.021322,61.582143,0.000000,0.000542,0.225658
59,0.283581,0.041655,77.560255,0.283495,0.041524,77.494490,0.000000,0.000998,0.197613
60,0.283581,0.070162,72.147474,0.283495,0.069451,72.159015,0.000000,0.002277,0.150822
61,0.283581,0.063898,63.844562,0.283495,0.063758,63.845223,0.000000,0.001806,0.056267
62,0.283581,0.081924,81.751011,0.283495,0.081366,81.732535,0.000000,0.002914,0.097333
63,0.283581,0.019451,65.163722,0.283495,0.019630,65.279368,0.000000,0.000494,0.298223
64,0.283581,0.038442,72.283564,0.283495,0.038407,72.340487,0.000000,0.001034,0.166617
65,0.283581,0.038105,79.283698,0.283495,0.038470,79.357361,0.000000,0.000901,0.125056
66,0.283581,0.066798,71.367594,0.283495,0.066569,71.351267,0.000000,0.002032,0.157236
67,0.283581,0.036306,86.410557,0.283495,0.037951,86.097479,0.000000,0.006479,1.718755
68,0.283581,0.023247,75.556439,0.283495,0.023216,75.554020,0.000000,0.000845,0.280476
69,0.283581,0.029265,76.419126,0.283495,0.028920,76.342748,0.000000,0.001047,0.203489
70,0.283581,0.021323,75.826196,0.283495,0.021351,75.866624,0.000000,0.000590,0.241949
71,0.283581,0.015437,77.272077,0.283495,0.015599,77.167655,0.000000,0.000882,0.363940
72,0.283581,0.017206,68.380762,0.283495,0.017367,68.430824,0.000000,0.000632,0.250281
73,0.283581,0.039704,69.853745,0.283495,0.040081,69.913036,0.000000,0.001337,0.214491
74,0.283581,0.045991,75.882013,0.283495,0.045799,75.874049,0.000000,0.001467,0.088957
75,0.283581,0.018707,71.466373,0.283495,0.018956,71.481882,0.000000,0.000581,0.213931
76,0.283581,0.041486,73.707185,0.283495,0.038309,74.113621,0.000000,0.003559,0.633920
77,0.283581,0.047546,62.658016,0.283495,0.047170,62.702338,0.000000,0.001150,0.199500
78,0.283581,0.064476,75.582488,0.283495,0.065719,75.616891,0.000000,0.002233,0.169235
79,0.283581,0.023845,67.971492,0.283495,0.023954,68.004506,0.000000,0.000488,0.178435
80,0.283581,0.053214,85.650361,0.283495,0.052036,86.223885,0.000000,0.011525,2.648722
81,0.283581,0.024082,63.562390,0.283495,0.024143,63.587864,0.000000,0.000998,0.357569
82,0.283581,0.027657,71.465787,0.283495,0.027999,71.507257,0.000000,0.001115,0.190048
83,0.283581,0.030537,70.561826,0.283495,0.028269,70.936374,0.000000,0.002551,0.423141
84,0.283581,0.024690,64.372331,0.283495,0.025598,64.698748,0.000000,0.001352,0.427673
85,0.283581,0.013399,71.537156,0.283495,0.013178,71.488970,0.000000,0.001547,0.261716
86,0.283581,0.048769,74.683504,0.283495,0.048544,74.640857,0.000000,0.000965,0.131331
87,0.283581,0.067442,63.172071,0.283495,0.067270,63.178602,0.000000,0.002378,0.096238
88,0.283581,0.034420,70.060258,0.283495,0.034816,70.152081,0.000000,0.001188,0.337233
89,0.283581,0.034393,58.079582,0.283495,0.034698,58.142661,0.000000,0.000676,0.141436
90,0.283581,0.052741,78.180497,0.283495,0.052266,78.188998,0.000000,0.002202,0.128352
91,0.283581,0.032740,79.482046,0.283495,0.034217,78.976538,0.000000,0.004298,1.203229
92,0.283581,0.022900,62.781181,0.283495,0.022897,62.797403,0.000000,0.000706,0.206105
93,0.283581,0.031830,61.235464,0.283495,0.032290,61.408716,0.000000,0.000991,0.292442
94,0.283581,0.038748,79.420780,0.283495,0.038333,79.380501,0.000000,0.001700,0.191504
95,0.283581,0.032723,64.412658,0.283495,0.032893,64.439792,0.000000,0.000792,0.182192
96,0.283581,0.045274,66.945544,0.283495,0.044683,66.881137,0.000000,0.001086,0.229652
97,0.283581,0.037552,71.874441,0.283495,0.037200,71.834580,0.000000,0.001017,0.160062
98,0.283581,0.055991,62.883635,0.283495,0.054905,62.781185,0.000000,0.001544,0.153479
99,0.283581,0.033027,77.210680,0.283495,0.032900,77.252869,0.000000,0.001901,0.349659
100,0.283581,0.052729,67.972352,0.283495,0.052276,67.942693,0.000000,0.001004,0.108045
101,0.283581,0.067943,67.132281,0.283495,0.067540,67.128281,0.000000,0.002099,0.106164
102,0.283581,0.034397,76.628270,0.283495,0.037300,75.784713,0.000000,0.004366,1.046789
103,0.283581,0.042224,81.129108,0.283495,0.036614,82.242464,0.000000,0.006617,1.138853
104,0.283581,0.057019,66.081988,0.283495,0.057567,66.138221,0.000000,0.001015,0.080256
105,0.283581,0.037442,81.491350,0.283495,0.037143,81.607358,0.000000,0.005324,0.742987
106,0.283581,0.121188,73.098557,0.283495,0.120674,73.095651,0.000000,0.004041,0.059037
107,0.283581,0.018183,58.277603,0.283495,0.018636,58.483040,0.000000,0.001656,1.045038
108,0.283581,0.071862,68.213154,0.283495,0.072641,68.208038,0.000000,0.005849,0.203838
109,0.283581,0.054764,66.943486,0.283495,0.054968,66.939305,0.000000,0.001729,0.137439
110,0.283581,0.018146,63.506839,0.283495,0.017605,63.212488,0.000000,0.000896,0.498397
111,0.283581,0.045527,56.467039,0.283495,0.045833,56.490401,0.000000,0.002680,0.168764
112,0.283581,0.022071,68.354375,0.283495,0.021812,68.279000,0.000000,0.001098,0.229834
113,0.283581,0.049140,68.720890,0.283495,0.049621,68.758187,0.000000,0.001448,0.148786
114,0.283581,0.015802,66.365884,0.283495,0.015716,66.306998,0.000000,0.000812,0.289071
115,0.283581,0.031811,70.037762,0.283495,0.031941,70.074078,0.000000,0.001050,0.282341
116,0.283581,0.045124,62.716057,0.283495,0.045532,62.792824,0.000000,0.000670,0.108197
117,0.283581,0.042005,80.158802,0.283495,0.042275,80.138979,0.000000,0.002634,0.228081
118,0.283581,0.013750,85.965405,0.283495,0.017145,82.887756,0.000000,0.002019,1.393896
119,0.283581,0.109535,64.126903,0.283495,0.110253,64.142890,0.000000,0.003221,0.074056
120,0.283581,0.076750,82.601624,0.283495,0.065176,83.519054,0.000000,0.011938,1.265152
121,0.283581,0.036359,67.260251,0.283495,0.036484,67.270170,0.000000,0.001321,0.165374
122,0.283581,0.031313,83.678175,0.283495,0.031143,83.683596,0.000000,0.001816,0.302129
123,0.283581,0.038255,86.043950,0.283495,0.037197,86.071515,0.000000,0.003558,0.235628
124,0.283581,0.035652,79.923778,0.283495,0.035510,79.904357,0.000000,0.001751,0.212072
125,0.283581,0.042381,74.588591,0.283495,0.041897,74.532661,0.000000,0.001512,0.165746
126,0.283581,0.017597,72.247989,0.283495,0.017662,72.266031,0.000000,0.000504,0.217988
127,0.283581,0.023413,79.429126,0.283495,0.023295,79.399514,0.000000,0.001432,0.491550
128,0.283581,0.010044,82.742394,0.283495,0.010018,82.643637,0.000000,0.000779,0.533020
129,0.283581,0.052824,83.557479,0.283495,0.051887,83.518708,0.000000,0.003106,0.134158
130,0.283581,0.018351,83.495132,0.283495,0.018102,83.554316,0.000000,0.000789,0.412511
131,0.283581,0.054335,61.934946,0.283495,0.053982,61.903238,0.000000,0.001961,0.223804
132,0.283581,0.021426,68.572963,0.283495,0.021580,68.616997,0.000000,0.000662,0.280336
133,0.283581,0.046186,70.924920,0.283495,0.046514,70.973806,0.000000,0.001113,0.146328
134,0.283581,0.056911,75.487449,0.283495,0.053803,75.724091,0.000000,0.005120,0.471013
135,0.283581,0.015676,76.070973,0.283495,0.015957,76.047072,0.000000,0.001286,0.569212
136,0.283581,0.130759,69.150002,0.283495,0.133972,69.158726,0.000000,0.012598,0.080797
137,0.283581,0.037917,75.033149,0.283495,0.037581,75.040207,0.000000,0.002342,0.272816
138,0.283581,0.125412,66.017488,0.283495,0.128751,66.046570,0.000000,0.012450,0.104347
139,0.283581,0.024285,54.910813,0.283495,0.023931,54.732383,0.000000,0.001217,0.592916
140,0.283581,0.016870,79.428330,0.283495,0.016444,79.749190,0.000000,0.001805,0.988964
141,0.283581,0.026602,70.339696,0.283495,0.026637,70.368637,0.000000,0.000587,0.225533
142,0.283581,0.040481,57.931282,0.283495,0.040656,57.961137,0.000000,0.001081,0.183500
143,0.283581,0.045082,74.888403,0.283495,0.043831,74.962148,0.000000,0.002861,0.207295
144,0.283581,0.024697,65.120239,0.283495,0.024837,65.192420,0.000000,0.000765,0.428991
145,0.283581,0.047522,82.962956,0.283495,0.061554,80.333156,0.000000,0.029977,3.104952
146,0.283581,0.041616,67.277707,0.283495,0.041546,67.219592,0.000000,0.001367,0.350826
147,0.283581,0.062169,58.343007,0.283495,0.061026,58.249929,0.000000,0.001568,0.151986
148,0.283581,0.032557,68.024927,0.283495,0.032973,68.125801,0.000000,0.001016,0.321613
149,0.283581,0.037369,72.357868,0.283495,0.037736,72.383874,0.000000,0.001319,0.121137
150,0.283581,0.035587,72.669292,0.283495,0.035171,72.715534,0.000000,0.003566,0.304094
151,0.283581,0.013093,82.017329,0.283495,0.013401,81.826756,0.000000,0.000937,0.567537
152,0.283581,0.026699,70.474980,0.283495,0.026917,70.529947,0.000000,0.000532,0.255545
153,0.283581,0.035919,74.916075,0.283495,0.035986,74.944456,0.000000,0.001448,0.121625
154,0.283581,0.073716,81.647555,0.283495,0.077138,81.548844,0.000000,0.016346,0.892193
155,0.283581,0.021801,74.428812,0.283495,0.021785,74.397150,0.000000,0.001167,0.212979
156,0.283581,0.038221,83.608542,0.283495,0.037651,83.576080,0.000000,0.001366,0.144386
157,0.283581,0.068956,65.155236,0.283495,0.067583,65.046565,0.000000,0.001739,0.143921
158,0.283581,0.032261,60.547668,0.283495,0.032172,60.603335,0.000000,0.000618,0.243091
159,0.283581,0.032298,77.968406,0.283495,0.032233,77.943376,0.000000,0.000856,0.199350
160,0.283581,0.030554,73.687382,0.283495,0.030573,73.684852,0.000000,0.001293,0.164353
161,0.283581,0.048229,76.003067,0.283495,0.048707,75.989056,0.000000,0.007233,0.516456
162,0.283581,0.029095,87.546128,0.283495,0.028631,87.677183,0.000000,0.003075,0.486828
163,0.283581,0.021285,77.599892,0.283495,0.021341,77.617934,0.000000,0.000695,0.277549
164,0.283581,0.013215,78.450678,0.283495,0.013094,78.542577,0.000000,0.000468,0.366149
165,0.283581,0.051473,68.194493,0.283495,0.051843,68.262319,0.000000,0.001255,0.138248
166,0.283581,0.025690,75.331569,0.283495,0.025723,75.343387,0.000000,0.001055,0.157198
167,0.283581,0.008213,83.259267,0.283495,0.008132,83.367456,0.000000,0.000561,1.029469
168,0.283581,0.110754,85.813248,0.283495,0.109338,86.151388,0.000000,0.033471,2.689552
169,0.283581,0.071063,64.226770,0.283495,0.070875,64.213281,0.000000,0.002141,0.136786
170,0.283581,0.039251,71.385724,0.283495,0.038849,71.307018,0.000000,0.001143,0.176862
171,0.283581,0.013302,70.422496,0.283495,0.013448,70.527837,0.000000,0.000517,0.244399
172,0.283581,0.030241,70.303332,0.283495,0.029985,70.345965,0.000000,0.001131,0.126660
173,0.283581,0.065438,65.822534,0.283495,0.064591,65.767053,0.000000,0.001430,0.070080
174,0.283581,0.014179,71.191068,0.283495,0.014275,71.113442,0.000000,0.000485,0.275818
175,0.283581,0.021837,68.909107,0.283495,0.021828,68.907835,0.000000,0.000534,0.216051
176,0.283581,0.037744,64.734150,0.283495,0.037774,64.715541,0.000000,0.001052,0.138089
177,0.283581,0.081447,79.485463,0.283495,0.056662,81.791110,0.000000,0.015942,3.543260
178,0.283581,0.039275,81.040085,0.283495,0.039882,81.135475,0.000000,0.002979,0.377039
179,0.283581,0.045992,66.738252,0.283495,0.046097,66.714565,0.000000,0.001004,0.192857
180,0.283581,0.035222,61.952010,0.283495,0.035311,61.944072,0.000000,0.001026,0.122329
181,0.283581,0.081201,71.834515,0.283495,0.081613,71.877522,0.000000,0.002078,0.124670
182,0.283581,0.013384,65.876887,0.283495,0.013217,65.784386,0.000000,0.000748,0.293327
183,0.283581,0.025686,71.072907,0.283495,0.026001,71.071573,0.000000,0.001418,0.200149
184,0.283581,0.036428,69.525231,0.283495,0.036411,69.548378,0.000000,0.000692,0.160165
185,0.283581,0.065960,73.810760,0.283495,0.065703,73.788779,0.000000,0.001638,0.091550
186,0.283581,0.040026,69.961479,0.283495,0.040156,69.955101,0.000000,0.001553,0.128858
187,0.283581,0.112107,62.652829,0.283495,0.113126,62.701800,0.000000,0.003930,0.101621
188,0.283581,0.041752,75.221410,0.283495,0.041270,75.135054,0.000000,0.001665,0.234842
189,0.283581,0.017974,71.098005,0.283495,0.017952,71.137083,0.000000,0.001040,0.182818
190,0.283581,0.085527,71.524218,0.283495,0.085972,71.546087,0.000000,0.002017,0.093423
191,0.283581,0.030833,70.862942,0.283495,0.030621,70.793145,0.000000,0.000886,0.167143
192,0.283581,0.051481,58.932316,0.283495,0.051080,58.914208,0.000000,0.001582,0.131949
193,0.283581,0.018834,86.662306,0.283495,0.019030,86.521593,0.000000,0.000864,0.470934
194,0.283581,0.047597,67.727969,0.283495,0.047422,67.701018,0.000000,0.001414,0.139761
195,0.283581,0.036075,66.795218,0.283495,0.036172,66.781704,0.000000,0.000880,0.182018
196,0.283581,0.046845,64.986894,0.283495,0.047749,65.152045,0.000000,0.001640,0.241372
197,0.283581,0.054653,71.997171,0.283495,0.054793,71.988340,0.000000,0.002651,0.079052
198,0.283581,0.128189,72.730375,0.283495,0.129313,72.743362,0.000000,0.009119,0.307789
199,0.283581,0.048272,64.731963,0.283495,0.048819,64.813500,0.000000,0.000852,0.150339
200,0.283581,0.023311,66.222211,0.283495,0.023414,66.256565,0.000000,0.000485,0.231434
201,0.283581,0.019727,80.563811,0.283495,0.019556,80.544582,0.000000,0.000810,0.248537
202,0.283581,0.013899,71.355422,0.283495,0.013841,71.278034,0.000000,0.000416,0.276631
203,0.283581,0.022892,65.292857,0.283495,0.023095,65.327028,0.000000,0.000475,0.159074
204,0.283581,0.024710,64.829245,0.283495,0.024638,64.819696,0.000000,0.000874,0.212945
205,0.283581,0.099033,70.337997,0.283495,0.097470,70.305501,0.000000,0.002707,0.074923
206,0.283581,0.051658,78.303670,0.283495,0.051336,78.241327,0.000000,0.002075,0.218241
207,0.283581,0.027389,75.359944,0.283495,0.027617,75.358502,0.000000,0.001180,0.146229
208,0.283581,0.044208,79.959359,0.283495,0.041908,80.427073,0.000000,0.006118,1.370094
209,0.283581,0.049830,75.297900,0.283495,0.050564,75.440753,0.000000,0.001385,0.227107
210,0.283581,0.017744,64.941654,0.283495,0.018003,65.024999,0.000000,0.000599,0.285952
211,0.283581,0.020362,70.680770,0.283495,0.020401,70.635532,0.000000,0.000599,0.332376
212,0.283581,0.055517,62.963197,0.283495,0.055883,62.985779,0.000000,0.002069,0.217444
213,0.283581,0.032945,77.856742,0.283495,0.032873,77.836996,0.000000,0.001070,0.181284
214,0.283581,0.065809,78.541056,0.283495,0.067334,78.626157,0.000000,0.002809,0.173611
215,0.283581,0.072512,62.539987,0.283495,0.074499,62.594781,0.000000,0.001905,0.071149
216,0.283581,0.048349,72.434026,0.283495,0.048505,72.442334,0.000000,0.002732,0.069348
217,0.283581,0.085105,68.484776,0.283495,0.075253,67.636277,0.000000,0.010223,0.938611
218,0.283581,0.038275,71.890436,0.283495,0.038112,71.893899,0.000000,0.000972,0.159298
219,0.283581,0.025056,78.220454,0.283495,0.023126,78.969321,0.000000,0.001953,0.805110
220,0.283581,0.048665,73.950742,0.283495,0.048032,73.921493,0.000000,0.001256,0.127538
221,0.283581,0.020179,68.959436,0.283495,0.019946,68.809540,0.000000,0.000590,0.296643
222,0.283581,0.054079,80.181524,0.283495,0.058136,79.732765,0.000000,0.007734,0.726451
223,0.283581,0.018532,70.606899,0.283495,0.018540,70.591650,0.000000,0.000368,0.253375
224,0.283581,0.013795,79.391050,0.283495,0.012652,81.277692,0.000000,0.001166,1.914642
225,0.283581,0.010841,73.008776,0.283495,0.010913,72.965154,0.000000,0.000458,0.409004
226,0.283581,0.051726,64.739672,0.283495,0.051317,64.689170,0.000000,0.001810,0.187956
227,0.283581,0.018174,71.503394,0.283495,0.018054,71.526564,0.000000,0.000670,0.195159
228,0.283581,0.019371,71.427877,0.283495,0.019183,71.441552,0.000000,0.000892,0.175927
229,0.283581,0.021506,65.767953,0.283495,0.021167,65.602062,0.000000,0.000356,0.201876
230,0.283581,0.047858,82.424415,0.283495,0.044442,82.593839,0.000000,0.004022,0.269285
231,0.283581,0.038179,70.078528,0.283495,0.037492,70.057600,0.000000,0.001390,0.138170
