id,importanceSampling
1,-24.355
2,-23.686
3,-36.717
4,-17.610
5,-34.527
6,-34.506
7,-31.800
8,-39.997
9,-20.054
10,-34.642
11,-16.633
12,-37.225
13,-35.206
14,-39.283
15,-49.457
16,-36.840
17,-47.923
18,-17.319
19,-37.883
20,-30.232
21,-29.540
22,-19.332
23,-31.632
24,-29.455
25,-22.390
26,-26.672
27,-22.615
28,-24.629
29,-44.085
30,-34.964
31,-14.416
32,-16.573
33,-22.640
34,-44.873
35,-45.655
36,-18.597
37,-41.510
38,-9.017
39,-21.612
40,-37.046
41,-30.221
42,-19.742
43,-25.353
44,-37.284
45,-42.137
46,-46.444
47,-35.925
48,-45.161
49,-24.306
50,-31.578
51,-42.792
52,-31.302
53,-20.918
54,-36.632
55,-34.850
56,-22.062
57,-24.622
58,-17.735
59,-43.120
60,-27.000
61,-38.887
62,-33.531
63,-27.041
64,-39.891
65,-44.325
66,-42.931
67,-44.637
68,-35.194
69,-22.722
70,-40.224
71,-34.978
72,-27.045
73,-20.564
74,-35.020
75,-34.270
76,-37.412
77,-42.132
78,-16.651
79,-40.716
80,-26.469
81,-27.530
82,-21.943
83,-35.949
84,-21.480
85,-34.289
86,-38.750
87,-16.143
88,-26.379
89,-45.633
90,-22.150
91,-38.128
92,-27.937
93,-32.195
94,-38.435
95,-39.368
96,-29.242
97,-21.023
98,-44.340
99,-29.503
100,-21.557
101,-29.268
102,-31.063
103,-51.404
104,-41.469
105,-37.953
106,-34.856
107,-18.358
108,-41.500
109,-12.674
110,-21.125
111,-10.922
112,-37.636
113,-32.645
114,-35.976
115,-22.715
116,-25.932
117,-44.744
118,-20.174
119,-13.671
120,-45.602
121,-17.705
122,-16.360
123,-41.817
124,-22.686
125,-21.444
126,-47.640
127,-35.160
128,-13.979
129,-21.146
130,-30.800
131,-19.173
132,-18.382
133,-47.280
134,-36.100
135,-26.353
136,-24.484
137,-21.805
138,-27.469
139,-23.608
140,-39.822
141,-24.855
142,-25.139
143,-31.110
144,-27.259
145,-21.444
146,-19.286
147,-17.583
148,-14.954
149,-36.966
150,-22.624
151,-45.136
152,-41.955
153,-34.010
154,-20.260
155,-20.144
156,-40.268
157,-35.731
158,-35.835
159,-31.133
160,-36.208
161,-20.142
162,-20.008
163,-20.880
164,-42.563
165,-27.896
166,-35.853
167,-12.772
168,-52.461
169,-32.761
170,-46.649
171,-41.204
172,-32.402
173,-25.807
174,-48.426
175,-49.901
176,-23.986
177,-28.426
178,-19.945
179,-33.889
180,-40.804
181,-26.117
182,-41.866
183,-22.310
184,-39.398
185,-36.246
186,-50.474
187,-27.334
188,-17.941
189,-33.580
190,-25.240
191,-32.472
192,-35.138
193,-43.686
194,-48.988
195,-35.363
196,-35.351
197,-35.037
198,-34.348
199,-38.108
200,-34.389
201,-46.397
202,-43.751
203,-44.653
204,-40.032
205,-17.187
206,-29.374
207,-20.571
208,-50.988
209,-25.223
210,-33.050
211,-19.117
212,-23.006
213,-38.711
214,-32.745
215,-24.416
216,-27.983
217,-23.961
218,-31.805
219,-36.046
220,-41.898
221,-27.590
222,-24.642
223,-43.720
224,-38.522
225,-24.942
226,-26.869
227,-38.456
228,-49.665
229,-46.767
230,-30.865
231,-21.227
232,-33.535
233,-33.685
234,-33.663
235,-26.734
236,-48.626
237,-32.393
238,-29.753
239,-34.144
240,-44.111
241,-17.974
242,-47.167
243,-34.483
244,-30.765
245,-24.400
246,-20.846
247,-43.757
248,-38.238
249,-45.784
250,-40.330
