rep,id,eta_s,eta_d,eta_beta,eta_delta,eta_p,eta_c,eta_eta,eta_epsilon
1,1,0.907116120667297,0.323621330812459,0,0,0,0,0,0
1,2,2.41222625546001,-1.25005861205885,0,0,0,0,0,0
1,3,-1.61635266954411,-0.746092315164257,0,0,0,0,0,0
1,4,0.610540105074181,-1.37909973617291,0,0,0,0,0,0
1,5,-0.502272530076604,-0.765327150165808,0,0,0,0,0,0
1,6,0.607192483878181,0.254577900446131,0,0,0,0,0,0
1,7,-0.936909516273311,-0.682865469437898,0,0,0,0,0,0
1,8,-0.623439569362181,-1.66289648666235,0,0,0,0,0,0
1,9,3.55667330049712,0.273886959436102,0,0,0,0,0,0
1,10,-2.24391926161415,-0.654969364097842,0,0,0,0,0,0
1,11,-1.697459325284,0.725112876930082,0,0,0,0,0,0
1,12,-1.73355404415888,0.389518967662855,0,0,0,0,0,0
1,13,-0.192357140205845,1.14875201222342,0,0,0,0,0,0
1,14,-3.18077492363938,-0.994712373710304,0,0,0,0,0,0
1,15,2.18132118698509,-0.364517268743048,0,0,0,0,0,0
1,16,-1.99031547854431,0.0711519862513005,0,0,0,0,0,0
1,17,0.692133426841387,1.94480753338049,0,0,0,0,0,0
1,18,2.28304195823517,2.12783311701056,0,0,0,0,0,0
1,19,2.27743032575225,0.896288664468372,0,0,0,0,0,0
1,20,1.38337902108445,-0.435755707686914,0,0,0,0,0,0
1,21,-0.198201544793555,-0.441638788025185,0,0,0,0,0,0
1,22,0.965478851250321,-0.379033334500183,0,0,0,0,0,0
1,23,2.32617513062135,0.88342758625754,0,0,0,0,0,0
1,24,2.76658979916989,1.05571267626105,0,0,0,0,0,0
1,25,0.00980975239831139,0.825696630060184,0,0,0,0,0,0
1,26,-0.985406511459459,0.723638612312794,0,0,0,0,0,0
1,27,-0.113987734898,0.280280293593275,0,0,0,0,0,0
1,28,-0.801807966124866,-0.0514188222677362,0,0,0,0,0,0
1,29,0.414398871869091,1.10944652931461,0,0,0,0,0,0
1,30,-0.0753180126929109,-2.19932263324566,0,0,0,0,0,0
1,31,-0.580041521842464,0.0325225559350001,0,0,0,0,0,0
1,32,-0.329349608591933,-0.100033061815224,0,0,0,0,0,0
1,33,-0.157933860693822,-0.548777951006525,0,0,0,0,0,0
1,34,-0.00393541205049175,-1.68199397775796,0,0,0,0,0,0
1,35,-0.604222876798202,1.14792106382257,0,0,0,0,0,0
1,36,1.26751645597818,1.8801627928356,0,0,0,0,0,0
1,37,-2.19973731944414,0.256984390376391,0,0,0,0,0,0
1,38,-0.679395664122077,1.07959052397474,0,0,0,0,0,0
1,39,-1.80375315518376,-1.58144931933332,0,0,0,0,0,0
1,40,1.3892748920051,1.48462502339444,0,0,0,0,0,0
1,41,1.37770613016206,0.837218299313544,0,0,0,0,0,0
1,42,-0.190672148696944,-1.76383924673243,0,0,0,0,0,0
1,43,-1.54253079236345,0.489427124199683,0,0,0,0,0,0
1,44,-1.30420768573692,-0.290557608500154,0,0,0,0,0,0
1,45,-4.00372897229432,-2.33140177697202,0,0,0,0,0,0
1,46,-0.595819483750727,1.13689442220722,0,0,0,0,0,0
1,47,0.824833360965027,-0.238298501806767,0,0,0,0,0,0
1,48,-2.44369746781315,-1.17076775463639,0,0,0,0,0,0
1,49,-1.04745986109029,-0.994749003445869,0,0,0,0,0,0
1,50,0.340388510984686,-0.185186464463791,0,0,0,0,0,0
1,51,-0.950251573405202,1.57917488944092,0,0,0,0,0,0
1,52,-1.4838313653696,-1.26155418286758,0,0,0,0,0,0
1,53,-1.32951708105093,-0.0685758880550903,0,0,0,0,0,0
1,54,3.54606732004045,-0.794475619569668,0,0,0,0,0,0
1,55,0.932916089939409,-0.447388610303127,0,0,0,0,0,0
1,56,1.16032551643707,-0.807621000629901,0,0,0,0,0,0
