rep,id,s,d,beta,delta,p,c,eta,epsilon
1,1,12049.4791651315,2.03778260984145,5e-05,0.05,20,5,0.9,0.7
1,2,54278.6829670307,0.42239360679197,5e-05,0.05,20,5,0.9,0.7
1,3,966.139201693176,0.699176975300164,5e-05,0.05,20,5,0.9,0.7
1,4,8957.09020734794,0.371257715624459,5e-05,0.05,20,5,0.9,0.7
1,5,2943.5984203989,0.68585693659198,5e-05,0.05,20,5,0.9,0.7
1,6,8927.15539547624,1.90183427881135,5e-05,0.05,20,5,0.9,0.7
1,7,1905.97902271613,0.744811182138686,5e-05,0.05,20,5,0.9,0.7
1,8,2607.69254039632,0.279527232911893,5e-05,0.05,20,5,0.9,0.7
1,9,170473.288033009,1.93891374180822,5e-05,0.05,20,5,0.9,0.7
1,10,515.811471233449,0.765881030337399,5e-05,0.05,20,5,0.9,0.7
1,11,890.872455130711,3.04455213075652,5e-05,0.05,20,5,0.9,0.7
1,12,859.290071729772,2.17659101349356,5e-05,0.05,20,5,0.9,0.7
1,13,4013.0364543938,4.65058464657443,5e-05,0.05,20,5,0.9,0.7
1,14,202.124869219115,0.5452714996906,5e-05,0.05,20,5,0.9,0.7
1,15,43087.222976991,1.02400730581364,5e-05,0.05,20,5,0.9,0.7
1,16,664.706185005682,1.58311261113921,5e-05,0.05,20,5,0.9,0.7
1,17,9718.57246908355,10.3093212662778,5e-05,0.05,20,5,0.9,0.7
1,18,47700.7572847932,12.3798982327657,5e-05,0.05,20,5,0.9,0.7
1,19,47433.8278212543,3.6129679969877,5e-05,0.05,20,5,0.9,0.7
1,20,19400.2186497031,0.953596381002065,5e-05,0.05,20,5,0.9,0.7
1,21,3989.65104917855,0.948002766856247,5e-05,0.05,20,5,0.9,0.7
1,22,12773.6463137283,1.00925011572813,5e-05,0.05,20,5,0.9,0.7
1,23,49803.2601200488,3.56679886182537,5e-05,0.05,20,5,0.9,0.7
1,24,77361.9544128705,4.23741581642816,5e-05,0.05,20,5,0.9,0.7
1,25,4912.16640702601,3.366715230509,5e-05,0.05,20,5,0.9,0.7
1,26,1815.75036053712,3.04006696224963,5e-05,0.05,20,5,0.9,0.7
1,27,4340.18763316777,1.95134957612444,5e-05,0.05,20,5,0.9,0.7
1,28,2181.68464085086,1.40048990513824,5e-05,0.05,20,5,0.9,0.7
1,29,7361.79793381308,4.47133695611512,5e-05,0.05,20,5,0.9,0.7
1,30,4511.3087632792,0.163477207288302,5e-05,0.05,20,5,0.9,0.7
1,31,2723.35286917599,1.5231239954327,5e-05,0.05,20,5,0.9,0.7
1,32,3499.27465970062,1.33403457854174,5e-05,0.05,20,5,0.9,0.7
1,33,4153.58349671322,0.851686292635128,5e-05,0.05,20,5,0.9,0.7
1,34,4845.10977989009,0.274239614894173,5e-05,0.05,20,5,0.9,0.7
1,35,2658.28835132073,4.64672185581149,5e-05,0.05,20,5,0.9,0.7
1,36,17277.7884419656,9.66396213228634,5e-05,0.05,20,5,0.9,0.7
1,37,539.111964166081,1.90641653521789,5e-05,0.05,20,5,0.9,0.7
1,38,2465.78360975902,4.33981384308198,5e-05,0.05,20,5,0.9,0.7
1,39,801.037241161632,0.30324676790085,5e-05,0.05,20,5,0.9,0.7
1,40,19514.9376866962,6.50691822574432,5e-05,0.05,20,5,0.9,0.7
1,41,19290.4749018996,3.4057297343767,5e-05,0.05,20,5,0.9,0.7
1,42,4019.80408684475,0.252688362870475,5e-05,0.05,20,5,0.9,0.7
1,43,1040.1599747107,2.40528416888504,5e-05,0.05,20,5,0.9,0.7
1,44,1320.0869818757,1.1026135557178,5e-05,0.05,20,5,0.9,0.7
1,45,88.759602724265,0.143250440685497,5e-05,0.05,20,5,0.9,0.7
1,46,2680.72111683219,4.59576557385083,5e-05,0.05,20,5,0.9,0.7
1,47,11097.7088431935,1.16176735566255,5e-05,0.05,20,5,0.9,0.7
1,48,422.404390575776,0.457249161858462,5e-05,0.05,20,5,0.9,0.7
1,49,1706.50164689217,0.545251526905557,5e-05,0.05,20,5,0.9,0.7
1,50,6836.62252308886,1.2251391941937,5e-05,0.05,20,5,0.9,0.7
1,51,1880.71823188281,7.15217008722646,5e-05,0.05,20,5,0.9,0.7
1,52,1103.04435239331,0.417565753804742,5e-05,0.05,20,5,0.9,0.7
1,53,1287.09563519445,1.37666656143237,5e-05,0.05,20,5,0.9,0.7
1,54,168674.805863878,0.666153809672644,5e-05,0.05,20,5,0.9,0.7
1,55,12364.4003675661,0.942567560138356,5e-05,0.05,20,5,0.9,0.7
1,56,15521.5725227064,0.657454268664359,5e-05,0.05,20,5,0.9,0.7
