rep,id,eta_p0,eta_alpha,eta_tau
1,1,0.000000,-0.202896,0.136593
2,1,0.000000,-0.210818,0.184771
3,1,0.000000,-0.170968,0.184771
4,1,0.000000,-0.236325,-0.468072
5,1,0.000000,-0.198855,0.289765
6,1,0.000000,-0.204552,-0.045742
7,1,0.000000,-0.207261,0.119344
8,1,0.000000,-0.236465,0.119344
9,1,0.000000,-0.245003,-0.066880
10,1,0.000000,-0.177754,0.218561
1,2,0.000000,0.212343,2.998153
2,2,0.000000,0.212343,2.998153
3,2,0.000000,0.212693,2.833590
4,2,0.000000,0.212693,2.833590
5,2,0.000000,0.212693,2.833590
6,2,0.000000,0.157559,2.833590
7,2,0.000000,0.173820,2.833590
8,2,0.000000,0.170107,2.686096
9,2,0.000000,0.191047,2.992018
10,2,0.000000,0.212159,2.924909
1,3,0.000000,-0.579317,0.965834
2,3,0.000000,-0.544283,1.419370
3,3,0.000000,-0.440975,1.321411
4,3,0.000000,-0.461171,1.488157
5,3,0.000000,-0.475979,1.177045
6,3,0.000000,-0.512224,1.500963
7,3,0.000000,-0.542974,2.108108
8,3,0.000000,-0.564636,1.080419
9,3,0.000000,-0.594224,1.080419
10,3,0.000000,-0.589628,1.794995
1,4,0.000000,0.236811,-7.994186
2,4,0.000000,0.236811,-7.994186
3,4,0.000000,0.240546,-7.994186
4,4,0.000000,0.229032,-7.996450
5,4,0.000000,0.230580,-7.961745
6,4,0.000000,0.230580,-8.112145
7,4,0.000000,0.202035,-8.112145
8,4,0.000000,0.236892,-8.065977
9,4,0.000000,0.236892,-8.065977
10,4,0.000000,0.222767,-8.132211
1,5,0.000000,-0.220895,4.980628
2,5,0.000000,-0.220895,4.980628
3,5,0.000000,-0.223034,4.716320
4,5,0.000000,-0.254329,4.716320
5,5,0.000000,-0.214249,4.716320
6,5,0.000000,-0.239400,4.811948
7,5,0.000000,-0.183681,4.809235
8,5,0.000000,-0.165070,4.924540
9,5,0.000000,-0.165070,4.924540
10,5,0.000000,-0.166209,4.724108
1,6,0.000000,0.673018,-10.194860
2,6,0.000000,0.637204,-10.194860
3,6,0.000000,0.637204,-9.972049
4,6,0.000000,0.658192,-9.966173
5,6,0.000000,0.705721,-9.979251
6,6,0.000000,0.717354,-9.571714
7,6,0.000000,0.730893,-9.729092
8,6,0.000000,0.763301,-9.516119
9,6,0.000000,0.763301,-9.516119
10,6,0.000000,0.737599,-9.603294
1,7,0.000000,0.104840,-8.005529
2,7,0.000000,0.100486,-8.005529
3,7,0.000000,0.061260,-8.379830
4,7,0.000000,0.061260,-8.260247
5,7,0.000000,0.061260,-8.260247
6,7,0.000000,0.055972,-7.954740
7,7,0.000000,0.135765,-7.548741
8,7,0.000000,0.125887,-7.548741
9,7,0.000000,0.148995,-7.669393
10,7,0.000000,0.148995,-7.669393
1,8,0.000000,0.116229,-12.516055
2,8,0.000000,0.104841,-12.388501
3,8,0.000000,0.149718,-12.388501
4,8,0.000000,0.159430,-12.123025
5,8,0.000000,0.049357,-12.171302
6,8,0.000000,0.068945,-12.626401
7,8,0.000000,0.105196,-12.626401
8,8,0.000000,0.127744,-12.217514
9,8,0.000000,0.119738,-12.498936
10,8,0.000000,0.075759,-12.337404
1,9,0.000000,0.226860,-6.956159
2,9,0.000000,0.181967,-7.000788
3,9,0.000000,0.145221,-7.131437
4,9,0.000000,0.237636,-6.783747
5,9,0.000000,0.188927,-6.946031
6,9,0.000000,0.188927,-6.946031
7,9,0.000000,0.183721,-6.946031
8,9,0.000000,0.176636,-7.165281
9,9,0.000000,0.176636,-7.165281
10,9,0.000000,0.194235,-6.899984
1,10,0.000000,-0.615370,4.446470
2,10,0.000000,-0.630286,4.597234
3,10,0.000000,-0.619643,5.135596
4,10,0.000000,-0.610950,4.692513
5,10,0.000000,-0.629013,4.537934
6,10,0.000000,-0.684276,4.701884
7,10,0.000000,-0.574575,4.553458
8,10,0.000000,-0.574575,4.553458
9,10,0.000000,-0.574575,4.597699
10,10,0.000000,-0.580516,4.656333
1,11,0.000000,0.851836,-4.986839
2,11,0.000000,0.750158,-4.986839
3,11,0.000000,0.753698,-5.351692
4,11,0.000000,0.863028,-4.785613
5,11,0.000000,0.749226,-4.958086
6,11,0.000000,0.719759,-4.958086
7,11,0.000000,0.833664,-5.229695
8,11,0.000000,0.812025,-5.229695
9,11,0.000000,0.836293,-4.869439
10,11,0.000000,0.764123,-5.149765
1,12,0.000000,0.002889,4.494179
