rep,id,p0,alpha,tau
1,1,0.223446,0.025380,69.128090
2,1,0.223446,0.025180,69.176267
3,1,0.223446,0.026204,69.176267
4,1,0.223446,0.024546,68.523424
5,1,0.223446,0.025483,69.281261
6,1,0.223446,0.025338,68.945754
7,1,0.223446,0.025270,69.110840
8,1,0.223446,0.024542,69.110840
9,1,0.223446,0.024334,68.924616
10,1,0.223446,0.026026,69.210058
1,2,0.223446,0.038444,71.989650
2,2,0.223446,0.038444,71.989650
3,2,0.223446,0.038458,71.825086
4,2,0.223446,0.038458,71.825086
5,2,0.223446,0.038458,71.825086
6,2,0.223446,0.036395,71.825086
7,2,0.223446,0.036991,71.825086
8,2,0.223446,0.036854,71.677592
9,2,0.223446,0.037634,71.983515
10,2,0.223446,0.038437,71.916405
1,3,0.223446,0.017419,69.957330
2,3,0.223446,0.018040,70.410866
3,3,0.223446,0.020003,70.312907
4,3,0.223446,0.019603,70.479653
5,3,0.223446,0.019315,70.168542
6,3,0.223446,0.018628,70.492460
7,3,0.223446,0.018063,71.099604
8,3,0.223446,0.017676,70.071915
9,3,0.223446,0.017161,70.071915
10,3,0.223446,0.017240,70.786491
1,4,0.223446,0.039396,60.997311
2,4,0.223446,0.039396,60.997311
3,4,0.223446,0.039544,60.997311
4,4,0.223446,0.039091,60.995047
5,4,0.223446,0.039152,61.029751
6,4,0.223446,0.039152,60.879352
7,4,0.223446,0.038050,60.879352
8,4,0.223446,0.039400,60.925519
9,4,0.223446,0.039400,60.925519
10,4,0.223446,0.038847,60.859285
1,5,0.223446,0.024927,73.972124
2,5,0.223446,0.024927,73.972124
3,5,0.223446,0.024874,73.707816
4,5,0.223446,0.024108,73.707816
5,5,0.223446,0.025094,73.707816
6,5,0.223446,0.024470,73.803444
7,5,0.223446,0.025873,73.800731
8,5,0.223446,0.026359,73.916037
9,5,0.223446,0.026359,73.916037
10,5,0.223446,0.026329,73.715605
1,6,0.223446,0.060940,58.796636
2,6,0.223446,0.058796,58.796636
3,6,0.223446,0.058796,59.019448
4,6,0.223446,0.060043,59.025324
5,6,0.223446,0.062965,59.012245
6,6,0.223446,0.063702,59.419782
7,6,0.223446,0.064570,59.262404
8,6,0.223446,0.066697,59.475377
9,6,0.223446,0.066697,59.475377
10,6,0.223446,0.065005,59.388203
1,7,0.223446,0.034526,60.985967
2,7,0.223446,0.034376,60.985967
3,7,0.223446,0.033053,60.611666
4,7,0.223446,0.033053,60.731249
5,7,0.223446,0.033053,60.731249
6,7,0.223446,0.032879,61.036757
7,7,0.223446,0.035610,61.442756
8,7,0.223446,0.035260,61.442756
9,7,0.223446,0.036084,61.322103
10,7,0.223446,0.036084,61.322103
1,8,0.223446,0.034921,56.475441
2,8,0.223446,0.034526,56.602996
3,8,0.223446,0.036110,56.602996
4,8,0.223446,0.036463,56.868471
5,8,0.223446,0.032662,56.820194
6,8,0.223446,0.033308,56.365095
7,8,0.223446,0.034538,56.365095
8,8,0.223446,0.035326,56.773982
9,8,0.223446,0.035044,56.492560
10,8,0.223446,0.033536,56.654092
1,9,0.223446,0.039006,62.035337
2,9,0.223446,0.037294,61.990708
3,9,0.223446,0.035948,61.860060
4,9,0.223446,0.039429,62.207749
5,9,0.223446,0.037554,62.045466
6,9,0.223446,0.037554,62.045466
7,9,0.223446,0.037359,62.045466
8,9,0.223446,0.037096,61.826215
9,9,0.223446,0.037096,61.826215
10,9,0.223446,0.037754,62.091512
1,10,0.223446,0.016802,73.437966
2,10,0.223446,0.016553,73.588730
3,10,0.223446,0.016730,74.127092
4,10,0.223446,0.016876,73.684009
5,10,0.223446,0.016574,73.529431
6,10,0.223446,0.015683,73.693380
7,10,0.223446,0.017502,73.544954
8,10,0.223446,0.017502,73.544954
9,10,0.223446,0.017502,73.589196
10,10,0.223446,0.017398,73.647830
1,11,0.223446,0.072872,64.004657
2,11,0.223446,0.065826,64.004657
3,11,0.223446,0.066060,63.639804
4,11,0.223446,0.073692,64.205883
5,11,0.223446,0.065765,64.033410
6,11,0.223446,0.063856,64.033410
7,11,0.223446,0.071559,63.761801
8,11,0.223446,0.070028,63.761801
9,11,0.223446,0.071748,64.122058
10,11,0.223446,0.066752,63.841731
1,12,0.223446,0.031179,73.485676
2,12,0.223446,0.030889,73.304516
3,12,0.223446,0.031573,73.477731
4,12,0.223446,0.029756,73.353395
5,12,0.223446,0.029661,73.670905
6,12,0.223446,0.029327,73.306682
7,12,0.223446,0.030675,73.263461
8,12,0.223446,0.030570,73.479415
9,12,0.223446,0.030140,73.557510
10,12,0.223446,0.029097,73.497285
1,13,0.223446,0.048113,68.930594
2,13,0.223446,0.048113,68.886223
3,13,0.223446,0.048113,68.886223
4,13,0.223446,0.048113,68.886223
5,13,0.223446,0.048113,68.886223
6,13,0.223446,0.048113,68.886223
7,13,0.223446,0.047892,68.780716
8,13,0.223446,0.047337,68.815683
9,13,0.223446,0.047337,68.815683
10,13,0.223446,0.047337,68.815683
1,14,0.223446,0.067004,66.996471
2,14,0.223446,0.067004,66.996471
3,14,0.223446,0.067056,66.844696
4,14,0.223446,0.066698,67.112045
5,14,0.223446,0.071252,66.908993
6,14,0.223446,0.064837,66.612943
7,14,0.223446,0.064837,66.612943
8,14,0.223446,0.064837,66.612943
9,14,0.223446,0.064837,66.752290
10,14,0.223446,0.069064,67.094486
1,15,0.223446,0.046001,79.943960
2,15,0.223446,0.038264,79.434043
3,15,0.223446,0.037417,79.465573
4,15,0.223446,0.037622,79.456655
5,15,0.223446,0.039419,79.558440
6,15,0.223446,0.042173,79.735383
7,15,0.223446,0.042173,79.671280
8,15,0.223446,0.040375,79.438332
9,15,0.223446,0.039971,79.711264
10,15,0.223446,0.039326,79.445577
1,16,0.223446,0.029710,56.584924
2,16,0.223446,0.030021,56.510317
3,16,0.223446,0.029046,56.423560
4,16,0.223446,0.029046,56.423560
5,16,0.223446,0.029046,56.317482
6,16,0.223446,0.029046,56.317482
7,16,0.223446,0.029046,56.317482
8,16,0.223446,0.029277,56.604710
9,16,0.223446,0.029565,56.459890
10,16,0.223446,0.029429,56.739506
1,17,0.223446,0.040748,69.928585
2,17,0.223446,0.040748,69.928585
3,17,0.223446,0.040748,69.928585
4,17,0.223446,0.040748,69.928585
5,17,0.223446,0.040748,69.953631
6,17,0.223446,0.040851,69.948681
7,17,0.223446,0.041550,69.772353
8,17,0.223446,0.040189,69.853330
9,17,0.223446,0.040189,69.853330
10,17,0.223446,0.040861,69.853330
1,18,0.223446,0.031393,55.780978
2,18,0.223446,0.031393,55.780978
3,18,0.223446,0.031156,55.576979
4,18,0.223446,0.030042,55.342654
5,18,0.223446,0.030042,55.342654
6,18,0.223446,0.030336,55.437718
7,18,0.223446,0.031102,55.748800
8,18,0.223446,0.030231,55.209859
9,18,0.223446,0.030231,55.569826
10,18,0.223446,0.030880,55.686290
1,19,0.223446,0.034031,74.500286
2,19,0.223446,0.033674,74.452380
3,19,0.223446,0.033637,74.477009
4,19,0.223446,0.033637,74.477009
5,19,0.223446,0.032616,74.254666
6,19,0.223446,0.032430,74.237589
7,19,0.223446,0.032255,73.946228
8,19,0.223446,0.032255,73.946228
9,19,0.223446,0.032255,73.946228
10,19,0.223446,0.032255,73.946228
1,20,0.223446,0.030695,62.240662
2,20,0.223446,0.030695,62.240662
3,20,0.223446,0.030695,62.240662
4,20,0.223446,0.030695,62.240662
5,20,0.223446,0.031290,62.394521
6,20,0.223446,0.030554,62.277038
7,20,0.223446,0.030554,62.277038
8,20,0.223446,0.030460,62.277038
9,20,0.223446,0.030460,62.087423
10,20,0.223446,0.029695,61.712625
1,21,0.223446,0.034000,64.657134
2,21,0.223446,0.034000,64.657134
3,21,0.223446,0.034808,64.696463
4,21,0.223446,0.034808,64.691773
5,21,0.223446,0.034808,64.533927
6,21,0.223446,0.034808,64.848906
7,21,0.223446,0.034796,64.465812
8,21,0.223446,0.034511,64.292504
9,21,0.223446,0.035425,64.715944
10,21,0.223446,0.035425,64.715944
1,22,0.223446,0.012707,74.886637
2,22,0.223446,0.010080,75.085761
3,22,0.223446,0.010236,74.974709
4,22,0.223446,0.010183,74.972426
5,22,0.223446,0.010900,75.845238
6,22,0.223446,0.011536,75.654879
7,22,0.223446,0.011074,75.010166
8,22,0.223446,0.009676,74.965491
9,22,0.223446,0.010536,74.696981
10,22,0.223446,0.010608,74.886340
1,23,0.223446,0.024741,66.724956
2,23,0.223446,0.024442,66.724956
3,23,0.223446,0.024442,66.651153
4,23,0.223446,0.023462,66.488920
5,23,0.223446,0.023520,66.091695
6,23,0.223446,0.023520,66.149693
7,23,0.223446,0.023520,66.149693
8,23,0.223446,0.023527,66.357182
9,23,0.223446,0.023527,66.353172
10,23,0.223446,0.022975,66.135432
1,24,0.223446,0.009751,73.388625
2,24,0.223446,0.009751,73.755040
3,24,0.223446,0.008474,73.610495
4,24,0.223446,0.009274,74.003596
5,24,0.223446,0.008830,74.185573
6,24,0.223446,0.010062,73.434043
7,24,0.223446,0.009708,73.354073
8,24,0.223446,0.009638,73.392530
9,24,0.223446,0.009239,73.528408
10,24,0.223446,0.009492,72.923235
1,25,0.223446,0.024239,72.796525
2,25,0.223446,0.024239,72.045811
3,25,0.223446,0.022299,72.099090
4,25,0.223446,0.024071,72.041773
5,25,0.223446,0.022737,72.113426
6,25,0.223446,0.023915,72.230748
7,25,0.223446,0.023915,72.230748
8,25,0.223446,0.023621,72.472885
9,25,0.223446,0.022721,72.400752
10,25,0.223446,0.023326,72.194240
1,26,0.223446,0.079535,73.450308
2,26,0.223446,0.079535,73.450308
3,26,0.223446,0.072925,73.450308
4,26,0.223446,0.079289,73.653617
5,26,0.223446,0.074546,73.653617
6,26,0.223446,0.067590,73.714941
7,26,0.223446,0.062767,73.714941
8,26,0.223446,0.063935,73.714941
9,26,0.223446,0.066925,73.714941
10,26,0.223446,0.061522,73.764438
1,27,0.223446,0.023105,66.018214
2,27,0.223446,0.023060,66.119543
3,27,0.223446,0.024026,66.119543
4,27,0.223446,0.024068,66.196096
5,27,0.223446,0.024078,66.196096
6,27,0.223446,0.022843,65.942858
7,27,0.223446,0.022780,65.662320
8,27,0.223446,0.022953,65.813638
9,27,0.223446,0.022838,65.686398
10,27,0.223446,0.022569,65.895517
1,28,0.223446,0.041183,70.323307
2,28,0.223446,0.041148,70.251205
3,28,0.223446,0.041148,70.399466
4,28,0.223446,0.041033,70.399466
5,28,0.223446,0.041033,70.399466
6,28,0.223446,0.041033,70.399466
7,28,0.223446,0.040530,70.185033
8,28,0.223446,0.040530,70.350013
9,28,0.223446,0.040530,70.350013
10,28,0.223446,0.040606,70.256916
1,29,0.223446,0.057744,77.115278
2,29,0.223446,0.057744,77.115278
3,29,0.223446,0.057744,77.174689
4,29,0.223446,0.057744,77.174689
5,29,0.223446,0.057744,77.174689
6,29,0.223446,0.057744,77.174689
7,29,0.223446,0.058216,77.081021
8,29,0.223446,0.059271,77.265343
9,29,0.223446,0.059271,77.265343
10,29,0.223446,0.059271,77.248724
1,30,0.223446,0.020620,64.861621
2,30,0.223446,0.020620,64.861621
3,30,0.223446,0.020620,64.774473
4,30,0.223446,0.020492,65.007150
5,30,0.223446,0.020392,65.156610
6,30,0.223446,0.020130,64.787456
7,30,0.223446,0.020566,64.787456
8,30,0.223446,0.020566,64.878232
9,30,0.223446,0.020717,64.790958
10,30,0.223446,0.021246,65.413838
1,31,0.223446,0.049899,63.046102
2,31,0.223446,0.049899,63.046102
3,31,0.223446,0.049773,63.046102
4,31,0.223446,0.051439,63.046102
5,31,0.223446,0.051439,63.046102
6,31,0.223446,0.050861,63.009315
