id,p0_SAEM,alpha_SAEM,tau_SAEM,p0_mean,alpha_mean,tau_mean,p0_sd,alpha_sd,tau_sd
1,0.505150,0.035833,77.982454,0.504827,0.035588,78.006538,0.000000,0.001242,0.258585
2,0.505150,0.054383,77.676591,0.504827,0.054970,77.686915,0.000000,0.001509,0.094657
3,0.505150,0.026411,82.438009,0.504827,0.026044,82.611986,0.000000,0.000981,0.412404
4,0.505150,0.056127,66.602914,0.504827,0.056221,66.583159,0.000000,0.001586,0.105585
5,0.505150,0.036705,82.431660,0.504827,0.036589,82.485100,0.000000,0.001075,0.200872
6,0.505150,0.087455,62.545495,0.504827,0.084860,62.404804,0.000000,0.003157,0.173095
7,0.505150,0.048782,67.496000,0.504827,0.049007,67.523371,0.000000,0.001250,0.121096
8,0.505150,0.049643,62.954185,0.504827,0.049136,63.001233,0.000000,0.001231,0.202473
9,0.505150,0.054290,67.823874,0.504827,0.054526,67.813099,0.000000,0.001314,0.075550
10,0.505150,0.023325,87.109276,0.504827,0.023456,86.965078,0.000000,0.000651,0.316674
11,0.505150,0.099553,67.152986,0.504827,0.103101,67.007679,0.000000,0.005641,0.239757
12,0.505150,0.045616,80.406556,0.504827,0.045005,80.402683,0.000000,0.001188,0.173171
13,0.505150,0.069202,73.439069,0.504827,0.069319,73.475710,0.000000,0.001412,0.079691
14,0.505150,0.096657,70.171256,0.504827,0.096694,70.173145,0.000000,0.002053,0.111374
15,0.505150,0.062376,84.807163,0.504827,0.061257,84.889709,0.000000,0.002854,0.191160
16,0.505150,0.042275,63.990782,0.504827,0.042397,64.027103,0.000000,0.001252,0.114966
17,0.505150,0.058644,75.283653,0.504827,0.059136,75.273219,0.000000,0.001101,0.112460
18,0.505150,0.044185,62.761431,0.504827,0.044299,62.742116,0.000000,0.000869,0.152644
19,0.505150,0.047402,80.825357,0.504827,0.047464,80.825845,0.000000,0.001157,0.093380
20,0.505150,0.044205,69.383610,0.504827,0.044067,69.404149,0.000000,0.001064,0.103112
21,0.505150,0.048700,70.943796,0.504827,0.048528,70.924682,0.000000,0.001373,0.190923
22,0.505150,0.018027,91.668046,0.504827,0.018241,91.419969,0.000000,0.001085,1.191482
23,0.505150,0.033363,75.637760,0.504827,0.033832,75.575870,0.000000,0.000927,0.135053
