rep,id,eta_p0,eta_alpha,eta_tau
1,1,0.000000,-0.285807,1.392146
2,1,0.000000,-0.240015,0.782520
3,1,0.000000,-0.209473,0.782520
4,1,0.000000,-0.211881,0.593251
5,1,0.000000,-0.219489,0.761569
6,1,0.000000,-0.212787,0.751013
7,1,0.000000,-0.216243,0.664675
8,1,0.000000,-0.216243,0.946608
9,1,0.000000,-0.246152,0.946608
10,1,0.000000,-0.221153,0.766119
1,2,0.000000,0.154906,0.507575
2,2,0.000000,0.154906,0.507575
3,2,0.000000,0.154906,0.507575
4,2,0.000000,0.247154,0.426408
5,2,0.000000,0.252604,0.621787
6,2,0.000000,0.208028,0.621787
7,2,0.000000,0.208028,0.621787
8,2,0.000000,0.209158,0.633723
9,2,0.000000,0.197964,0.453814
10,2,0.000000,0.204088,0.384450
1,3,0.000000,-0.568072,5.350641
2,3,0.000000,-0.515372,5.673302
3,3,0.000000,-0.559233,5.341024
4,3,0.000000,-0.554159,5.660803
5,3,0.000000,-0.554159,5.660803
6,3,0.000000,-0.563649,5.758455
7,3,0.000000,-0.600473,6.458573
8,3,0.000000,-0.657938,6.639440
9,3,0.000000,-0.606656,6.138738
10,3,0.000000,-0.617569,5.786852
1,4,0.000000,0.217276,-10.437703
2,4,0.000000,0.217276,-10.437703
3,4,0.000000,0.301899,-10.437703
4,4,0.000000,0.251661,-10.646537
5,4,0.000000,0.270089,-10.646537
6,4,0.000000,0.270089,-10.646537
7,4,0.000000,0.213360,-10.600221
8,4,0.000000,0.213360,-10.600221
9,4,0.000000,0.213360,-10.600221
10,4,0.000000,0.268609,-10.600221
1,5,0.000000,-0.241674,5.839454
2,5,0.000000,-0.241674,5.703019
3,5,0.000000,-0.144948,5.148009
4,5,0.000000,-0.192797,5.119498
5,5,0.000000,-0.169059,5.184222
6,5,0.000000,-0.225430,5.332608
7,5,0.000000,-0.217893,5.325635
8,5,0.000000,-0.218754,5.339088
9,5,0.000000,-0.205938,5.466430
10,5,0.000000,-0.229181,5.422996
1,6,0.000000,0.684870,-14.606220
2,6,0.000000,0.588169,-14.810198
3,6,0.000000,0.602727,-14.810198
4,6,0.000000,0.616238,-14.810198
5,6,0.000000,0.616238,-14.756336
6,6,0.000000,0.661375,-14.795919
7,6,0.000000,0.667468,-14.695820
8,6,0.000000,0.667468,-14.461169
9,6,0.000000,0.667468,-14.821490
10,6,0.000000,0.607697,-14.908976
1,7,0.000000,0.072762,-9.447110
2,7,0.000000,0.066668,-9.447110
3,7,0.000000,0.081593,-9.593553
4,7,0.000000,0.081593,-9.593553
5,7,0.000000,0.081593,-9.593553
6,7,0.000000,0.081593,-9.593553
7,7,0.000000,0.069761,-9.593553
8,7,0.000000,0.069761,-9.593553
9,7,0.000000,0.069761,-9.568157
10,7,0.000000,0.069761,-9.568157
1,8,0.000000,0.033132,-13.822609
2,8,0.000000,0.101086,-13.936066
3,8,0.000000,0.101086,-14.371975
4,8,0.000000,0.108348,-14.371989
5,8,0.000000,0.111780,-14.371989
6,8,0.000000,0.142059,-14.216666
7,8,0.000000,0.142059,-14.556238
8,8,0.000000,0.142059,-14.556238
9,8,0.000000,0.150308,-14.530720
10,8,0.000000,0.140782,-14.779208
1,9,0.000000,0.194399,-9.383912
2,9,0.000000,0.194399,-9.383912
3,9,0.000000,0.194399,-9.383912
4,9,0.000000,0.194399,-9.383912
