rep,id,Te,p,eta_Te,eta_p
1,1,195.56550035638952068,1.42567209758438307,-0.74998392938032499,0.00000000000000000
1,2,233.86930913725953474,1.42567209758438307,-0.57111684150484621,0.00000000000000000
1,3,561.96011981562389792,1.42567209758438307,0.30555159331521242,0.00000000000000000
1,4,513.74590020638379428,1.42567209758438307,0.21584949276659238,0.00000000000000000
1,5,387.27782820107904627,1.42567209758438307,-0.06673695508891075,0.00000000000000000
1,6,430.25698265179147484,1.42567209758438307,0.03850337137096727,0.00000000000000000
1,7,333.65246201976020757,1.42567209758438307,-0.21577937450687656,0.00000000000000000
1,8,358.60827024665968565,1.42567209758438307,-0.14364866937809762,0.00000000000000000
1,9,508.76807832800483311,1.42567209758438307,0.20611297804406892,0.00000000000000000
1,10,347.19958415865755796,1.42567209758438307,-0.17597950779269222,0.00000000000000000
1,11,809.04561339399811004,1.42567209758438307,0.66997600503065780,0.00000000000000000
1,12,286.43399893855234950,1.42567209758438307,-0.36837115345997162,0.00000000000000000
1,13,559.01732865285987373,1.42567209758438307,0.30030117917517529,0.00000000000000000
1,14,447.73630900105706587,1.42567209758438307,0.07832517026613495,0.00000000000000000
1,15,524.10232852226204159,1.42567209758438307,0.23580765581669372,0.00000000000000000
1,16,374.04661371474537646,1.42567209758438307,-0.10149886762936688,0.00000000000000000
1,17,610.25919132758019714,1.42567209758438307,0.38800447785854786,0.00000000000000000
1,18,699.30091175950849447,1.42567209758438307,0.52420184564792116,0.00000000000000000
1,19,379.00967121663944681,1.42567209758438307,-0.08831757039959243,0.00000000000000000
1,20,285.31177094742355393,1.42567209758438307,-0.37229677736980449,0.00000000000000000
1,21,337.64517317733316304,1.42567209758438307,-0.20388373230308421,0.00000000000000000
1,22,236.15285609430983982,1.42567209758438307,-0.56140000220205177,0.00000000000000000
1,23,596.35930768853802419,1.42567209758438307,0.36496405778587260,0.00000000000000000
1,24,808.23746288096913304,1.42567209758438307,0.66897661216969428,0.00000000000000000
1,25,367.48509472626909655,1.42567209758438307,-0.11919653361605587,0.00000000000000000
1,26,562.58149147818244273,1.42567209758438307,0.30665670444592852,0.00000000000000000
1,27,394.76313029923909426,1.42567209758438307,-0.04759337797988294,0.00000000000000000
1,28,389.45139018167213862,1.42567209758438307,-0.06114023591641971,0.00000000000000000
1,29,465.20081319791654550,1.42567209758438307,0.11658987582540004,0.00000000000000000
1,30,389.89573512580614079,1.42567209758438307,-0.05999993532929260,0.00000000000000000
1,31,383.90972530076453495,1.42567209758438307,-0.07547185829138758,0.00000000000000000
1,32,363.71618973889178505,1.42567209758438307,-0.12950542788422226,0.00000000000000000
1,33,502.39699469337028859,1.42567209758438307,0.19351134035750750,0.00000000000000000
1,34,406.37966863774937565,1.42567209758438307,-0.01859142582391282,0.00000000000000000
1,35,225.10252578444379878,1.42567209758438307,-0.60932332430706460,0.00000000000000000
1,36,383.25737883256340410,1.42567209758438307,-0.07717252199794089,0.00000000000000000
1,37,631.36533073597547627,1.42567209758438307,0.42200537317911291,0.00000000000000000
1,38,514.57204065524354064,1.42567209758438307,0.21745627330356854,0.00000000000000000
1,39,424.92170871322969106,1.42567209758438307,0.02602564428393617,0.00000000000000000
1,40,617.34464763252708508,1.42567209758438307,0.39954816119009173,0.00000000000000000
1,41,535.66801126705115621,1.42567209758438307,0.25763529433164312,0.00000000000000000
1,42,531.05221029133804223,1.42567209758438307,0.24898104799575105,0.00000000000000000
1,43,312.07251111496981366,1.42567209758438307,-0.28264372465161447,0.00000000000000000
1,44,249.66661716364521340,1.42567209758438307,-0.50575279630581527,0.00000000000000000
1,45,639.49812833932901412,1.42567209758438307,0.43480440137983667,0.00000000000000000
1,46,339.92461244158249656,1.42567209758438307,-0.19715542796654884,0.00000000000000000
1,47,519.83054079562725747,1.42567209758438307,0.22762358250025816,0.00000000000000000
1,48,289.20224601904357087,1.42567209758438307,-0.35875303630642108,0.00000000000000000
1,49,464.42281751235071852,1.42567209758438307,0.11491608905514550,0.00000000000000000
1,50,506.27001647256957995,1.42567209758438307,0.20119086347191217,0.00000000000000000
1,51,528.77858132351116183,1.42567209758438307,0.24469049053369485,0.00000000000000000
1,52,418.47545258676086632,1.42567209758438307,0.01073893962410111,0.00000000000000000
1,53,495.03620628561316153,1.42567209758438307,0.17875161102668624,0.00000000000000000
1,54,817.75371883865102518,1.42567209758438307,0.68068192117708914,0.00000000000000000
1,55,437.65101970416924360,1.42567209758438307,0.05554254125082725,0.00000000000000000
1,56,579.84533584020130093,1.42567209758438307,0.33688211275680846,0.00000000000000000
1,57,361.31123662642119143,1.42567209758438307,-0.13613955466481720,0.00000000000000000
1,58,205.11855462882829215,1.42567209758438307,-0.70229116563729299,0.00000000000000000
1,59,432.75203077008205810,1.42567209758438307,0.04428559387646303,0.00000000000000000
1,60,481.31409930007333742,1.42567209758438307,0.15064077720489788,0.00000000000000000
1,61,604.19957635679691066,1.42567209758438307,0.37802527491001658,0.00000000000000000
1,62,603.06292669523861605,1.42567209758438307,0.37614225444919303,0.00000000000000000
1,63,503.92334743466778946,1.42567209758438307,0.19654487520302233,0.00000000000000000
1,64,448.81126747565690494,1.42567209758438307,0.08072316679843983,0.00000000000000000
1,65,407.57111893827737958,1.42567209758438307,-0.01566385042334240,0.00000000000000000
1,66,197.10894047867469681,1.42567209758438307,-0.74212271963347387,0.00000000000000000
1,67,269.91160982499246757,1.42567209758438307,-0.42778475849621245,0.00000000000000000
1,68,388.62669834694327164,1.42567209758438307,-0.06326005436577375,0.00000000000000000
1,69,348.28101973502162991,1.42567209758438307,-0.17286961100506737,0.00000000000000000
1,70,495.16993291015188561,1.42567209758438307,0.17902170958507391,0.00000000000000000
1,71,532.46747288331380332,1.42567209758438307,0.25164251905223445,0.00000000000000000
1,72,461.20578170470184887,1.42567209758438307,0.10796503165795723,0.00000000000000000
1,73,231.87501908528736294,1.42567209758438307,-0.57968077720823796,0.00000000000000000
1,74,311.08433263114551437,1.42567209758438307,-0.28581525144153108,0.00000000000000000
1,75,567.77029830939875410,1.42567209758438307,0.31583763966433320,0.00000000000000000
1,76,354.63623008387810387,1.42567209758438307,-0.15478673276017219,0.00000000000000000
1,77,712.18088433055800124,1.42567209758438307,0.54245263729409210,0.00000000000000000
1,78,571.22070828886785421,1.42567209758438307,0.32189637149688455,0.00000000000000000
1,79,518.94321861133119000,1.42567209758438307,0.22591517892907564,0.00000000000000000
1,80,526.23674958453489126,1.42567209758438307,0.23987191286439469,0.00000000000000000
1,81,378.61958076475224289,1.42567209758438307,-0.08934733656909710,0.00000000000000000
1,82,253.78637226496951484,1.42567209758438307,-0.48938643381925395,0.00000000000000000
1,83,506.04271625286196468,1.42567209758438307,0.20074179231795064,0.00000000000000000
1,84,524.28538197675823085,1.42567209758438307,0.23615686528285451,0.00000000000000000
1,85,1035.15331345318895728,1.42567209758438307,0.91642553079128941,0.00000000000000000
1,86,569.06377972698601297,1.42567209758438307,0.31811322587475033,0.00000000000000000
1,87,353.70228146124804880,1.42567209758438307,-0.15742374641570134,0.00000000000000000
1,88,470.95853219387191757,1.42567209758438307,0.12889075521081050,0.00000000000000000
1,89,393.99021367154665541,1.42567209758438307,-0.04955322228608505,0.00000000000000000
1,90,478.63116800432322862,1.42567209758438307,0.14505100376064828,0.00000000000000000
1,91,464.85490777001126617,1.42567209758438307,0.11584603771751922,0.00000000000000000
1,92,300.37603201643798911,1.42567209758438307,-0.32084416306762709,0.00000000000000000
1,93,442.46348310382302316,1.42567209758438307,0.06647864410507864,0.00000000000000000
1,94,554.06555660052129042,1.42567209758438307,0.29140372008194770,0.00000000000000000
1,95,615.31116344438032684,1.42567209758438307,0.39624880379520278,0.00000000000000000
1,96,430.91844486420473004,1.42567209758438307,0.04003955626746691,0.00000000000000000
1,97,505.57621448735545755,1.42567209758438307,0.19981950471656518,0.00000000000000000
1,98,540.33299151852713749,1.42567209758438307,0.26630630758902729,0.00000000000000000
1,99,359.55935544704635731,1.42567209758438307,-0.14100002379070542,0.00000000000000000
1,100,330.66244620879251670,1.42567209758438307,-0.22478123782461612,0.00000000000000000
1,101,739.52322180287933406,1.42567209758438307,0.58012639081166117,0.00000000000000000
1,102,426.10826945685431610,1.42567209758438307,0.02881417475393810,0.00000000000000000
1,103,451.97409939076817409,1.42567209758438307,0.08774558307913072,0.00000000000000000
1,104,270.96143923970095102,1.42567209758438307,-0.42390277275143173,0.00000000000000000
1,105,369.91044305371860901,1.42567209758438307,-0.11261836233875400,0.00000000000000000
1,106,402.60493021170304928,1.42567209758438307,-0.02792353381703272,0.00000000000000000
1,107,554.92956187115044031,1.42567209758438307,0.29296189726604727,0.00000000000000000
1,108,552.99379474249860777,1.42567209758438307,0.28946748750045437,0.00000000000000000
1,109,267.22122231801927228,1.42567209758438307,-0.43780242952705972,0.00000000000000000
1,110,837.55283610339347433,1.42567209758438307,0.70460505671546247,0.00000000000000000
1,111,161.74264569135456782,1.42567209758438307,-0.93987282766337721,0.00000000000000000
1,112,467.52025442944187716,1.42567209758438307,0.12156337989455412,0.00000000000000000
1,113,622.78081852372531557,1.42567209758438307,0.40831534783337720,0.00000000000000000
1,114,409.18226145529177984,1.42567209758438307,-0.01171860906783273,0.00000000000000000
1,115,241.77522923631903495,1.42567209758438307,-0.53787080313682267,0.00000000000000000
1,116,238.13526104742939538,1.42567209758438307,-0.55304045691304982,0.00000000000000000
1,117,535.10446370108888914,1.42567209758438307,0.25658269421132029,0.00000000000000000
1,118,756.78376510140776645,1.42567209758438307,0.60319827259609582,0.00000000000000000
1,119,381.79456343522139150,1.42567209758438307,-0.08099662098828464,0.00000000000000000
1,120,499.51745115284887788,1.42567209758438307,0.18776324184280657,0.00000000000000000
1,121,308.68053833393179275,1.42567209758438307,-0.29357240730348977,0.00000000000000000
1,122,300.55771429527851524,1.42567209758438307,-0.32023949646172856,0.00000000000000000
1,123,608.03667724720469323,1.42567209758438307,0.38435591168801597,0.00000000000000000
1,124,250.55148986692117319,1.42567209758438307,-0.50221484510476078,0.00000000000000000
1,125,622.40569146966106473,1.42567209758438307,0.40771282433605016,0.00000000000000000
1,126,218.46978264577737150,1.42567209758438307,-0.63923158243371070,0.00000000000000000
1,127,209.82851901420406193,1.42567209758438307,-0.67958867186371030,0.00000000000000000
1,128,333.37710648413730041,1.42567209758438307,-0.21660499173365633,0.00000000000000000
1,129,392.12993935004141122,1.42567209758438307,-0.05428603008088206,0.00000000000000000
1,130,463.86930938235701660,1.42567209758438307,0.11372355886006158,0.00000000000000000
1,131,285.32232916015806268,1.42567209758438307,-0.37225977217599038,0.00000000000000000
1,132,212.16108404919967256,1.42567209758438307,-0.66853347631067539,0.00000000000000000
1,133,385.34825979498930337,1.42567209758438307,-0.07173179657228967,0.00000000000000000
1,134,432.49348487238370353,1.42567209758438307,0.04368796950114007,0.00000000000000000
1,135,291.96378958108630286,1.42567209758438307,-0.34924950658378329,0.00000000000000000
1,136,294.30163437449124331,1.42567209758438307,-0.34127408422430072,0.00000000000000000
1,137,681.06151079856533670,1.42567209758438307,0.49777333341904217,0.00000000000000000
1,138,537.88872174558866845,1.42567209758438307,0.26177240898552068,0.00000000000000000
1,139,283.56836954924216343,1.42567209758438307,-0.37842603635443961,0.00000000000000000
1,140,477.02328532889902135,1.42567209758438307,0.14168601302156070,0.00000000000000000
1,141,272.14275316377285208,1.42567209758438307,-0.41955253644841140,0.00000000000000000
1,142,580.44971823828745983,1.42567209758438307,0.33792388648603833,0.00000000000000000
1,143,234.69451527800407575,1.42567209758438307,-0.56759455936993231,0.00000000000000000
1,144,147.57434723519588715,1.42567209758438307,-1.03154719503645342,0.00000000000000000
1,145,496.73747458147522593,1.42567209758438307,0.18218237350276567,0.00000000000000000
1,146,1049.18876870308258731,1.42567209758438307,0.92989325042780990,0.00000000000000000
1,147,483.13488237460956043,1.42567209758438307,0.15441658136318548,0.00000000000000000
1,148,429.17836982141267299,1.42567209758438307,0.03599332010631162,0.00000000000000000
1,149,568.99497167135848485,1.42567209758438307,0.31799230407589452,0.00000000000000000
1,150,272.32302449440089731,1.42567209758438307,-0.41889034115675905,0.00000000000000000
1,151,522.93807037258807213,1.42567209758438307,0.23358375188567670,0.00000000000000000
1,152,458.30667501482957960,1.42567209758438307,0.10165926325853469,0.00000000000000000
1,153,251.02439683419973449,1.42567209758438307,-0.50032915992751104,0.00000000000000000
1,154,469.79042517922738398,1.42567209758438307,0.12640739850697358,0.00000000000000000
1,155,183.25030401905129906,1.42567209758438307,-0.81502629307322305,0.00000000000000000
1,156,605.48264194013938777,1.42567209758438307,0.38014660238774312,0.00000000000000000
1,157,461.56515349286371475,1.42567209758438307,0.10874392876583716,0.00000000000000000
1,158,256.49671610864180593,1.42567209758438307,-0.47876343104493557,0.00000000000000000
1,159,454.75636847249160155,1.42567209758438307,0.09388252875925041,0.00000000000000000
1,160,671.76752548259707964,1.42567209758438307,0.48403304356986609,0.00000000000000000
1,161,488.86492836548063678,1.42567209758438307,0.16620693832912803,0.00000000000000000
1,162,716.23221543768897845,1.42567209758438307,0.54812514473777796,0.00000000000000000
1,163,284.89857777687308271,1.42567209758438307,-0.37374604339521600,0.00000000000000000
1,164,452.56673569181634775,1.42567209758438307,0.08905594157895980,0.00000000000000000
1,165,290.17816456609227771,1.42567209758438307,-0.35538419796739706,0.00000000000000000
1,166,364.85349537505817352,1.42567209758438307,-0.12638340240557788,0.00000000000000000
1,167,397.00443496501964091,1.42567209758438307,-0.04193184105713499,0.00000000000000000
1,168,445.77748457209349908,1.42567209758438307,0.07394062112736854,0.00000000000000000
1,169,266.88255774690867383,1.42567209758438307,-0.43907058987019365,0.00000000000000000
1,170,308.18881203066189300,1.42567209758438307,-0.29516667165502586,0.00000000000000000
1,171,327.93069830658049568,1.42567209758438307,-0.23307699246893421,0.00000000000000000
1,172,299.36591591427009007,1.42567209758438307,-0.32421266867503906,0.00000000000000000
1,173,385.90928466569357624,1.42567209758438307,-0.07027696485314205,0.00000000000000000
1,174,557.90973941476283926,1.42567209758438307,0.29831789909751993,0.00000000000000000
1,175,708.27991970272034905,1.42567209758438307,0.53696008949015717,0.00000000000000000
1,176,549.56784568065643271,1.42567209758438307,0.28325294137034795,0.00000000000000000
1,177,505.34936996325967584,1.42567209758438307,0.19937071890801050,0.00000000000000000
1,178,302.88300901840818824,1.42567209758438307,-0.31253267077843461,0.00000000000000000
1,179,205.87958026837671355,1.42567209758438307,-0.69858785681573110,0.00000000000000000
1,180,467.39069165078518608,1.42567209758438307,0.12128621386065674,0.00000000000000000
1,181,824.21839126007830600,1.42567209758438307,0.68855623985165959,0.00000000000000000
1,182,852.03708556985543510,1.42567209758438307,0.72175076066771293,0.00000000000000000
1,183,472.30132302058035521,1.42567209758438307,0.13173788524895880,0.00000000000000000
1,184,816.56456854968519110,1.42567209758438307,0.67922669607437136,0.00000000000000000
1,185,283.76651808894229134,1.42567209758438307,-0.37772751224786827,0.00000000000000000
1,186,262.00196472006234671,1.42567209758438307,-0.45752729021393534,0.00000000000000000
