rep,id,p0,alpha,tau
1,1,0.221558,0.023974,68.779404
1,2,0.221558,0.037881,71.825875
1,3,0.221558,0.018544,70.501830
1,4,0.221558,0.038556,60.987981
1,5,0.221558,0.024957,73.624359
1,6,0.221558,0.058629,58.765847
1,7,0.221558,0.033071,60.822828
1,8,0.221558,0.033459,56.295171
1,9,0.221558,0.037031,61.770271
1,10,0.221558,0.016184,73.065890
1,11,0.221558,0.061479,64.102500
1,12,0.221558,0.030117,73.274260
1,13,0.221558,0.048002,68.835484
1,14,0.221558,0.065215,66.841948
1,15,0.221558,0.044713,79.707254
1,16,0.221558,0.029831,56.650534
1,17,0.221558,0.040327,69.899908
1,18,0.221558,0.030283,55.429869
1,19,0.221558,0.031711,74.011955
1,20,0.221558,0.031488,62.424151
1,21,0.221558,0.034638,64.304046
1,22,0.221558,0.011605,74.405931
1,23,0.221558,0.022688,65.966548
1,24,0.221558,0.008616,72.412976
1,25,0.221558,0.023922,72.376763
1,26,0.221558,0.056863,73.883999
1,27,0.221558,0.021973,65.466771
1,28,0.221558,0.039652,70.103241
1,29,0.221558,0.056380,77.070280
1,30,0.221558,0.021132,65.144160
1,31,0.221558,0.049199,62.836973
1,32,0.221558,0.044004,70.760149
1,33,0.221558,0.022690,70.745575
1,34,0.221558,0.035374,64.625437
1,35,0.221558,0.033064,71.554534
1,36,0.221558,0.030968,66.380332
1,37,0.221558,0.020665,60.415269
1,38,0.221558,0.057394,66.363740
1,39,0.221558,0.028168,70.023367
1,40,0.221558,0.057093,63.773064
1,41,0.221558,0.021350,66.587341
1,42,0.221558,0.077902,68.536194
1,43,0.221558,0.046213,69.868298
1,44,0.221558,0.033500,57.830090
1,45,0.221558,0.049744,69.949227
1,46,0.221558,0.034749,65.364960
1,47,0.221558,0.046221,69.642386
1,48,0.221558,0.021768,72.353039
1,49,0.221558,0.042480,73.637576
1,50,0.221558,0.054428,70.191446
1,51,0.221558,0.032263,66.451189
1,52,0.221558,0.046896,65.370169
1,53,0.221558,0.043673,64.484437
1,54,0.221558,0.028784,71.240384
1,55,0.221558,0.058878,62.520442
1,56,0.221558,0.052506,70.760541
1,57,0.221558,0.032145,68.748548
1,58,0.221558,0.018882,58.629405
1,59,0.221558,0.035566,75.900790
1,60,0.221558,0.059808,71.265815
1,61,0.221558,0.057311,62.949802
1,62,0.221558,0.071169,81.099402
1,63,0.221558,0.016925,62.448400
1,64,0.221558,0.031386,70.316167
1,65,0.221558,0.032261,77.516727
1,66,0.221558,0.057968,70.423350
1,67,0.221558,0.031603,83.313341
1,68,0.221558,0.019481,72.686638
1,69,0.221558,0.025087,74.299627
1,70,0.221558,0.017714,72.717552
1,71,0.221558,0.013668,72.721539
1,72,0.221558,0.014917,64.765641
1,73,0.221558,0.035447,68.343040
1,74,0.221558,0.037816,74.654407
1,75,0.221558,0.014900,67.399767
1,76,0.221558,0.035601,72.268411
1,77,0.221558,0.041365,61.542155
1,78,0.221558,0.055674,74.514300
1,79,0.221558,0.019205,64.620574
1,80,0.221558,0.051660,83.399740
1,81,0.221558,0.019799,60.700287
1,82,0.221558,0.024056,69.010774
1,83,0.221558,0.024800,68.499306
1,84,0.221558,0.021627,62.153319
1,85,0.221558,0.011305,66.664225
1,86,0.221558,0.041963,73.364673
1,87,0.221558,0.056822,62.325158
1,88,0.221558,0.029808,68.332735
1,89,0.221558,0.029670,56.199895
1,90,0.221558,0.045812,76.913871
1,91,0.221558,0.028072,77.802287
1,92,0.221558,0.018656,59.866839
1,93,0.221558,0.027626,59.415311
1,94,0.221558,0.031104,77.461240
1,95,0.221558,0.027662,62.285011
1,96,0.221558,0.038427,65.351432
1,97,0.221558,0.031912,70.182143
1,98,0.221558,0.048587,61.822321
1,99,0.221558,0.027652,75.289160
1,100,0.221558,0.044720,66.723218
1,101,0.221558,0.058472,66.365369
1,102,0.221558,0.035048,73.073571
1,103,0.221558,0.031027,80.218751
1,104,0.221558,0.048209,64.870970
1,105,0.221558,0.033184,79.173833
1,106,0.221558,0.107163,72.592527
1,107,0.221558,0.015229,54.432244
1,108,0.221558,0.066140,67.207546
1,109,0.221558,0.046893,65.613415
1,110,0.221558,0.015983,60.334806
1,111,0.221558,0.038708,55.236063
1,112,0.221558,0.017612,65.393858
1,113,0.221558,0.042743,67.584364
1,114,0.221558,0.012448,61.331139
1,115,0.221558,0.026920,68.011215
1,116,0.221558,0.037583,61.269164
1,117,0.221558,0.035997,78.555013
1,118,0.221558,0.014595,78.531466
1,119,0.221558,0.096095,63.557692
1,120,0.221558,0.035076,86.222434
1,121,0.221558,0.029552,65.400704
1,122,0.221558,0.024938,81.527259
1,123,0.221558,0.034938,84.523642
1,124,0.221558,0.030782,77.794395
1,125,0.221558,0.035715,72.772649
1,126,0.221558,0.015329,68.736747
1,127,0.221558,0.019570,76.232044
1,128,0.221558,0.009270,76.032384
1,129,0.221558,0.042849,82.145616
1,130,0.221558,0.015085,80.091741
1,131,0.221558,0.046802,60.572185
1,132,0.221558,0.018540,65.460730
1,133,0.221558,0.038632,69.374953
1,134,0.221558,0.043637,74.733225
1,135,0.221558,0.012843,71.690988
1,136,0.221558,0.109461,68.525439
1,137,0.221558,0.032975,73.392455
1,138,0.221558,0.120482,65.772346
1,139,0.221558,0.020212,52.069799
1,140,0.221558,0.012332,75.999559
1,141,0.221558,0.022987,68.058509
1,142,0.221558,0.034487,56.325600
1,143,0.221558,0.040864,73.217986
1,144,0.221558,0.020219,61.875860
1,145,0.221558,0.065458,75.487059
1,146,0.221558,0.036178,65.539371
1,147,0.221558,0.052413,57.212719
1,148,0.221558,0.028208,66.104923
1,149,0.221558,0.031745,70.502458
1,150,0.221558,0.031488,70.812837
1,151,0.221558,0.011683,76.736909
1,152,0.221558,0.022563,67.511733
1,153,0.221558,0.031184,73.402285
1,154,0.221558,0.116238,78.911156
1,155,0.221558,0.017371,71.295483
1,156,0.221558,0.033311,81.990262
1,157,0.221558,0.058868,64.281137
1,158,0.221558,0.027268,58.197799
1,159,0.221558,0.027851,76.316715
1,160,0.221558,0.027794,72.059307
1,161,0.221558,0.032861,75.183971
1,162,0.221558,0.024123,85.875209
1,163,0.221558,0.017990,73.988422
1,164,0.221558,0.011348,73.580792
1,165,0.221558,0.043567,67.014847
1,166,0.221558,0.023566,72.754965
1,167,0.221558,0.007111,73.805294
1,168,0.221558,0.069516,87.432454
1,169,0.221558,0.059366,63.069066
1,170,0.221558,0.031838,69.368699
1,171,0.221558,0.011836,65.491669
1,172,0.221558,0.025838,68.226882
1,173,0.221558,0.056172,64.922895
1,174,0.221558,0.012631,66.745363
1,175,0.221558,0.018506,66.264029
1,176,0.221558,0.032654,63.011236
1,177,0.221558,0.035418,78.074050
1,178,0.221558,0.030264,78.733005
1,179,0.221558,0.038878,65.428054
1,180,0.221558,0.030873,60.225118
1,181,0.221558,0.067033,70.758418
1,182,0.221558,0.010742,60.413233
1,183,0.221558,0.022044,68.574612
1,184,0.221558,0.031760,68.086112
1,185,0.221558,0.056057,72.838715
1,186,0.221558,0.034287,68.314654
1,187,0.221558,0.090270,61.796441
1,188,0.221558,0.034926,73.747482
1,189,0.221558,0.015508,67.535620
1,190,0.221558,0.074305,70.841881
1,191,0.221558,0.026609,69.024720
1,192,0.221558,0.044577,57.794341
1,193,0.221558,0.017024,82.551827
1,194,0.221558,0.040799,66.371198
1,195,0.221558,0.031102,65.106312
1,196,0.221558,0.039336,63.532855
1,197,0.221558,0.046211,70.724676
1,198,0.221558,0.107373,72.317562
1,199,0.221558,0.041564,63.463963
1,200,0.221558,0.020158,63.527351
1,201,0.221558,0.016782,77.378381
1,202,0.221558,0.012087,66.480825
1,203,0.221558,0.020521,62.830770
1,204,0.221558,0.021251,62.094854
1,205,0.221558,0.083780,69.639159
1,206,0.221558,0.040485,76.542026
1,207,0.221558,0.024748,72.882043
1,208,0.221558,0.036304,78.349781
1,209,0.221558,0.042981,74.152406
1,210,0.221558,0.014709,60.777931
1,211,0.221558,0.016054,66.884862
1,212,0.221558,0.048719,61.754984
