rep,id,eta_p0,eta_alpha,eta_tau
1,1,0.000000,-0.254402,-0.144869
1,2,0.000000,0.203060,2.901601
1,3,0.000000,-0.511250,1.577557
1,4,0.000000,0.220726,-7.936292
1,5,0.000000,-0.214213,4.700085
1,6,0.000000,0.639847,-10.158427
1,7,0.000000,0.067265,-8.101445
1,8,0.000000,0.078922,-12.629102
1,9,0.000000,0.180381,-7.154003
1,10,0.000000,-0.647359,4.141616
1,11,0.000000,0.687313,-4.821773
1,12,0.000000,-0.026305,4.349986
1,13,0.000000,0.439854,-0.088789
1,14,0.000000,0.746296,-2.082326
1,15,0.000000,0.368867,10.782980
1,16,0.000000,-0.035838,-12.273739
1,17,0.000000,0.265631,0.975635
1,18,0.000000,-0.020802,-13.494404
1,19,0.000000,0.025290,5.087682
1,20,0.000000,0.018221,-6.500122
1,21,0.000000,0.113559,-4.620227
1,22,0.000000,-0.979947,5.481658
1,23,0.000000,-0.309546,-2.957725
1,24,0.000000,-1.277814,3.488703
1,25,0.000000,-0.256601,3.452489
1,26,0.000000,0.609249,4.959726
1,27,0.000000,-0.341560,-3.457502
1,28,0.000000,0.248762,1.178968
1,29,0.000000,0.600720,8.146007
1,30,0.000000,-0.380607,-3.780114
1,31,0.000000,0.464480,-6.087301
1,32,0.000000,0.352892,1.835876
1,33,0.000000,-0.309443,1.821301
1,34,0.000000,0.134588,-4.298836
1,35,0.000000,0.067068,2.630261
1,36,0.000000,0.001575,-2.543941
1,37,0.000000,-0.402934,-8.509004
1,38,0.000000,0.618559,-2.560533
1,39,0.000000,-0.093209,1.099094
1,40,0.000000,0.613302,-5.151209
1,41,0.000000,-0.370318,-2.336932
1,42,0.000000,0.924068,-0.388079
1,43,0.000000,0.401867,0.944024
1,44,0.000000,0.080151,-11.094184
1,45,0.000000,0.475494,1.024953
1,46,0.000000,0.116755,-3.559314
1,47,0.000000,0.402037,0.718112
1,48,0.000000,-0.350959,3.428766
1,49,0.000000,0.317640,4.713303
1,50,0.000000,0.565499,1.267173
1,51,0.000000,0.042531,-2.473084
1,52,0.000000,0.416540,-3.554105
1,53,0.000000,0.345343,-4.439837
1,54,0.000000,-0.071574,2.316111
1,55,0.000000,0.644082,-6.403831
1,56,0.000000,0.529531,1.836267
1,57,0.000000,0.038876,-0.175726
1,58,0.000000,-0.493201,-10.294868
1,59,0.000000,0.140011,6.976517
1,60,0.000000,0.659759,2.341542
1,61,0.000000,0.617113,-5.974471
1,62,0.000000,0.833666,12.175128
1,63,0.000000,-0.602602,-6.475873
1,64,0.000000,0.014967,1.391893
1,65,0.000000,0.042482,8.592453
1,66,0.000000,0.628505,1.499077
1,67,0.000000,0.021868,14.389068
1,68,0.000000,-0.461928,3.762364
1,69,0.000000,-0.209054,5.375353
1,70,0.000000,-0.557017,3.793279
1,71,0.000000,-0.816335,3.797266
1,72,0.000000,-0.728890,-4.158632
1,73,0.000000,0.136647,-0.581233
1,74,0.000000,0.201342,5.730134
1,75,0.000000,-0.730021,-1.524506
1,76,0.000000,0.140988,3.344138
1,77,0.000000,0.291039,-7.382118
1,78,0.000000,0.588132,5.590026
1,79,0.000000,-0.476228,-4.303700
1,80,0.000000,0.513301,14.475466
1,81,0.000000,-0.445750,-8.223987
1,82,0.000000,-0.250989,0.086501
1,83,0.000000,-0.220545,-0.424967
1,84,0.000000,-0.357442,-6.770955
1,85,0.000000,-1.006121,-2.260049
1,86,0.000000,0.305411,4.440400
1,87,0.000000,0.608534,-6.599116
1,88,0.000000,-0.036617,-0.591539
1,89,0.000000,-0.041235,-12.724378
1,90,0.000000,0.393164,7.989598
1,91,0.000000,-0.096625,8.878014
1,92,0.000000,-0.505237,-9.057434
1,93,0.000000,-0.112616,-9.508962
1,94,0.000000,0.005962,8.536967
1,95,0.000000,-0.111328,-6.639262
1,96,0.000000,0.217379,-3.572841
1,97,0.000000,0.031605,1.257870
1,98,0.000000,0.451972,-7.101953
1,99,0.000000,-0.111703,6.364887
1,100,0.000000,0.369043,-2.201056
1,101,0.000000,0.637157,-2.558905
1,102,0.000000,0.125328,4.149298
1,103,0.000000,0.003468,11.294478
1,104,0.000000,0.444164,-4.053304
1,105,0.000000,0.070679,10.249559
1,106,0.000000,1.242960,3.668253
1,107,0.000000,-0.708206,-14.492030
1,108,0.000000,0.760379,-1.716728
1,109,0.000000,0.416486,-3.310858
