id,importanceSampling
1,-24.564
2,-23.733
3,-37.055
4,-18.011
5,-34.664
6,-35.588
7,-32.051
8,-40.131
9,-20.517
10,-35.587
11,-17.590
12,-37.162
13,-35.520
14,-39.835
15,-48.413
16,-36.754
17,-48.044
18,-17.211
19,-37.739
20,-30.434
21,-29.809
22,-21.503
23,-31.790
24,-32.845
25,-22.554
26,-26.383
27,-22.638
28,-24.731
29,-43.202
30,-34.823
31,-15.167
32,-16.694
33,-22.818
34,-45.192
35,-45.700
36,-18.809
37,-41.019
38,-9.770
39,-21.753
40,-37.867
41,-30.271
42,-20.254
43,-25.482
44,-37.465
45,-42.322
46,-46.763
47,-36.187
48,-45.470
49,-24.021
50,-31.757
51,-43.102
52,-31.895
53,-21.435
54,-36.735
55,-35.745
56,-22.292
57,-24.829
58,-16.619
59,-42.702
60,-26.985
61,-39.600
62,-31.831
63,-26.268
64,-40.005
65,-43.898
66,-43.037
67,-43.959
68,-35.655
69,-22.779
70,-40.821
71,-36.513
72,-26.753
73,-20.772
74,-34.789
75,-34.540
76,-37.451
77,-42.595
78,-16.332
79,-40.624
80,-24.611
81,-27.081
82,-22.076
83,-36.119
84,-21.190
85,-34.619
86,-38.591
87,-16.974
88,-26.557
89,-45.375
90,-21.510
91,-38.094
92,-27.218
93,-32.157
94,-38.056
95,-39.449
96,-29.606
97,-21.142
98,-44.918
99,-29.460
100,-22.010
101,-29.855
102,-31.069
103,-50.579
104,-42.037
105,-37.430
106,-34.695
107,-15.729
108,-41.954
109,-13.227
110,-19.652
111,-11.378
112,-37.545
113,-33.012
114,-35.021
115,-22.862
116,-26.492
117,-44.127
118,-22.656
119,-14.753
120,-44.022
121,-18.010
122,-16.246
123,-40.587
124,-22.369
125,-21.313
126,-47.976
127,-35.962
128,-19.247
129,-19.743
130,-32.480
131,-19.943
132,-18.266
133,-47.376
134,-35.663
135,-27.547
136,-24.931
137,-21.795
138,-28.437
139,-21.940
140,-41.772
141,-25.009
142,-25.361
143,-31.042
144,-26.889
145,-20.544
146,-19.566
147,-18.578
148,-15.221
149,-37.188
150,-22.856
151,-48.345
152,-41.976
153,-34.008
154,-18.732
155,-20.663
156,-39.385
157,-36.539
158,-35.731
159,-31.160
160,-36.322
161,-19.918
162,-19.570
163,-21.580
164,-44.936
165,-28.251
166,-36.165
167,-20.220
168,-49.123
169,-33.574
170,-46.665
171,-41.227
172,-32.634
173,-26.442
174,-48.556
175,-49.740
176,-24.211
177,-27.248
178,-19.442
179,-34.265
180,-40.957
181,-26.097
182,-40.303
183,-22.486
184,-39.575
185,-36.048
186,-50.614
187,-28.613
188,-17.882
189,-33.759
190,-25.414
191,-32.736
192,-35.870
193,-45.313
194,-49.343
195,-35.522
196,-35.817
197,-35.101
198,-34.195
199,-38.692
200,-34.081
201,-47.486
202,-44.008
203,-44.200
204,-39.678
205,-17.454
206,-28.641
207,-20.785
208,-50.281
209,-25.026
210,-31.976
211,-19.260
212,-23.832
213,-38.645
214,-31.736
215,-25.381
216,-28.086
217,-24.380
218,-32.010
219,-36.493
220,-41.756
221,-27.549
222,-23.856
223,-43.803
224,-41.386
225,-25.925
226,-27.457
227,-38.727
228,-49.829
229,-46.213
230,-29.726
231,-21.397
232,-33.624
233,-34.157
234,-33.772
235,-25.870
236,-48.729
237,-32.981
238,-29.560
239,-34.320
240,-44.077
241,-17.453
242,-47.284
243,-35.106
244,-31.016
245,-22.979
246,-21.113
247,-44.071
248,-38.367
249,-46.233
250,-40.860
