id,importanceSampling
1,-24.511
2,-23.891
3,-36.825
4,-17.741
5,-34.556
6,-34.800
7,-31.851
8,-39.847
9,-20.149
10,-35.011
11,-17.056
12,-37.177
13,-35.391
14,-39.535
15,-49.044
16,-36.748
17,-47.986
18,-17.086
19,-37.885
20,-30.299
21,-29.617
22,-20.105
23,-31.828
24,-30.817
25,-22.453
26,-26.702
27,-22.624
28,-24.759
29,-43.876
30,-34.945
31,-14.746
32,-16.743
33,-22.741
34,-44.992
35,-45.726
36,-18.733
37,-41.343
38,-9.495
39,-21.687
40,-37.409
41,-30.255
42,-20.181
43,-25.482
44,-37.223
45,-42.330
46,-46.545
47,-36.216
48,-45.279
49,-24.236
50,-31.843
51,-42.942
52,-31.612
53,-21.145
54,-36.743
55,-35.143
56,-22.402
57,-24.762
58,-17.404
59,-42.949
60,-27.111
61,-39.114
62,-33.084
63,-26.875
64,-39.964
65,-44.155
66,-43.112
67,-44.329
68,-35.311
69,-22.734
70,-40.423
71,-35.510
72,-27.169
73,-20.685
74,-35.040
75,-34.514
76,-37.498
77,-42.209
78,-16.768
79,-40.806
80,-25.674
81,-27.421
82,-22.029
83,-36.040
84,-21.367
85,-34.694
86,-38.740
87,-16.440
88,-26.505
89,-45.361
90,-21.965
91,-37.962
92,-27.775
93,-32.062
94,-38.320
95,-39.447
96,-29.376
97,-21.099
98,-44.525
99,-29.459
100,-21.812
101,-29.599
102,-31.089
103,-50.992
104,-41.719
105,-37.746
106,-35.023
107,-17.540
108,-41.733
109,-13.011
110,-20.764
111,-10.945
112,-37.685
113,-32.801
114,-35.925
115,-22.786
116,-26.148
117,-44.549
118,-20.764
119,-14.131
120,-45.139
121,-17.851
122,-16.265
123,-41.146
124,-22.492
125,-21.450
126,-47.826
127,-35.471
128,-15.870
129,-20.681
130,-31.151
131,-19.354
132,-18.469
133,-47.361
134,-35.883
135,-26.807
136,-24.831
137,-21.850
138,-28.113
139,-22.822
140,-40.347
141,-24.972
142,-25.021
143,-31.197
144,-27.158
145,-21.224
146,-19.445
147,-17.738
148,-15.130
149,-37.168
150,-22.895
151,-46.193
152,-41.995
153,-34.006
154,-19.810
155,-20.355
156,-39.818
157,-36.021
158,-35.800
159,-31.110
160,-36.225
161,-20.157
162,-19.504
163,-21.083
164,-43.492
165,-28.049
166,-35.944
167,-15.841
168,-51.245
169,-33.032
170,-46.693
171,-41.563
172,-32.612
173,-26.147
174,-48.656
175,-49.893
176,-24.079
177,-28.021
178,-19.733
179,-34.041
180,-40.860
181,-26.175
182,-41.694
183,-22.415
184,-39.492
185,-36.308
186,-50.519
187,-27.797
188,-17.981
189,-33.753
190,-25.480
191,-32.657
192,-35.260
193,-43.872
194,-49.087
195,-35.423
196,-35.477
197,-35.118
198,-34.498
199,-38.285
200,-34.318
201,-46.625
202,-44.109
203,-44.557
204,-39.926
205,-17.441
206,-29.133
207,-20.678
208,-50.717
209,-25.213
210,-32.813
211,-19.262
212,-23.286
213,-38.682
214,-32.506
215,-24.704
216,-28.069
217,-24.204
218,-32.009
219,-36.122
220,-41.896
221,-27.741
222,-24.496
223,-43.876
224,-39.137
225,-25.756
226,-27.047
227,-38.681
228,-49.761
229,-46.620
230,-30.421
231,-21.320
232,-33.657
233,-33.836
234,-33.623
235,-26.495
236,-48.649
237,-32.496
238,-29.695
239,-34.303
240,-44.253
241,-17.673
242,-47.230
243,-34.603
244,-30.952
245,-24.015
246,-20.986
247,-44.070
248,-38.334
249,-45.818
250,-40.476
