id,importanceSampling
1,-24.563
2,-23.743
3,-37.046
4,-18.023
5,-34.657
6,-35.616
7,-32.059
8,-40.149
9,-20.511
10,-35.613
11,-17.611
12,-37.142
13,-35.511
14,-39.823
15,-48.384
16,-36.768
17,-48.035
18,-17.233
19,-37.736
20,-30.446
21,-29.806
22,-21.545
23,-31.809
24,-32.878
25,-22.550
26,-26.380
27,-22.622
28,-24.752
29,-43.156
30,-34.796
31,-15.202
32,-16.689
33,-22.818
34,-45.189
35,-45.689
36,-18.808
37,-40.988
38,-9.795
39,-21.746
40,-37.895
41,-30.266
42,-20.269
43,-25.465
44,-37.492
45,-42.319
46,-46.758
47,-36.180
48,-45.469
49,-23.998
50,-31.750
51,-43.108
52,-31.907
53,-21.513
54,-36.738
55,-35.762
56,-22.306
57,-24.825
58,-16.593
59,-42.686
60,-26.974
61,-39.618
62,-31.814
63,-26.213
64,-39.991
65,-43.894
66,-43.033
67,-43.973
68,-35.656
69,-22.775
70,-40.836
71,-36.524
72,-26.745
73,-20.764
74,-34.790
75,-34.532
76,-37.445
77,-42.603
78,-16.336
79,-40.609
80,-24.580
81,-27.027
82,-22.077
83,-36.121
84,-21.176
85,-34.585
86,-38.577
87,-17.011
88,-26.554
89,-45.355
90,-21.487
91,-38.080
92,-27.194
93,-32.186
94,-38.028
95,-39.457
96,-29.591
97,-21.132
98,-44.935
99,-29.451
100,-22.032
101,-29.861
102,-31.067
103,-50.564
104,-42.045
105,-37.414
106,-34.677
107,-15.644
108,-41.958
109,-13.247
110,-19.598
111,-11.435
112,-37.527
113,-33.010
114,-34.948
115,-22.846
116,-26.504
117,-44.128
118,-22.756
119,-14.750
120,-44.005
121,-18.013
122,-16.276
123,-40.587
124,-22.353
125,-21.303
126,-47.961
127,-36.001
128,-19.340
129,-19.728
130,-32.545
131,-19.942
132,-18.257
133,-47.351
134,-35.655
135,-27.566
136,-24.965
137,-21.788
138,-28.435
139,-21.933
140,-41.824
141,-25.003
142,-25.389
143,-31.036
144,-26.868
145,-20.535
146,-19.568
147,-18.618
148,-15.232
149,-37.196
150,-22.875
151,-48.415
152,-41.956
153,-33.998
154,-18.706
155,-20.669
156,-39.368
157,-36.568
158,-35.758
159,-31.159
160,-36.308
161,-19.916
162,-19.601
163,-21.593
164,-44.976
165,-28.257
166,-36.159
167,-20.342
168,-49.086
169,-33.603
170,-46.673
171,-41.182
172,-32.653
173,-26.472
174,-48.492
175,-49.724
176,-24.216
177,-27.233
178,-19.448
179,-34.265
180,-40.964
181,-26.075
182,-40.245
183,-22.476
184,-39.582
185,-36.027
186,-50.601
187,-28.687
188,-17.873
189,-33.744
190,-25.397
191,-32.743
192,-35.882
193,-45.369
194,-49.335
195,-35.517
196,-35.817
197,-35.086
198,-34.199
199,-38.693
200,-34.062
201,-47.513
202,-43.955
203,-44.198
204,-39.660
205,-17.451
206,-28.598
207,-20.780
208,-50.260
209,-24.997
210,-31.951
211,-19.257
212,-23.865
213,-38.632
214,-31.704
215,-25.392
216,-28.093
217,-24.326
218,-32.020
219,-36.497
220,-41.737
221,-27.543
222,-23.838
223,-43.787
224,-41.461
225,-25.878
226,-27.441
227,-38.718
228,-49.806
229,-46.185
230,-29.717
231,-21.390
232,-33.628
233,-34.161
234,-33.752
235,-25.845
236,-48.711
237,-32.991
238,-29.549
239,-34.333
240,-44.057
241,-17.439
242,-47.262
243,-35.125
244,-31.023
245,-22.980
246,-21.108
247,-44.032
248,-38.361
249,-46.242
250,-40.863
