rep,id,eta_s,eta_d,eta_beta,eta_delta,eta_p,eta_c,eta_eta,eta_epsilon
1,1,0.573357796292299,-0.0549151587856076,0,0,0,0,0,0
1,2,3.02703436824671,1.34990863722532,0,0,0,0,0,0
1,3,-1.98226283310051,-1.22029167198816,0,0,0,0,0,0
1,4,1.15076311827101,-2.00252248130258,0,0,0,0,0,0
1,5,-0.0540271061437263,0.538909272882307,0,0,0,0,0,0
1,6,1.47931246008624,2.3075406113941,0,0,0,0,0,0
1,7,-0.103416138247914,-0.107857741407985,0,0,0,0,0,0
1,8,0.123556947074423,-1.30591663669091,0,0,0,0,0,0
1,9,2.55876051852182,-2.05087580696749,0,0,0,0,0,0
1,10,-1.06399179893634,0.762313184883048,0,0,0,0,0,0
1,11,-2.01203307441367,-0.025131958260426,0,0,0,0,0,0
1,12,-2.12694842915686,0.0776705456370473,0,0,0,0,0,0
1,13,-1.78545637196046,-1.90256149884098,0,0,0,0,0,0
1,14,-0.54166495888287,1.97718500252919,0,0,0,0,0,0
1,15,2.18504775850881,-0.682715682036817,0,0,0,0,0,0
1,16,-1.2139749832148,1.19118260363802,0,0,0,0,0,0
1,17,-1.21841457325962,-2.46826783227484,0,0,0,0,0,0
1,18,2.17979473939011,1.97150606311532,0,0,0,0,0,0
1,19,2.24680856787107,1.19650725551134,0,0,0,0,0,0
1,20,2.10488232580213,-0.737082702493609,0,0,0,0,0,0
1,21,0.871446424606184,0.828967689313144,0,0,0,0,0,0
1,22,-0.183412354412297,-3.25462702334465,0,0,0,0,0,0
1,23,1.66962349470624,0.940718380346993,0,0,0,0,0,0
1,24,3.2998653338977,-0.00915091321035649,0,0,0,0,0,0
1,25,-1.91016822679536,-1.71943668033546,0,0,0,0,0,0
1,26,-2.3749669128502,-0.969786479922788,0,0,0,0,0,0
1,27,1.01521533691061,3.18276513798058,0,0,0,0,0,0
1,28,0.402859008047345,1.4707012883367,0,0,0,0,0,0
1,29,-0.577934974012043,-0.147160787738682,0,0,0,0,0,0
1,30,0.419245271425051,-1.83294884764842,0,0,0,0,0,0
1,31,-0.513273551477865,-0.971372127303044,0,0,0,0,0,0
1,32,0.647487532768002,0.431318815596365,0,0,0,0,0,0
1,33,0.902373114149221,0.635796081959684,0,0,0,0,0,0
1,34,1.91339990638292,-1.85269229568275,0,0,0,0,0,0
1,35,-0.0433885107400762,2.14752018335544,0,0,0,0,0,0
1,36,0.672143714272689,0.433863377558708,0,0,0,0,0,0
1,37,-0.889609652732875,1.19600712032179,0,0,0,0,0,0
1,38,-1.60673830401906,-0.480825167104405,0,0,0,0,0,0
1,39,-0.788772880858716,-0.132020795856036,0,0,0,0,0,0
1,40,-0.00881134604646405,-0.652131615297077,0,0,0,0,0,0
1,41,1.34039298932324,0.757779191850626,0,0,0,0,0,0
1,42,-0.837965765360726,-1.02267108656458,0,0,0,0,0,0
1,43,-2.22929302039321,0.256460761826406,0,0,0,0,0,0
1,44,-1.82300389001105,0.0151040507302384,0,0,0,0,0,0
1,45,-2.63349814815545,-0.140416344291725,0,0,0,0,0,0
1,46,-2.54487723428534,-0.64973349370908,0,0,0,0,0,0
1,47,0.349773223574575,-1.82274144613376,0,0,0,0,0,0
1,48,-2.27198054392742,-1.04362150371796,0,0,0,0,0,0
1,49,-1.24119271996294,-0.399318970740418,0,0,0,0,0,0
1,50,-0.849712267169019,-0.213642195709783,0,0,0,0,0,0
1,51,-1.42011334647988,0.950947939310975,0,0,0,0,0,0
1,52,-1.92752310143679,0.096659534039565,0,0,0,0,0,0
1,53,-1.10429964032945,0.410400399415621,0,0,0,0,0,0
1,54,3.64955997943887,0.749394552884398,0,0,0,0,0,0
1,55,0.0805651547705502,-1.68632503037863,0,0,0,0,0,0
1,56,1.58198715615986,-0.572029081305591,0,0,0,0,0,0
