            iB_pop;   1.00000;  -0.12154;   0.03866;   0.04636;   0.03381;       NaN;   0.01730;   0.01273;   0.03153;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000
          actB_pop;  -0.12154;   1.00000;  -0.50224;  -0.48969;  -0.75808;       NaN;  -0.74293;   0.03429;  -0.18048;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000
beta_actB_tGROUP_1;   0.03866;  -0.50224;   1.00000;   0.25757;   0.39709;       NaN;   0.38973;  -0.02721;   0.00037;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000
beta_actB_tGROUP_2;   0.04636;  -0.48969;   0.25757;   1.00000;   0.39212;       NaN;   0.38483;   0.00346;  -0.02731;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000
beta_actB_tGROUP_3;   0.03381;  -0.75808;   0.39709;   0.39212;   1.00000;       NaN;   0.59391;  -0.03995;  -0.02209;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000
beta_actB_tGROUP_4;       NaN;       NaN;       NaN;       NaN;       NaN;       NaN;       NaN;       NaN;       NaN;       NaN;       NaN;       NaN;       NaN;       NaN
beta_actB_tGROUP_5;   0.01730;  -0.74293;   0.38973;   0.38483;   0.59391;       NaN;   1.00000;  -0.03847;  -0.02394;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000
            uB_pop;   0.01273;   0.03429;  -0.02721;   0.00346;  -0.03995;       NaN;  -0.03847;   1.00000;   0.22007;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000
             h_pop;   0.03153;  -0.18048;   0.00037;  -0.02731;  -0.02209;       NaN;  -0.02394;   0.22007;   1.00000;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000
          omega_iB;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;       NaN;   0.00000;   0.00000;   0.00000;   1.00000;  -0.01680;   0.01533;   0.03275;  -0.22355
        omega_actB;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;       NaN;   0.00000;   0.00000;   0.00000;  -0.01680;   1.00000;   0.01236;  -0.18631;  -0.11810
          omega_uB;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;       NaN;   0.00000;   0.00000;   0.00000;   0.01533;   0.01236;   1.00000;  -0.04483;  -0.06996
           omega_h;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;       NaN;   0.00000;   0.00000;   0.00000;   0.03275;  -0.18631;  -0.04483;   1.00000;  -0.18619
                 a;   0.00000;   0.00000;   0.00000;   0.00000;   0.00000;       NaN;   0.00000;   0.00000;   0.00000;  -0.22355;  -0.11810;  -0.06996;  -0.18619;   1.00000
