rep,id,eta_p0,eta_alpha,eta_tau
1,1,0.000000,-0.266020,0.322487
2,1,0.000000,-0.261968,0.217614
3,1,0.000000,-0.274205,0.274479
4,1,0.000000,-0.274205,0.274479
5,1,0.000000,-0.274205,0.274479
6,1,0.000000,-0.267367,0.274479
7,1,0.000000,-0.158680,0.274479
8,1,0.000000,-0.210312,0.274479
9,1,0.000000,-0.229482,0.334210
10,1,0.000000,-0.150699,0.063746
1,2,0.000000,0.198641,2.165171
2,2,0.000000,0.228533,2.459575
3,2,0.000000,0.228533,2.459575
4,2,0.000000,0.228533,2.459575
5,2,0.000000,0.193921,2.475919
6,2,0.000000,0.193921,2.161601
7,2,0.000000,0.202507,2.158469
8,2,0.000000,0.202507,2.158469
9,2,0.000000,0.202507,2.158469
10,2,0.000000,0.202507,2.081589
1,3,0.000000,-0.429767,2.165471
2,3,0.000000,-0.495767,2.463543
3,3,0.000000,-0.519175,2.035744
4,3,0.000000,-0.478069,2.122426
5,3,0.000000,-0.498932,2.095752
6,3,0.000000,-0.507143,2.057152
7,3,0.000000,-0.493593,1.927257
8,3,0.000000,-0.501895,2.416534
9,3,0.000000,-0.501895,2.578509
10,3,0.000000,-0.466864,2.537940
1,4,0.000000,0.280673,-8.609854
2,4,0.000000,0.280673,-8.609854
3,4,0.000000,0.289642,-8.470068
4,4,0.000000,0.240493,-9.027179
5,4,0.000000,0.169939,-9.027179
6,4,0.000000,0.198623,-8.880992
7,4,0.000000,0.198623,-8.880992
8,4,0.000000,0.233938,-8.873326
9,4,0.000000,0.250097,-8.592160
10,4,0.000000,0.250097,-8.637833
1,5,0.000000,-0.224110,4.897295
2,5,0.000000,-0.162823,4.897295
3,5,0.000000,-0.208632,4.870602
4,5,0.000000,-0.182925,4.900738
5,5,0.000000,-0.174776,4.887120
6,5,0.000000,-0.159955,4.887120
7,5,0.000000,-0.159955,4.887120
8,5,0.000000,-0.159955,5.121900
9,5,0.000000,-0.201117,5.073607
10,5,0.000000,-0.201117,5.013825
1,6,0.000000,0.659224,-11.472272
2,6,0.000000,0.659224,-11.465260
3,6,0.000000,0.659224,-11.235008
4,6,0.000000,0.659224,-11.518414
5,6,0.000000,0.629319,-11.519822
6,6,0.000000,0.629319,-11.418635
7,6,0.000000,0.645734,-11.418635
8,6,0.000000,0.666297,-11.337248
9,6,0.000000,0.671882,-11.182667
10,6,0.000000,0.596677,-11.659160
1,7,0.000000,0.080742,-8.539209
2,7,0.000000,0.080742,-8.539209
3,7,0.000000,0.080742,-8.539209
4,7,0.000000,0.080742,-8.539209
5,7,0.000000,0.137828,-8.309933
6,7,0.000000,0.116521,-8.309933
7,7,0.000000,0.116521,-8.309933
8,7,0.000000,0.116521,-8.309933
9,7,0.000000,0.116521,-8.309933
10,7,0.000000,0.116521,-8.309933
1,8,0.000000,0.120691,-12.905998
2,8,0.000000,0.085668,-13.111955
3,8,0.000000,0.115116,-12.743634
4,8,0.000000,0.108384,-12.743634
5,8,0.000000,0.096736,-12.805019
6,8,0.000000,0.096736,-12.805019
7,8,0.000000,0.096736,-12.805019
8,8,0.000000,0.113641,-12.881916
9,8,0.000000,0.113641,-12.854842
10,8,0.000000,0.125858,-12.790865
1,9,0.000000,0.159692,-7.625190
2,9,0.000000,0.159692,-7.882082
3,9,0.000000,0.175203,-7.647551
4,9,0.000000,0.175203,-7.647551
5,9,0.000000,0.175203,-7.832838
6,9,0.000000,0.208140,-7.556509
7,9,0.000000,0.252923,-7.556509
8,9,0.000000,0.182356,-7.556509
9,9,0.000000,0.180118,-7.729848
10,9,0.000000,0.180118,-7.729848
1,10,0.000000,-0.585864,5.491887
2,10,0.000000,-0.591736,5.555836
3,10,0.000000,-0.657466,5.754283
4,10,0.000000,-0.644570,5.946495
5,10,0.000000,-0.570777,5.289895
6,10,0.000000,-0.579392,5.747545
7,10,0.000000,-0.622414,6.133820
8,10,0.000000,-0.634953,6.087171
9,10,0.000000,-0.634953,5.902004
10,10,0.000000,-0.692207,5.762441
1,11,0.000000,0.742825,-6.311626
2,11,0.000000,0.859437,-6.311626
3,11,0.000000,0.709941,-6.253016
4,11,0.000000,0.801586,-6.419481
5,11,0.000000,0.819034,-6.238464
6,11,0.000000,0.846916,-6.419559
7,11,0.000000,0.874344,-6.062419
8,11,0.000000,0.874344,-6.482085
9,11,0.000000,0.851733,-6.546301
10,11,0.000000,0.854039,-6.435920
1,12,0.000000,0.003715,3.761994
2,12,0.000000,0.039623,3.894449
3,12,0.000000,-0.027673,3.894449
4,12,0.000000,0.046075,4.050031
5,12,0.000000,0.080879,4.016467
6,12,0.000000,0.052139,4.119177
7,12,0.000000,0.039391,3.992323
8,12,0.000000,0.039391,3.949922
9,12,0.000000,-0.006549,3.663971
10,12,0.000000,-0.029768,3.966362
1,13,0.000000,0.446169,-1.114591
2,13,0.000000,0.446169,-1.114591
3,13,0.000000,0.446169,-1.114591
4,13,0.000000,0.446169,-1.114591
5,13,0.000000,0.446169,-1.114591
6,13,0.000000,0.446169,-1.114591
7,13,0.000000,0.400235,-1.101985
8,13,0.000000,0.400235,-1.101985
9,13,0.000000,0.400235,-1.101985
10,13,0.000000,0.472118,-1.101985
1,14,0.000000,0.722985,-3.571332
2,14,0.000000,0.799190,-3.328203
3,14,0.000000,0.799190,-3.328203
4,14,0.000000,0.784753,-3.328203
5,14,0.000000,0.784753,-3.325002
6,14,0.000000,0.784753,-3.287276
7,14,0.000000,0.788189,-3.299876
8,14,0.000000,0.802577,-3.218766
9,14,0.000000,0.802577,-3.368628
10,14,0.000000,0.781241,-3.368628
1,15,0.000000,0.289613,9.928165
2,15,0.000000,0.294516,9.904626
3,15,0.000000,0.294516,9.904626
4,15,0.000000,0.322598,9.904626
5,15,0.000000,0.231631,9.785032
6,15,0.000000,0.270644,9.837567
7,15,0.000000,0.346166,9.837567
8,15,0.000000,0.322999,9.837567
9,15,0.000000,0.323188,9.853193
10,15,0.000000,0.323188,9.853193
1,16,0.000000,-0.063244,-12.757500
2,16,0.000000,-0.063244,-12.757500
3,16,0.000000,-0.072015,-12.757500
4,16,0.000000,-0.035891,-12.757500
5,16,0.000000,-0.027441,-12.509608
6,16,0.000000,-0.060228,-12.738354
7,16,0.000000,-0.071562,-12.933096
8,16,0.000000,-0.071562,-12.933096
9,16,0.000000,-0.071562,-12.698631
10,16,0.000000,-0.031097,-12.432975
1,17,0.000000,0.263971,0.064180
2,17,0.000000,0.263971,0.064180
3,17,0.000000,0.258580,0.158038
4,17,0.000000,0.291944,0.158038
5,17,0.000000,0.272594,0.173862
6,17,0.000000,0.272594,0.173862
7,17,0.000000,0.272594,0.173862
8,17,0.000000,0.274267,0.054794
9,17,0.000000,0.274267,0.054794
10,17,0.000000,0.274267,0.054794
1,18,0.000000,-0.018008,-13.517121
2,18,0.000000,-0.018008,-13.601231
3,18,0.000000,-0.018008,-13.601231
4,18,0.000000,0.000928,-13.601231
5,18,0.000000,0.047394,-13.558980
6,18,0.000000,0.000667,-14.010714
7,18,0.000000,0.004061,-14.049369
8,18,0.000000,0.004061,-13.574256
9,18,0.000000,0.004061,-13.574256
10,18,0.000000,-0.005824,-13.824820
1,19,0.000000,0.089429,4.846136
2,19,0.000000,0.089429,4.846136
3,19,0.000000,0.089429,4.846136
4,19,0.000000,0.078622,4.846136
5,19,0.000000,0.078622,4.846136
6,19,0.000000,0.096837,4.889970
7,19,0.000000,0.096837,4.889970
8,19,0.000000,0.096837,4.906948
9,19,0.000000,0.064770,4.856601
10,19,0.000000,0.064821,4.806086
1,20,0.000000,-0.001249,-6.978120
2,20,0.000000,-0.001249,-7.066455
3,20,0.000000,-0.001249,-7.066455
4,20,0.000000,-0.006513,-7.070807
5,20,0.000000,-0.006513,-7.070807
6,20,0.000000,-0.006513,-7.070807
7,20,0.000000,-0.006513,-7.070807
8,20,0.000000,-0.001609,-7.070807
9,20,0.000000,-0.001609,-7.070807
10,20,0.000000,-0.001609,-7.070807
1,21,0.000000,0.077554,-5.113944
2,21,0.000000,0.091713,-4.948328
3,21,0.000000,0.091713,-4.948328
4,21,0.000000,0.091713,-4.539855
5,21,0.000000,0.075358,-5.122366
6,21,0.000000,0.112463,-4.814603
7,21,0.000000,0.116080,-4.695513
8,21,0.000000,0.165812,-4.773211
9,21,0.000000,0.091058,-5.089352
10,21,0.000000,0.062806,-5.219074
1,22,0.000000,-0.894830,7.985922
2,22,0.000000,-0.959681,8.183502
3,22,0.000000,-0.990692,8.351864
4,22,0.000000,-1.050169,9.194717
5,22,0.000000,-1.026804,7.771145
6,22,0.000000,-0.992221,8.863347
7,22,0.000000,-0.965437,7.831583
8,22,0.000000,-0.904825,7.928936
9,22,0.000000,-0.853170,7.734637
10,22,0.000000,-0.913660,7.433896
1,23,0.000000,-0.244827,-2.203888
2,23,0.000000,-0.252257,-2.238309
3,23,0.000000,-0.294400,-2.637207
4,23,0.000000,-0.294400,-2.637207
5,23,0.000000,-0.294400,-2.426007
6,23,0.000000,-0.294400,-2.426007
7,23,0.000000,-0.298499,-2.764589
8,23,0.000000,-0.317702,-2.463178
9,23,0.000000,-0.317702,-2.620229
10,23,0.000000,-0.317702,-2.620229
1,24,0.000000,-1.216362,8.731158
2,24,0.000000,-1.301327,9.091891
3,24,0.000000,-1.251560,9.372469
4,24,0.000000,-1.228688,9.751309
5,24,0.000000,-1.205948,9.227622
6,24,0.000000,-1.205537,8.127408
7,24,0.000000,-1.208395,9.053396
8,24,0.000000,-1.219616,8.056521
9,24,0.000000,-1.110355,6.979932
10,24,0.000000,-1.140276,8.036664
1,25,0.000000,-0.189536,3.579774
2,25,0.000000,-0.264942,3.714375
3,25,0.000000,-0.263539,3.544709
4,25,0.000000,-0.289861,3.378643
5,25,0.000000,-0.289861,3.626592
6,25,0.000000,-0.289861,3.772466
7,25,0.000000,-0.180204,3.366508
8,25,0.000000,-0.212974,3.817710
9,25,0.000000,-0.244351,3.505650
10,25,0.000000,-0.268947,3.505650
1,26,0.000000,0.650058,3.628712
2,26,0.000000,0.725179,3.373232
3,26,0.000000,0.725179,3.373232
4,26,0.000000,0.655819,3.506163
5,26,0.000000,0.713150,3.404678
6,26,0.000000,0.757195,3.379619
7,26,0.000000,0.716812,3.379619
8,26,0.000000,0.716812,3.436015
9,26,0.000000,0.732967,3.498732
10,26,0.000000,0.764097,3.371732
1,27,0.000000,-0.292624,-2.871369
2,27,0.000000,-0.292624,-2.871369
3,27,0.000000,-0.292624,-2.553903
4,27,0.000000,-0.274190,-2.829727
5,27,0.000000,-0.294197,-2.634509
6,27,0.000000,-0.296571,-2.634509
7,27,0.000000,-0.296571,-2.634509
8,27,0.000000,-0.308231,-2.898221
9,27,0.000000,-0.281079,-2.636029
10,27,0.000000,-0.300297,-2.909674
1,28,0.000000,0.287436,0.678327
2,28,0.000000,0.287436,0.678327
3,28,0.000000,0.287436,0.678327
4,28,0.000000,0.290428,0.660423
5,28,0.000000,0.272015,0.599379
6,28,0.000000,0.272015,0.599379
7,28,0.000000,0.303567,0.756510
8,28,0.000000,0.303567,0.744673
9,28,0.000000,0.303567,0.744673
10,28,0.000000,0.303567,0.744673
1,29,0.000000,0.622435,7.000632
2,29,0.000000,0.633854,7.000632
3,29,0.000000,0.626494,6.914233
4,29,0.000000,0.614584,6.914233
5,29,0.000000,0.614584,6.914233
6,29,0.000000,0.614584,6.914233
7,29,0.000000,0.614584,6.914233
8,29,0.000000,0.614584,6.914233
9,29,0.000000,0.614584,6.914233
10,29,0.000000,0.643311,6.914233
1,30,0.000000,-0.368300,-3.021086
2,30,0.000000,-0.375823,-2.816339
3,30,0.000000,-0.443046,-3.418886
4,30,0.000000,-0.388537,-3.239035
5,30,0.000000,-0.389665,-3.239035
6,30,0.000000,-0.437184,-3.687988
7,30,0.000000,-0.437184,-3.687988
8,30,0.000000,-0.378233,-2.996373
9,30,0.000000,-0.404551,-3.539032
10,30,0.000000,-0.428984,-3.427954
1,31,0.000000,0.500226,-7.217376
2,31,0.000000,0.478726,-7.217376
3,31,0.000000,0.487971,-7.263912
4,31,0.000000,0.487971,-6.918764
5,31,0.000000,0.512390,-7.086255
6,31,0.000000,0.512390,-7.052203
7,31,0.000000,0.508628,-7.041484
8,31,0.000000,0.519940,-7.077303
9,31,0.000000,0.519940,-7.077303
10,31,0.000000,0.541859,-7.077303
1,32,0.000000,0.400599,1.023719
2,32,0.000000,0.407745,1.308862
3,32,0.000000,0.340225,1.196309
4,32,0.000000,0.380921,1.194193
5,32,0.000000,0.393817,1.361244
6,32,0.000000,0.365578,0.998740
7,32,0.000000,0.365578,0.810727
8,32,0.000000,0.351082,0.810279
9,32,0.000000,0.377759,0.993154
10,32,0.000000,0.396310,1.294768
1,33,0.000000,-0.236694,1.986149
2,33,0.000000,-0.300170,1.587951
3,33,0.000000,-0.346773,2.316558
4,33,0.000000,-0.217137,1.891801
5,33,0.000000,-0.219929,2.155514
6,33,0.000000,-0.219929,1.923439
7,33,0.000000,-0.231767,1.923439
8,33,0.000000,-0.246795,2.198935
9,33,0.000000,-0.203805,1.681312
10,33,0.000000,-0.184342,2.179159
1,34,0.000000,0.148805,-4.737050
2,34,0.000000,0.148805,-4.737050
3,34,0.000000,0.164744,-4.641107
4,34,0.000000,0.164744,-4.641107
5,34,0.000000,0.164744,-4.641107
6,34,0.000000,0.164744,-4.641107
7,34,0.000000,0.130560,-4.641107
8,34,0.000000,0.130560,-4.641107
9,34,0.000000,0.130560,-4.641107
10,34,0.000000,0.130560,-4.641107
1,35,0.000000,0.065010,2.077950
2,35,0.000000,0.125944,2.124421
3,35,0.000000,0.145557,1.894606
4,35,0.000000,0.162393,2.096049
5,35,0.000000,0.107795,2.096049
6,35,0.000000,0.180357,1.877660
7,35,0.000000,0.137357,2.199886
8,35,0.000000,0.167185,1.872299
9,35,0.000000,0.191967,2.070805
10,35,0.000000,0.191967,2.070805
1,36,0.000000,-0.021299,-3.305777
2,36,0.000000,-0.021299,-3.305777
3,36,0.000000,-0.048565,-3.244395
4,36,0.000000,-0.048565,-3.483483
5,36,0.000000,-0.028370,-2.941768
6,36,0.000000,-0.050436,-3.460420
7,36,0.000000,-0.019753,-3.460420
