rep,id,p0,alpha,tau
1,1,0.287270,0.027980,71.508333
2,1,0.287270,0.028093,71.403460
3,1,0.287270,0.027752,71.460325
4,1,0.287270,0.027752,71.460325
5,1,0.287270,0.027752,71.460325
6,1,0.287270,0.027942,71.460325
7,1,0.287270,0.031150,71.460325
8,1,0.287270,0.029583,71.460325
9,1,0.287270,0.029021,71.520056
10,1,0.287270,0.031400,71.249592
1,2,0.287594,0.044529,73.351017
2,2,0.287594,0.045880,73.645421
3,2,0.287594,0.045880,73.645421
4,2,0.287594,0.045880,73.645421
5,2,0.287594,0.044320,73.661765
6,2,0.287594,0.044320,73.347447
7,2,0.287594,0.044702,73.344315
8,2,0.287594,0.044702,73.344315
9,2,0.287594,0.044702,73.344315
10,2,0.287594,0.044702,73.267435
1,3,0.287270,0.023754,73.351317
2,3,0.287270,0.022237,73.649389
3,3,0.287270,0.021722,73.221590
4,3,0.287270,0.022634,73.308272
5,3,0.287270,0.022166,73.281598
6,3,0.287270,0.021985,73.242998
7,3,0.287270,0.022285,73.113103
8,3,0.287270,0.022101,73.602380
9,3,0.287270,0.022101,73.764355
10,3,0.287270,0.022889,73.723786
1,4,0.287270,0.048336,62.575992
2,4,0.287270,0.048336,62.575992
3,4,0.287270,0.048772,62.715778
4,4,0.287270,0.046432,62.158667
5,4,0.287270,0.043269,62.158667
6,4,0.287270,0.044528,62.304854
7,4,0.287270,0.044528,62.304854
8,4,0.287270,0.046129,62.312520
9,4,0.287270,0.046881,62.593686
10,4,0.287270,0.046881,62.548013
1,5,0.287708,0.029177,76.083141
2,5,0.287708,0.031022,76.083141
3,5,0.287708,0.029633,76.056448
4,5,0.287708,0.030404,76.086584
5,5,0.287708,0.030653,76.072966
6,5,0.287708,0.031111,76.072966
7,5,0.287708,0.031111,76.072966
8,5,0.287708,0.031111,76.307746
9,5,0.287708,0.029856,76.259453
10,5,0.287708,0.029856,76.199671
1,6,0.287261,0.070579,59.713574
2,6,0.287261,0.070579,59.720586
3,6,0.287261,0.070579,59.950838
4,6,0.287261,0.070579,59.667432
5,6,0.287261,0.068499,59.666024
6,6,0.287261,0.068499,59.767211
7,6,0.287261,0.069633,59.767211
8,6,0.287261,0.071080,59.848598
9,6,0.287261,0.071478,60.003179
10,6,0.287261,0.066300,59.526686
1,7,0.287270,0.039577,62.646637
2,7,0.287270,0.039577,62.646637
3,7,0.287270,0.039577,62.646637
4,7,0.287270,0.039577,62.646637
5,7,0.287270,0.041902,62.875913
6,7,0.287270,0.041019,62.875913
7,7,0.287270,0.041019,62.875913
8,7,0.287270,0.041019,62.875913
9,7,0.287270,0.041019,62.875913
10,7,0.287270,0.041019,62.875913
1,8,0.287270,0.041190,58.279848
2,8,0.287270,0.039772,58.073891
3,8,0.287270,0.040961,58.442212
4,8,0.287270,0.040686,58.442212
5,8,0.287270,0.040215,58.380827
6,8,0.287270,0.040215,58.380827
7,8,0.287270,0.040215,58.380827
8,8,0.287270,0.040901,58.303930
9,8,0.287270,0.040901,58.331004
10,8,0.287270,0.041403,58.394981
1,9,0.286807,0.042828,63.560656
2,9,0.286807,0.042828,63.303764
3,9,0.286807,0.043498,63.538295
4,9,0.286807,0.043498,63.538295
5,9,0.286807,0.043498,63.353008
6,9,0.286807,0.044954,63.629337
7,9,0.286807,0.047013,63.629337
8,9,0.286807,0.043810,63.629337
9,9,0.286807,0.043712,63.455998
10,9,0.286807,0.043712,63.455998
1,10,0.287270,0.020321,76.677733
2,10,0.287270,0.020202,76.741682
3,10,0.287270,0.018917,76.940129
4,10,0.287270,0.019162,77.132341
5,10,0.287270,0.020630,76.475741
6,10,0.287270,0.020453,76.933391
7,10,0.287270,0.019591,77.319666
8,10,0.287270,0.019347,77.273017
9,10,0.287270,0.019347,77.087850
10,10,0.287270,0.018271,76.948287
1,11,0.287270,0.076733,64.874220
2,11,0.287270,0.086223,64.874220
3,11,0.287270,0.074251,64.932830
4,11,0.287270,0.081377,64.766365
5,11,0.287270,0.082809,64.947382
6,11,0.287270,0.085151,64.766287
7,11,0.287270,0.087518,65.123427
8,11,0.287270,0.087518,64.703761
9,11,0.287270,0.085562,64.639545
10,11,0.287270,0.085759,64.749926
1,12,0.287270,0.036643,74.947840
2,12,0.287270,0.037983,75.080295
3,12,0.287270,0.035511,75.080295
4,12,0.287270,0.038228,75.235877
5,12,0.287270,0.039582,75.202313
6,12,0.287270,0.038461,75.305023
7,12,0.287270,0.037974,75.178169
8,12,0.287270,0.037974,75.135768
9,12,0.287270,0.036269,74.849817
