id,p0_SAEM,alpha_SAEM,tau_SAEM,p0_mean,alpha_mean,tau_mean,p0_sd,alpha_sd,tau_sd
1,0.287214,0.029478,71.451350,0.287270,0.029359,71.457456,0.000000,0.001177,0.165493
2,0.287454,0.044665,73.416276,0.287594,0.044809,73.440130,0.000000,0.001272,0.139827
3,0.287180,0.021807,73.587628,0.287270,0.021888,73.609803,0.000000,0.000897,0.229202
4,0.287284,0.046338,62.463760,0.287226,0.046087,62.433415,0.000000,0.001200,0.150346
5,0.287377,0.030081,76.129212,0.287708,0.030233,76.146383,0.000000,0.000908,0.180220
6,0.287228,0.071020,59.835444,0.287261,0.070833,59.819885,0.000000,0.003013,0.300224
7,0.287381,0.039874,62.717822,0.287338,0.040093,62.778578,0.000000,0.000939,0.140184
8,0.287364,0.040548,58.252132,0.287267,0.040475,58.274091,0.000000,0.000969,0.185620
9,0.287296,0.044914,63.573640,0.286807,0.044666,63.534437,0.000000,0.001241,0.128574
10,0.287340,0.019345,77.066513,0.287253,0.019406,77.064075,0.000000,0.000720,0.237847
11,0.287225,0.082808,64.790925,0.287589,0.083555,64.761411,0.000000,0.005217,0.173213
12,0.287167,0.037287,75.296516,0.287184,0.037104,75.290164,0.000000,0.001275,0.173469
13,0.287336,0.056643,70.094868,0.286815,0.056760,70.095189,0.000000,0.001110,0.083931
14,0.287292,0.079589,67.761936,0.287331,0.079269,67.747864,0.000000,0.002167,0.130993
15,0.287111,0.050363,81.079329,0.287423,0.050048,81.097340,0.000000,0.002847,0.109142
16,0.287230,0.034722,58.507009,0.286616,0.034467,58.442179,0.000000,0.000983,0.209035
17,0.287254,0.048224,71.355354,0.287156,0.048407,71.355571,0.000000,0.001143,0.127857
18,0.287226,0.036359,57.512545,0.287562,0.036359,57.528787,0.000000,0.000896,0.200942
19,0.287339,0.038940,75.919984,0.287386,0.038932,75.935460,0.000000,0.000914,0.135115
20,0.287238,0.036300,64.145732,0.288174,0.036438,64.200682,0.000000,0.000809,0.178859
21,0.287136,0.039843,66.172759,0.287310,0.040086,66.200999,0.000000,0.001185,0.208424
22,0.287372,0.014316,79.013861,0.287830,0.014250,79.168639,0.000000,0.001120,0.716485
23,0.287262,0.027118,68.598017,0.287216,0.027509,68.667684,0.000000,0.000814,0.214142
24,0.287279,0.011043,79.585741,0.287723,0.011096,79.663520,0.000000,0.000648,0.609427
25,0.287119,0.029174,74.721320,0.287281,0.029156,74.723112,0.000000,0.001829,0.222547
26,0.287369,0.069144,74.841935,0.287454,0.071195,74.772511,0.000000,0.007655,0.305981
27,0.287170,0.027129,68.378030,0.287547,0.027084,68.407197,0.000000,0.000723,0.238611
28,0.287260,0.047908,71.747411,0.286922,0.047643,71.695057,0.000000,0.001082,0.166143
29,0.287219,0.068327,78.157991,0.286539,0.068084,78.136207,0.000000,0.001911,0.084651
30,0.287379,0.024311,67.791606,0.287345,0.024088,67.691607,0.000000,0.000585,0.265798
31,0.287429,0.060795,64.145385,0.287279,0.060379,64.114579,0.000000,0.001955,0.104295
32,0.287260,0.053008,72.192980,0.287326,0.053001,72.209757,0.000000,0.001610,0.162032
33,0.287172,0.029211,72.959787,0.287101,0.028347,73.105022,0.000000,0.001951,0.343320
34,0.287212,0.042283,66.464741,0.286575,0.042200,66.466554,0.000000,0.000821,0.106353
