(3,7)-CMA-ES(mu_eff=2.3), Ver="0.99.40", dimension=3, 0 diagonal iter., randomSeed=395246 (Mon Dec 18 10:48:36 CET 2017)
(3,7)-CMA-ES(mu_eff=2.3), Ver="0.99.40", dimension=3, 0 diagonal iter., randomSeed=395246 (Mon Dec 18 10:49:14 CET 2017)
(2,4)-CMA-ES(mu_eff=1.6), Ver="0.99.40", dimension=1, 0 diagonal iter., randomSeed=395246 (Mon Dec 18 10:52:21 CET 2017)
(3,7)-CMA-ES(mu_eff=2.3), Ver="0.99.40", dimension=3, 0 diagonal iter., randomSeed=395246 (Mon Dec 18 10:52:43 CET 2017)
(3,7)-CMA-ES(mu_eff=2.3), Ver="0.99.40", dimension=3, 0 diagonal iter., randomSeed=395246 (Mon Dec 18 10:53:04 CET 2017)
(3,7)-CMA-ES(mu_eff=2.3), Ver="0.99.40", dimension=3, 0 diagonal iter., randomSeed=395246 (Mon Dec 18 10:53:05 CET 2017)
(3,7)-CMA-ES(mu_eff=2.3), Ver="0.99.40", dimension=3, 0 diagonal iter., randomSeed=395246 (Mon Dec 18 10:53:05 CET 2017)
(3,7)-CMA-ES(mu_eff=2.3), Ver="0.99.40", dimension=3, 0 diagonal iter., randomSeed=395246 (Mon Dec 18 10:53:06 CET 2017)
(3,7)-CMA-ES(mu_eff=2.3), Ver="0.99.40", dimension=3, 0 diagonal iter., randomSeed=395246 (Mon Dec 18 10:53:07 CET 2017)
(3,7)-CMA-ES(mu_eff=2.3), Ver="0.99.40", dimension=3, 0 diagonal iter., randomSeed=395246 (Mon Dec 18 10:53:07 CET 2017)
(3,7)-CMA-ES(mu_eff=2.3), Ver="0.99.40", dimension=3, 0 diagonal iter., randomSeed=395246 (Mon Dec 18 10:53:08 CET 2017)
(3,7)-CMA-ES(mu_eff=2.3), Ver="0.99.40", dimension=3, 0 diagonal iter., randomSeed=395246 (Mon Dec 18 10:53:09 CET 2017)
(3,7)-CMA-ES(mu_eff=2.3), Ver="0.99.40", dimension=3, 0 diagonal iter., randomSeed=395246 (Mon Dec 18 10:53:09 CET 2017)
