id,eta_p0_SAEM,eta_alpha_SAEM,eta_tau_SAEM,eta_p0_mean,eta_alpha_mean,eta_tau_mean,eta_p0_sd,eta_alpha_sd,eta_tau_sd
1,0.000000,-0.217409,0.058737,0.000000,-0.221172,0.025877,0.000000,0.036777,0.241118
2,0.000000,0.198177,3.354248,0.000000,0.197982,3.346573,0.000000,0.026262,0.186832
3,0.000000,-0.516447,0.797569,0.000000,-0.526098,0.784078,0.000000,0.038881,0.271764
4,0.000000,0.228286,-7.552020,0.000000,0.230283,-7.548222,0.000000,0.029581,0.221983
5,0.000000,-0.196914,4.792497,0.000000,-0.199026,4.783072,0.000000,0.026775,0.227213
6,0.000000,0.685130,-9.082362,0.000000,0.654903,-9.341328,0.000000,0.047949,0.403144
7,0.000000,0.088960,-7.618612,0.000000,0.083573,-7.668977,0.000000,0.022829,0.177687
8,0.000000,0.096478,-12.093502,0.000000,0.099719,-12.076166,0.000000,0.024562,0.194954
9,0.000000,0.196635,-6.552967,0.000000,0.203462,-6.514812,0.000000,0.027746,0.186712
10,0.000000,-0.635834,3.589820,0.000000,-0.641734,3.531204,0.000000,0.038566,0.297926
11,0.000000,0.808294,-4.102441,0.000000,0.814486,-4.130636,0.000000,0.065240,0.147780
12,0.000000,0.006837,4.691540,0.000000,0.007058,4.648513,0.000000,0.033631,0.202955
13,0.000000,0.437203,0.565797,0.000000,0.435517,0.554124,0.000000,0.020047,0.101771
14,0.000000,0.772499,-1.219002,0.000000,0.772896,-1.207809,0.000000,0.027032,0.157453
15,0.000000,0.318660,11.297294,0.000000,0.302507,11.228661,0.000000,0.054930,0.196354
16,0.000000,-0.062130,-12.396287,0.000000,-0.064078,-12.425574,0.000000,0.022471,0.246287
17,0.000000,0.269003,1.422439,0.000000,0.275825,1.456900,0.000000,0.022699,0.143829
18,0.000000,-0.018234,-13.225761,0.000000,-0.003308,-13.121794,0.000000,0.025712,0.266846
19,0.000000,0.059306,5.466166,0.000000,0.059803,5.461192,0.000000,0.019574,0.160681
20,0.000000,-0.010189,-6.523574,0.000000,-0.012388,-6.548142,0.000000,0.025621,0.280781
21,0.000000,0.082125,-4.240755,0.000000,0.080618,-4.253566,0.000000,0.033902,0.284266
22,0.000000,-0.948320,3.357848,0.000000,-0.968641,3.478159,0.000000,0.082443,0.448061
23,0.000000,-0.280188,-2.934000,0.000000,-0.289223,-3.048272,0.000000,0.027010,0.314724
24,0.000000,-1.214477,1.487281,0.000000,-1.205261,1.621955,0.000000,0.056325,0.485471
25,0.000000,-0.243751,3.208996,0.000000,-0.238802,3.237428,0.000000,0.059706,0.290453
26,0.000000,0.640545,5.630210,0.000000,0.619157,5.658188,0.000000,0.104542,0.156178
27,0.000000,-0.310222,-3.468882,0.000000,-0.304323,-3.387538,0.000000,0.026724,0.314052
28,0.000000,0.267197,1.841891,0.000000,0.264948,1.806004,0.000000,0.021814,0.198030
29,0.000000,0.611028,8.910134,0.000000,0.623556,8.954480,0.000000,0.026469,0.106489
30,0.000000,-0.414150,-4.495377,0.000000,-0.421065,-4.617829,0.000000,0.022301,0.327031
31,0.000000,0.499103,-5.301522,0.000000,0.509673,-5.238173,0.000000,0.030958,0.154541
32,0.000000,0.365941,2.520992,0.000000,0.366796,2.514866,0.000000,0.029658,0.185630
33,0.000000,-0.263189,1.480426,0.000000,-0.253232,1.516585,0.000000,0.075047,0.261762
34,0.000000,0.136979,-3.778052,0.000000,0.146755,-3.727046,0.000000,0.017788,0.128616
35,0.000000,0.126084,2.984301,0.000000,0.125374,2.948941,0.000000,0.035942,0.140390
36,0.000000,-0.040430,-2.835836,0.000000,-0.044311,-2.867945,0.000000,0.024627,0.207950
37,0.000000,-0.356507,-8.388407,0.000000,-0.349995,-8.307278,0.000000,0.029885,0.361655
38,0.000000,0.610451,-2.249841,0.000000,0.619533,-2.172567,0.000000,0.038543,0.377076
39,0.000000,-0.076658,1.436587,0.000000,-0.077160,1.427309,0.000000,0.024162,0.241592
40,0.000000,0.602221,-4.350247,0.000000,0.598172,-4.380739,0.000000,0.022096,0.092497
41,0.000000,-0.339941,-2.369720,0.000000,-0.329740,-2.293871,0.000000,0.035336,0.248935
42,0.000000,0.913575,0.548899,0.000000,0.910585,0.528198,0.000000,0.019407,0.082215
43,0.000000,0.453683,1.896730,0.000000,0.448888,1.872494,0.000000,0.030863,0.179763
44,0.000000,0.116845,-10.295513,0.000000,0.105216,-10.430300,0.000000,0.034662,0.349760
45,0.000000,0.483931,1.577672,0.000000,0.481809,1.557837,0.000000,0.034515,0.194897
46,0.000000,0.159676,-2.834397,0.000000,0.163141,-2.820030,0.000000,0.020743,0.186855
47,0.000000,0.426788,1.417387,0.000000,0.430581,1.437359,0.000000,0.019379,0.103816
48,0.000000,-0.338108,2.995118,0.000000,-0.340407,2.981349,0.000000,0.021342,0.211078
49,0.000000,0.393731,5.245250,0.000000,0.382374,5.236379,0.000000,0.097152,0.237427
50,0.000000,0.575175,2.068598,0.000000,0.572857,2.033771,0.000000,0.018669,0.139052
51,0.000000,0.101857,-1.981921,0.000000,0.093672,-2.066110,0.000000,0.022840,0.194030
52,0.000000,0.412106,-3.112520,0.000000,0.410839,-3.130236,0.000000,0.018407,0.128754
53,0.000000,0.304178,-3.912355,0.000000,0.387488,-3.183013,0.000000,0.092611,0.795675
54,0.000000,-0.064378,2.796189,0.000000,-0.057446,2.834116,0.000000,0.023614,0.209209
55,0.000000,0.628540,-5.677485,0.000000,0.642737,-5.606941,0.000000,0.023904,0.132686
56,0.000000,0.500234,2.229267,0.000000,0.501034,2.203213,0.000000,0.035139,0.374408
57,0.000000,0.053580,0.245330,0.000000,0.055781,0.263722,0.000000,0.026261,0.218156
58,0.000000,-0.533597,-11.140353,0.000000,-0.532051,-11.130440,0.000000,0.024317,0.335527
59,0.000000,0.128534,7.306978,0.000000,0.129651,7.320552,0.000000,0.026808,0.213960
60,0.000000,0.653097,3.079403,0.000000,0.658680,3.072221,0.000000,0.031243,0.160360
61,0.000000,0.576931,-5.347249,0.000000,0.565790,-5.396701,0.000000,0.039468,0.142533
62,0.000000,0.812566,12.894668,0.000000,0.811173,12.891270,0.000000,0.033920,0.138026
63,0.000000,-0.614305,-7.778590,0.000000,-0.620411,-7.927091,0.000000,0.025947,0.462351
64,0.000000,0.053618,1.917231,0.000000,0.048584,1.875830,0.000000,0.024541,0.193172
65,0.000000,0.045321,8.894226,0.000000,0.044518,8.893026,0.000000,0.023272,0.164726
66,0.000000,0.591281,2.095004,0.000000,0.598460,2.143381,0.000000,0.025269,0.184224
67,0.000000,-0.231814,17.812556,0.000000,-0.063825,16.283018,0.000000,0.172115,1.528017
68,0.000000,-0.446018,3.316796,0.000000,-0.452358,3.219483,0.000000,0.039435,0.442197
69,0.000000,-0.233454,4.986272,0.000000,-0.230818,5.003863,0.000000,0.039477,0.335320
70,0.000000,-0.534606,3.125520,0.000000,-0.534284,3.128291,0.000000,0.031363,0.288413
71,0.000000,-0.867155,2.482583,0.000000,-0.865287,2.540800,0.000000,0.051580,0.368881
72,0.000000,-0.741716,-5.471079,0.000000,-0.750809,-5.572117,0.000000,0.041669,0.443637
73,0.000000,0.089267,-0.406773,0.000000,0.092049,-0.411667,0.000000,0.029513,0.270771
74,0.000000,0.225345,5.959449,0.000000,0.221918,5.933094,0.000000,0.037055,0.136763
75,0.000000,-0.664148,-1.982268,0.000000,-0.656074,-1.881280,0.000000,0.040508,0.349027
76,0.000000,0.097519,3.559860,0.000000,0.095858,3.564004,0.000000,0.108797,0.366580
77,0.000000,0.263091,-7.146163,0.000000,0.263254,-7.150042,0.000000,0.024489,0.191050
78,0.000000,0.573071,6.358227,0.000000,0.573285,6.345300,0.000000,0.031979,0.189141
79,0.000000,-0.414594,-4.074073,0.000000,-0.420243,-4.145267,0.000000,0.022678,0.256738
80,0.000000,0.427089,15.394367,0.000000,0.492957,15.239700,0.000000,0.342556,2.896600
81,0.000000,-0.384995,-8.171054,0.000000,-0.406867,-8.438360,0.000000,0.049097,0.628270
82,0.000000,-0.272807,-0.045000,0.000000,-0.276515,-0.088392,0.000000,0.042337,0.339392
83,0.000000,-0.210108,-0.601103,0.000000,-0.219954,-0.580046,0.000000,0.111780,0.183958
84,0.000000,-0.367464,-7.333935,0.000000,-0.347864,-7.104515,0.000000,0.060786,0.752217
85,0.000000,-0.995003,-4.252609,0.000000,-1.029676,-4.567954,0.000000,0.101893,0.911575
86,0.000000,0.291109,4.886005,0.000000,0.291432,4.895904,0.000000,0.029426,0.246625
