rep,id,eta_p0,eta_alpha,eta_tau
1,1,0.000000,-0.250353,-0.528264
2,1,0.000000,-0.249011,0.062843
3,1,0.000000,-0.174309,0.497615
4,1,0.000000,-0.280107,0.007313
5,1,0.000000,-0.243255,0.007313
6,1,0.000000,-0.243255,0.078210
7,1,0.000000,-0.203255,0.091562
8,1,0.000000,-0.203255,0.136402
9,1,0.000000,-0.203255,0.136402
10,1,0.000000,-0.203255,0.131309
1,2,0.000000,0.215612,3.511410
2,2,0.000000,0.208996,3.311249
3,2,0.000000,0.199868,3.311249
4,2,0.000000,0.199868,3.311249
5,2,0.000000,0.177946,3.210268
6,2,0.000000,0.177946,3.272553
7,2,0.000000,0.207824,3.272553
8,2,0.000000,0.184543,3.129538
9,2,0.000000,0.184543,3.129538
10,2,0.000000,0.184543,3.129538
1,3,0.000000,-0.540992,0.596117
2,3,0.000000,-0.540785,0.663500
3,3,0.000000,-0.552384,0.564609
4,3,0.000000,-0.482729,0.889006
5,3,0.000000,-0.501923,0.975627
6,3,0.000000,-0.513797,0.893723
7,3,0.000000,-0.517738,1.170026
8,3,0.000000,-0.495011,1.383443
9,3,0.000000,-0.441201,1.106257
10,3,0.000000,-0.531348,1.106257
1,4,0.000000,0.195600,-7.961921
2,4,0.000000,0.202370,-7.862183
3,4,0.000000,0.198011,-7.671466
4,4,0.000000,0.201448,-7.671466
5,4,0.000000,0.214360,-7.698935
6,4,0.000000,0.214360,-7.721543
7,4,0.000000,0.221565,-7.721543
8,4,0.000000,0.221565,-7.721543
9,4,0.000000,0.216704,-7.721543
10,4,0.000000,0.223651,-7.659292
1,5,0.000000,-0.144803,5.069873
2,5,0.000000,-0.181765,5.069873
3,5,0.000000,-0.213814,4.428592
4,5,0.000000,-0.235204,4.449632
5,5,0.000000,-0.208567,4.918336
6,5,0.000000,-0.163079,4.990080
7,5,0.000000,-0.192462,5.005921
8,5,0.000000,-0.190986,4.849837
9,5,0.000000,-0.222265,4.764474
10,5,0.000000,-0.188679,5.358634
1,6,0.000000,0.680878,-9.086901
2,6,0.000000,0.680878,-9.086901
3,6,0.000000,0.680878,-9.086901
4,6,0.000000,0.624068,-9.413204
5,6,0.000000,0.624068,-9.413204
6,6,0.000000,0.603961,-9.667979
7,6,0.000000,0.635805,-9.727211
8,6,0.000000,0.633710,-9.446058
9,6,0.000000,0.611088,-9.624327
10,6,0.000000,0.592488,-9.896140
1,7,0.000000,0.131205,-7.335171
2,7,0.000000,0.118543,-7.335171
3,7,0.000000,0.118543,-7.394422
4,7,0.000000,0.103246,-7.594726
5,7,0.000000,0.088787,-7.456565
6,7,0.000000,0.093362,-7.492378
7,7,0.000000,0.093362,-7.492378
8,7,0.000000,0.077327,-7.871479
9,7,0.000000,0.079867,-7.421981
10,7,0.000000,0.090743,-7.442787
1,8,0.000000,0.114738,-12.139785
2,8,0.000000,0.114738,-12.082176
3,8,0.000000,0.086764,-12.082176
4,8,0.000000,0.104212,-12.082176
5,8,0.000000,0.134729,-11.935564
6,8,0.000000,0.122840,-11.935564
7,8,0.000000,0.079073,-12.166750
8,8,0.000000,0.098120,-11.906025
9,8,0.000000,0.125308,-12.053966
10,8,0.000000,0.116103,-12.053966
1,9,0.000000,0.175969,-6.634566
2,9,0.000000,0.157963,-6.733034
3,9,0.000000,0.182133,-6.583736
4,9,0.000000,0.182133,-6.583736
5,9,0.000000,0.182133,-6.706710
6,9,0.000000,0.174052,-6.706710
7,9,0.000000,0.174052,-6.639668
8,9,0.000000,0.174052,-6.639668
9,9,0.000000,0.196138,-6.567567
10,9,0.000000,0.253471,-6.219939
1,10,0.000000,-0.629909,3.776284
2,10,0.000000,-0.636024,3.735722
3,10,0.000000,-0.636024,3.890241
4,10,0.000000,-0.598500,3.843561
5,10,0.000000,-0.609608,4.089527
6,10,0.000000,-0.618258,3.832946
7,10,0.000000,-0.672228,3.779898
8,10,0.000000,-0.617526,3.301896
9,10,0.000000,-0.663957,3.758256
10,10,0.000000,-0.609088,3.751893
1,11,0.000000,0.749790,-3.977944
2,11,0.000000,0.820904,-4.000596
3,11,0.000000,0.821504,-4.057461
4,11,0.000000,0.819729,-4.057461
5,11,0.000000,0.777636,-3.882535
6,11,0.000000,0.763358,-4.126290
7,11,0.000000,0.927619,-4.343425
8,11,0.000000,0.927619,-4.224305
9,11,0.000000,0.984019,-4.224305
10,11,0.000000,0.984019,-4.224305
1,12,0.000000,-0.004557,4.581453
2,12,0.000000,-0.028668,4.222155
3,12,0.000000,-0.028668,4.924934
4,12,0.000000,-0.027025,4.637038
5,12,0.000000,-0.007275,4.874310
6,12,0.000000,-0.031926,4.772274
7,12,0.000000,0.039806,4.836971
8,12,0.000000,0.017479,4.651348
9,12,0.000000,0.020086,4.713706
10,12,0.000000,0.042158,4.713706
1,13,0.000000,0.395956,0.292695
2,13,0.000000,0.411103,0.464807
3,13,0.000000,0.417889,0.398680
4,13,0.000000,0.417889,0.483010
5,13,0.000000,0.417889,0.483010
6,13,0.000000,0.417889,0.483010
7,13,0.000000,0.439506,0.555661
8,13,0.000000,0.426811,0.555661
9,13,0.000000,0.450865,0.677530
10,13,0.000000,0.469898,0.705167
1,14,0.000000,0.752559,-1.397311
2,14,0.000000,0.756678,-1.437326
3,14,0.000000,0.764505,-1.249302
4,14,0.000000,0.789293,-1.154642
5,14,0.000000,0.769257,-1.275776
6,14,0.000000,0.769388,-1.275776
7,14,0.000000,0.747857,-1.275776
8,14,0.000000,0.747857,-1.275776
9,14,0.000000,0.747857,-1.275776
10,14,0.000000,0.754699,-1.260359
1,15,0.000000,0.274530,11.195327
2,15,0.000000,0.331611,11.362654
3,15,0.000000,0.338733,11.302055
4,15,0.000000,0.302341,11.458814
5,15,0.000000,0.270982,11.458814
6,15,0.000000,0.381809,11.458814
7,15,0.000000,0.384422,11.579031
8,15,0.000000,0.384422,11.579031
9,15,0.000000,0.384422,11.579031
10,15,0.000000,0.385017,11.268256
1,16,0.000000,-0.072998,-12.550279
2,16,0.000000,-0.072998,-12.550279
3,16,0.000000,-0.072998,-12.550279
4,16,0.000000,-0.072998,-12.618289
5,16,0.000000,-0.072998,-12.618289
6,16,0.000000,-0.072998,-12.618289
7,16,0.000000,-0.072998,-12.618289
8,16,0.000000,-0.077182,-12.445943
9,16,0.000000,-0.030339,-12.103960
10,16,0.000000,-0.049512,-12.103960
1,17,0.000000,0.250667,1.289998
2,17,0.000000,0.237039,1.447887
3,17,0.000000,0.237039,1.447887
4,17,0.000000,0.280164,1.309159
5,17,0.000000,0.258389,1.227235
6,17,0.000000,0.244279,1.267911
7,17,0.000000,0.245240,1.267911
8,17,0.000000,0.267144,1.368226
9,17,0.000000,0.233604,1.375377
10,17,0.000000,0.271663,1.384380
1,18,0.000000,-0.017572,-13.116524
2,18,0.000000,-0.017572,-13.166405
3,18,0.000000,-0.031877,-13.505729
4,18,0.000000,0.024253,-12.965919
5,18,0.000000,0.047229,-12.634985
6,18,0.000000,0.033743,-12.798572
7,18,0.000000,0.006614,-12.798572
8,18,0.000000,0.006692,-13.234182
9,18,0.000000,0.006692,-12.956956
10,18,0.000000,0.014026,-12.787654
1,19,0.000000,0.079751,5.391579
2,19,0.000000,0.060778,5.748968
3,19,0.000000,0.066887,5.748968
4,19,0.000000,0.101807,5.748968
5,19,0.000000,0.089318,5.590846
6,19,0.000000,0.086947,5.382144
7,19,0.000000,0.086947,5.382144
8,19,0.000000,0.086947,5.980452
9,19,0.000000,0.058597,5.558699
10,19,0.000000,0.058597,5.558699
1,20,0.000000,0.007618,-6.314467
2,20,0.000000,0.007618,-6.425508
3,20,0.000000,-0.021610,-6.518471
4,20,0.000000,-0.021610,-6.518471
5,20,0.000000,-0.021610,-6.518471
6,20,0.000000,-0.021610,-6.518471
7,20,0.000000,-0.010560,-6.518471
8,20,0.000000,-0.010560,-6.518471
9,20,0.000000,-0.010560,-6.518471
10,20,0.000000,-0.010560,-6.518471
1,21,0.000000,0.057052,-4.504695
2,21,0.000000,0.025501,-4.831270
3,21,0.000000,0.048728,-4.561859
4,21,0.000000,0.017608,-4.662138
5,21,0.000000,0.066310,-4.711846
6,21,0.000000,0.066310,-4.326649
7,21,0.000000,0.109854,-3.958558
8,21,0.000000,0.053406,-4.571181
