id,importanceSampling
1,-24.500
2,-23.790
3,-36.906
4,-17.742
5,-34.601
6,-34.918
7,-31.863
8,-39.969
9,-20.236
10,-35.172
11,-17.118
12,-37.191
13,-35.419
14,-39.563
15,-48.967
16,-36.740
17,-47.996
18,-17.189
19,-37.860
20,-30.331
21,-29.628
22,-20.603
23,-31.767
24,-31.518
25,-22.506
26,-26.629
27,-22.646
28,-24.751
29,-43.766
30,-34.886
31,-14.783
32,-16.691
33,-22.759
34,-45.034
35,-45.715
36,-18.724
37,-41.303
38,-9.478
39,-21.705
40,-37.497
41,-30.268
42,-20.061
43,-25.432
44,-37.358
45,-42.277
46,-46.604
47,-36.138
48,-45.347
49,-24.180
50,-31.745
51,-42.949
52,-31.651
53,-21.174
54,-36.750
55,-35.253
56,-22.294
57,-24.750
58,-17.263
59,-42.968
60,-27.032
61,-39.247
62,-32.732
63,-26.786
64,-39.986
65,-44.137
66,-42.998
67,-44.497
68,-35.457
69,-22.784
70,-40.579
71,-35.862
72,-27.082
73,-20.689
74,-34.974
75,-34.528
76,-37.460
77,-42.313
78,-16.596
79,-40.782
80,-25.550
81,-27.313
82,-22.075
83,-36.067
84,-21.240
85,-34.779
86,-38.686
87,-16.539
88,-26.517
89,-45.444
90,-21.861
91,-38.238
92,-27.641
93,-32.167
94,-38.277
95,-39.413
96,-29.430
97,-21.147
98,-44.526
99,-29.494
100,-21.790
101,-29.587
102,-31.029
103,-50.989
104,-41.745
105,-37.781
106,-34.837
107,-17.230
108,-41.701
109,-13.011
110,-20.561
111,-11.097
112,-37.662
113,-32.814
114,-35.741
115,-22.741
116,-26.150
117,-44.503
118,-21.401
119,-14.159
120,-44.939
121,-17.866
122,-16.322
123,-41.147
124,-22.528
125,-21.430
126,-47.921
127,-35.570
128,-16.993
129,-20.529
130,-31.652
131,-19.443
132,-18.418
133,-47.350
134,-35.909
135,-27.061
136,-24.727
137,-21.843
138,-28.080
139,-22.786
140,-40.949
141,-25.001
142,-25.152
143,-31.147
144,-27.083
145,-21.101
146,-19.503
147,-17.997
148,-15.119
149,-37.160
150,-22.737
151,-46.784
152,-42.055
153,-34.021
154,-19.466
155,-20.458
156,-39.810
157,-36.037
158,-35.810
159,-31.179
160,-36.267
161,-20.192
162,-19.703
163,-21.278
164,-44.012
165,-28.057
166,-36.053
167,-17.343
168,-50.751
169,-33.115
170,-46.693
171,-41.547
172,-32.584
173,-26.206
174,-48.711
175,-49.846
176,-24.071
177,-27.873
178,-19.639
179,-34.073
180,-40.885
181,-26.111
182,-41.467
183,-22.406
184,-39.497
185,-36.194
186,-50.554
187,-27.955
188,-17.960
189,-33.786
190,-25.348
191,-32.637
192,-35.486
193,-44.426
194,-49.221
195,-35.494
196,-35.500
197,-35.117
198,-34.302
199,-38.418
200,-34.288
201,-46.939
202,-44.176
203,-44.481
204,-39.821
205,-17.343
206,-29.048
207,-20.751
208,-50.732
209,-25.134
210,-32.678
211,-19.281
212,-23.414
213,-38.703
214,-32.350
215,-24.850
216,-28.075
217,-24.366
218,-31.971
219,-36.311
220,-41.851
221,-27.671
222,-24.424
223,-43.884
224,-39.749
225,-25.983
226,-27.138
227,-38.723
228,-49.826
229,-46.530
230,-30.300
231,-21.319
232,-33.618
233,-33.925
234,-33.660
235,-26.345
236,-48.704
237,-32.627
238,-29.655
239,-34.284
240,-44.238
241,-17.685
242,-47.232
243,-34.831
244,-30.973
245,-23.833
246,-20.955
247,-44.148
248,-38.349
249,-45.945
250,-40.544
