rep,id,p0,alpha,tau
1,1,0.204063,0.025745,68.653757
2,1,0.204063,0.023215,68.237316
3,1,0.204063,0.022750,68.044798
4,1,0.204063,0.022750,68.044798
5,1,0.204063,0.022236,68.361313
6,1,0.204063,0.022717,68.143856
7,1,0.204063,0.022717,68.143856
8,1,0.204063,0.021974,68.143856
9,1,0.204063,0.023002,68.098341
10,1,0.204063,0.022809,67.986111
1,2,0.204063,0.035526,71.294851
2,2,0.204063,0.036399,71.736114
3,2,0.204063,0.037238,71.736114
4,2,0.204063,0.037238,71.567208
5,2,0.204063,0.037238,71.567208
6,2,0.204063,0.037115,71.688506
7,2,0.204063,0.035343,71.492086
8,2,0.204063,0.035343,71.479389
9,2,0.204063,0.035676,71.400356
10,2,0.204063,0.035676,71.536759
1,3,0.204063,0.017249,69.440606
2,3,0.204063,0.017036,69.338654
3,3,0.204063,0.017036,69.422960
4,3,0.204063,0.017595,69.441700
5,3,0.204063,0.017531,69.626825
6,3,0.204063,0.017531,69.561917
7,3,0.204063,0.017187,69.452944
8,3,0.204063,0.017763,69.447457
9,3,0.204063,0.016556,69.473122
10,3,0.204063,0.016556,69.484776
1,4,0.204063,0.037953,60.607447
2,4,0.204063,0.037953,60.607447
3,4,0.204063,0.037508,60.610260
4,4,0.204063,0.036816,60.346256
5,4,0.204063,0.036816,60.552001
6,4,0.204063,0.036816,60.541127
7,4,0.204063,0.036816,60.440258
8,4,0.204063,0.036167,60.405247
9,4,0.204063,0.036805,60.385377
10,4,0.204063,0.035685,60.385377
1,5,0.203957,0.023366,73.018684
2,5,0.203957,0.023167,72.760171
3,5,0.203957,0.023033,72.915876
4,5,0.203957,0.024018,72.992490
5,5,0.203957,0.022677,72.998457
6,5,0.203957,0.023612,72.998457
7,5,0.203957,0.023612,72.998457
8,5,0.203957,0.023656,72.755809
9,5,0.203957,0.023656,72.892969
10,5,0.203957,0.024285,73.125305
1,6,0.204429,0.053973,58.288753
2,6,0.204429,0.053973,58.288753
3,6,0.204429,0.053137,58.189626
4,6,0.204429,0.054050,58.009743
5,6,0.204429,0.052517,57.931463
6,6,0.204429,0.052517,57.931463
7,6,0.204429,0.052517,57.931463
8,6,0.204429,0.052517,58.054667
9,6,0.204429,0.052517,58.054667
10,6,0.204429,0.052278,58.067833
1,7,0.203661,0.032470,60.312139
2,7,0.203661,0.030316,60.014749
3,7,0.203661,0.032121,60.317811
4,7,0.203661,0.032121,60.317811
5,7,0.203661,0.031354,60.349799
6,7,0.203661,0.031765,60.349799
7,7,0.203661,0.032321,60.458571
8,7,0.203661,0.031693,60.385547
9,7,0.203661,0.031693,60.414126
10,7,0.203661,0.031693,60.414126
1,8,0.204063,0.032025,56.094426
2,8,0.204063,0.032025,55.775529
3,8,0.204063,0.031396,55.712201
4,8,0.204063,0.031396,56.007453
5,8,0.204063,0.032770,56.017138
6,8,0.204063,0.032770,56.017138
7,8,0.204063,0.031938,55.806230
8,8,0.204063,0.031733,55.991686
9,8,0.204063,0.031500,55.991686
10,8,0.204063,0.032463,55.991686
1,9,0.204062,0.035059,61.412297
2,9,0.204062,0.035059,61.412297
3,9,0.204062,0.035059,61.412297
4,9,0.204062,0.034497,61.437840
5,9,0.204062,0.034497,61.437840
6,9,0.204062,0.034015,61.392384
7,9,0.204062,0.034015,61.123187
8,9,0.204062,0.034015,61.226356
9,9,0.204062,0.034015,61.226356
10,9,0.204062,0.034015,61.226356
1,10,0.204638,0.015247,72.515347
2,10,0.204638,0.015804,72.800641
3,10,0.204638,0.015502,72.676832
4,10,0.204638,0.015562,72.681608
5,10,0.204638,0.015127,72.368272
6,10,0.204638,0.015024,72.450770
7,10,0.204638,0.015428,72.124605
8,10,0.204638,0.014154,71.997548
9,10,0.204638,0.014287,71.997548
10,10,0.204638,0.016661,72.327858
1,11,0.204063,0.062263,63.583634
2,11,0.204063,0.066853,63.798751
3,11,0.204063,0.062197,63.661676
4,11,0.204063,0.061873,63.744457
5,11,0.204063,0.062132,63.744457
6,11,0.204063,0.059483,63.737029
7,11,0.204063,0.061441,63.737029
8,11,0.204063,0.061752,63.817674
9,11,0.204063,0.065546,63.793360
10,11,0.204063,0.063551,63.674842
1,12,0.204063,0.029196,72.777131
2,12,0.204063,0.029171,73.017548
3,12,0.204063,0.028889,72.613806
4,12,0.204063,0.028907,72.935714
5,12,0.204063,0.029554,72.787725
6,12,0.204063,0.029826,72.877455
7,12,0.204063,0.029391,72.827432
8,12,0.204063,0.029391,72.747082
9,12,0.204063,0.030017,72.674963
10,12,0.204063,0.027690,72.596253
1,13,0.204230,0.045660,68.559289
2,13,0.204230,0.045660,68.559289
3,13,0.204230,0.045660,68.559289
4,13,0.204230,0.046383,68.559289
5,13,0.204230,0.046383,68.626113
6,13,0.204230,0.046383,68.626113
7,13,0.204230,0.046383,68.564977
8,13,0.204230,0.044902,68.564977
9,13,0.204230,0.044902,68.564977
10,13,0.204230,0.045358,68.652529
1,14,0.204063,0.061225,66.601721
2,14,0.204063,0.061225,66.601721
3,14,0.204063,0.062273,66.516350
4,14,0.204063,0.062936,66.516350
5,14,0.204063,0.063279,66.495173
6,14,0.204063,0.063279,66.495173
7,14,0.204063,0.066650,66.796297
8,14,0.204063,0.062645,66.765726
9,14,0.204063,0.060437,66.533219
10,14,0.204063,0.060437,66.499548
1,15,0.204063,0.041084,79.392933
2,15,0.204063,0.041807,79.314258
3,15,0.204063,0.039500,79.314258
4,15,0.204063,0.038165,79.475723
5,15,0.204063,0.038165,79.175009
6,15,0.204063,0.037979,79.138027
7,15,0.204063,0.037979,79.138027
8,15,0.204063,0.037979,79.138027
9,15,0.204063,0.040463,79.135782
10,15,0.204063,0.038957,79.203738
1,16,0.203915,0.027037,55.850860
2,16,0.203915,0.027037,55.569249
3,16,0.203915,0.027392,55.800947
4,16,0.203915,0.027392,55.800947
5,16,0.203915,0.027392,55.800947
6,16,0.203915,0.027596,55.807773
7,16,0.203915,0.027596,55.807773
8,16,0.203915,0.027987,56.098258
9,16,0.203915,0.027459,55.842238
10,16,0.203915,0.027459,55.842238
1,17,0.204063,0.038487,69.441515
2,17,0.204063,0.039004,69.508870
3,17,0.204063,0.039030,69.508870
4,17,0.204063,0.038685,69.617343
5,17,0.204063,0.037565,69.490333
6,17,0.204063,0.037671,69.483164
7,17,0.204063,0.037671,69.249757
8,17,0.204063,0.038594,69.428836
9,17,0.204063,0.037502,69.428836
10,17,0.204063,0.037502,69.256125
1,18,0.204015,0.028440,54.779039
2,18,0.204015,0.028440,54.779039
3,18,0.204015,0.028364,55.046139
4,18,0.204015,0.028364,55.046139
5,18,0.204015,0.029111,55.113055
