id,eta_p0_SAEM,eta_alpha_SAEM,eta_tau_SAEM,eta_p0_mean,eta_alpha_mean,eta_tau_mean,eta_p0_sd,eta_alpha_sd,eta_tau_sd
1,0.000000,-0.217826,0.088175,0.000000,-0.221304,0.054528,0.000000,0.038422,0.224359
2,0.000000,0.202174,3.134086,0.000000,0.195372,3.090844,0.000000,0.025778,0.178662
3,0.000000,-0.513918,1.135882,0.000000,-0.527102,1.072553,0.000000,0.039654,0.271769
4,0.000000,0.236200,-7.767708,0.000000,0.235598,-7.768554,0.000000,0.029001,0.209452
5,0.000000,-0.198276,4.816103,0.000000,-0.201200,4.783053,0.000000,0.028069,0.218237
6,0.000000,0.658741,-9.719815,0.000000,0.656978,-9.756798,0.000000,0.053480,0.412322
7,0.000000,0.089205,-7.796088,0.000000,0.086483,-7.820327,0.000000,0.021783,0.158336
8,0.000000,0.102933,-12.258497,0.000000,0.100042,-12.261229,0.000000,0.025578,0.208562
9,0.000000,0.196433,-6.778605,0.000000,0.197989,-6.772571,0.000000,0.024973,0.173341
10,0.000000,-0.627876,4.077605,0.000000,-0.638585,4.049959,0.000000,0.039909,0.239110
11,0.000000,0.816754,-4.592135,0.000000,0.817514,-4.589694,0.000000,0.056093,0.145546
12,0.000000,0.021231,4.594694,0.000000,0.013114,4.552698,0.000000,0.034628,0.213093
13,0.000000,0.441602,0.247907,0.000000,0.438569,0.228744,0.000000,0.021356,0.111215
14,0.000000,0.770005,-1.666369,0.000000,0.777226,-1.643180,0.000000,0.025859,0.140105
15,0.000000,0.310167,10.977599,0.000000,0.306997,10.985929,0.000000,0.051218,0.171162
16,0.000000,-0.054957,-12.408518,0.000000,-0.052510,-12.395344,0.000000,0.028813,0.293391
17,0.000000,0.277940,1.188360,0.000000,0.275968,1.195594,0.000000,0.020907,0.129418
18,0.000000,-0.006033,-13.261665,0.000000,-0.011964,-13.295713,0.000000,0.026034,0.242310
19,0.000000,0.059312,5.286934,0.000000,0.055675,5.281312,0.000000,0.023668,0.181054
20,0.000000,-0.010168,-6.650701,0.000000,-0.010739,-6.647317,0.000000,0.025096,0.254617
21,0.000000,0.088550,-4.324410,0.000000,0.082076,-4.393922,0.000000,0.032865,0.256334
22,0.000000,-0.965385,4.324024,0.000000,-0.960886,4.311663,0.000000,0.078769,0.444965
23,0.000000,-0.298925,-3.073397,0.000000,-0.284309,-2.903507,0.000000,0.028547,0.302199
24,0.000000,-1.190103,3.058048,0.000000,-1.197045,2.865384,0.000000,0.059584,0.442226
25,0.000000,-0.228978,3.287531,0.000000,-0.234478,3.282288,0.000000,0.062861,0.260304
26,0.000000,0.628627,5.240443,0.000000,0.627849,5.251094,0.000000,0.111332,0.180146
27,0.000000,-0.304327,-3.297127,0.000000,-0.302377,-3.281077,0.000000,0.029713,0.321626
28,0.000000,0.265633,1.552324,0.000000,0.261209,1.504048,0.000000,0.020222,0.177026
29,0.000000,0.613565,8.498427,0.000000,0.625169,8.562412,0.000000,0.022653,0.086487
30,0.000000,-0.425625,-4.478728,0.000000,-0.420536,-4.396990,0.000000,0.028526,0.387654
31,0.000000,0.498222,-5.659340,0.000000,0.501996,-5.642200,0.000000,0.029068,0.126652
32,0.000000,0.371630,2.229042,0.000000,0.369163,2.229642,0.000000,0.027686,0.187657
