rep,id,eta_p0,eta_alpha,eta_tau
1,1,0.000000,-0.121835,0.407687
2,1,0.000000,-0.225250,-0.008753
3,1,0.000000,-0.245513,-0.201271
4,1,0.000000,-0.245513,-0.201271
5,1,0.000000,-0.268332,0.115244
6,1,0.000000,-0.246962,-0.102213
7,1,0.000000,-0.246962,-0.102213
8,1,0.000000,-0.280211,-0.102213
9,1,0.000000,-0.234498,-0.147728
10,1,0.000000,-0.242903,-0.259958
1,2,0.000000,0.200207,3.048782
2,2,0.000000,0.224480,3.490045
3,2,0.000000,0.247256,3.490045
4,2,0.000000,0.247256,3.321139
5,2,0.000000,0.247256,3.321139
6,2,0.000000,0.243954,3.442437
7,2,0.000000,0.195045,3.246017
8,2,0.000000,0.195045,3.233320
9,2,0.000000,0.204419,3.154287
10,2,0.000000,0.204419,3.290690
1,3,0.000000,-0.522312,1.194537
2,3,0.000000,-0.534709,1.092585
3,3,0.000000,-0.534709,1.176891
4,3,0.000000,-0.502454,1.195630
5,3,0.000000,-0.506092,1.380755
6,3,0.000000,-0.506092,1.315848
7,3,0.000000,-0.525915,1.206875
8,3,0.000000,-0.492951,1.201388
9,3,0.000000,-0.563328,1.227053
10,3,0.000000,-0.563328,1.238707
1,4,0.000000,0.266298,-7.638622
2,4,0.000000,0.266298,-7.638622
3,4,0.000000,0.254500,-7.635810
4,4,0.000000,0.235879,-7.899813
5,4,0.000000,0.235879,-7.694068
6,4,0.000000,0.235879,-7.704942
7,4,0.000000,0.235879,-7.805811
8,4,0.000000,0.218087,-7.840822
9,4,0.000000,0.235574,-7.860692
10,4,0.000000,0.204673,-7.860692
1,5,0.000000,-0.218788,4.772615
2,5,0.000000,-0.227337,4.514102
3,5,0.000000,-0.233127,4.669806
4,5,0.000000,-0.191266,4.746421
5,5,0.000000,-0.248704,4.752388
6,5,0.000000,-0.208314,4.752388
7,5,0.000000,-0.208314,4.752388
8,5,0.000000,-0.206436,4.509740
9,5,0.000000,-0.206436,4.646899
10,5,0.000000,-0.180188,4.879236
1,6,0.000000,0.618431,-9.957317
2,6,0.000000,0.618431,-9.957317
3,6,0.000000,0.602805,-10.056444
4,6,0.000000,0.619856,-10.236327
5,6,0.000000,0.591080,-10.314606
6,6,0.000000,0.591080,-10.314606
7,6,0.000000,0.591080,-10.314606
8,6,0.000000,0.591080,-10.191402
9,6,0.000000,0.591080,-10.191402
10,6,0.000000,0.586509,-10.178236
1,7,0.000000,0.110267,-7.933930
2,7,0.000000,0.041620,-8.231320
3,7,0.000000,0.099451,-7.928258
4,7,0.000000,0.099451,-7.928258
5,7,0.000000,0.075265,-7.896270
6,7,0.000000,0.088308,-7.896270
7,7,0.000000,0.105661,-7.787498
8,7,0.000000,0.086037,-7.860522
9,7,0.000000,0.086037,-7.831944
10,7,0.000000,0.086037,-7.831944
1,8,0.000000,0.096450,-12.151643
2,8,0.000000,0.096450,-12.470540
3,8,0.000000,0.076616,-12.533868
4,8,0.000000,0.076616,-12.238617
5,8,0.000000,0.119450,-12.228931
6,8,0.000000,0.119450,-12.228931
7,8,0.000000,0.093746,-12.439839
8,8,0.000000,0.087295,-12.254383
9,8,0.000000,0.079919,-12.254383
10,8,0.000000,0.110054,-12.254383
1,9,0.000000,0.186980,-6.833772
2,9,0.000000,0.186980,-6.833772
3,9,0.000000,0.186980,-6.833772
4,9,0.000000,0.170805,-6.808229
5,9,0.000000,0.170805,-6.808229
6,9,0.000000,0.156729,-6.853685
7,9,0.000000,0.156729,-7.122883
8,9,0.000000,0.156729,-7.019713
9,9,0.000000,0.156729,-7.019713
10,9,0.000000,0.156729,-7.019713
1,10,0.000000,-0.645697,4.269278
2,10,0.000000,-0.609816,4.554572
3,10,0.000000,-0.629099,4.430762
4,10,0.000000,-0.625198,4.435539
5,10,0.000000,-0.653573,4.122203
6,10,0.000000,-0.660421,4.204700
7,10,0.000000,-0.633862,3.878536
8,10,0.000000,-0.720056,3.751479
9,10,0.000000,-0.710705,3.751479
10,10,0.000000,-0.556991,4.081789
1,11,0.000000,0.761305,-4.662435
2,11,0.000000,0.832442,-4.447319
3,11,0.000000,0.760247,-4.584394
4,11,0.000000,0.755017,-4.501612
5,11,0.000000,0.759203,-4.501612
6,11,0.000000,0.715634,-4.509040
7,11,0.000000,0.748013,-4.509040
8,11,0.000000,0.753070,-4.428395
9,11,0.000000,0.812696,-4.452709
10,11,0.000000,0.781780,-4.571227
1,12,0.000000,0.003968,4.531062
2,12,0.000000,0.003103,4.771479
3,12,0.000000,-0.006585,4.367737
4,12,0.000000,-0.005975,4.689644
5,12,0.000000,0.016142,4.541656
6,12,0.000000,0.025319,4.631386
7,12,0.000000,0.010638,4.581363
8,12,0.000000,0.010638,4.501013
9,12,0.000000,0.031710,4.428894
10,12,0.000000,-0.048977,4.350184
1,13,0.000000,0.451163,0.313220
2,13,0.000000,0.451163,0.313220
3,13,0.000000,0.451163,0.313220
4,13,0.000000,0.466878,0.313220
5,13,0.000000,0.466878,0.380044
6,13,0.000000,0.466878,0.380044
7,13,0.000000,0.466878,0.318908
8,13,0.000000,0.434418,0.318908
9,13,0.000000,0.434418,0.318908
10,13,0.000000,0.444529,0.406459
1,14,0.000000,0.744500,-1.644348
2,14,0.000000,0.744500,-1.644348
3,14,0.000000,0.761466,-1.729720
4,14,0.000000,0.772059,-1.729720
5,14,0.000000,0.777491,-1.750896
6,14,0.000000,0.777491,-1.750896
7,14,0.000000,0.829395,-1.449773
8,14,0.000000,0.767425,-1.480343
9,14,0.000000,0.731537,-1.712850
10,14,0.000000,0.731537,-1.746521
1,15,0.000000,0.345557,11.146864
2,15,0.000000,0.363007,11.068188
3,15,0.000000,0.306237,11.068188
4,15,0.000000,0.271855,11.229654
5,15,0.000000,0.271855,10.928940
6,15,0.000000,0.266963,10.891958
7,15,0.000000,0.266963,10.891958
8,15,0.000000,0.266963,10.891958
9,15,0.000000,0.330327,10.889713
10,15,0.000000,0.292385,10.957669
1,16,0.000000,-0.072841,-12.395209
2,16,0.000000,-0.072841,-12.676820
3,16,0.000000,-0.059823,-12.445122
4,16,0.000000,-0.059823,-12.445122
5,16,0.000000,-0.059823,-12.445122
6,16,0.000000,-0.052387,-12.438296
7,16,0.000000,-0.052387,-12.438296
8,16,0.000000,-0.038327,-12.147811
9,16,0.000000,-0.057384,-12.403831
10,16,0.000000,-0.057384,-12.403831
1,17,0.000000,0.280260,1.195446
2,17,0.000000,0.293601,1.262801
3,17,0.000000,0.294267,1.262801
4,17,0.000000,0.285397,1.371274
5,17,0.000000,0.256002,1.244264
6,17,0.000000,0.258831,1.237095
7,17,0.000000,0.258831,1.003688
8,17,0.000000,0.283038,1.182766
9,17,0.000000,0.254326,1.182766
10,17,0.000000,0.254326,1.010055
1,18,0.000000,-0.022252,-13.467030
2,18,0.000000,-0.022252,-13.467030
3,18,0.000000,-0.024923,-13.199930
4,18,0.000000,-0.024923,-13.199930
5,18,0.000000,0.001046,-13.133014
6,18,0.000000,0.020663,-13.286300
7,18,0.000000,-0.012102,-13.275100
8,18,0.000000,-0.014826,-13.261900
9,18,0.000000,-0.014826,-13.082846
10,18,0.000000,0.029795,-13.111385
1,19,0.000000,0.097597,5.467621
2,19,0.000000,0.113437,5.650367
3,19,0.000000,0.077078,5.456742
4,19,0.000000,0.077078,5.456742
5,19,0.000000,0.077078,5.346304
6,19,0.000000,0.077724,5.346304
