id,eta_p0_SAEM,eta_alpha_SAEM,eta_tau_SAEM,eta_p0_mean,eta_alpha_mean,eta_tau_mean,eta_p0_sd,eta_alpha_sd,eta_tau_sd
1,0.000000,-0.220738,-0.085615,0.000000,-0.223147,-0.114978,0.000000,0.039546,0.273418
2,0.000000,0.203713,3.626982,0.000000,0.203189,3.617757,0.000000,0.024286,0.185167
3,0.000000,-0.517585,0.329062,0.000000,-0.523294,0.304418,0.000000,0.039580,0.310039
4,0.000000,0.239347,-7.222787,0.000000,0.234346,-7.271012,0.000000,0.034851,0.283576
5,0.000000,-0.203002,4.632490,0.000000,-0.195994,4.698840,0.000000,0.029231,0.262587
6,0.000000,0.674645,-8.675739,0.000000,0.655052,-8.862803,0.000000,0.052721,0.460281
7,0.000000,0.081504,-7.528493,0.000000,0.087353,-7.484501,0.000000,0.023160,0.192882
8,0.000000,0.101517,-11.899178,0.000000,0.103064,-11.896598,0.000000,0.024290,0.202993
9,0.000000,0.196399,-6.335800,0.000000,0.202534,-6.286039,0.000000,0.025577,0.192669
10,0.000000,-0.633680,2.935004,0.000000,-0.636047,2.920130,0.000000,0.038827,0.330249
11,0.000000,0.818865,-3.551302,0.000000,0.818966,-3.571133,0.000000,0.063407,0.156535
12,0.000000,0.007794,4.774051,0.000000,0.010388,4.753786,0.000000,0.034765,0.223834
13,0.000000,0.435044,0.937966,0.000000,0.436763,0.951841,0.000000,0.020668,0.116625
14,0.000000,0.773247,-0.651032,0.000000,0.775130,-0.653848,0.000000,0.024794,0.155189
15,0.000000,0.295460,11.538651,0.000000,0.299984,11.545656,0.000000,0.055517,0.221999
16,0.000000,-0.058004,-12.346840,0.000000,-0.056644,-12.328228,0.000000,0.025650,0.293879
17,0.000000,0.268711,1.715381,0.000000,0.277889,1.762051,0.000000,0.022053,0.160448
18,0.000000,-0.008026,-13.074184,0.000000,-0.009790,-13.113613,0.000000,0.027160,0.291047
19,0.000000,0.054431,5.571100,0.000000,0.058495,5.576979,0.000000,0.020169,0.174458
20,0.000000,-0.006058,-6.418647,0.000000,-0.006418,-6.420697,0.000000,0.021827,0.254687
21,0.000000,0.087342,-4.039229,0.000000,0.085199,-4.083013,0.000000,0.033153,0.293915
22,0.000000,-0.955041,2.192734,0.000000,-0.961548,2.195966,0.000000,0.077083,0.480718
23,0.000000,-0.299939,-3.378518,0.000000,-0.280317,-3.135396,0.000000,0.024993,0.310151
24,0.000000,-1.196764,-0.181800,0.000000,-1.202761,-0.238572,0.000000,0.059693,0.580517
25,0.000000,-0.225761,3.126228,0.000000,-0.234083,3.101306,0.000000,0.064816,0.357875
26,0.000000,0.631195,6.142701,0.000000,0.642130,6.131050,0.000000,0.102219,0.137162
27,0.000000,-0.310489,-3.696705,0.000000,-0.302814,-3.603224,0.000000,0.024381,0.307277
28,0.000000,0.262814,2.064957,0.000000,0.267817,2.102564,0.000000,0.020424,0.202867
29,0.000000,0.622708,9.449057,0.000000,0.625902,9.452104,0.000000,0.025557,0.111118
30,0.000000,-0.404801,-4.716933,0.000000,-0.408618,-4.788504,0.000000,0.023497,0.357150
31,0.000000,0.499023,-4.877811,0.000000,0.507153,-4.843086,0.000000,0.030453,0.155607
32,0.000000,0.368037,2.896786,0.000000,0.368051,2.875027,0.000000,0.028773,0.200434
33,0.000000,-0.251885,1.367339,0.000000,-0.255876,1.357410,0.000000,0.071561,0.292525
34,0.000000,0.142108,-3.575280,0.000000,0.142270,-3.568000,0.000000,0.018043,0.143162
35,0.000000,0.128991,3.161704,0.000000,0.132143,3.179149,0.000000,0.033782,0.148753
36,0.000000,-0.038853,-2.743925,0.000000,-0.041992,-2.808791,0.000000,0.025205,0.219060
37,0.000000,-0.332486,-8.352196,0.000000,-0.341142,-8.467196,0.000000,0.031171,0.410238
38,0.000000,0.620381,-1.666807,0.000000,0.617962,-1.707039,0.000000,0.040291,0.416233
39,0.000000,-0.074187,1.468150,0.000000,-0.074904,1.462449,0.000000,0.023114,0.248241
40,0.000000,0.602699,-3.891816,0.000000,0.603825,-3.878254,0.000000,0.023260,0.108212
41,0.000000,-0.334632,-2.586728,0.000000,-0.330938,-2.545694,0.000000,0.034143,0.277199
