id,p0_SAEM,alpha_SAEM,tau_SAEM,p0_mean,alpha_mean,tau_mean,p0_sd,alpha_sd,tau_sd
1,0.164527,0.019730,66.471810,0.164594,0.019691,66.451535,0.000000,0.000783,0.273418
2,0.164527,0.030144,70.184406,0.164594,0.030144,70.184270,0.000000,0.000730,0.185167
3,0.164527,0.014660,66.886486,0.164594,0.014585,66.870931,0.000000,0.000578,0.310039
4,0.164527,0.031236,59.334638,0.164594,0.031108,59.295502,0.000000,0.001075,0.283576
5,0.164527,0.020072,71.189914,0.164594,0.020226,71.265354,0.000000,0.000592,0.262587
6,0.164527,0.048321,57.881686,0.164594,0.047416,57.703710,0.000000,0.002517,0.460281
7,0.164527,0.026675,59.028931,0.164594,0.026846,59.082012,0.000000,0.000622,0.192882
8,0.164527,0.027216,54.658246,0.164594,0.027272,54.669916,0.000000,0.000665,0.202993
9,0.164527,0.029924,60.221625,0.164594,0.030126,60.280475,0.000000,0.000769,0.192669
10,0.164527,0.013052,69.492429,0.164594,0.013030,69.486644,0.000000,0.000504,0.330249
11,0.164527,0.055859,63.006122,0.164594,0.055898,62.995381,0.000000,0.003647,0.156535
12,0.164527,0.024789,71.331475,0.164594,0.024866,71.320299,0.000000,0.000870,0.223834
13,0.164527,0.037985,67.495390,0.164594,0.038072,67.518355,0.000000,0.000788,0.116625
14,0.164527,0.053275,65.906393,0.164594,0.053408,65.912665,0.000000,0.001327,0.155189
15,0.164527,0.033073,78.096075,0.164594,0.033250,78.112169,0.000000,0.001851,0.221999
16,0.164527,0.023203,54.210584,0.164594,0.023248,54.238285,0.000000,0.000598,0.293879
17,0.164527,0.032165,68.272806,0.164594,0.032481,68.328564,0.000000,0.000718,0.160448
18,0.164527,0.024392,53.483241,0.164594,0.024364,53.452900,0.000000,0.000664,0.291047
19,0.164527,0.025961,72.128524,0.164594,0.026081,72.143493,0.000000,0.000526,0.174458
20,0.164527,0.024440,60.138778,0.164594,0.024443,60.145817,0.000000,0.000532,0.254687
21,0.164527,0.026840,62.518196,0.164594,0.026796,62.483501,0.000000,0.000888,0.293915
22,0.164527,0.009487,68.750158,0.164594,0.009430,68.762480,0.000000,0.000724,0.480718
23,0.164527,0.018219,63.178906,0.164594,0.018588,63.431117,0.000000,0.000464,0.310151
24,0.164527,0.007440,66.375624,0.164594,0.007400,66.327941,0.000000,0.000440,0.580517
25,0.164527,0.019650,69.683652,0.164594,0.019502,69.667820,0.000000,0.001264,0.357875
26,0.164527,0.046410,72.700125,0.164594,0.046988,72.697563,0.000000,0.004849,0.137162
27,0.164527,0.018025,62.860720,0.164594,0.018174,62.963289,0.000000,0.000444,0.307277
28,0.164527,0.031975,68.622381,0.164594,0.032154,68.669077,0.000000,0.000656,0.202867
29,0.164527,0.045837,76.006481,0.164594,0.046005,76.018617,0.000000,0.001175,0.111118
30,0.164527,0.016402,61.840491,0.164594,0.016349,61.778010,0.000000,0.000384,0.357150
31,0.164527,0.040503,61.679614,0.164594,0.040859,61.723428,0.000000,0.001244,0.155607
32,0.164527,0.035539,69.454211,0.164594,0.035551,69.441540,0.000000,0.001028,0.200434
33,0.164527,0.019154,67.924763,0.164594,0.019091,67.923923,0.000000,0.001369,0.292525
34,0.164527,0.028340,62.982145,0.164594,0.028359,62.998514,0.000000,0.000512,0.143162
35,0.164527,0.027981,69.719128,0.164594,0.028085,69.745662,0.000000,0.000946,0.148753
36,0.164527,0.023651,63.813499,0.164594,0.023590,63.757723,0.000000,0.000596,0.219060
37,0.164527,0.017641,58.205228,0.164594,0.017494,58.099317,0.000000,0.000541,0.410238
38,0.164527,0.045742,64.890617,0.164594,0.045663,64.859475,0.000000,0.001839,0.416233
39,0.164527,0.022828,68.025575,0.164594,0.022825,68.028962,0.000000,0.000527,0.248241
40,0.164527,0.044920,62.665608,0.164594,0.044998,62.688259,0.000000,0.001047,0.108212
41,0.164527,0.017599,63.970696,0.164594,0.017675,64.020819,0.000000,0.000604,0.277199
42,0.164527,0.061295,67.703052,0.164594,0.061487,67.720498,0.000000,0.001205,0.087804
43,0.164527,0.039018,68.901430,0.164594,0.038681,68.839190,0.000000,0.001184,0.189780
44,0.164527,0.026711,56.042497,0.164594,0.027339,56.290749,0.000000,0.000928,0.368084
45,0.164527,0.039797,68.535645,0.164594,0.039901,68.544808,0.000000,0.001400,0.216523
46,0.164527,0.028786,63.888758,0.164594,0.029091,63.996828,0.000000,0.000634,0.208104
47,0.164527,0.037875,68.397981,0.164594,0.037979,68.403116,0.000000,0.000810,0.120519
48,0.164527,0.017495,69.278040,0.164594,0.017568,69.322298,0.000000,0.000379,0.227109
49,0.164527,0.036565,72.181785,0.164594,0.036559,72.187860,0.000000,0.003350,0.258966
50,0.164527,0.043656,69.071648,0.164594,0.043703,69.069711,0.000000,0.000723,0.127737
51,0.164527,0.027035,64.670338,0.164594,0.027044,64.666531,0.000000,0.000580,0.200336
52,0.164527,0.037412,63.867257,0.164594,0.037245,63.834903,0.000000,0.000620,0.119551
53,0.164527,0.036848,63.885031,0.164594,0.035248,63.352346,0.000000,0.004792,1.098390
54,0.164527,0.023187,69.397839,0.164594,0.023250,69.441223,0.000000,0.000567,0.225747
55,0.164527,0.046863,61.444875,0.164594,0.046623,61.429161,0.000000,0.000983,0.125258
56,0.164527,0.040890,69.270542,0.164594,0.040602,69.174367,0.000000,0.001415,0.368921
57,0.164527,0.026091,66.976623,0.164594,0.026075,66.984132,0.000000,0.000704,0.248548
58,0.164527,0.014541,55.006306,0.164594,0.014547,55.001784,0.000000,0.000347,0.358935
59,0.164527,0.028109,74.075989,0.164594,0.028133,74.118670,0.000000,0.000761,0.238123
60,0.164527,0.047592,70.133442,0.164594,0.047722,70.140002,0.000000,0.001524,0.173203
61,0.164527,0.043818,61.676845,0.164594,0.043667,61.651600,0.000000,0.001773,0.167707
62,0.164527,0.054974,79.972032,0.164594,0.055404,80.018354,0.000000,0.001783,0.138718
63,0.164527,0.013184,57.961082,0.164594,0.013229,57.979894,0.000000,0.000337,0.488069
64,0.164527,0.025930,68.562355,0.164594,0.025844,68.568803,0.000000,0.000643,0.205943
65,0.164527,0.025954,75.624219,0.164594,0.025755,75.592080,0.000000,0.000573,0.166637
66,0.164527,0.045119,69.251033,0.164594,0.044712,69.164234,0.000000,0.001128,0.201986
67,0.164527,0.020498,84.230200,0.164594,0.022374,83.196650,0.000000,0.003460,1.424255
68,0.164527,0.015680,69.416187,0.164594,0.015625,69.365842,0.000000,0.000516,0.414867
69,0.164527,0.019738,71.520826,0.164594,0.019559,71.439929,0.000000,0.000724,0.343027
70,0.164527,0.014499,69.227549,0.164594,0.014440,69.183686,0.000000,0.000420,0.309531
71,0.164527,0.010436,68.076103,0.164594,0.010413,68.056191,0.000000,0.000562,0.465593
72,0.164527,0.011620,60.112517,0.164594,0.011580,60.094896,0.000000,0.000452,0.480301
73,0.164527,0.027059,66.331871,0.164594,0.027057,66.346098,0.000000,0.000793,0.276359
74,0.164527,0.030703,72.747664,0.164594,0.030836,72.771392,0.000000,0.001176,0.157335
75,0.164527,0.012702,63.913069,0.164594,0.012823,64.018410,0.000000,0.000500,0.398928
76,0.164527,0.028169,70.258715,0.164594,0.027553,70.289430,0.000000,0.003091,0.298944
