id,p0_SAEM,alpha_SAEM,tau_SAEM,p0_mean,alpha_mean,tau_mean,p0_sd,alpha_sd,tau_sd
1,0.208132,0.023839,68.492615,0.208018,0.023666,68.482470,0.000000,0.000878,0.215190
2,0.208132,0.035845,71.448058,0.208018,0.035941,71.451747,0.000000,0.000980,0.180244
3,0.208132,0.017604,69.613910,0.208018,0.017466,69.558597,0.000000,0.000680,0.263640
4,0.208132,0.037461,60.611298,0.208018,0.037367,60.590921,0.000000,0.000974,0.189131
5,0.208132,0.024091,73.167760,0.208018,0.024124,73.189923,0.000000,0.000751,0.251790
6,0.208132,0.057092,58.573198,0.208018,0.057338,58.613641,0.000000,0.003407,0.455596
7,0.208132,0.032215,60.581339,0.208018,0.032136,60.555380,0.000000,0.000650,0.141184
8,0.208132,0.032629,56.097393,0.208018,0.032477,56.092288,0.000000,0.000799,0.199638
9,0.208132,0.036146,61.600290,0.208018,0.035842,61.560150,0.000000,0.000964,0.170029
10,0.208132,0.015666,72.552611,0.208018,0.015564,72.542191,0.000000,0.000642,0.244063
11,0.208132,0.066947,63.703315,0.208018,0.066865,63.715772,0.000000,0.004102,0.147286
12,0.208132,0.030030,72.972530,0.208018,0.029852,72.922004,0.000000,0.001025,0.209315
13,0.208132,0.045663,68.556278,0.208018,0.045810,68.571062,0.000000,0.000963,0.113160
14,0.208132,0.064285,66.666959,0.208018,0.063907,66.647842,0.000000,0.001537,0.128904
15,0.208132,0.040101,79.332217,0.208018,0.040216,79.326500,0.000000,0.002222,0.170448
16,0.208132,0.027634,55.860065,0.208018,0.027951,55.978084,0.000000,0.000719,0.258020
17,0.208132,0.039041,69.566468,0.208018,0.038836,69.545675,0.000000,0.000912,0.136191
18,0.208132,0.029182,55.059410,0.208018,0.029285,55.123657,0.000000,0.000743,0.240940
19,0.208132,0.031275,73.657866,0.208018,0.031222,73.667329,0.000000,0.000722,0.173790
20,0.208132,0.029010,61.672821,0.208018,0.029297,61.772103,0.000000,0.000761,0.258404
21,0.208132,0.032088,63.951895,0.208018,0.032094,63.994486,0.000000,0.001010,0.257272
22,0.208132,0.011333,72.932271,0.208018,0.011349,72.880797,0.000000,0.000873,0.471314
23,0.208132,0.022104,65.468126,0.208018,0.022195,65.505548,0.000000,0.000637,0.307552
24,0.208132,0.008890,71.680201,0.208018,0.008942,71.607387,0.000000,0.000517,0.439081
25,0.208132,0.023144,71.666470,0.208018,0.023350,71.694429,0.000000,0.001439,0.250745
26,0.208132,0.055210,73.568424,0.208018,0.056397,73.528999,0.000000,0.005728,0.163155
27,0.208132,0.021800,65.163638,0.208018,0.021732,65.119760,0.000000,0.000640,0.330160
28,0.208132,0.038384,69.886270,0.208018,0.038469,69.893747,0.000000,0.000815,0.192307
29,0.208132,0.054889,76.850664,0.208018,0.054916,76.863842,0.000000,0.001296,0.087950
30,0.208132,0.019726,64.274501,0.208018,0.019391,64.048756,0.000000,0.000487,0.343179
31,0.208132,0.048636,62.659284,0.208018,0.048549,62.675942,0.000000,0.001339,0.124928
32,0.208132,0.042603,70.549001,0.208018,0.042861,70.599126,0.000000,0.001212,0.185941
33,0.208132,0.022960,69.975398,0.208018,0.022944,69.976080,0.000000,0.001649,0.251527
34,0.208132,0.034094,64.422887,0.208018,0.034097,64.403434,0.000000,0.000710,0.127040
35,0.208132,0.033745,71.161943,0.208018,0.033484,71.138268,0.000000,0.001152,0.122629
36,0.208132,0.028262,65.423677,0.208018,0.028259,65.444355,0.000000,0.000710,0.211105
37,0.208132,0.020671,60.203107,0.208018,0.020655,60.194599,0.000000,0.000709,0.370404
38,0.208132,0.054476,65.631493,0.208018,0.054749,65.733732,0.000000,0.002176,0.369051
39,0.208132,0.027364,69.780884,0.208018,0.027389,69.776536,0.000000,0.000624,0.235248
40,0.208132,0.053946,63.566476,0.208018,0.053961,63.560724,0.000000,0.001144,0.085671
41,0.208132,0.021240,66.254039,0.208018,0.020985,66.205237,0.000000,0.000749,0.221742
42,0.208132,0.073405,68.341481,0.208018,0.073761,68.370745,0.000000,0.001517,0.091585
43,0.208132,0.046321,69.869736,0.208018,0.046384,69.876854,0.000000,0.001604,0.186130
44,0.208132,0.032907,57.783108,0.208018,0.033312,57.903397,0.000000,0.001083,0.302437
45,0.208132,0.048107,69.567739,0.208018,0.048045,69.558913,0.000000,0.001618,0.174629
46,0.208132,0.034893,65.362348,0.208018,0.034684,65.313355,0.000000,0.000766,0.181954
47,0.208132,0.045437,69.440018,0.208018,0.045454,69.448254,0.000000,0.000992,0.104255
48,0.208132,0.021055,71.598513,0.208018,0.020999,71.543328,0.000000,0.000463,0.202786
49,0.208132,0.045113,73.338272,0.208018,0.044552,73.300483,0.000000,0.004308,0.180923
50,0.208132,0.052527,69.994227,0.208018,0.052458,69.996314,0.000000,0.001003,0.131516
51,0.208132,0.032342,66.131155,0.208018,0.032443,66.144580,0.000000,0.000749,0.178169
52,0.208132,0.044683,64.900592,0.208018,0.044646,64.904760,0.000000,0.000901,0.129433
53,0.208132,0.046816,65.387320,0.208018,0.043167,64.722815,0.000000,0.004080,0.773975
54,0.208132,0.027724,71.080866,0.208018,0.027894,71.123923,0.000000,0.000751,0.220427
55,0.208132,0.055834,62.269597,0.208018,0.055938,62.277517,0.000000,0.001274,0.121951
56,0.208132,0.048906,70.201760,0.208018,0.048994,70.216471,0.000000,0.001710,0.369476
57,0.208132,0.031297,68.495725,0.208018,0.031159,68.469423,0.000000,0.000842,0.215557
58,0.208132,0.017518,57.846030,0.208018,0.017459,57.729771,0.000000,0.000443,0.322488
59,0.208132,0.033536,75.478056,0.208018,0.033729,75.518495,0.000000,0.000819,0.206247
60,0.208132,0.057013,70.971381,0.208018,0.056713,70.958797,0.000000,0.001696,0.170171
61,0.208132,0.052122,62.557519,0.208018,0.052179,62.553676,0.000000,0.001571,0.091816
62,0.208132,0.066080,80.714147,0.208018,0.066253,80.726739,0.000000,0.002110,0.116760
63,0.208132,0.015871,60.995256,0.208018,0.015762,60.878654,0.000000,0.000427,0.446120
64,0.208132,0.031100,70.117237,0.208018,0.031009,70.093941,0.000000,0.000683,0.172395
65,0.208132,0.031014,77.134545,0.208018,0.031040,77.145358,0.000000,0.000764,0.146174
66,0.208132,0.053761,70.078073,0.208018,0.053662,70.043692,0.000000,0.001442,0.176055
67,0.208132,0.026347,85.135519,0.208018,0.026115,85.293109,0.000000,0.004507,1.599832
68,0.208132,0.018652,71.865333,0.208018,0.018870,71.980401,0.000000,0.000721,0.385970
69,0.208132,0.023538,73.513087,0.208018,0.023613,73.519751,0.000000,0.000962,0.300878
70,0.208132,0.017307,71.929516,0.208018,0.017234,71.910468,0.000000,0.000512,0.262595
71,0.208132,0.012331,71.822102,0.208018,0.012440,71.861916,0.000000,0.000658,0.335224
72,0.208132,0.013889,63.504452,0.208018,0.014025,63.588414,0.000000,0.000523,0.346773
73,0.208132,0.032117,67.728505,0.208018,0.032435,67.796508,0.000000,0.000966,0.249942
74,0.208132,0.036773,74.018059,0.208018,0.037269,74.064882,0.000000,0.001424,0.127675
75,0.208132,0.015241,67.054632,0.208018,0.015246,67.047277,0.000000,0.000608,0.290442
76,0.208132,0.032759,71.690937,0.208018,0.033013,71.725474,0.000000,0.003349,0.378230
77,0.208132,0.038455,60.929435,0.208018,0.038320,60.947602,0.000000,0.000859,0.174979
78,0.208132,0.052856,74.334670,0.208018,0.052594,74.297172,0.000000,0.001861,0.200645
79,0.208132,0.019430,64.517950,0.208018,0.019384,64.508183,0.000000,0.000523,0.278675
80,0.208132,0.045389,84.002768,0.208018,0.052846,83.405197,0.000000,0.023021,3.268889
81,0.208132,0.019574,60.156743,0.208018,0.019786,60.276124,0.000000,0.000921,0.530148
82,0.208132,0.022900,68.549490,0.208018,0.022387,68.415187,0.000000,0.000940,0.274770
83,0.208132,0.024421,67.841446,0.208018,0.023585,67.878371,0.000000,0.002754,0.245723
84,0.208132,0.020636,61.367880,0.208018,0.020588,61.336904,0.000000,0.001079,0.615518
