rep,id,p0,alpha,tau
1,1,0.208018,0.024387,68.449713
2,1,0.208018,0.024853,68.449713
3,1,0.208018,0.024197,68.449713
4,1,0.208018,0.022737,68.235202
5,1,0.208018,0.023564,68.596232
6,1,0.208018,0.023203,68.526646
7,1,0.208018,0.023322,68.910067
8,1,0.208018,0.023322,68.159638
9,1,0.208018,0.023322,68.159638
10,1,0.208018,0.023262,68.304403
1,2,0.208018,0.035688,71.361861
2,2,0.208018,0.035193,71.084502
3,2,0.208018,0.034818,71.063140
4,2,0.208018,0.036719,71.358555
5,2,0.208018,0.036982,71.568671
6,2,0.208018,0.036803,71.531664
7,2,0.208018,0.036803,71.531664
8,2,0.208018,0.036803,71.531664
9,2,0.208018,0.036803,71.502856
10,2,0.208018,0.035066,71.234935
1,3,0.208018,0.017412,69.529258
2,3,0.208018,0.017101,69.120887
3,3,0.208018,0.017101,69.120887
4,3,0.208018,0.015534,69.213559
5,3,0.208018,0.016309,69.463337
6,3,0.208018,0.016309,69.463337
7,3,0.208018,0.017531,69.463337
8,3,0.208018,0.017327,69.459493
9,3,0.208018,0.017968,69.733109
10,3,0.208018,0.017825,69.790275
1,4,0.208018,0.037711,60.566500
2,4,0.208018,0.037711,60.566500
3,4,0.208018,0.037711,60.566500
4,4,0.208018,0.037711,60.566500
5,4,0.208018,0.036328,60.330435
6,4,0.208018,0.035798,60.330435
7,4,0.208018,0.036873,60.583863
8,4,0.208018,0.036873,60.632785
9,4,0.208018,0.036873,60.632785
10,4,0.208018,0.038473,60.632785
1,5,0.208018,0.025561,73.605010
2,5,0.208018,0.024023,73.405095
3,5,0.208018,0.024023,73.405095
4,5,0.208018,0.024062,73.336478
5,5,0.208018,0.024560,73.271646
6,5,0.208018,0.024560,73.392214
7,5,0.208018,0.024560,73.392214
8,5,0.208018,0.023804,73.244232
9,5,0.208018,0.023804,73.056158
10,5,0.208018,0.025029,73.363587
1,6,0.208018,0.060740,59.136608
2,6,0.208018,0.060740,58.808836
3,6,0.208018,0.059107,59.046422
4,6,0.208018,0.059107,59.062090
5,6,0.208018,0.059107,58.666825
6,6,0.208018,0.058937,58.977932
7,6,0.208018,0.056180,58.443955
8,6,0.208018,0.056180,58.443955
9,6,0.208018,0.056322,58.443955
10,6,0.208018,0.056322,58.443955
1,7,0.208018,0.031026,60.255454
2,7,0.208018,0.033016,60.636021
3,7,0.208018,0.033016,60.636021
4,7,0.208018,0.032225,60.441059
5,7,0.208018,0.032225,60.441059
6,7,0.208018,0.032225,60.441059
7,7,0.208018,0.032225,60.441059
8,7,0.208018,0.032225,60.441059
9,7,0.208018,0.032225,60.441059
10,7,0.208018,0.031405,60.245021
1,8,0.208018,0.032417,55.828105
2,8,0.208018,0.031992,55.970436
3,8,0.208018,0.031992,56.025573
4,8,0.208018,0.033016,56.139949
5,8,0.208018,0.032008,56.009820
6,8,0.208018,0.032008,56.009820
7,8,0.208018,0.032081,56.147399
8,8,0.208018,0.032081,56.147399
9,8,0.208018,0.032974,56.386104
10,8,0.208018,0.032974,56.254420
1,9,0.208018,0.035240,61.570795
2,9,0.208018,0.037076,61.581898
3,9,0.208018,0.035743,61.471057
4,9,0.208018,0.034844,61.328469
5,9,0.208018,0.034844,61.328469
6,9,0.208018,0.034844,61.370889
7,9,0.208018,0.036731,61.944607
8,9,0.208018,0.037262,61.699539
9,9,0.208018,0.037262,61.699539
10,9,0.208018,0.036595,61.545999
1,10,0.208018,0.015843,72.520078
2,10,0.208018,0.015304,72.708447
