id,eta_p0_SAEM,eta_alpha_SAEM,eta_tau_SAEM,eta_p0_mean,eta_alpha_mean,eta_tau_mean,eta_p0_sd,eta_alpha_sd,eta_tau_sd
1,0.000000,-0.213482,0.082401,0.000000,-0.220382,0.086022,0.000000,0.037193,0.215190
2,0.000000,0.194940,3.037844,0.000000,0.197787,3.055299,0.000000,0.027158,0.180244
3,0.000000,-0.516572,1.203696,0.000000,-0.524219,1.162148,0.000000,0.038987,0.263640
4,0.000000,0.238903,-7.798917,0.000000,0.236715,-7.805527,0.000000,0.026005,0.189131
5,0.000000,-0.202655,4.757545,0.000000,-0.201020,4.793474,0.000000,0.031101,0.251790
6,0.000000,0.659274,-9.837016,0.000000,0.663511,-9.782807,0.000000,0.058437,0.455596
7,0.000000,0.088147,-7.828876,0.000000,0.086050,-7.841068,0.000000,0.020188,0.141184
8,0.000000,0.101006,-12.312822,0.000000,0.096495,-12.304160,0.000000,0.024571,0.199638
9,0.000000,0.203245,-6.809924,0.000000,0.195028,-6.836298,0.000000,0.026967,0.170029
10,0.000000,-0.633359,4.142397,0.000000,-0.639624,4.145743,0.000000,0.041256,0.244063
11,0.000000,0.818016,-4.706899,0.000000,0.817101,-4.680676,0.000000,0.060382,0.147286
12,0.000000,0.017673,4.562316,0.000000,0.011922,4.525555,0.000000,0.034369,0.209315
13,0.000000,0.437123,0.146064,0.000000,0.440561,0.174613,0.000000,0.021049,0.113160
14,0.000000,0.778975,-1.743256,0.000000,0.773404,-1.748607,0.000000,0.023975,0.128904
15,0.000000,0.305622,10.922002,0.000000,0.309034,10.930051,0.000000,0.054815,0.170448
16,0.000000,-0.065310,-12.550149,0.000000,-0.053625,-12.418365,0.000000,0.025831,0.258020
17,0.000000,0.280319,1.156253,0.000000,0.275348,1.149226,0.000000,0.023389,0.136191
18,0.000000,-0.010777,-13.350805,0.000000,-0.006988,-13.272792,0.000000,0.025362,0.240940
19,0.000000,0.058541,5.247652,0.000000,0.057115,5.270880,0.000000,0.023070,0.173790
20,0.000000,-0.016681,-6.737394,0.000000,-0.006595,-6.624346,0.000000,0.025971,0.258404
21,0.000000,0.084018,-4.458320,0.000000,0.084456,-4.401963,0.000000,0.031406,0.257272
22,0.000000,-0.959617,4.522056,0.000000,-0.957578,4.484348,0.000000,0.077527,0.471314
23,0.000000,-0.288763,-2.942089,0.000000,-0.284257,-2.890900,0.000000,0.028788,0.307552
24,0.000000,-1.201028,3.269986,0.000000,-1.194624,3.210939,0.000000,0.057848,0.439081
25,0.000000,-0.244215,3.256255,0.000000,-0.235025,3.297980,0.000000,0.061259,0.250745
26,0.000000,0.621486,5.158210,0.000000,0.643606,5.132551,0.000000,0.100541,0.163155
27,0.000000,-0.302519,-3.246577,0.000000,-0.305376,-3.276688,0.000000,0.029376,0.330160
28,0.000000,0.263433,1.476055,0.000000,0.265892,1.497298,0.000000,0.021104,0.192307
29,0.000000,0.621060,8.440450,0.000000,0.621793,8.467394,0.000000,0.023605,0.087950
