parameter,value
s_pop,1429.29155824394
d_pop,2.32951809053179
beta_pop,4.38336948960037e-05
delta_pop,0.042955046942764
p_pop,78.0183056904464
c_pop,4.99434119640932
eta_pop,0.947570049071219
epsilon_pop,0.660590865346537
omega_s,0.335882960709481
omega_d,0.471577871585703
omega_beta,0.530686794862079
omega_delta,0.515720647239267
omega_p,0.901066176891869
omega_c,0.68784646201056
omega_eta,4.67801969515291
omega_epsilon,2.46819807533576
a,0.592778408615868
