rep,id,V,k,Vm,Km
1,1,10.688693773895,0.0826367096928749,3.64941504210452,4.51555399489753
1,2,7.91891128213032,0.0645954777241896,3.44417292587608,2.50906064260293
1,3,9.22282747324184,0.0707734940660869,3.24246412567434,2.20340941411989
1,4,9.99074674231641,0.0760612729797751,3.14502240266528,4.93536346676101
1,5,8.59494279462112,0.0772815640834231,2.95050316067547,2.05256761449228
1,6,5.36512238348016,0.0611406244284862,3.02108995262729,3.87118141004758
1,7,6.76102745883456,0.0962241490903069,3.66780141548405,2.13058767912309
1,8,8.42070509878493,0.0745244994341458,2.89314549868343,2.69428624782692
1,9,11.7955285475512,0.0866106016641173,2.56809603388226,4.40841547763246
1,10,9.06671276399342,0.0810887994527689,2.82574598425029,3.26021934002781
1,11,9.63257340620723,0.0798884994520643,2.90206018566359,2.70203092172235
1,12,8.66303865685688,0.0465121301468484,2.91756990920623,3.4070605096757
1,13,11.641105825045,0.0714653219240658,2.6861853069576,3.34911636183015
1,14,10.1462513589028,0.083323373368465,3.27349739391881,1.93143088758894
1,15,12.6009330357811,0.0713431394997483,2.97661871056406,8.39214527350777
1,16,10.0330042776523,0.069251213904425,3.14356733356237,2.49221766197958
1,17,8.23919178567117,0.0914373195701962,2.16240903760473,2.32912719968459
1,18,10.7083921138617,0.0663490087046773,3.41389338171454,4.54829467369494
1,19,10.8729106705275,0.0764370510954215,3.09322325496862,1.7237037836807
1,20,10.2812773684879,0.0723718022113603,2.36295669186702,3.05293278799203
1,21,7.06269181679988,0.0685842451056545,2.84767734559764,2.85224092945668
1,22,11.2731632505945,0.0833528890653654,2.78196711082413,2.54430008113188
1,23,10.0241780118271,0.061272325225755,3.52762235170679,4.84902568593949
1,24,9.22373325515218,0.0764469523720023,3.46967585715478,2.75219729522026
1,25,10.4151471251138,0.0720006193574997,2.82871424396449,2.48847258584095
1,26,7.0835693227533,0.0811748467065609,2.96709772822772,5.75524437294525
1,27,14.9784382239425,0.0585670694450415,3.08512190987944,2.36951124544937
1,28,8.5283649226003,0.081818481619148,3.20893589685552,6.91296924112709
1,29,9.78700641505544,0.065156999740643,3.53742680067085,2.02909138320594
1,30,9.3855645768754,0.0733821356690684,2.79317821222089,4.46573296257142
1,31,11.7771860089027,0.0671686422383897,3.65156944939208,4.58605589749227
1,32,8.8937187179011,0.0709695510530428,2.75507444493351,4.33295507908157
1,33,11.8482809952584,0.0757467885931883,2.99000944488037,3.36197882314801
1,34,12.1018701792785,0.0785264685596361,3.24432367607057,4.483196689384
1,35,8.75211143735812,0.0548450740429289,2.75036961592958,2.31130965331044
1,36,11.8598019720077,0.0753844552539921,3.74384013828675,3.69775462003395
1,37,10.3790778645527,0.0615324970036472,3.90529426345038,4.10061829139891
1,38,10.6763631564375,0.0808796830427626,2.7971633827473,3.79456426960224
1,39,10.7723949004212,0.0607394428027042,3.04804958278948,5.43345164617357
1,40,12.8193380342038,0.0567307956847644,3.47391914710547,4.97726084423267
1,41,10.4343856747778,0.0748354367872921,3.56165117827582,5.79329254042995
1,42,11.8272078649172,0.0682882438809424,3.04290935006638,3.04646547232327
1,43,10.9784391135144,0.0609803900040675,3.75767343776787,2.78238930446831
1,44,9.46576565795857,0.0634418654478594,2.8547053329716,2.12304679732215
1,45,11.8604678101218,0.0792123597611617,3.60067807869398,2.2184726040683
1,46,10.7941023834604,0.0695089470308068,3.16539967303517,3.20818741246385
1,47,12.2711609034549,0.0574965982017786,3.23928540554465,5.93433129484324
1,48,11.1821417183403,0.0770442000231582,3.54782255134422,4.84707994299722
1,49,7.76158785441939,0.126388521310764,3.1639443140293,2.89697302680306
1,50,10.7019801111921,0.0723352144413191,2.95524279798484,2.84816065660379
