id,p0_SAEM,alpha_SAEM,tau_SAEM,p0_mean,alpha_mean,tau_mean,p0_sd,alpha_sd,tau_sd,p0_randomEffects,alpha_randomEffects,tau_randomEffects
1,-1.00863538976339084,-3.56992398827711455,70.78167735449886777,-1.00430136218434840,-3.56941278412214658,70.80212883911868005,0.00000000000000000,0.03695093698604158,0.17377029896524840,0.00000000000000000,-0.21997222765175189,0.32182628510489819
2,-1.01061518335547929,-3.15743034250516130,72.94053464728588665,-1.01016180574191150,-3.15505604421468311,72.95822184004782684,0.00000000000000000,0.02657818437327439,0.14867121808720496,0.00000000000000000,0.19438451225570869,2.47791928603392053
3,-1.00976468406681619,-3.87389454093259422,72.68705162559534472,-1.00973610004717651,-3.86876090940583550,72.67559901650531629,0.00000000000000000,0.03898847651189033,0.23167162981060480,0.00000000000000000,-0.51932035293543832,2.19529646249158761
4,-1.00863439861599957,-3.12349512705313348,61.98591570970035747,-1.00432069121105938,-3.11880613359614189,62.03053665023303864,0.00000000000000000,0.02538085482242216,0.14174664757931224,0.00000000000000000,0.23063442287425573,-8.44976590378080594
5,-1.01184698848169896,-3.55208172500991282,75.40180814196806125,-1.01472004473933763,-3.55226543686071183,75.40293381836461606,0.00000000000000000,0.03007649470624030,0.21030897803457871,0.00000000000000000,-0.20282488039031490,4.92263126435070841
6,-1.01014373650020839,-2.69154325915199832,59.53411223123746510,-1.00952750997574414,-2.70665713717177381,59.42956124104284754,0.00000000000000000,0.04072512291034310,0.29145077941420011,0.00000000000000000,0.64278341929862026,-11.05074131297096152
7,-1.00955531738250581,-3.26556938955120346,62.21841285710601710,-1.00095105728621370,-3.25907447588217591,62.28698015353359807,0.00000000000000000,0.02154148196959991,0.13464022355959457,0.00000000000000000,0.09036608058822049,-8.19332240048024296
8,-1.00946371317332972,-3.24813032209246977,57.78330668586925611,-1.00904974360945254,-3.25418179426278398,57.75963757157460776,0.00000000000000000,0.02263057699207286,0.19079997259599010,0.00000000000000000,0.09525876220761322,-12.72066498243922794
9,-1.00980982929497043,-3.14979660897235014,63.09838406591968152,-1.02933580640538902,-3.16039100635134096,62.98731408655218189,0.00000000000000000,0.02744119743562017,0.14141643637723153,0.00000000000000000,0.18904955011905547,-7.49298846746164937
10,-1.01091923676961448,-3.98472769207973299,75.99283662644921833,-1.01367430225376842,-3.98958575445029950,75.95726537496668129,0.00000000000000000,0.04239439032784251,0.23385996510723145,0.00000000000000000,-0.64014519797990665,5.47696282095282960
11,-1.00948650612198487,-2.53576370412304364,64.54679890613067528,-1.00005640598485490,-2.53559461584828494,64.55939781752189788,0.00000000000000000,0.05457740951713867,0.17334027857478265,0.00000000000000000,0.81384594062211335,-5.92090473649193605
12,-1.01007028153346012,-3.33488263245551630,74.74894625203708642,-1.01786750907745627,-3.34267079428514968,74.69885992120718754,0.00000000000000000,0.03593381049107613,0.17852040797573546,0.00000000000000000,0.00676976218524242,4.21855736719337759
13,-1.01068877098045129,-2.91409523574240081,69.73043260151250422,-0.99735933803015631,-2.90947381578830999,69.77355373916512349,0.00000000000000000,0.01936643397852068,0.08772953792538610,0.00000000000000000,0.43996674068208291,-0.70674881484867103
14,-1.01027387232479415,-2.57634543968054563,67.51213105457506458,-1.02102659752895009,-2.58165419932319207,67.46659744085476973,0.00000000000000000,0.02598415386709844,0.13993185749683007,0.00000000000000000,0.76778635714720644,-3.01370511315905576
15,-1.01132291851664347,-3.04793263811222515,80.66048523066631049,-1.00962584570800229,-3.04161875576411855,80.68170889739469942,0.00000000000000000,0.05327352350101131,0.11392902551770404,0.00000000000000000,0.30782180070627629,10.20140634338095253
16,-1.01045431603305258,-3.41033502216800111,57.86817406294559873,-1.02842312381223810,-3.41732434376682592,57.77936516234571940,0.00000000000000000,0.02676715359203708,0.22174476755966124,0.00000000000000000,-0.06788378729643028,-12.70093739166810209
17,-1.01135694233408180,-3.07661515323942281,70.91405112121118748,-1.00520664562112305,-3.07678235055047988,70.93912618735016906,0.00000000000000000,0.02220545538628295,0.11973515751733010,0.00000000000000000,0.27265820591991802,0.45882363333632364
18,-1.01178694445897310,-3.36409119465588802,56.90887520010645773,-1.02570057812530702,-3.36774657807107847,56.86826999530567406,0.00000000000000000,0.02369661941905428,0.19667622615541358,0.00000000000000000,-0.01830602160068146,-13.61203255870817230
19,-1.01109925258987587,-3.29230903038414535,75.38681593990044405,-1.01057781340613162,-3.29606538524659554,75.37374848414320638,0.00000000000000000,0.02379886743887534,0.14041278191411080,0.00000000000000000,0.05337517122379886,4.89344593012938134
20,-1.00930527795195202,-3.35817468182729684,63.60808196113755031,-1.01026996371801303,-3.36042269753637290,63.58649900908694974,0.00000000000000000,0.02355350879270257,0.20778344060470069,0.00000000000000000,-0.01098214106597665,-6.89380354492688241
21,-1.00966723850033735,-3.26707736846751207,65.68891455960607573,-1.01063826701518145,-3.26508514825127527,65.67373903872785945,0.00000000000000000,0.03261574421399736,0.22384247191260734,0.00000000000000000,0.08435540821911822,-4.80656351528594783
22,-1.01203286032268314,-4.29461763687541254,77.57533411016353853,-1.02047694828439339,-4.30262898549013428,77.45169119232836863,0.00000000000000000,0.07370290157076662,0.64683786109663888,0.00000000000000000,-0.95318842901974510,6.97138863831454181
23,-1.01161397297606137,-3.64876555587064599,67.84362051896100354,-1.01304057026180017,-3.64413693705948516,67.87768846501872133,0.00000000000000000,0.02979352513615438,0.23401545416875782,0.00000000000000000,-0.29469638058908842,-2.60261408899513924
24,-1.01064218750457213,-4.54734994396935566,77.65689964265727951,-1.02511279013535006,-4.54793533654567739,77.38608051743086946,0.00000000000000000,0.06128263269905170,0.56206645536662581,0.00000000000000000,-1.19849478007528254,6.90577796341713945
25,-1.01183925736228431,-3.59172442992432517,74.00610201363028295,-1.00845969262826585,-3.57826282896476267,74.01143684981319382,0.00000000000000000,0.05541330580129573,0.21103327287342044,0.00000000000000000,-0.22882227249436748,3.53113429579940519
26,-1.01204138483219008,-2.71554405758144712,74.52007554662705502,-1.01025597534504419,-2.72428528808942216,74.53755196447623632,0.00000000000000000,0.09424459128763737,0.23788518057357808,0.00000000000000000,0.62515526838097613,4.05724941046246013
27,-1.00759962497238820,-3.64862372303812776,67.68847940020283716,-1.01138431758394032,-3.65491966753608510,67.61368104065438445,0.00000000000000000,0.02590529967654885,0.21924408286899480,0.00000000000000000,-0.30547911106569392,-2.86662151335936066
28,-1.00981886223496442,-3.08215077971374773,71.30768467447451542,-1.01195251170287648,-3.08808808922421862,71.28417793663224700,0.00000000000000000,0.02276627924001052,0.17527759343944815,0.00000000000000000,0.26135246724617661,0.80387538261833880
29,-1.00944095834262892,-2.73055524021669882,77.84093424593186228,-1.01829448423511382,-2.73390041545539875,77.81867180996690081,0.00000000000000000,0.02594144883112927,0.08291184007420856,0.00000000000000000,0.61554014101500010,7.33836925595305356
30,-1.01165097727609732,-3.76759807007160186,66.85850656113244384,-1.00944288235297686,-3.76712072422034305,66.86845612647402959,0.00000000000000000,0.02524093574760108,0.31110744649378402,0.00000000000000000,-0.41768016774994737,-3.61184642753973106
31,-1.01080267771563204,-2.84850968003204974,63.77736780935529737,-0.99710964197600060,-2.85261946990863757,63.80370165906072089,0.00000000000000000,0.02992468934161592,0.11397466984040348,0.00000000000000000,0.49682108656175944,-6.67660089495310416
32,-1.01131922450923883,-2.98423995051717439,71.81447584347310453,-1.00487583505903300,-2.98255045845857714,71.83596216876922824,0.00000000000000000,0.03203379056659408,0.16920954820366382,0.00000000000000000,0.36689009801181427,1.35565961475551910
33,-1.01191575040972337,-3.60949159624361648,72.31429575348218464,-1.01064055178383527,-3.60338874343278093,72.34257709643542000,0.00000000000000000,0.07699423224539578,0.32330468017191477,0.00000000000000000,-0.25394818696238508,1.86227454242163026
34,-1.00937336519942855,-3.20765480762101696,65.99750242644034870,-1.02206607011642636,-3.21471759029041237,65.93170932506659199,0.00000000000000000,0.01870913464372907,0.10375588605268546,0.00000000000000000,0.13472296617998419,-4.54859322894724194
35,-1.01236217414774665,-3.22491087730739956,72.72443112420549483,-1.01107305973329220,-3.22639408049966914,72.74380715459493274,0.00000000000000000,0.03589936929372092,0.10803640604689983,0.00000000000000000,0.12304647597072964,2.26350460058117209
36,-1.01081171684250859,-3.39374784318191880,67.32550104529302359,-1.01363325730736853,-3.39431413193382259,67.32040517083189002,0.00000000000000000,0.02614231762980362,0.20368277516701488,0.00000000000000000,-0.04487357546342486,-3.15989738318175917
37,-1.00792661964331254,-3.70005157564595288,62.88403448219636260,-1.01106871456937975,-3.70468543762730462,62.83575576250292727,0.00000000000000000,0.03385759617853892,0.28420531407828675,0.00000000000000000,-0.35524488115690794,-7.64454679151089778
38,-1.01196855183997347,-2.73423313921251721,66.70242790825518853,-1.01126898656505038,-2.73404991587869528,66.68210404242162781,0.00000000000000000,0.03449722116730584,0.32102488234930288,0.00000000000000000,0.61539064059169601,-3.79819851159209598
39,-1.01051209224838279,-3.42678674940437267,71.75017053578332593,-1.00873964415586492,-3.42184591770958102,71.74769943610273515,0.00000000000000000,0.02377044189856766,0.20948419413320926,0.00000000000000000,-0.07240536123918481,1.26739688208890144
40,-1.01012290270911720,-2.74978411104528853,64.55363121107335189,-1.01551228559338291,-2.74985148409443436,64.54229293279749413,0.00000000000000000,0.02354553743460548,0.07814058351207155,0.00000000000000000,0.59958907237596470,-5.93800962121627141
41,-1.01119637369218873,-3.68335535861382057,68.80288412395906050,-1.01078629008372256,-3.68598673822495337,68.79066000762543354,0.00000000000000000,0.03422349643906070,0.18090884705360463,0.00000000000000000,-0.33654618175455597,-1.68964254638833067
