id,importanceSampling
1,-24.510
2,-23.827
3,-36.924
4,-17.792
5,-34.585
6,-34.927
7,-31.872
8,-39.906
9,-20.263
10,-35.181
11,-17.188
12,-37.210
13,-35.419
14,-39.645
15,-48.926
16,-36.648
17,-48.036
18,-17.089
19,-37.821
20,-30.286
21,-29.688
22,-20.601
23,-31.694
24,-31.547
25,-22.488
26,-26.611
27,-22.628
28,-24.771
29,-43.750
30,-34.878
31,-14.833
32,-16.698
33,-22.766
34,-45.040
35,-45.716
36,-18.737
37,-41.245
38,-9.482
39,-21.715
40,-37.500
41,-30.282
42,-20.172
43,-25.470
44,-37.260
45,-42.346
46,-46.612
47,-36.154
48,-45.346
49,-24.209
50,-31.801
51,-42.953
52,-31.677
53,-21.410
54,-36.747
55,-35.307
56,-22.275
57,-24.789
58,-17.159
59,-42.922
60,-27.118
61,-39.283
62,-32.785
63,-26.737
64,-39.987
65,-44.121
66,-43.062
67,-44.356
68,-35.458
69,-22.787
70,-40.566
71,-35.888
72,-27.094
73,-20.698
74,-34.976
75,-34.497
76,-37.510
77,-42.320
78,-16.610
79,-40.753
80,-25.414
81,-27.403
82,-22.068
83,-36.081
84,-21.324
85,-34.841
86,-38.727
87,-16.588
88,-26.513
89,-45.359
90,-21.858
91,-38.106
92,-27.614
93,-32.156
94,-38.220
95,-39.390
96,-29.408
97,-21.200
98,-44.515
99,-29.488
100,-21.857
101,-29.652
102,-31.152
103,-50.871
104,-41.791
105,-37.649
106,-34.972
107,-17.093
108,-41.828
109,-13.029
110,-20.539
111,-10.968
112,-37.638
113,-32.867
114,-35.729
115,-22.783
116,-26.166
117,-44.433
118,-21.180
119,-14.312
120,-44.871
121,-17.867
122,-16.183
123,-41.000
124,-22.476
125,-21.434
126,-47.944
127,-35.511
128,-17.075
129,-20.411
130,-31.547
131,-19.511
132,-18.417
133,-47.407
134,-35.867
135,-27.038
136,-24.963
137,-21.800
138,-28.165
139,-22.583
140,-40.846
141,-25.003
142,-25.056
143,-31.133
144,-27.055
145,-21.008
146,-19.454
147,-17.942
148,-15.127
149,-37.098
150,-22.787
151,-46.813
152,-42.037
153,-34.000
154,-19.370
155,-20.458
156,-39.742
157,-36.238
158,-35.712
159,-31.135
160,-36.278
161,-20.177
162,-19.528
163,-21.234
164,-44.026
165,-28.111
166,-36.054
167,-17.375
168,-50.631
169,-33.209
170,-46.689
171,-41.604
172,-32.572
173,-26.229
174,-48.792
175,-49.895
176,-24.086
177,-27.846
178,-19.630
179,-34.090
180,-40.832
181,-26.168
182,-41.504
183,-22.426
184,-39.515
185,-36.255
186,-50.583
187,-28.019
188,-17.934
189,-33.786
190,-25.495
191,-32.638
192,-35.441
193,-44.182
194,-49.234
195,-35.462
196,-35.515
197,-35.132
198,-34.508
199,-38.435
200,-34.290
201,-46.896
202,-44.178
203,-44.504
204,-39.846
205,-17.492
206,-29.067
207,-20.720
208,-50.684
209,-25.050
210,-32.733
211,-19.308
212,-23.395
213,-38.670
214,-32.303
215,-24.899
216,-28.095
217,-24.576
218,-31.941
219,-36.239
220,-41.859
221,-27.666
222,-24.545
223,-43.918
224,-39.874
225,-26.083
226,-27.163
227,-38.755
228,-49.865
229,-46.605
230,-30.198
231,-21.350
232,-33.692
233,-33.931
234,-33.635
235,-26.378
236,-48.665
237,-32.652
238,-29.666
239,-34.234
240,-44.235
241,-17.639
242,-47.302
243,-34.741
244,-31.023
245,-23.801
246,-21.002
247,-44.160
248,-38.349
249,-45.902
250,-40.571
