rep,id,s,d,beta,delta,p,c,eta,epsilon
1,1,2647.44319952814,2.00049683159755,2.43176675576611e-05,0.0212223665521516,28.5980632129791,4.51838640384292,0.999924648748631,0.214590458959735
1,2,1564.71241010379,1.3191249127905,3.24495204799382e-05,0.0482103883852375,177.37354087221,2.94704999805018,0.00344801385172317,0.0258386853365228
1,3,1779.41949771093,3.2477093912814,2.68072340086246e-05,0.026341308026687,33.83478404786,5.31028968680062,0.99766652876185,0.911186405967016
1,4,897.5373308027,1.65865018310129,0.000109395593236817,0.0637620595193717,84.3516976111796,5.03467198932412,0.00962914636234606,0.758922494267291
1,5,1905.52273339243,1.76611413853384,2.97790256911626e-05,0.0392725019401279,40.9016972009648,0.977499960996423,0.999998141742531,0.954924467530914
1,6,2948.58151044561,2.47308294295383,0.000121003040351821,0.0485642156199243,113.498891075819,4.97721591981267,0.999977270799485,0.723050179294374
1,7,580.697848738335,2.95120771375984,8.08825458904107e-05,0.0391746251211054,69.4710030380643,4.64851522780755,0.680559548019055,0.742097011499009
1,8,1750.72205282352,2.20359329102271,6.8736425270236e-05,0.0970422973765232,49.7859382969862,12.0631809212114,0.0843316183990966,0.232727377101845
1,9,1296.48727846861,4.11963241540107,6.20952739953423e-05,0.0313039579115506,119.17365234331,1.25080492469936,0.0720237243490767,0.201869342667959
1,10,1554.79052184001,1.86197622259084,3.88963202849548e-05,0.066653795173566,70.8543083802694,5.575831867113,0.992510421069026,0.625641232714689
1,11,1167.15896082599,1.49404467040357,4.33153215027214e-05,0.116969230441444,101.948154985642,6.09617748593625,0.591553907593952,0.980237234890687
1,12,1781.34371856186,2.92326773466099,4.89581207924082e-05,0.0356912607918145,18.0543306096845,14.1075555471552,0.0570250248386207,0.997589092667065
1,13,674.021397966808,1.59911442091094,4.04729840272162e-05,0.0378268342152511,61.2665744634376,10.555075511137,0.521293211471875,0.657629032936439
1,14,1225.62774990211,2.55967509276435,0.0001926984529065,0.126097673444202,25.267696081649,4.35413043115308,0.992818073783566,0.846269952647587
1,15,1562.26270577644,2.5629613202361,3.42819160575021e-05,0.0444871290467421,140.723843916567,3.99372767739867,0.417190984301368,0.0612808948825531
1,16,973.618943735361,1.82979035315725,2.39462512956841e-05,0.0529325219308277,99.3594057272327,12.3190716606281,0.999949613924793,0.918329650729101
1,17,983.53025346415,6.05095358797373,4.15218196933619e-05,0.0261159579398579,54.66035753111,6.53495455074135,0.829336138186125,0.169684971104338
1,18,1511.84416857513,2.7375625717694,7.75940548592519e-05,0.0343612038973013,315.674083202918,5.64151571282226,0.999995382761921,0.339137899914342
1,19,1356.97670808958,1.12848615224249,4.2271572179281e-05,0.0437488672440322,66.4635207504587,0.957040544103739,0.00665021566265818,0.103976376505524
1,20,1540.1114385564,2.98537034810606,8.13574560496586e-05,0.0266531201043573,20.2388741124508,1.06364683264594,0.876920717053846,0.228311462835072
1,21,2110.5947726427,2.45202815741063,4.33282693099293e-05,0.0360789204614713,65.5638490228561,2.30776620598958,0.999413808674438,0.162501499267647
1,22,1236.59833531081,4.89310748650628,3.30598408213997e-05,0.040650406403611,175.231779500654,7.22766799382536,0.49146183652431,0.0941452468077097
1,23,2402.19525306972,3.52344599815727,1.77917960555096e-05,0.0288075289518568,74.70688154646,7.57067259021927,0.804758008356558,0.0310823309398906
