parameter,value
s_pop,934.962794976252
d_pop,1.3308640451115
beta_pop,2.2715410724372e-05
delta_pop,0.0417286797769112
p_pop,73.3663818159809
c_pop,3.19222324856376
eta_pop,0.768467659099998
epsilon_pop,0.732030177976068
omega_s,1.37744348546478
omega_d,0.706237346135942
omega_eta,4.69759555785703
omega_epsilon,2.61851204186178
a,0.607819127255976
