rep,id,eta_s,eta_d,eta_beta,eta_delta,eta_p,eta_c,eta_eta,eta_epsilon
1,1,1.14087155493594,0.553500945984569,0,0,0,0,0,0
1,2,2.99646398600982,-0.686540666129728,0,0,0,0,0,0
1,3,-0.55819777699118,0.433942834298197,0,0,0,0,0,0
1,4,0.460407645953854,-0.982359786635327,0,0,0,0,0,0
1,5,0.738390999013495,1.96585663298117,0,0,0,0,0,0
1,6,1.45165975041323,1.26026089750308,0,0,0,0,0,0
1,7,0.890694752412653,1.13968620497943,0,0,0,0,0,0
1,8,-0.831024312716496,-1.73995981484475,0,0,0,0,0,0
1,9,2.88879046650447,-0.835597676367009,0,0,0,0,0,0
1,10,-0.369069411647283,0.788361549243509,0,0,0,0,0,0
1,11,-3.1811236269853,-0.82854755019177,0,0,0,0,0,0
1,12,-2.43696648379281,-0.84792090773832,0,0,0,0,0,0
1,13,-1.84793291882407,-1.42624621774184,0,0,0,0,0,0
1,14,-1.45443681238913,0.98488326435319,0,0,0,0,0,0
1,15,2.12245822068591,-0.695018841137187,0,0,0,0,0,0
1,16,-1.89571888414091,-0.216825462817676,0,0,0,0,0,0
1,17,0.562193239489082,1.73091145205494,0,0,0,0,0,0
1,18,1.695702245046,1.40423589514571,0,0,0,0,0,0
1,19,3.23928434532853,0.13821903507036,0,0,0,0,0,0
1,20,0.967240436402518,-1.69645664782316,0,0,0,0,0,0
1,21,-0.352801925750345,-0.463408976121218,0,0,0,0,0,0
1,22,2.41661716378857,-0.071942682051051,0,0,0,0,0,0
1,23,0.436223062354813,-0.427076210323036,0,0,0,0,0,0
1,24,1.56970862541925,-0.507708007228783,0,0,0,0,0,0
1,25,-0.249926267270959,-0.512648169797857,0,0,0,0,0,0
1,26,-1.27475860497313,0.279355819919199,0,0,0,0,0,0
1,27,-0.0651147020118863,0.256296059232709,0,0,0,0,0,0
1,28,-0.624977476360785,0.105277705261178,0,0,0,0,0,0
1,29,-0.254312597321633,0.512175541080575,0,0,0,0,0,0
1,30,0.781432540793384,-1.5872166936393,0,0,0,0,0,0
1,31,-0.530897080853366,-1.01794991521732,0,0,0,0,0,0
1,32,1.51982367603542,2.54768529310724,0,0,0,0,0,0
1,33,0.828872279610946,1.21868986635709,0,0,0,0,0,0
1,34,2.41123302132981,-0.0953102021216743,0,0,0,0,0,0
1,35,-0.392826198085961,1.34592084830618,0,0,0,0,0,0
1,36,0.145422279352525,-0.11737915998684,0,0,0,0,0,0
1,37,-4.30170180506907,-1.88124922627062,0,0,0,0,0,0
1,38,-1.05330704012633,0.749758517242583,0,0,0,0,0,0
1,39,-0.731605170779193,-0.884577353158336,0,0,0,0,0,0
1,40,0.548671169967546,0.62740454105531,0,0,0,0,0,0
1,41,0.906621848926077,0.426995695216607,0,0,0,0,0,0
1,42,0.0659703790693769,-0.740953328872432,0,0,0,0,0,0
1,43,-2.35792533980576,-0.0105390345027394,0,0,0,0,0,0
1,44,-1.33136513111732,0.653393070297541,0,0,0,0,0,0
1,45,-2.92903800034555,-0.474038634699251,0,0,0,0,0,0
1,46,-2.87085583680284,-1.07479046218246,0,0,0,0,0,0
1,47,-0.123773021118602,-3.71231177422999,0,0,0,0,0,0
1,48,-0.254428461241561,0.929188009163737,0,0,0,0,0,0
1,49,-1.52165449620178,-0.696472761963262,0,0,0,0,0,0
1,50,0.630454358383945,0.582298657670409,0,0,0,0,0,0
1,51,-2.00312664765206,0.557964360833857,0,0,0,0,0,0
1,52,-0.679130245830263,1.81856512272073,0,0,0,0,0,0
1,53,-0.919970797516337,0.717067745598377,0,0,0,0,0,0
1,54,4.00133799710606,0.112387559388304,0,0,0,0,0,0
1,55,-0.697980937581231,-2.86359640376723,0,0,0,0,0,0
1,56,1.7088932616738,-0.914381291218532,0,0,0,0,0,0
