Tlag_pop,1.00000,-0.11370,-0.19417,0.17750,-0.11633,-0.39916,-0.00881,0.10210,-0.01880
ka_pop,-0.11370,1.00000,0.66173,-0.29824,0.11410,0.49476,0.04745,-0.18223,-0.23593
V_pop,-0.19417,0.66173,1.00000,-0.29829,0.10750,0.44881,-0.04584,-0.17572,-0.16178
alpha_pop,0.17750,-0.29824,-0.29829,1.00000,-0.96618,-0.42955,0.27265,0.64216,0.09598
beta_pop,-0.11633,0.11410,0.10750,-0.96618,1.00000,0.31808,-0.28577,-0.60359,-0.05210
omega_Tlag,-0.39916,0.49476,0.44881,-0.42955,0.31808,1.00000,-0.13715,-0.27479,-0.22550
omega_ka,-0.00881,0.04745,-0.04584,0.27265,-0.28577,-0.13715,1.00000,0.20331,-0.06615
omega_V,0.10210,-0.18223,-0.17572,0.64216,-0.60359,-0.27479,0.20331,1.00000,0.06373
a,-0.01880,-0.23593,-0.16178,0.09598,-0.05210,-0.22550,-0.06615,0.06373,1.00000
