id,ka_SAEM,V_SAEM,k_SAEM,ka_mean,V_mean,k_mean,ka_sd,V_sd,k_sd,ka_randomEffects,V_randomEffects,k_randomEffects
1,0.78179663434866054,2.05497441321854568,-1.37579505954114989,0.89595238167241043,2.10516726621843775,-1.40548253350506447,0.31723437634174212,0.11372278688891564,0.09764914833340749,0.95964579632012925,0.13565196688492143,-0.02346960739366337
2,0.59683022140182573,1.77922402056129014,-1.58487448856332946,0.61857377710109973,1.76096853102101458,-1.57589448035424740,0.28960918679177983,0.11135551967014229,0.08609418810413619,0.68226719174881845,-0.20854676831250238,-0.19388155424284673
3,-0.14071857531162399,1.72940201257895376,-1.31413751748071150,-0.17370554987100167,1.71804402959421121,-1.29942428630294993,0.21216254287697686,0.10509778529329400,0.09167656164438610,-0.11001213522328297,-0.25147126973930595,0.08258863980845135
4,-0.63469303971992364,2.02293684122815387,-1.41669510367059326,-0.60777209241780539,2.03198664473216750,-1.43250954540930953,0.23603649599414916,0.12570385417368077,0.10681329037107261,-0.54407867777008689,0.06247134539864931,-0.05049661929790871
5,-0.33090045540908986,2.15791911618077137,-1.35819667040002234,-0.24375751434479256,2.17766360790036506,-1.39533151598201610,0.26120857910378847,0.12601303936361483,0.11555729100762900,-0.18006409969707385,0.20814830856684721,-0.01331858987061488
6,-0.44723285799914508,2.05430815564822389,-1.38851809949260074,-0.48775829306800550,2.02663183364032884,-1.38882816132627029,0.21846122013489955,0.13292821084647463,0.11238795232464176,-0.42406487842028673,0.05711653430681021,-0.00681523521486955
7,-0.31401622795842105,1.94003478873387580,-1.38285945489544360,-0.25776427019597342,1.95812876169435723,-1.41507291640538102,0.20951578454495909,0.10404457295341407,0.10651076567465838,-0.19407085554825462,-0.01138653763916014,-0.03305999029397997
8,-1.24690633647730476,2.25343078323764789,-1.33707592902277472,-1.12273052668348394,2.37645689427586770,-1.42439401404019428,0.26919897630974282,0.16201837940951463,0.11925512165199958,-1.05903711203576489,0.40694159494234955,-0.04238108792879332
9,-1.43536729657853623,2.07333846365987462,-1.43260284383931014,-1.44182484943101774,2.06962218624098515,-1.42892049929241982,0.19910156482598154,0.12814410570966403,0.10612974141263376,-1.37813143478329914,0.10010688690746818,-0.04690757318101834
10,-0.29534891732801183,1.67689883498200643,-1.39359769811355294,-0.32613937646835989,1.66899751205591973,-1.37760822436270947,0.19405361443112315,0.11538882994319082,0.09952250908502511,-0.26244596182064123,-0.30051778727759809,0.00440470174869191
11,0.92859593163557497,2.09295985238707383,-1.21802169912057390,0.89928851363406836,2.07839966942332310,-1.21140823610987547,0.29237145041794793,0.10874902193144144,0.09059510454074741,0.96298192828178741,0.10888437008980446,0.17060469000152539
12,-0.48808172532998539,1.52434141595831552,-1.31140262546296982,-0.36002473151279252,1.59984258256249023,-1.37159609404701555,0.17160453355821934,0.10083308910485689,0.07958243098061449,-0.29633131686507364,-0.36967271677102853,0.01041683206438434
13,-0.08036245871221585,1.66249210161125882,-1.42742208564679318,-0.09885309643486746,1.64951564751740420,-1.42613170235527287,0.20309662748616492,0.11131739284821347,0.08626200163824649,-0.03515968178714870,-0.31999965181611306,-0.04411877624387182
14,0.22405558619619054,1.94301071048075724,-1.46335382654476676,0.24982445917411295,1.94202444353918158,-1.44789428956786947,0.24337388584474004,0.10161236174277472,0.09596561967173207,0.31351787382183172,-0.02749085579433573,-0.06588136345646801
15,-0.11422704482644641,1.81986900203549196,-1.48036798145867809,-0.13537317667973769,1.79078393650683165,-1.45670528882317019,0.28362106767399220,0.13070202519105348,0.09633273927723475,-0.07167976203201894,-0.17873136282668636,-0.07469236271176927
