id,importanceSampling
1,-24.533
2,-23.840
3,-36.896
4,-17.725
5,-34.568
6,-34.984
7,-31.827
8,-39.856
9,-20.226
10,-35.195
11,-17.242
12,-37.156
13,-35.494
14,-39.666
15,-48.839
16,-36.648
17,-48.006
18,-17.068
19,-37.848
20,-30.304
21,-29.631
22,-20.632
23,-31.806
24,-31.619
25,-22.495
26,-26.685
27,-22.635
28,-24.787
29,-43.733
30,-34.872
31,-14.854
32,-16.756
33,-22.767
34,-45.050
35,-45.724
36,-18.754
37,-41.207
38,-9.641
39,-21.708
40,-37.611
41,-30.246
42,-20.267
43,-25.496
44,-37.218
45,-42.348
46,-46.605
47,-36.211
48,-45.340
49,-24.176
50,-31.853
51,-42.978
52,-31.719
53,-21.279
54,-36.771
55,-35.308
56,-22.455
57,-24.778
58,-17.187
59,-42.893
60,-27.118
61,-39.342
62,-32.695
63,-26.755
64,-40.001
65,-44.067
66,-43.118
67,-44.079
68,-35.423
69,-22.734
70,-40.564
71,-35.882
72,-27.150
73,-20.711
74,-34.994
75,-34.588
76,-37.405
77,-42.283
78,-16.693
79,-40.812
80,-25.359
81,-27.241
82,-22.073
83,-36.019
84,-21.207
85,-34.836
86,-38.690
87,-16.622
88,-26.544
89,-45.288
90,-21.822
91,-38.162
92,-27.618
93,-32.074
94,-38.213
95,-39.452
96,-29.421
97,-21.168
98,-44.548
99,-29.447
100,-21.874
101,-29.673
102,-31.018
103,-50.767
104,-41.794
105,-37.738
106,-35.016
107,-17.049
108,-41.796
109,-13.110
110,-20.534
111,-11.018
112,-37.684
113,-32.846
114,-35.764
115,-22.710
116,-26.179
117,-44.432
118,-21.269
119,-14.309
120,-44.815
121,-17.903
122,-16.227
123,-40.880
124,-22.431
125,-21.437
126,-47.932
127,-35.601
128,-17.104
129,-20.402
130,-31.545
131,-19.439
132,-18.445
133,-47.374
134,-35.891
135,-27.096
136,-24.963
137,-21.836
138,-28.313
139,-22.442
140,-40.925
141,-25.013
142,-25.043
143,-31.169
144,-27.078
145,-21.109
146,-19.521
147,-17.980
148,-15.174
149,-37.242
150,-22.829
151,-46.841
152,-42.048
153,-34.011
154,-19.299
155,-20.477
156,-39.612
157,-36.067
158,-35.812
159,-31.153
160,-36.246
161,-20.208
162,-19.408
163,-21.243
164,-44.050
165,-28.081
166,-36.028
167,-17.614
168,-50.522
169,-33.170
170,-46.698
171,-41.621
172,-32.656
173,-26.274
174,-48.744
175,-49.831
176,-24.062
177,-27.849
178,-19.494
179,-34.093
180,-40.871
181,-26.190
182,-41.465
183,-22.414
184,-39.504
185,-36.257
186,-50.547
187,-28.171
188,-17.960
189,-33.816
190,-25.483
191,-32.715
192,-35.471
193,-44.251
194,-49.168
195,-35.489
196,-35.477
197,-35.160
198,-34.498
199,-38.437
200,-34.271
201,-46.879
202,-44.234
203,-44.479
204,-39.796
205,-17.486
206,-28.987
207,-20.725
208,-50.653
209,-25.182
210,-32.655
211,-19.304
212,-23.459
213,-38.653
214,-32.339
215,-24.878
216,-28.100
217,-24.452
218,-32.035
219,-36.819
220,-41.844
221,-27.716
222,-24.490
223,-43.913
224,-39.752
225,-26.080
226,-27.146
227,-38.756
228,-49.816
229,-46.502
230,-30.180
231,-21.331
232,-33.614
233,-33.935
234,-33.631
235,-26.288
236,-48.683
237,-32.593
238,-29.607
239,-34.319
240,-44.275
241,-17.613
242,-47.255
243,-34.738
244,-31.011
245,-23.772
246,-20.989
247,-44.193
248,-38.378
249,-45.901
250,-40.577
