rep,id,eta_p0,eta_alpha,eta_tau
1,1,0.000000,-0.173305,0.030112
2,1,0.000000,-0.192918,0.141427
3,1,0.000000,-0.196462,0.323500
4,1,0.000000,-0.203661,0.531150
5,1,0.000000,-0.203661,0.136453
6,1,0.000000,-0.167934,0.276420
7,1,0.000000,-0.175419,0.647546
8,1,0.000000,-0.175419,0.647546
9,1,0.000000,-0.157251,0.565046
10,1,0.000000,-0.145470,0.565046
1,2,0.000000,0.211081,2.406584
2,2,0.000000,0.211081,2.406584
3,2,0.000000,0.211081,2.406584
4,2,0.000000,0.196535,2.411150
5,2,0.000000,0.196535,2.411150
6,2,0.000000,0.225804,2.411150
7,2,0.000000,0.225804,2.411150
8,2,0.000000,0.211416,2.492484
9,2,0.000000,0.216422,2.492484
10,2,0.000000,0.224375,2.492484
1,3,0.000000,-0.492720,2.270667
2,3,0.000000,-0.496114,2.413900
3,3,0.000000,-0.521444,2.481266
4,3,0.000000,-0.521444,2.481266
5,3,0.000000,-0.545376,2.083095
6,3,0.000000,-0.614055,2.144981
7,3,0.000000,-0.601638,2.144981
8,3,0.000000,-0.544781,2.144981
9,3,0.000000,-0.482709,2.248028
10,3,0.000000,-0.544190,2.407808
1,4,0.000000,0.210270,-8.738811
2,4,0.000000,0.247193,-8.570823
3,4,0.000000,0.247193,-8.570823
4,4,0.000000,0.260304,-8.533694
5,4,0.000000,0.260304,-8.533694
6,4,0.000000,0.251568,-8.484457
7,4,0.000000,0.239341,-8.747296
8,4,0.000000,0.256441,-8.587371
9,4,0.000000,0.256441,-8.587371
10,4,0.000000,0.257446,-8.587371
1,5,0.000000,-0.222102,5.132972
2,5,0.000000,-0.170009,4.825699
3,5,0.000000,-0.202533,4.805588
4,5,0.000000,-0.178533,5.116430
5,5,0.000000,-0.184561,5.167144
6,5,0.000000,-0.151600,5.146113
7,5,0.000000,-0.206672,5.232667
8,5,0.000000,-0.194473,4.942723
9,5,0.000000,-0.190521,5.198250
10,5,0.000000,-0.190521,5.000221
1,6,0.000000,0.706109,-10.964572
2,6,0.000000,0.706109,-10.964572
3,6,0.000000,0.706109,-10.964572
4,6,0.000000,0.683208,-11.138000
5,6,0.000000,0.664149,-11.248358
6,6,0.000000,0.668858,-11.248358
7,6,0.000000,0.659582,-11.232852
8,6,0.000000,0.647035,-11.368888
9,6,0.000000,0.647035,-11.368888
10,6,0.000000,0.667124,-11.106202
1,7,0.000000,0.034300,-8.644426
2,7,0.000000,0.041557,-8.370527
3,7,0.000000,0.040021,-8.370527
4,7,0.000000,0.041449,-8.409130
5,7,0.000000,0.041449,-8.763180
6,7,0.000000,0.041449,-8.606400
7,7,0.000000,0.102320,-8.212566
8,7,0.000000,0.046686,-8.466577
9,7,0.000000,0.046686,-8.500352
10,7,0.000000,0.074442,-8.549165
1,8,0.000000,0.109690,-12.923148
2,8,0.000000,0.108830,-12.878895
3,8,0.000000,0.128731,-12.973555
4,8,0.000000,0.131001,-12.857165
5,8,0.000000,0.088757,-13.033758
6,8,0.000000,0.080090,-13.033758
7,8,0.000000,0.080090,-12.784496
8,8,0.000000,0.071170,-12.784496
9,8,0.000000,0.094220,-13.074090
10,8,0.000000,0.094220,-12.784769
1,9,0.000000,0.218349,-7.492532
2,9,0.000000,0.172896,-7.492532
3,9,0.000000,0.159788,-7.585138
4,9,0.000000,0.253195,-7.585138
5,9,0.000000,0.253195,-7.585138
6,9,0.000000,0.180306,-7.433810
7,9,0.000000,0.180306,-7.433810
8,9,0.000000,0.188379,-7.564679
9,9,0.000000,0.188379,-7.564679
10,9,0.000000,0.168575,-7.929568
1,10,0.000000,-0.606580,5.997033
2,10,0.000000,-0.664587,5.857797
3,10,0.000000,-0.650729,5.884357
4,10,0.000000,-0.577459,5.884357
5,10,0.000000,-0.661455,6.146655
6,10,0.000000,-0.661455,5.955281
7,10,0.000000,-0.593396,5.830913
8,10,0.000000,-0.581675,5.960827
9,10,0.000000,-0.615639,5.592243
10,10,0.000000,-0.584858,5.847652
1,11,0.000000,0.859065,-6.452541
2,11,0.000000,0.822991,-5.986150
3,11,0.000000,0.804018,-6.539704
4,11,0.000000,0.852467,-6.497905
5,11,0.000000,0.852467,-6.281031
6,11,0.000000,0.774379,-6.281031
7,11,0.000000,0.774379,-6.281031
8,11,0.000000,0.787985,-6.309180
9,11,0.000000,0.714239,-6.362530
10,11,0.000000,0.761915,-6.412724
1,12,0.000000,0.017270,4.000669
2,12,0.000000,0.034860,4.335989
3,12,0.000000,0.048440,4.335989
4,12,0.000000,0.048440,4.335989
5,12,0.000000,-0.034393,3.916990
6,12,0.000000,-0.003752,4.089239
7,12,0.000000,0.009610,4.220598
8,12,0.000000,0.036761,4.081291
9,12,0.000000,0.036761,4.328412
10,12,0.000000,-0.029374,4.034201
1,13,0.000000,0.412348,-1.034563
2,13,0.000000,0.416365,-1.005732
3,13,0.000000,0.443754,-1.005732
4,13,0.000000,0.449398,-1.005732
5,13,0.000000,0.449398,-1.005732
6,13,0.000000,0.442578,-1.129113
7,13,0.000000,0.420193,-1.129113
8,13,0.000000,0.420193,-1.097945
9,13,0.000000,0.425614,-1.160200
10,13,0.000000,0.425614,-1.160200
1,14,0.000000,0.777872,-3.378205
2,14,0.000000,0.777872,-3.378205
3,14,0.000000,0.754656,-3.490724
4,14,0.000000,0.749509,-3.362510
5,14,0.000000,0.782873,-3.362510
6,14,0.000000,0.781375,-3.431423
7,14,0.000000,0.781375,-3.431423
8,14,0.000000,0.773138,-3.433089
9,14,0.000000,0.773138,-3.379417
10,14,0.000000,0.773138,-3.379417
1,15,0.000000,0.315835,9.960524
2,15,0.000000,0.296926,9.993767
3,15,0.000000,0.310453,9.993767
4,15,0.000000,0.310453,9.993767
5,15,0.000000,0.334770,9.993767
6,15,0.000000,0.365535,9.993767
7,15,0.000000,0.338690,10.025167
8,15,0.000000,0.336375,9.833244
9,15,0.000000,0.335716,9.743200
10,15,0.000000,0.337048,9.921333
1,16,0.000000,-0.012283,-12.338994
2,16,0.000000,-0.025160,-12.392338
3,16,0.000000,-0.025160,-12.392338
4,16,0.000000,-0.050509,-12.416092
5,16,0.000000,-0.065464,-12.767409
6,16,0.000000,-0.090741,-12.955458
7,16,0.000000,-0.123328,-13.063485
8,16,0.000000,-0.093302,-13.041593
9,16,0.000000,-0.093302,-13.041593
10,16,0.000000,-0.113093,-13.041593
1,17,0.000000,0.296184,0.413224
2,17,0.000000,0.291192,0.413224
3,17,0.000000,0.291192,0.413224
4,17,0.000000,0.291192,0.413224
5,17,0.000000,0.266415,0.207685
6,17,0.000000,0.266415,0.207685
7,17,0.000000,0.279589,0.207685
8,17,0.000000,0.279589,0.074441
9,17,0.000000,0.279589,0.168461
10,17,0.000000,0.255334,0.077731
1,18,0.000000,0.000253,-13.407756
2,18,0.000000,0.000253,-13.757639
3,18,0.000000,0.012210,-13.405607
4,18,0.000000,0.012210,-13.627918
5,18,0.000000,0.012210,-13.604316
6,18,0.000000,-0.033050,-13.739371
7,18,0.000000,-0.033050,-13.739371
8,18,0.000000,-0.033050,-13.739371
9,18,0.000000,0.022447,-13.326581
10,18,0.000000,0.009663,-13.588874
1,19,0.000000,0.035416,4.629822
2,19,0.000000,0.083467,4.806986
3,19,0.000000,0.083467,4.806986
4,19,0.000000,0.040742,4.806986
5,19,0.000000,0.049489,4.731311
6,19,0.000000,0.049489,4.731311
7,19,0.000000,0.049489,4.731311
8,19,0.000000,0.065879,4.782334
9,19,0.000000,0.058860,4.782334
10,19,0.000000,0.072611,4.756079
1,20,0.000000,-0.048245,-7.187158
2,20,0.000000,-0.048245,-7.185447
3,20,0.000000,-0.048245,-7.240811
4,20,0.000000,-0.049645,-7.240811
5,20,0.000000,-0.049645,-7.240811
6,20,0.000000,-0.049207,-7.100756
7,20,0.000000,-0.014568,-6.949663
8,20,0.000000,-0.022672,-6.949663
9,20,0.000000,-0.005012,-6.849594
10,20,0.000000,-0.029320,-7.141182
1,21,0.000000,0.063086,-5.150163
2,21,0.000000,0.047857,-5.342629
3,21,0.000000,0.102999,-4.696784
4,21,0.000000,0.093854,-4.897479
5,21,0.000000,0.082320,-4.739720
6,21,0.000000,0.147149,-4.638381
7,21,0.000000,0.147149,-4.626686
8,21,0.000000,0.147149,-4.991386
9,21,0.000000,0.148698,-5.060609
10,21,0.000000,0.156370,-4.700346
1,22,0.000000,-1.067189,9.620559
2,22,0.000000,-1.104436,10.151126
3,22,0.000000,-1.129461,10.348886
4,22,0.000000,-1.181376,9.724944
5,22,0.000000,-1.025451,9.715895
6,22,0.000000,-1.045423,8.990242
7,22,0.000000,-0.995983,8.072751
8,22,0.000000,-1.008211,8.670562
9,22,0.000000,-0.996632,8.833146
10,22,0.000000,-0.960437,7.912722
1,23,0.000000,-0.291865,-2.557510
2,23,0.000000,-0.304197,-2.456280
3,23,0.000000,-0.280482,-2.378419
4,23,0.000000,-0.295550,-2.428706
5,23,0.000000,-0.324700,-2.642986
6,23,0.000000,-0.332337,-2.626738
7,23,0.000000,-0.332337,-2.626738
8,23,0.000000,-0.312558,-2.626738
9,23,0.000000,-0.312558,-2.626738
10,23,0.000000,-0.288954,-2.540547
1,24,0.000000,-1.230023,8.809040
2,24,0.000000,-1.104013,7.735433
3,24,0.000000,-1.084681,7.213820
4,24,0.000000,-1.159435,7.974517
5,24,0.000000,-1.188522,8.709712
6,24,0.000000,-1.220522,8.331400
7,24,0.000000,-1.262718,8.285010
8,24,0.000000,-1.144034,8.472368
9,24,0.000000,-1.173430,8.304782
10,24,0.000000,-1.153662,8.308155
1,25,0.000000,-0.160519,3.685312
2,25,0.000000,-0.103169,3.881122
3,25,0.000000,-0.158934,3.356248
4,25,0.000000,-0.119662,3.356248
5,25,0.000000,-0.119662,3.356248
6,25,0.000000,-0.115657,3.740512
7,25,0.000000,-0.242370,3.739431
8,25,0.000000,-0.252275,3.739431
9,25,0.000000,-0.292497,3.741141
10,25,0.000000,-0.197710,3.643029
1,26,0.000000,0.418425,4.422210
2,26,0.000000,0.418876,3.886609
3,26,0.000000,0.418876,3.886609
4,26,0.000000,0.418876,4.328424
5,26,0.000000,0.490442,3.997814
6,26,0.000000,0.528351,3.838793
7,26,0.000000,0.657116,3.490379
8,26,0.000000,0.670692,3.728953
9,26,0.000000,0.582036,4.268387
10,26,0.000000,0.624732,3.749492
1,27,0.000000,-0.283438,-2.301266
2,27,0.000000,-0.298676,-2.690412
3,27,0.000000,-0.288675,-2.516941
4,27,0.000000,-0.313530,-2.781765
5,27,0.000000,-0.319465,-2.877343
6,27,0.000000,-0.318999,-2.900694
7,27,0.000000,-0.291685,-2.515761
8,27,0.000000,-0.311015,-2.515761
9,27,0.000000,-0.292748,-2.788496
10,27,0.000000,-0.314844,-2.944125
1,28,0.000000,0.296015,0.612730
2,28,0.000000,0.287557,0.863977
3,28,0.000000,0.287557,0.679615
4,28,0.000000,0.285438,0.743380
5,28,0.000000,0.285438,0.608235
6,28,0.000000,0.256686,0.568258
7,28,0.000000,0.256686,0.568258
8,28,0.000000,0.285076,0.740568
9,28,0.000000,0.285076,0.740568
10,28,0.000000,0.272104,0.548686
1,29,0.000000,0.615262,6.856298
2,29,0.000000,0.623820,7.048279
3,29,0.000000,0.623820,7.048279
4,29,0.000000,0.623820,7.048279
5,29,0.000000,0.604413,7.048279
6,29,0.000000,0.644691,7.048279
7,29,0.000000,0.644691,7.048279
8,29,0.000000,0.644691,7.048279
9,29,0.000000,0.630309,7.048279
10,29,0.000000,0.623158,7.088740
1,30,0.000000,-0.403923,-3.206059
2,30,0.000000,-0.403923,-3.206059
3,30,0.000000,-0.403923,-3.206059
4,30,0.000000,-0.443296,-3.424996
5,30,0.000000,-0.443296,-3.424996
6,30,0.000000,-0.393155,-3.416149
7,30,0.000000,-0.456029,-3.416149
8,30,0.000000,-0.437203,-3.529848
9,30,0.000000,-0.438809,-3.529848
10,30,0.000000,-0.438809,-3.529848
1,31,0.000000,0.502563,-7.003274
2,31,0.000000,0.519728,-7.040166
3,31,0.000000,0.468301,-6.874324
4,31,0.000000,0.470484,-7.039664
5,31,0.000000,0.459674,-7.107195
6,31,0.000000,0.459674,-7.107195
7,31,0.000000,0.459674,-7.107195
8,31,0.000000,0.459674,-7.107195
9,31,0.000000,0.463661,-6.964018
10,31,0.000000,0.459443,-7.106547
1,32,0.000000,0.385426,1.223417
2,32,0.000000,0.385426,1.223417
3,32,0.000000,0.375116,1.154440
4,32,0.000000,0.365940,1.096351
5,32,0.000000,0.371295,1.016214
6,32,0.000000,0.329492,0.923545
7,32,0.000000,0.329492,0.923545
8,32,0.000000,0.391909,1.449905
9,32,0.000000,0.412126,1.442640
10,32,0.000000,0.384073,0.868696
1,33,0.000000,-0.253171,1.428956
2,33,0.000000,-0.235924,1.428956
3,33,0.000000,-0.231351,1.916713
4,33,0.000000,-0.254267,1.916713
5,33,0.000000,-0.288553,2.410880
6,33,0.000000,-0.356729,1.926367
