id,p0_SAEM,alpha_SAEM,tau_SAEM,p0_mean,alpha_mean,tau_mean,p0_sd,alpha_sd,tau_sd
1,0.285774,0.029483,71.397675,0.285983,0.029431,71.420339,0.000000,0.001189,0.184545
2,0.285774,0.044713,73.401936,0.285983,0.044968,73.447653,0.000000,0.001117,0.140443
3,0.285774,0.021852,73.541840,0.285983,0.021649,73.577157,0.000000,0.000900,0.246056
4,0.285774,0.046214,62.443113,0.285983,0.046330,62.458629,0.000000,0.001379,0.158521
5,0.285774,0.029997,76.087870,0.285983,0.029925,76.082091,0.000000,0.000849,0.185398
6,0.285774,0.072758,59.981649,0.285983,0.073517,60.024384,0.000000,0.004885,0.443774
7,0.285774,0.039828,62.696318,0.285983,0.039712,62.717663,0.000000,0.000913,0.136145
8,0.285774,0.040126,58.252696,0.285983,0.040435,58.241544,0.000000,0.000954,0.170320
9,0.285774,0.044750,63.513090,0.285983,0.044547,63.514496,0.000000,0.001233,0.138245
10,0.285774,0.019344,76.994864,0.285983,0.019288,77.020360,0.000000,0.000711,0.213052
11,0.285774,0.082792,64.767249,0.285983,0.082879,64.750230,0.000000,0.004861,0.177657
12,0.285774,0.037218,75.267435,0.285983,0.037142,75.237103,0.000000,0.001171,0.165564
13,0.285774,0.056851,70.115710,0.285983,0.056490,70.068767,0.000000,0.001281,0.071799
14,0.285774,0.079849,67.754870,0.285983,0.079252,67.748076,0.000000,0.001843,0.116446
15,0.285774,0.049763,81.035864,0.285983,0.049805,81.068432,0.000000,0.002446,0.112099
16,0.285774,0.034420,58.414164,0.285983,0.034462,58.433052,0.000000,0.000963,0.208864
17,0.285774,0.047936,71.302972,0.285983,0.048063,71.322887,0.000000,0.001061,0.124426
18,0.285774,0.036313,57.482139,0.285983,0.036436,57.496642,0.000000,0.000842,0.196380
19,0.285774,0.038648,75.863571,0.285983,0.039016,75.926272,0.000000,0.000832,0.114243
20,0.285774,0.036489,64.178627,0.285983,0.036305,64.168567,0.000000,0.000754,0.155905
21,0.285774,0.040162,66.210498,0.285983,0.040066,66.180061,0.000000,0.001392,0.236248
22,0.285774,0.014520,78.774633,0.285983,0.013957,79.239750,0.000000,0.001006,0.716394
23,0.285774,0.027116,68.565971,0.285983,0.027331,68.594442,0.000000,0.000865,0.235661
24,0.285774,0.011108,79.484008,0.285983,0.010883,79.636410,0.000000,0.000659,0.622621
25,0.285774,0.029079,74.656856,0.285983,0.029083,74.674427,0.000000,0.001679,0.229912
26,0.285774,0.068812,74.805766,0.285983,0.069732,74.776496,0.000000,0.006247,0.267035
27,0.285774,0.026788,68.245110,0.285983,0.026990,68.315446,0.000000,0.000687,0.232538
28,0.285774,0.048003,71.748776,0.285983,0.047666,71.687407,0.000000,0.001145,0.175496
29,0.285774,0.068357,78.138844,0.285983,0.067994,78.123197,0.000000,0.001884,0.077801
30,0.285774,0.024091,67.625422,0.285983,0.024246,67.718609,0.000000,0.000668,0.278907
31,0.285774,0.059920,64.081371,0.285983,0.060520,64.121443,0.000000,0.001909,0.116781
32,0.285774,0.053132,72.228062,0.285983,0.052671,72.190183,0.000000,0.001634,0.133840
33,0.285774,0.028589,73.049264,0.285983,0.028308,73.088413,0.000000,0.001988,0.333832
34,0.285774,0.042108,66.440469,0.285983,0.042089,66.445990,0.000000,0.000765,0.096626
35,0.285774,0.041635,73.223068,0.285983,0.041399,73.218591,0.000000,0.001381,0.117905
36,0.285774,0.035011,67.933476,0.285983,0.034954,67.891430,0.000000,0.001017,0.183303
