id,eta_p0_SAEM,eta_alpha_SAEM,eta_tau_SAEM,eta_p0_mean,eta_alpha_mean,eta_tau_mean,eta_p0_sd,eta_alpha_sd,eta_tau_sd
1,0.000000,-0.217337,0.293735,0.000000,-0.219883,0.311054,0.000000,0.040565,0.184545
2,0.000000,0.199726,2.297996,0.000000,0.204533,2.338368,0.000000,0.024876,0.140443
3,0.000000,-0.516638,2.437900,0.000000,-0.527029,2.467873,0.000000,0.041856,0.246056
4,0.000000,0.232574,-8.660827,0.000000,0.234231,-8.650656,0.000000,0.029997,0.158521
5,0.000000,-0.199528,4.983931,0.000000,-0.202836,4.972806,0.000000,0.028379,0.185398
6,0.000000,0.685510,-11.122290,0.000000,0.694220,-11.084901,0.000000,0.065721,0.443774
7,0.000000,0.083977,-8.407621,0.000000,0.080262,-8.391622,0.000000,0.022999,0.136145
8,0.000000,0.091424,-12.851243,0.000000,0.098306,-12.867741,0.000000,0.023682,0.170320
9,0.000000,0.200388,-7.590849,0.000000,0.195051,-7.594789,0.000000,0.027630,0.138245
10,0.000000,-0.638644,5.890925,0.000000,-0.642321,5.911075,0.000000,0.036794,0.213052
11,0.000000,0.814805,-6.336691,0.000000,0.814544,-6.359055,0.000000,0.058549,0.177657
12,0.000000,0.015967,4.163496,0.000000,0.013143,4.127818,0.000000,0.031620,0.165564
13,0.000000,0.439969,-0.988229,0.000000,0.432688,-1.040518,0.000000,0.022680,0.071799
14,0.000000,0.779567,-3.349070,0.000000,0.771245,-3.361209,0.000000,0.023147,0.116446
15,0.000000,0.305246,9.931925,0.000000,0.305788,9.959148,0.000000,0.049246,0.112099
16,0.000000,-0.061971,-12.689776,0.000000,-0.061642,-12.676233,0.000000,0.027966,0.208864
17,0.000000,0.269273,0.199032,0.000000,0.271143,0.213602,0.000000,0.022000,0.124426
18,0.000000,-0.008475,-13.621800,0.000000,-0.005840,-13.612642,0.000000,0.023100,0.196380
19,0.000000,0.053866,4.759632,0.000000,0.062623,4.816987,0.000000,0.021272,0.114243
20,0.000000,-0.003472,-6.925312,0.000000,-0.009379,-6.940717,0.000000,0.020844,0.155905
21,0.000000,0.092199,-4.893441,0.000000,0.088809,-4.929223,0.000000,0.034648,0.236248
22,0.000000,-0.928092,7.670693,0.000000,-0.967710,8.130465,0.000000,0.072245,0.716394
23,0.000000,-0.300604,-2.537969,0.000000,-0.293606,-2.514843,0.000000,0.031683,0.235661
24,0.000000,-1.194720,8.380068,0.000000,-1.215713,8.527125,0.000000,0.060788,0.622621
25,0.000000,-0.232453,3.552917,0.000000,-0.232617,3.565143,0.000000,0.057621,0.229912
26,0.000000,0.626150,3.701827,0.000000,0.639412,3.667211,0.000000,0.091555,0.267035
27,0.000000,-0.312724,-2.858829,0.000000,-0.305974,-2.793838,0.000000,0.025420,0.232538
28,0.000000,0.270693,0.644836,0.000000,0.262812,0.578122,0.000000,0.024126,0.175496
29,0.000000,0.624203,7.034904,0.000000,0.617915,7.013912,0.000000,0.027580,0.077801
30,0.000000,-0.418776,-3.478518,0.000000,-0.413237,-3.390676,0.000000,0.027498,0.278907
31,0.000000,0.492365,-7.022569,0.000000,0.501363,-6.987842,0.000000,0.031533,0.116781
32,0.000000,0.371863,1.124123,0.000000,0.362472,1.080899,0.000000,0.030968,0.133840
33,0.000000,-0.249120,1.945325,0.000000,-0.260447,1.979128,0.000000,0.070574,0.333832
34,0.000000,0.139669,-4.663471,0.000000,0.138499,-4.663295,0.000000,0.018159,0.096626
35,0.000000,0.127993,2.119129,0.000000,0.121570,2.109306,0.000000,0.033570,0.117905
36,0.000000,-0.044988,-3.170464,0.000000,-0.047517,-3.217855,0.000000,0.028962,0.183303
37,0.000000,-0.335718,-7.382786,0.000000,-0.346050,-7.435939,0.000000,0.033060,0.261258
38,0.000000,0.607237,-4.219911,0.000000,0.605753,-4.187491,0.000000,0.038269,0.309347
39,0.000000,-0.071001,1.196169,0.000000,-0.078842,1.165182,0.000000,0.020386,0.191536
40,0.000000,0.594795,-6.251364,0.000000,0.601245,-6.260981,0.000000,0.025733,0.080429
41,0.000000,-0.344336,-1.572529,0.000000,-0.333364,-1.567863,0.000000,0.042396,0.171308
42,0.000000,0.911158,-1.792190,0.000000,0.905107,-1.827504,0.000000,0.018859,0.064014
43,0.000000,0.453304,0.256116,0.000000,0.451401,0.273107,0.000000,0.029748,0.131141
44,0.000000,0.086106,-11.361549,0.000000,0.089752,-11.323469,0.000000,0.030872,0.247133
45,0.000000,0.484418,-0.093899,0.000000,0.477382,-0.139588,0.000000,0.034833,0.152195
46,0.000000,0.158142,-3.809067,0.000000,0.156213,-3.814306,0.000000,0.019933,0.137517
47,0.000000,0.430210,-0.121239,0.000000,0.423268,-0.169981,0.000000,0.018849,0.070879
48,0.000000,-0.342710,3.757657,0.000000,-0.346047,3.772729,0.000000,0.023423,0.188305
49,0.000000,0.393777,3.760207,0.000000,0.392723,3.762096,0.000000,0.086861,0.131520
50,0.000000,0.573885,0.189362,0.000000,0.573213,0.198848,0.000000,0.017131,0.095785
51,0.000000,0.087645,-2.833083,0.000000,0.089095,-2.852186,0.000000,0.021166,0.131501
52,0.000000,0.414282,-4.655864,0.000000,0.412398,-4.654181,0.000000,0.018306,0.107522
53,0.000000,0.367058,-4.790925,0.000000,0.356344,-4.872199,0.000000,0.055789,0.384290
54,0.000000,-0.058095,2.528525,0.000000,-0.062879,2.489616,0.000000,0.023990,0.158203
55,0.000000,0.645221,-7.555374,0.000000,0.638312,-7.580363,0.000000,0.028027,0.111175
56,0.000000,0.503121,0.525973,0.000000,0.502315,0.531981,0.000000,0.035396,0.342138
57,0.000000,0.070141,-0.296347,0.000000,0.062097,-0.354819,0.000000,0.031557,0.193415
58,0.000000,-0.525737,-9.351853,0.000000,-0.529006,-9.405339,0.000000,0.028140,0.303157
59,0.000000,0.127770,6.468542,0.000000,0.131873,6.469046,0.000000,0.023958,0.159984
60,0.000000,0.660523,1.075493,0.000000,0.660806,1.093154,0.000000,0.031939,0.154897
61,0.000000,0.569834,-7.226509,0.000000,0.572792,-7.213966,0.000000,0.029430,0.071065
62,0.000000,0.810537,10.695637,0.000000,0.806374,10.672572,0.000000,0.039467,0.109931
63,0.000000,-0.623191,-5.757156,0.000000,-0.626720,-5.771976,0.000000,0.023679,0.307033
64,0.000000,0.047543,1.249100,0.000000,0.046735,1.224954,0.000000,0.024282,0.158687
65,0.000000,0.048477,8.297837,0.000000,0.041002,8.262544,0.000000,0.024937,0.121451
66,0.000000,0.608290,0.311696,0.000000,0.592746,0.245941,0.000000,0.027338,0.169470
67,0.000000,-0.212790,17.860661,0.000000,-0.045265,15.892714,0.000000,0.202785,2.633236
68,0.000000,-0.462118,4.472776,0.000000,-0.453673,4.543816,0.000000,0.033648,0.213607
69,0.000000,-0.239139,5.309578,0.000000,-0.225223,5.366583,0.000000,0.037735,0.209139
70,0.000000,-0.530503,4.831142,0.000000,-0.536897,4.853180,0.000000,0.024428,0.241926
71,0.000000,-0.854710,6.230195,0.000000,-0.865757,6.329287,0.000000,0.054074,0.337360
72,0.000000,-0.754898,-2.588272,0.000000,-0.757836,-2.602197,0.000000,0.036659,0.236937
73,0.000000,0.091831,-1.149865,0.000000,0.093541,-1.153245,0.000000,0.027972,0.188587
74,0.000000,0.221747,4.839693,0.000000,0.223417,4.830928,0.000000,0.028522,0.099810
75,0.000000,-0.659715,0.463264,0.000000,-0.661788,0.496932,0.000000,0.036169,0.211186
76,0.000000,0.124314,2.662289,0.000000,0.098062,2.788472,0.000000,0.105481,0.629744
77,0.000000,0.260477,-8.386522,0.000000,0.261621,-8.353324,0.000000,0.021313,0.192211
78,0.000000,0.581242,4.538997,0.000000,0.575673,4.511732,0.000000,0.032421,0.158607
79,0.000000,-0.426841,-3.051794,0.000000,-0.424763,-3.036134,0.000000,0.022885,0.183407
80,0.000000,0.510904,12.913865,0.000000,0.554973,13.006950,0.000000,0.283942,2.764377
81,0.000000,-0.391961,-7.225644,0.000000,-0.417922,-7.449526,0.000000,0.035614,0.314553
82,0.000000,-0.281414,0.442043,0.000000,-0.272707,0.430765,0.000000,0.040968,0.185055
83,0.000000,-0.235439,-0.214557,0.000000,-0.188075,-0.410813,0.000000,0.095423,0.454438
84,0.000000,-0.371157,-6.473852,0.000000,-0.362597,-6.380499,0.000000,0.053153,0.411990
85,0.000000,-0.991681,0.556508,0.000000,-1.065065,0.616900,0.000000,0.137747,0.302399
86,0.000000,0.296278,3.645158,0.000000,0.290350,3.612175,0.000000,0.024575,0.149634
87,0.000000,0.618328,-7.872613,0.000000,0.621727,-7.870008,0.000000,0.035559,0.095748
88,0.000000,-0.049806,-0.920412,0.000000,-0.052723,-0.948770,0.000000,0.029607,0.270665
89,0.000000,-0.056160,-12.979265,0.000000,-0.054096,-12.931115,0.000000,0.015843,0.132750
90,0.000000,0.364871,7.134888,0.000000,0.364544,7.103317,0.000000,0.048269,0.128491
91,0.000000,-0.114064,8.355631,0.000000,-0.064810,7.915247,0.000000,0.130109,1.222560
92,0.000000,-0.467434,-8.225637,0.000000,-0.460884,-8.174731,0.000000,0.027330,0.218255
93,0.000000,-0.127688,-9.692667,0.000000,-0.137527,-9.782373,0.000000,0.030417,0.301946
94,0.000000,0.019362,8.236942,0.000000,0.052693,8.358331,0.000000,0.057787,0.246286
95,0.000000,-0.108415,-6.632660,0.000000,-0.105035,-6.602571,0.000000,0.021520,0.168139
96,0.000000,0.216579,-4.124293,0.000000,0.208714,-4.147727,0.000000,0.032899,0.299249
97,0.000000,0.008804,0.754265,0.000000,0.021889,0.797093,0.000000,0.029838,0.170510
98,0.000000,0.413102,-8.275455,0.000000,0.423491,-8.214947,0.000000,0.029620,0.157289
99,0.000000,-0.090659,6.142263,0.000000,-0.087467,6.095800,0.000000,0.061992,0.340190
100,0.000000,0.350855,-3.144546,0.000000,0.365729,-3.074431,0.000000,0.027587,0.107796
101,0.000000,0.619438,-3.930722,0.000000,0.632938,-3.918800,0.000000,0.031607,0.104354
102,0.000000,-0.094532,5.879146,0.000000,-0.053865,5.358500,0.000000,0.109904,1.100325
103,0.000000,0.137102,10.143502,0.000000,0.134524,10.157325,0.000000,0.095307,0.556683
104,0.000000,0.454284,-4.952615,0.000000,0.444141,-4.975761,0.000000,0.018795,0.080964
105,0.000000,0.091938,10.114635,0.000000,0.052784,10.292612,0.000000,0.083070,0.383555
106,0.000000,1.196772,2.019813,0.000000,1.192263,1.972029,0.000000,0.033109,0.056634
107,0.000000,-0.686528,-12.590666,0.000000,-0.707085,-12.835718,0.000000,0.050882,0.625124
108,0.000000,0.692041,-2.881401,0.000000,0.694788,-2.887316,0.000000,0.094111,0.176608
109,0.000000,0.414078,-4.099699,0.000000,0.406404,-4.131518,0.000000,0.033765,0.125830
110,0.000000,-0.716349,-7.605649,0.000000,-0.693882,-7.397999,0.000000,0.056010,0.461481
111,0.000000,0.231509,-14.564747,0.000000,0.211639,-14.607284,0.000000,0.057631,0.154777
112,0.000000,-0.503010,-2.673268,0.000000,-0.491415,-2.604431,0.000000,0.047339,0.229774
113,0.000000,0.305846,-2.303919,0.000000,0.301100,-2.337860,0.000000,0.026980,0.133465
114,0.000000,-0.852726,-4.702812,0.000000,-0.845369,-4.678400,0.000000,0.054608,0.293997
115,0.000000,-0.150450,-1.102054,0.000000,-0.143512,-1.034629,0.000000,0.025906,0.216739
116,0.000000,0.221225,-8.272699,0.000000,0.218515,-8.299987,0.000000,0.025981,0.151023
117,0.000000,0.149013,9.123794,0.000000,0.131990,9.034738,0.000000,0.062115,0.215212
118,0.000000,-0.834706,12.945510,0.000000,-0.897002,13.750060,0.000000,0.105682,1.494514
119,0.000000,1.088886,-6.972201,0.000000,1.072563,-7.035639,0.000000,0.036320,0.120416
120,0.000000,0.455287,13.028289,0.000000,0.519172,12.661071,0.000000,0.166489,1.033449
