id,eta_p0_SAEM,eta_alpha_SAEM,eta_tau_SAEM,eta_p0_mean,eta_alpha_mean,eta_tau_mean,eta_p0_sd,eta_alpha_sd,eta_tau_sd
1,0.000000,-0.222437,0.394440,0.000000,-0.222939,0.399183,0.000000,0.038142,0.160299
2,0.000000,0.192846,2.085627,0.000000,0.193302,2.089301,0.000000,0.028071,0.132743
3,0.000000,-0.519573,2.792075,0.000000,-0.523382,2.793282,0.000000,0.040829,0.241212
4,0.000000,0.231042,-8.884439,0.000000,0.230508,-8.883746,0.000000,0.029592,0.149200
5,0.000000,-0.204284,5.044452,0.000000,-0.204783,5.033283,0.000000,0.030261,0.174434
6,0.000000,0.657631,-11.687896,0.000000,0.653563,-11.725122,0.000000,0.045281,0.304786
7,0.000000,0.082746,-8.519036,0.000000,0.083851,-8.520552,0.000000,0.023018,0.132526
8,0.000000,0.094998,-13.023752,0.000000,0.092925,-13.038821,0.000000,0.025359,0.187141
9,0.000000,0.198264,-7.792900,0.000000,0.193062,-7.830297,0.000000,0.028711,0.124544
10,0.000000,-0.639389,6.382369,0.000000,-0.637244,6.363117,0.000000,0.039329,0.230553
11,0.000000,0.817962,-6.802602,0.000000,0.822056,-6.809255,0.000000,0.066946,0.201260
12,0.000000,0.009653,4.071809,0.000000,0.008495,4.046545,0.000000,0.031543,0.168126
13,0.000000,0.431036,-1.360182,0.000000,0.437708,-1.334420,0.000000,0.020397,0.082160
14,0.000000,0.773951,-3.800557,0.000000,0.770619,-3.802058,0.000000,0.026385,0.133413
15,0.000000,0.304603,9.703332,0.000000,0.304514,9.699700,0.000000,0.056185,0.102971
16,0.000000,-0.065252,-12.738039,0.000000,-0.060905,-12.717399,0.000000,0.029408,0.205564
17,0.000000,0.271410,-0.047366,0.000000,0.274188,-0.015522,0.000000,0.022611,0.119459
18,0.000000,-0.006384,-13.700043,0.000000,-0.011670,-13.693036,0.000000,0.024815,0.180821
19,0.000000,0.052000,4.649190,0.000000,0.052045,4.642189,0.000000,0.023590,0.121904
20,0.000000,-0.010986,-7.067303,0.000000,-0.014173,-7.084269,0.000000,0.024157,0.182434
21,0.000000,0.081191,-5.084592,0.000000,0.081833,-5.083312,0.000000,0.030820,0.208516
22,0.000000,-0.945640,8.820246,0.000000,-0.944776,8.753602,0.000000,0.066310,0.766127
23,0.000000,-0.301328,-2.418078,0.000000,-0.297289,-2.385998,0.000000,0.031134,0.226751
24,0.000000,-1.217241,10.010768,0.000000,-1.202577,9.663202,0.000000,0.053424,0.636703
25,0.000000,-0.240511,3.668543,0.000000,-0.242023,3.674684,0.000000,0.058303,0.226734
26,0.000000,0.606263,3.381627,0.000000,0.614314,3.363093,0.000000,0.105192,0.342319
27,0.000000,-0.305246,-2.621500,0.000000,-0.309636,-2.648303,0.000000,0.027752,0.217786
28,0.000000,0.265733,0.379249,0.000000,0.262980,0.354677,0.000000,0.023027,0.163183
29,0.000000,0.613396,6.618069,0.000000,0.615711,6.618975,0.000000,0.025949,0.071898
30,0.000000,-0.414796,-3.145963,0.000000,-0.419206,-3.204402,0.000000,0.024948,0.262709
31,0.000000,0.495340,-7.340240,0.000000,0.497649,-7.341791,0.000000,0.029276,0.092268
32,0.000000,0.364864,0.811881,0.000000,0.365743,0.798440,0.000000,0.029161,0.154917
33,0.000000,-0.252949,1.990714,0.000000,-0.257055,2.011347,0.000000,0.065949,0.358368
34,0.000000,0.137386,-4.838298,0.000000,0.137509,-4.837471,0.000000,0.019227,0.094511
35,0.000000,0.117436,1.958160,0.000000,0.127706,1.932014,0.000000,0.031658,0.107626
36,0.000000,-0.049961,-3.240945,0.000000,-0.044454,-3.259956,0.000000,0.024566,0.193620
37,0.000000,-0.348953,-7.258352,0.000000,-0.350053,-7.281308,0.000000,0.034777,0.245430
38,0.000000,0.612400,-4.493157,0.000000,0.608389,-4.554351,0.000000,0.034174,0.306418
39,0.000000,-0.078122,1.195634,0.000000,-0.076546,1.170049,0.000000,0.024321,0.212333
40,0.000000,0.601650,-6.657572,0.000000,0.601255,-6.641027,0.000000,0.022561,0.065165
41,0.000000,-0.341471,-1.417996,0.000000,-0.335785,-1.414787,0.000000,0.036600,0.156916
42,0.000000,0.917447,-2.270334,0.000000,0.911283,-2.276808,0.000000,0.019864,0.068918
43,0.000000,0.449121,-0.047439,0.000000,0.452442,-0.047973,0.000000,0.029903,0.114703
44,0.000000,0.116054,-11.292250,0.000000,0.107750,-11.336556,0.000000,0.030804,0.212325
45,0.000000,0.480681,-0.452531,0.000000,0.489984,-0.413084,0.000000,0.032903,0.122892
46,0.000000,0.160184,-3.957347,0.000000,0.158842,-3.978048,0.000000,0.018866,0.131589
47,0.000000,0.429157,-0.444572,0.000000,0.430159,-0.430249,0.000000,0.017869,0.070383
48,0.000000,-0.341214,3.956143,0.000000,-0.341873,3.946263,0.000000,0.023447,0.165416
49,0.000000,0.376127,3.477241,0.000000,0.393425,3.472777,0.000000,0.086050,0.140446
50,0.000000,0.574316,-0.166526,0.000000,0.573057,-0.171713,0.000000,0.019488,0.121706
51,0.000000,0.094808,-2.946475,0.000000,0.088740,-2.977223,0.000000,0.024124,0.135164
52,0.000000,0.414828,-4.952771,0.000000,0.409720,-4.973473,0.000000,0.018944,0.091894
53,0.000000,0.390089,-4.906782,0.000000,0.417274,-4.756611,0.000000,0.086004,0.534458
54,0.000000,-0.058265,2.484435,0.000000,-0.058493,2.458648,0.000000,0.026447,0.174401
55,0.000000,0.631649,-8.000708,0.000000,0.632734,-7.994004,0.000000,0.022333,0.084300
56,0.000000,0.501446,0.173091,0.000000,0.507470,0.200597,0.000000,0.035261,0.316610
57,0.000000,0.059280,-0.482375,0.000000,0.055322,-0.511439,0.000000,0.027560,0.156134
58,0.000000,-0.528660,-8.999273,0.000000,-0.528428,-8.987852,0.000000,0.023571,0.234079
59,0.000000,0.130268,6.280975,0.000000,0.128969,6.282793,0.000000,0.026584,0.175008
60,0.000000,0.650241,0.683315,0.000000,0.653902,0.673353,0.000000,0.031071,0.146550
61,0.000000,0.558696,-7.616907,0.000000,0.562260,-7.585904,0.000000,0.032928,0.061745
