rep,id,p0,alpha,tau
1,1,0.310654,0.030719,72.338782
2,1,0.310654,0.030620,72.216190
3,1,0.310654,0.030902,72.157803
4,1,0.310654,0.031776,72.157803
5,1,0.310654,0.031903,72.107829
6,1,0.310654,0.031903,72.107829
7,1,0.310654,0.027414,72.106708
8,1,0.310654,0.027217,72.106708
9,1,0.310654,0.030219,72.393344
10,1,0.310654,0.029883,72.365806
1,2,0.310654,0.046999,73.787061
2,2,0.310654,0.046558,73.787061
3,2,0.310654,0.046342,73.926988
4,2,0.310654,0.045575,73.926988
5,2,0.310654,0.046666,73.966276
6,2,0.310654,0.049789,74.195465
7,2,0.310654,0.046773,74.195465
8,2,0.310654,0.049408,74.195465
9,2,0.310654,0.049408,74.195465
10,2,0.310654,0.048146,74.195465
1,3,0.310654,0.021853,74.461856
2,3,0.310654,0.023270,74.620906
3,3,0.310654,0.022371,74.919039
4,3,0.310654,0.022371,74.678468
5,3,0.310654,0.022504,74.920495
6,3,0.310654,0.023143,74.617513
7,3,0.310654,0.022760,74.523418
8,3,0.310654,0.024387,74.728398
9,3,0.310654,0.022823,74.601481
10,3,0.310654,0.023668,74.757461
1,4,0.310654,0.048919,63.309400
2,4,0.310654,0.048919,63.309400
3,4,0.310654,0.054128,63.374898
4,4,0.310654,0.054128,63.374898
5,4,0.310654,0.050810,62.913602
6,4,0.310654,0.048626,62.913602
7,4,0.310654,0.048113,63.012344
8,4,0.310654,0.046743,62.904920
9,4,0.310654,0.046743,62.721169
10,4,0.310654,0.048853,62.878446
1,5,0.310654,0.029898,76.888973
2,5,0.310654,0.030431,76.888973
3,5,0.310654,0.031138,77.067964
4,5,0.310654,0.031138,76.975020
5,5,0.310654,0.031647,76.924536
6,5,0.310654,0.031647,76.924536
7,5,0.310654,0.031647,76.924536
8,5,0.310654,0.029288,76.650369
9,5,0.310654,0.032073,76.824560
10,5,0.310654,0.032073,76.824560
1,6,0.311203,0.074421,60.018676
2,6,0.311203,0.070096,59.786238
3,6,0.311203,0.070096,59.846485
4,6,0.311203,0.072624,59.697302
5,6,0.311203,0.072459,60.133143
6,6,0.311203,0.072459,60.133143
7,6,0.311203,0.075317,60.124828
8,6,0.311203,0.077496,60.537290
9,6,0.311203,0.075792,59.978130
10,6,0.311203,0.070080,59.647813
1,7,0.310654,0.042456,63.393745
2,7,0.310654,0.041886,63.393745
3,7,0.310654,0.041886,63.384238
4,7,0.310654,0.042215,63.384238
5,7,0.310654,0.042215,63.384238
6,7,0.310654,0.042215,63.387178
7,7,0.310654,0.042215,63.387178
8,7,0.310654,0.042215,63.409623
9,7,0.310654,0.042215,63.373887
10,7,0.310654,0.042215,63.373887
1,8,0.310654,0.042724,58.591061
2,8,0.310654,0.042005,58.925847
3,8,0.310654,0.042005,58.925847
4,8,0.310654,0.041791,59.200637
5,8,0.310654,0.041767,58.835219
6,8,0.310654,0.042412,58.793420
7,8,0.310654,0.042412,58.780845
8,8,0.310654,0.042060,58.857831
9,8,0.310654,0.041496,58.600058
10,8,0.310654,0.041614,58.634566
1,9,0.309457,0.046556,63.988113
2,9,0.309457,0.046556,63.988113
3,9,0.309457,0.046574,64.039844
4,9,0.309457,0.046304,64.039844
