Tlag%V_abscissa,Tlag%V_spline,Tlag%V_regression,Tlag%alpha_abscissa,Tlag%alpha_spline,Tlag%alpha_regression,Tlag%beta_abscissa,Tlag%beta_spline,Tlag%beta_regression,Tlag%ka_abscissa,Tlag%ka_spline,Tlag%ka_regression,V%Tlag_abscissa,V%Tlag_spline,V%Tlag_regression,V%alpha_abscissa,V%alpha_spline,V%alpha_regression,V%beta_abscissa,V%beta_spline,V%beta_regression,V%ka_abscissa,V%ka_spline,V%ka_regression,alpha%Tlag_abscissa,alpha%Tlag_spline,alpha%Tlag_regression,alpha%V_abscissa,alpha%V_spline,alpha%V_regression,alpha%beta_abscissa,alpha%beta_spline,alpha%beta_regression,alpha%ka_abscissa,alpha%ka_spline,alpha%ka_regression,beta%Tlag_abscissa,beta%Tlag_spline,beta%Tlag_regression,beta%V_abscissa,beta%V_spline,beta%V_regression,beta%alpha_abscissa,beta%alpha_spline,beta%alpha_regression,beta%ka_abscissa,beta%ka_spline,beta%ka_regression,ka%Tlag_abscissa,ka%Tlag_spline,ka%Tlag_regression,ka%V_abscissa,ka%V_spline,ka%V_regression,ka%alpha_abscissa,ka%alpha_spline,ka%alpha_regression,ka%beta_abscissa,ka%beta_spline,ka%beta_regression
-0.695533,0.46933,0.412545,-0.363028,0.168976,0.349322,-0.0998449,0.351388,0.442411,-0.256929,0.404263,0.368093,-0.477361,0.234669,0.108567,-0.363028,0.107897,-0.0417485,-0.0998449,-0.0203412,0.0138356,-0.256929,0.0219473,0.0340642,-0.477361,-0.0838816,-0.064744,-0.695533,-0.109739,-0.159121,-0.0998449,-0.093449,-0.0201776,-0.256929,-0.097653,-0.072211,-0.477361,0.0296204,0.0227989,-0.695533,-0.00348663,0.00303975,-0.363028,0.0349984,0.0316678,-0.256929,0.00796261,0.0195408,-0.477361,-0.0568006,0.10396,-0.695533,-0.172926,-0.195782,-0.363028,-0.10757,0.0360973,-0.0998449,0.202382,0.0987416
-0.667095,0.458987,0.409203,-0.350489,0.150354,0.348085,-0.0951467,0.343304,0.437535,-0.214558,0.421391,0.361666,-0.415553,0.220295,0.107075,-0.350489,0.129901,-0.0361608,-0.0951467,-0.00840397,0.0168495,-0.214558,0.0223751,0.0414947,-0.415553,-0.0912365,-0.0650671,-0.667095,-0.0977302,-0.155852,-0.0951467,-0.0867419,-0.0221236,-0.214558,-0.109964,-0.0717675,-0.415553,0.0293674,0.0224124,-0.667095,-0.00374239,0.00357496,-0.350489,0.0366063,0.031077,-0.214558,0.0120206,0.0193081,-0.415553,-0.0511083,0.100408,-0.667095,-0.167128,-0.186582,-0.350489,-0.105868,0.0370361,-0.0951467,0.18643,0.0971194
-0.638657,0.448644,0.405861,-0.33795,0.131732,0.346848,-0.0904486,0.335533,0.432659,-0.172186,0.435067,0.355238,-0.353745,0.205922,0.105583,-0.33795,0.151906,-0.0305731,-0.0904486,0.00337536,0.0198634,-0.172186,0.0257692,0.0489252,-0.353745,-0.0985914,-0.0653901,-0.638657,-0.0857212,-0.152584,-0.0904486,-0.0799438,-0.0240697,-0.172186,-0.120102,-0.0713239,-0.353745,0.0291144,0.0220259,-0.638657,-0.00399815,0.00411017,-0.33795,0.0382142,0.0304863,-0.172186,0.0157368,0.0190754,-0.353745,-0.045416,0.0968557,-0.638657,-0.161329,-0.177382,-0.33795,-0.104166,0.0379749,-0.0904486,0.170218,0.0954972
-0.610219,0.4383,0.402518,-0.32541,0.120579,0.34561,-0.0857504,0.328576,0.427783,-0.129815,0.447232,0.348811,-0.291937,0.191548,0.104091,-0.32541,0.168604,-0.0249854,-0.0857504,0.0147246,0.0228774,-0.129815,0.0302987,0.0563557,-0.291937,-0.105946,-0.0657132,-0.610219,-0.0737122,-0.149315,-0.0857504,-0.0730302,-0.0260158,-0.129815,-0.129364,-0.0708804,-0.291937,0.0288615,0.0216394,-0.610219,-0.00425391,0.00464538,-0.32541,0.0395147,0.0298955,-0.129815,0.0192564,0.0188427,-0.291937,-0.0397237,0.0933035,-0.610219,-0.15553,-0.168183,-0.32541,-0.09923,0.0389137,-0.0857504,0.153566,0.093875
-0.581781,0.428563,0.399176,-0.312871,0.117006,0.344373,-0.0810522,0.322035,0.422907,-0.0874437,0.451068,0.342384,-0.230129,0.177175,0.102599,-0.312871,0.180641,-0.0193977,-0.0810522,0.0258435,0.0258913,-0.0874437,0.0409059,0.0637862,-0.230129,-0.113301,-0.0660362,-0.581781,-0.0635574,-0.146047,-0.0810522,-0.0661248,-0.0279619,-0.0874437,-0.133846,-0.0704369,-0.230129,0.0286085,0.0212529,-0.581781,-0.0043823,0.00518059,-0.312871,0.0403542,0.0293047,-0.0874437,0.0216498,0.0186101,-0.230129,-0.0340314,0.0897512,-0.581781,-0.149845,-0.158983,-0.312871,-0.0919234,0.0398525,-0.0810522,0.136822,0.0922528
-0.553343,0.418843,0.395834,-0.300331,0.114238,0.343136,-0.0763541,0.317865,0.418031,-0.0450723,0.452242,0.335957,-0.168321,0.162802,0.101107,-0.300331,0.192271,-0.01381,-0.0763541,0.0356247,0.0289052,-0.0450723,0.0533229,0.0712167,-0.168321,-0.120656,-0.0663593,-0.553343,-0.0534564,-0.142778,-0.0763541,-0.0594183,-0.029908,-0.0450723,-0.136781,-0.0699933,-0.168321,0.0283555,0.0208664,-0.553343,-0.00450701,0.0057158,-0.300331,0.0411262,0.0287139,-0.0450723,0.0236664,0.0183774,-0.168321,-0.0283391,0.086199,-0.553343,-0.144162,-0.149783,-0.300331,-0.0844779,0.0407912,-0.0763541,0.119858,0.0906306
-0.524905,0.4095,0.392492,-0.287792,0.118539,0.341899,-0.0716559,0.313695,0.413155,-0.00270094,0.443746,0.329529,-0.106513,0.148277,0.0996153,-0.287792,0.200526,-0.00822227,-0.0716559,0.0454059,0.0319191,-0.00270094,0.0723094,0.0786472,-0.106513,-0.127984,-0.0666823,-0.524905,-0.0440287,-0.139509,-0.0716559,-0.0527117,-0.0318541,-0.00270094,-0.134097,-0.0695498,-0.106513,0.0281052,0.0204798,-0.524905,-0.0045792,0.00625101,-0.287792,0.0412685,0.0281231,-0.00270094,0.0243145,0.0181447,-0.106513,-0.0225659,0.0826468,-0.524905,-0.138494,-0.140583,-0.287792,-0.0760436,0.04173,-0.0716559,0.102893,0.0890084
-0.496467,0.400716,0.389149,-0.275253,0.123221,0.340662,-0.0669577,0.309525,0.40828,0.0396704,0.435249,0.323102,-0.0447051,0.128414,0.0981234,-0.275253,0.208598,-0.00263457,-0.0669577,0.0551872,0.034933,0.0396704,0.0912959,0.0860777,-0.0447051,-0.134248,-0.0670054,-0.496467,-0.0356015,-0.136241,-0.0669577,-0.0460052,-0.0338002,0.0396704,-0.131414,-0.0691062,-0.0447051,0.0279473,0.0200933,-0.496467,-0.00457337,0.00678622,-0.275253,0.0413768,0.0275323,0.0396704,0.0249626,0.017912,-0.0447051,-0.013938,0.0790945,-0.496467,-0.132846,-0.131384,-0.275253,-0.067556,0.0426688,-0.0669577,0.0859287,0.0873861
-0.468029,0.39273,0.385807,-0.262713,0.132694,0.339425,-0.0622596,0.305355,0.403404,0.0820418,0.426753,0.316675,0.0171029,0.108314,0.0966314,-0.262713,0.214478,0.00295313,-0.0622596,0.0649684,0.0379469,0.0820418,0.110282,0.0935082,0.0171029,-0.139563,-0.0673284,-0.468029,-0.0282796,-0.132972,-0.0622596,-0.0392987,-0.0357462,0.0820418,-0.12873,-0.0686627,0.0171029,0.0277594,0.0197068,-0.468029,-0.00447412,0.00732144,-0.262713,0.0410385,0.0269415,0.0820418,0.0256107,0.0176794,0.0171029,-0.00526445,0.0755423,-0.468029,-0.127191,-0.122184,-0.262713,-0.0585195,0.0436076,-0.0622596,0.0689642,0.0857639
-0.439591,0.386494,0.382465,-0.250174,0.149949,0.338187,-0.0575614,0.303579,0.398528,0.124413,0.418257,0.310247,0.0789109,0.0883672,0.0951395,-0.250174,0.216792,0.00854083,-0.0575614,0.0733687,0.0409608,0.124413,0.129269,0.100939,0.0789109,-0.144557,-0.0676515,-0.439591,-0.0231597,-0.129704,-0.0575614,-0.0329807,-0.0376923,0.124413,-0.126047,-0.0682192,0.0789109,0.0275555,0.0193203,-0.439591,-0.00418242,0.00785665,-0.250174,0.0399383,0.0263507,0.124413,0.0262589,0.0174467,0.0789109,0.00329522,0.07199,-0.439591,-0.121492,-0.112984,-0.250174,-0.048679,0.0445464,-0.0575614,0.0521476,0.0841417
-0.411153,0.380258,0.379123,-0.237634,0.175029,0.33695,-0.0528632,0.303841,0.393652,0.166785,0.404879,0.30382,0.140719,0.0689877,0.0936475,-0.237634,0.215439,0.0141285,-0.0528632,0.0805845,0.0439747,0.166785,0.151247,0.108369,0.140719,-0.148367,-0.0679745,-0.411153,-0.0180398,-0.126435,-0.0528632,-0.0270499,-0.0396384,0.166785,-0.120432,-0.0677756,0.140719,0.0272929,0.0189338,-0.411153,-0.00389071,0.00839186,-0.237634,0.0380427,0.02576,0.166785,0.0261888,0.017214,0.140719,0.011435,0.0684378,-0.411153,-0.115794,-0.103784,-0.237634,-0.0380447,0.0454851,-0.0528632,0.0355687,0.0825195
-0.382715,0.374022,0.37578,-0.225095,0.200109,0.335713,-0.0481651,0.305093,0.388776,0.209156,0.387312,0.297393,0.202527,0.0509376,0.0921555,-0.225095,0.214086,0.0197162,-0.0481651,0.0872204,0.0469886,0.209156,0.175594,0.1158,0.202527,-0.150804,-0.0682976,-0.382715,-0.0129199,-0.123167,-0.0481651,-0.0213373,-0.0415845,0.209156,-0.112242,-0.0673321,0.202527,0.0269454,0.0185473,-0.382715,-0.003599,0.00892707,-0.225095,0.036147,0.0251692,0.209156,0.0254856,0.0169813,0.202527,0.0187165,0.0648856,-0.382715,-0.110095,-0.0945847,-0.225095,-0.0274105,0.0464239,-0.0481651,0.0191648,0.0808973
-0.354277,0.367785,0.372438,-0.212556,0.225189,0.334476,-0.0434669,0.308128,0.3839,0.251527,0.368329,0.290965,0.264335,0.0349949,0.0906636,-0.212556,0.212733,0.0253039,-0.0434669,0.0928112,0.0500025,0.251527,0.200512,0.12323,0.264335,-0.151615,-0.0686206,-0.354277,-0.00779998,-0.119898,-0.0434669,-0.0160309,-0.0435306,0.251527,-0.103114,-0.0668885,0.264335,0.0264841,0.0181607,-0.354277,-0.00330729,0.00946228,-0.212556,0.0342514,0.0245784,0.251527,0.0245491,0.0167487,0.264335,0.024687,0.0613333,-0.354277,-0.104396,-0.085385,-0.212556,-0.0167763,0.0473627,-0.0434669,0.00311393,0.0792751
-0.325839,0.364209,0.369096,-0.200016,0.250269,0.333239,-0.0387688,0.31314,0.379024,0.293899,0.347895,0.284538,0.326143,0.0208709,0.0891716,-0.200016,0.21138,0.0308916,-0.0387688,0.0972771,0.0530164,0.293899,0.225289,0.130661,0.326143,-0.151104,-0.0689437,-0.325839,-0.00559807,-0.116629,-0.0387688,-0.0112236,-0.0454767,0.293899,-0.0928119,-0.066445,0.326143,0.0259278,0.0177742,-0.325839,-0.0027469,0.00999749,-0.200016,0.0323557,0.0239876,0.293899,0.0233124,0.016516,0.326143,0.0295337,0.0577811,-0.325839,-0.0985814,-0.0761852,-0.200016,-0.00614203,0.0483015,-0.0387688,-0.0122651,0.0776529
-0.297401,0.361386,0.365753,-0.187477,0.275366,0.332002,-0.0340706,0.319463,0.374148,0.33627,0.327173,0.278111,0.387951,0.0080401,0.0876797,-0.187477,0.210019,0.0364793,-0.0340706,0.101022,0.0560303,0.33627,0.249931,0.138091,0.387951,-0.14979,-0.0692667,-0.297401,-0.00416546,-0.113361,-0.0340706,-0.00677133,-0.0474227,0.33627,-0.0822448,-0.0660015,0.387951,0.0253091,0.0173877,-0.297401,-0.00211355,0.0105327,-0.187477,0.0304581,0.0233968,0.33627,0.0220069,0.0162833,0.387951,0.0335934,0.0542289,-0.297401,-0.0927269,-0.0669855,-0.187477,0.0044943,0.0492403,-0.0340706,-0.0270215,0.0760306
-0.268963,0.360276,0.362411,-0.174937,0.30736,0.330764,-0.0293724,0.328096,0.369272,0.378641,0.306451,0.271684,0.449759,-0.00127073,0.0861877,-0.174937,0.204783,0.042067,-0.0293724,0.103589,0.0590442,0.378641,0.274573,0.145522,0.449759,-0.146289,-0.0695898,-0.268963,-0.00445495,-0.110092,-0.0293724,-0.00303373,-0.0493688,0.378641,-0.0716777,-0.0655579,0.449759,0.0245204,0.0170012,-0.268963,-0.00130721,0.0110679,-0.174937,0.0277501,0.022806,0.378641,0.0207015,0.0160507,0.449759,0.0355111,0.0506766,-0.268963,-0.0867459,-0.0577858,-0.174937,0.0160289,0.050179,-0.0293724,-0.0400144,0.0744084
-0.240525,0.360654,0.359069,-0.162398,0.339974,0.329527,-0.0246743,0.337311,0.364396,0.421013,0.28579,0.265256,0.511567,-0.00687245,0.0846958,-0.162398,0.198796,0.0476547,-0.0246743,0.10586,0.0620581,0.421013,0.29877,0.152952,0.511567,-0.140704,-0.0699128,-0.240525,-0.00631513,-0.106824,-0.0246743,0.000524279,-0.0513149,0.421013,-0.0610275,-0.0651144,0.511567,0.0235609,0.0166147,-0.240525,-0.000327531,0.0116031,-0.162398,0.0249013,0.0222152,0.421013,0.0193708,0.015818,0.511567,0.0351924,0.0471244,-0.240525,-0.0805913,-0.048586,-0.162398,0.0277711,0.0511178,-0.0246743,-0.0525643,0.0727862
-0.212087,0.361032,0.355727,-0.149859,0.372521,0.32829,-0.0199761,0.34791,0.35952,0.463384,0.267127,0.258829,0.573375,-0.00862052,0.0832038,-0.149859,0.192426,0.0532424,-0.0199761,0.107489,0.065072,0.463384,0.319253,0.160383,0.573375,-0.133061,-0.0702359,-0.212087,-0.00817531,-0.103555,-0.0199761,0.00359467,-0.053261,0.463384,-0.050845,-0.0646708,0.573375,0.0224277,0.0162282,-0.212087,0.000652146,0.0121383,-0.149859,0.0219897,0.0216244,0.463384,0.0181244,0.0155853,0.573375,0.0326047,0.0435722,-0.212087,-0.0744367,-0.0393863,-0.149859,0.0396366,0.0520566,-0.0199761,-0.0636085,0.071164
-0.183649,0.361757,0.352384,-0.137319,0.403983,0.327053,-0.0152779,0.360375,0.354644,0.505755,0.249655,0.252402,0.635183,-0.00719005,0.0817118,-0.137319,0.185714,0.0588301,-0.0152779,0.108292,0.0680859,0.505755,0.338097,0.167813,0.635183,-0.123809,-0.0705589,-0.183649,-0.010646,-0.100286,-0.0152779,0.00597101,-0.0552071,0.505755,-0.0411099,-0.0642273,0.635183,0.0211538,0.0158417,-0.183649,0.00173151,0.0126735,-0.137319,0.0190453,0.0210337,0.505755,0.0169766,0.0153526,0.635183,0.0282681,0.0400199,-0.183649,-0.0680952,-0.0301866,-0.137319,0.0516602,0.0529954,-0.0152779,-0.0723502,0.0695418
-0.155211,0.363449,0.349042,-0.12478,0.434555,0.325816,-0.0105798,0.374071,0.349769,0.548127,0.232183,0.245974,0.696991,-0.00291293,0.0802199,-0.12478,0.179029,0.0644178,-0.0105798,0.108598,0.0710999,0.548127,0.356941,0.175244,0.696991,-0.1132,-0.070882,-0.155211,-0.0148151,-0.0970179,-0.0105798,0.00784383,-0.0571532,0.548127,-0.0313748,-0.0637838,0.696991,0.019756,0.0154551,-0.155211,0.00308818,0.0132088,-0.12478,0.0161258,0.0204429,0.548127,0.0158287,0.01512,0.696991,0.0224925,0.0364677,-0.155211,-0.0612338,-0.0209868,-0.12478,0.0637167,0.0539342,-0.0105798,-0.0792298,0.0679196
-0.126773,0.36514,0.3457,-0.11224,0.463251,0.324579,-0.0058816,0.389227,0.344893,0.590498,0.214711,0.239547,0.758799,0.00400084,0.0787279,-0.11224,0.172437,0.0700055,-0.0058816,0.108366,0.0741138,0.590498,0.375784,0.182674,0.758799,-0.101447,-0.071205,-0.126773,-0.0189842,-0.0937493,-0.0058816,0.00907278,-0.0590992,0.590498,-0.0216397,-0.0633402,0.758799,0.0182467,0.0150686,-0.126773,0.00444484,0.013744,-0.11224,0.0132651,0.0198521,0.590498,0.0146809,0.0148873,0.758799,0.0155561,0.0329155,-0.126773,-0.0543723,-0.0117871,-0.11224,0.0758307,0.0548729,-0.0058816,-0.0835473,0.0662974
-0.0983346,0.366832,0.342358,-0.0997009,0.485741,0.323341,-0.00118344,0.405732,0.340017,0.632869,0.202407,0.23312,0.820607,0.0130573,0.077236,-0.0997009,0.166931,0.0755932,-0.00118344,0.107689,0.0771277,0.632869,0.388547,0.190105,0.820607,-0.0888912,-0.0715281,-0.0983346,-0.0231533,-0.0904807,-0.00118344,0.00965591,-0.0610453,0.632869,-0.0141517,-0.0628967,0.820607,0.0166502,0.0146821,-0.0983346,0.00580151,0.0142792,-0.0997009,0.0107299,0.0192613,0.632869,0.0140481,0.0146546,0.820607,0.00786791,0.0293632,-0.0983346,-0.0475108,-0.00258736,-0.0997009,0.0878909,0.0558117,-0.00118344,-0.0851183,0.0646751
-0.0698966,0.367827,0.339015,-0.0871615,0.506207,0.322104,0.00351473,0.424256,0.335141,0.675241,0.192185,0.226692,0.882415,0.0239767,0.075744,-0.0871615,0.161797,0.0811809,0.00351473,0.106485,0.0801416,0.675241,0.398997,0.197535,0.882415,-0.0757967,-0.0718511,-0.0698966,-0.0281151,-0.0872121,0.00351473,0.00914349,-0.0629914,0.675241,-0.00760833,-0.0624531,0.882415,0.0149823,0.0142956,-0.0698966,0.00744771,0.0148144,-0.0871615,0.00830364,0.0186705,0.675241,0.0136342,0.0144219,0.882415,-0.00023097,0.025811,-0.0698966,-0.0398149,0.00661237,-0.0871615,0.0999279,0.0567505,0.00351473,-0.0816063,0.0630529
-0.0414585,0.368664,0.335673,-0.0746221,0.526674,0.320867,0.00821289,0.443854,0.330265,0.717612,0.186001,0.220265,0.944223,0.036142,0.0742521,-0.0746221,0.156664,0.0867686,0.00821289,0.105031,0.0831555,0.717612,0.405104,0.204966,0.944223,-0.0625388,-0.0721742,-0.0414585,-0.0331281,-0.0839436,0.00821289,0.0080196,-0.0649375,0.717612,-0.00294015,-0.0620096,0.944223,0.0132719,0.0139091,-0.0414585,0.00912822,0.0153496,-0.0746221,0.00587742,0.0180797,0.717612,0.013657,0.0141893,0.944223,-0.0083056,0.0222588,-0.0414585,-0.0320073,0.0158121,-0.0746221,0.111965,0.0576893,0.00821289,-0.0751741,0.0614307
-0.0130205,0.368123,0.332331,-0.0620826,0.543518,0.31963,0.0129111,0.463452,0.325389,0.759984,0.18421,0.213838,1.00603,0.0493378,0.0727601,-0.0620826,0.152352,0.0923563,0.0129111,0.103578,0.0861694,0.759984,0.406558,0.212396,1.00603,-0.0494569,-0.0724972,-0.0130205,-0.0381116,-0.080675,0.0129111,0.00689571,-0.0668836,0.759984,-0.000393814,-0.0615661,1.00603,0.011535,0.0135226,-0.0130205,0.0109939,0.0158848,-0.0620826,0.00367266,0.0174889,0.759984,0.0141688,0.0139566,1.00603,-0.0158875,0.0187065,-0.0130205,-0.0235065,0.0250118,-0.0620826,0.123912,0.0586281,0.0129111,-0.0687418,0.0598085
0.0154175,0.366797,0.328989,-0.0495432,0.55184,0.318393,0.0176092,0.484271,0.320513,0.802355,0.185704,0.20741,1.06784,0.0629276,0.0712682,-0.0495432,0.149972,0.097944,0.0176092,0.101939,0.0891833,0.802355,0.404534,0.219827,1.06784,-0.0364972,-0.0728203,0.0154175,-0.0429646,-0.0774064,0.0176092,0.00492128,-0.0688297,0.802355,0.000565842,-0.0611225,1.06784,0.00978943,0.013136,0.0154175,0.0129373,0.01642,-0.0495432,0.00198886,0.0168981,0.802355,0.0150465,0.0137239,1.06784,-0.0231977,0.0151543,0.0154175,-0.0146795,0.0342116,-0.0495432,0.135646,0.0595668,0.0176092,-0.0580764,0.0581863
0.0438556,0.363305,0.325646,-0.0370038,0.556507,0.317156,0.0223074,0.50623,0.315637,0.844726,0.18776,0.200983,1.12965,0.0765859,0.0697762,-0.0370038,0.148502,0.103532,0.0223074,0.100127,0.0921972,0.844726,0.401881,0.227257,1.12965,-0.0250877,-0.0731433,0.0438556,-0.0472973,-0.0741378,0.0223074,0.00215229,-0.0707757,0.844726,0.00123732,-0.060679,1.12965,0.00808412,0.0127495,0.0438556,0.0150566,0.0169552,-0.0370038,0.00054221,0.0163074,0.844726,0.0159873,0.0134913,1.12965,-0.0281381,0.0116021,0.0438556,-0.00504757,0.0434113,-0.0370038,0.147263,0.0605056,0.0223074,-0.0434564,0.0565641
0.0722936,0.359025,0.322304,-0.0244644,0.551488,0.315918,0.0270056,0.528411,0.310761,0.887098,0.195031,0.194556,1.19145,0.0902519,0.0682842,-0.0244644,0.149493,0.109119,0.0270056,0.0984322,0.0952111,0.887098,0.39337,0.234688,1.19145,-0.0138528,-0.0734664,0.0722936,-0.0513898,-0.0708692,0.0270056,-0.00157352,-0.0727218,0.887098,-0.000777695,-0.0602354,1.19145,0.00638336,0.012363,0.0722936,0.0172275,0.0174904,-0.0244644,-0.000264314,0.0157166,0.887098,0.017515,0.0132586,1.19145,-0.0328114,0.00804983,0.0722936,0.00484655,0.052611,-0.0244644,0.158497,0.0614444,0.0270056,-0.0247014,0.0549419
0.100732,0.352533,0.318962,-0.011925,0.543553,0.314681,0.0317037,0.550224,0.305885,0.929469,0.205062,0.188129,1.25326,0.103196,0.0667923,-0.011925,0.151226,0.114707,0.0317037,0.0968933,0.098225,0.929469,0.38148,0.242118,1.25326,-0.00372456,-0.0737894,0.100732,-0.0547829,-0.0676007,0.0317037,-0.0056573,-0.0746679,0.929469,-0.00433829,-0.0597919,1.25326,0.00473482,0.0119765,0.100732,0.0195371,0.0180257,-0.011925,-0.000873344,0.0151258,0.929469,0.0193566,0.0130259,1.25326,-0.0359614,0.0044976,0.100732,0.0154614,0.0618108,-0.011925,0.169543,0.0623832,0.0317037,-0.00470879,0.0533196
0.12917,0.343669,0.31562,0.000614409,0.527996,0.313444,0.0364019,0.570835,0.301009,0.97184,0.217912,0.181701,1.31507,0.113551,0.0653003,0.000614409,0.154868,0.120295,0.0364019,0.0957646,0.101239,0.97184,0.365721,0.249549,1.31507,0.00243097,-0.0741125,0.12917,-0.0573338,-0.0643321,0.0364019,-0.0103719,-0.076614,0.97184,-0.00966391,-0.0593484,1.31507,0.00327374,0.01159,0.12917,0.0219731,0.0185609,0.000614409,-0.000954594,0.014535,0.97184,0.0215237,0.0127932,1.31507,-0.0336429,0.000945363,0.12917,0.0267941,0.0710105,0.000614409,0.179833,0.063322,0.0364019,0.0170863,0.0516974
0.157608,0.332085,0.312277,0.0131538,0.509552,0.312207,0.0411,0.588581,0.296133,1.01421,0.232365,0.175274,1.37688,0.123905,0.0638084,0.0131538,0.159211,0.125883,0.0411,0.095454,0.104253,1.01421,0.34758,0.256979,1.37688,0.0085865,-0.0744355,0.157608,-0.0588474,-0.0610635,0.0411,-0.0157057,-0.0785601,1.01421,-0.0160736,-0.0589048,1.37688,0.00181266,0.0112035,0.157608,0.024537,0.0190961,0.0131538,-0.000828065,0.0139442,1.01421,0.0238783,0.0125606,1.37688,-0.0313244,-0.00260687,0.157608,0.0389077,0.0802102,0.0131538,0.189654,0.0642608,0.0411,0.0394952,0.0500752
0.186046,0.318094,0.308935,0.0256932,0.484923,0.31097,0.0457982,0.604928,0.291257,1.05658,0.246889,0.168847,1.43869,0.134259,0.0623164,0.0256932,0.164971,0.13147,0.0457982,0.0955298,0.107267,1.05658,0.329311,0.26441,1.43869,0.014742,-0.0747586,0.186046,-0.0593908,-0.0577949,0.0457982,-0.0212698,-0.0805062,1.05658,-0.0225411,-0.0584613,1.43869,0.000351581,0.0108169,0.186046,0.0271987,0.0196313,0.0256932,-0.000225521,0.0133534,1.05658,0.0262412,0.0123279,1.43869,-0.0290059,-0.00615911,0.186046,0.0516947,0.08941,0.0256932,0.197768,0.0651995,0.0457982,0.0619041,0.048453
0.214484,0.301829,0.305593,0.0382326,0.458946,0.309733,0.0504964,0.617472,0.286382,1.09895,0.263511,0.162419,1.50049,0.142434,0.0608245,0.0382326,0.171027,0.137058,0.0504964,0.0966039,0.110281,1.09895,0.307202,0.27184,1.50049,0.0183791,-0.0750816,0.214484,-0.0589432,-0.0545264,0.0504964,-0.0271701,-0.0824523,1.09895,-0.0307497,-0.0580177,1.50049,-0.000973586,0.0104304,0.214484,0.0299239,0.0201665,0.0382326,0.000485192,0.0127626,1.09895,0.0288578,0.0120952,1.50049,-0.0233508,-0.00971134,0.214484,0.0651499,0.0986097,0.0382326,0.205406,0.0661383,0.0504964,0.0831068,0.0468308
0.242922,0.283241,0.30225,0.0507721,0.432695,0.308495,0.0551945,0.626901,0.281506,1.14133,0.280885,0.155992,1.5623,0.147373,0.0593325,0.0507721,0.177133,0.142646,0.0551945,0.0984959,0.113295,1.14133,0.281701,0.279271,1.5623,0.0183364,-0.0754047,0.242922,-0.0572658,-0.0512578,0.0551945,-0.033346,-0.0843983,1.14133,-0.0404787,-0.0575742,1.5623,-0.00209765,0.0100439,0.242922,0.0326238,0.0207017,0.0507721,0.00122155,0.0121718,1.14133,0.0315892,0.0118625,1.5623,-0.0128492,-0.0132636,0.242922,0.0794069,0.107809,0.0507721,0.212864,0.0670771,0.0551945,0.103321,0.0452086
0.27136,0.264294,0.298908,0.0633115,0.403202,0.307258,0.0598927,0.632209,0.27663,1.1837,0.298329,0.149565,1.62411,0.149135,0.0578405,0.0633115,0.183785,0.148233,0.0598927,0.101433,0.116308,1.1837,0.255884,0.286701,1.62411,0.0150062,-0.0757277,0.27136,-0.0553678,-0.0479892,0.0598927,-0.0396855,-0.0863444,1.1837,-0.0503493,-0.0571307,1.62411,-0.00302018,0.0096574,0.27136,0.0353072,0.0212369,0.0633115,0.00227827,0.0115811,1.1837,0.0343312,0.0116299,1.62411,0.00168438,-0.0168158,0.27136,0.0938048,0.117009,0.0633115,0.217801,0.0680159,0.0598927,0.121393,0.0435863
0.299798,0.244263,0.295566,0.0758509,0.373193,0.306021,0.0645909,0.633388,0.271754,1.22607,0.315774,0.143137,1.68592,0.150086,0.0563486,0.0758509,0.190276,0.153821,0.0645909,0.105418,0.119322,1.22607,0.230068,0.294132,1.68592,0.0108826,-0.0760508,0.299798,-0.0525208,-0.0447206,0.0645909,-0.0461876,-0.0882905,1.22607,-0.0602199,-0.0566871,1.68592,-0.00388892,0.00927089,0.299798,0.0378233,0.0217721,0.0758509,0.00347509,0.0109903,1.22607,0.0370732,0.0113972,1.68592,0.0171131,-0.020368,0.299798,0.108786,0.126209,0.0758509,0.220292,0.0689547,0.0645909,0.137312,0.0419641
0.328236,0.224503,0.292224,0.0883903,0.343184,0.304784,0.069289,0.627342,0.266878,1.26844,0.332584,0.13671,1.74773,0.148074,0.0548566,0.0883903,0.196767,0.159409,0.069289,0.111204,0.122336,1.26844,0.202416,0.301562,1.74773,0.00395552,-0.0763738,0.328236,-0.048963,-0.041452,0.069289,-0.0527963,-0.0902366,1.26844,-0.0708972,-0.0562436,1.74773,-0.00455599,0.00888437,0.328236,0.0399883,0.0223073,0.0883903,0.00467192,0.0103995,1.26844,0.0397739,0.0111645,1.74773,0.0355289,-0.0239203,0.328236,0.124152,0.135409,0.0883903,0.222784,0.0698934,0.069289,0.148722,0.0403419
0.356674,0.204898,0.288881,0.10093,0.313856,0.303547,0.0739872,0.615029,0.262002,1.31081,0.349039,0.130283,1.80953,0.144334,0.0533647,0.10093,0.202886,0.164996,0.0739872,0.118535,0.12535,1.31081,0.173739,0.308993,1.80953,-0.00451951,-0.0766969,0.356674,-0.0452534,-0.0381835,0.0739872,-0.0594103,-0.0921827,1.31081,-0.0820254,-0.0558,1.80953,-0.00510073,0.00849786,0.356674,0.0420578,0.0228426,0.10093,0.00589429,0.0098087,1.31081,0.0424515,0.0109318,1.80953,0.0554273,-0.0274725,0.356674,0.139594,0.144608,0.10093,0.223676,0.0708322,0.0739872,0.15586,0.0387197
