rep,id,eta_p0,eta_alpha,eta_tau
1,1,0.000000,-0.192421,-0.070572
2,1,0.000000,-0.279998,-0.259657
3,1,0.000000,-0.291624,-0.163256
4,1,0.000000,-0.291624,-0.277530
5,1,0.000000,-0.224072,-0.191728
6,1,0.000000,-0.224072,-0.191728
7,1,0.000000,-0.184604,0.150522
8,1,0.000000,-0.203971,0.098261
9,1,0.000000,-0.194477,0.116832
10,1,0.000000,-0.207284,0.116832
1,2,0.000000,0.194995,2.854807
2,2,0.000000,0.194995,2.854807
3,2,0.000000,0.194995,2.854807
4,2,0.000000,0.178528,2.864407
5,2,0.000000,0.178528,2.864407
6,2,0.000000,0.178528,2.864407
7,2,0.000000,0.200279,3.186403
8,2,0.000000,0.218892,3.186403
9,2,0.000000,0.218892,3.186403
10,2,0.000000,0.218892,3.186403
1,3,0.000000,-0.482773,1.083379
2,3,0.000000,-0.482773,1.083379
3,3,0.000000,-0.519969,1.418758
4,3,0.000000,-0.541603,1.193037
5,3,0.000000,-0.559255,0.891920
6,3,0.000000,-0.493203,1.439798
7,3,0.000000,-0.527732,1.439713
8,3,0.000000,-0.501222,0.965424
9,3,0.000000,-0.521129,1.294989
10,3,0.000000,-0.579279,0.913846
1,4,0.000000,0.238538,-7.645667
2,4,0.000000,0.237962,-7.866912
3,4,0.000000,0.219000,-8.040915
4,4,0.000000,0.203233,-8.047160
5,4,0.000000,0.238225,-7.919321
6,4,0.000000,0.224364,-7.885069
7,4,0.000000,0.279722,-7.580999
8,4,0.000000,0.216382,-7.924384
9,4,0.000000,0.216382,-7.924384
10,4,0.000000,0.218952,-7.924384
1,5,0.000000,-0.170834,4.948613
2,5,0.000000,-0.207322,4.920085
3,5,0.000000,-0.207322,4.637827
4,5,0.000000,-0.205995,4.742121
5,5,0.000000,-0.205995,4.995236
6,5,0.000000,-0.205995,5.169562
7,5,0.000000,-0.156812,5.169562
8,5,0.000000,-0.175980,5.055824
9,5,0.000000,-0.176438,5.201344
