id,eta_p0_SAEM,eta_alpha_SAEM,eta_tau_SAEM,eta_p0_mean,eta_alpha_mean,eta_tau_mean,eta_p0_sd,eta_alpha_sd,eta_tau_sd
1,0.000000,-0.227049,0.083755,0.000000,-0.223706,0.082513,0.000000,0.037462,0.203606
2,0.000000,0.190016,3.057797,0.000000,0.202007,3.100583,0.000000,0.026580,0.191704
3,0.000000,-0.525312,1.212811,0.000000,-0.519982,1.198041,0.000000,0.040286,0.246347
4,0.000000,0.228578,-7.834551,0.000000,0.232807,-7.831661,0.000000,0.030027,0.210805
5,0.000000,-0.200938,4.820772,0.000000,-0.199137,4.815599,0.000000,0.027430,0.216402
6,0.000000,0.679551,-9.618581,0.000000,0.671373,-9.703315,0.000000,0.053862,0.413997
7,0.000000,0.083396,-7.844981,0.000000,0.085624,-7.831412,0.000000,0.020070,0.149409
8,0.000000,0.093833,-12.295935,0.000000,0.096462,-12.283991,0.000000,0.024453,0.190160
9,0.000000,0.192028,-6.836612,0.000000,0.199433,-6.812072,0.000000,0.027299,0.167938
10,0.000000,-0.630866,4.211679,0.000000,-0.633683,4.175812,0.000000,0.039917,0.256955
11,0.000000,0.798694,-4.671518,0.000000,0.820852,-4.695624,0.000000,0.058379,0.153932
12,0.000000,0.009532,4.538560,0.000000,0.011074,4.539764,0.000000,0.035258,0.200477
13,0.000000,0.436578,0.172580,0.000000,0.433342,0.142981,0.000000,0.020771,0.104887
14,0.000000,0.775197,-1.725561,0.000000,0.770592,-1.756634,0.000000,0.026369,0.155292
15,0.000000,0.301024,10.926850,0.000000,0.314207,10.950820,0.000000,0.057380,0.166079
16,0.000000,-0.054295,-12.374798,0.000000,-0.061994,-12.468347,0.000000,0.024385,0.238297
17,0.000000,0.266281,1.124784,0.000000,0.275943,1.148616,0.000000,0.022222,0.149310
18,0.000000,-0.011519,-13.285898,0.000000,-0.013610,-13.321950,0.000000,0.024658,0.238043
19,0.000000,0.048372,5.228398,0.000000,0.057895,5.277198,0.000000,0.020384,0.165093
20,0.000000,-0.008645,-6.588314,0.000000,-0.004965,-6.589092,0.000000,0.025198,0.251814
21,0.000000,0.083985,-4.363661,0.000000,0.083462,-4.404356,0.000000,0.030793,0.263558
22,0.000000,-0.958368,4.598421,0.000000,-0.954969,4.553765,0.000000,0.077845,0.454148
23,0.000000,-0.301175,-2.997890,0.000000,-0.292186,-2.945731,0.000000,0.033142,0.342969
24,0.000000,-1.206474,3.317563,0.000000,-1.199902,3.329379,0.000000,0.061483,0.446495
25,0.000000,-0.232026,3.335182,0.000000,-0.227932,3.328551,0.000000,0.060579,0.259279
26,0.000000,0.670568,5.108033,0.000000,0.635595,5.150819,0.000000,0.099342,0.193339
27,0.000000,-0.298672,-3.168489,0.000000,-0.301794,-3.208742,0.000000,0.026958,0.290636
28,0.000000,0.270448,1.573478,0.000000,0.260786,1.451803,0.000000,0.022030,0.192957
29,0.000000,0.612082,8.445375,0.000000,0.622740,8.470038,0.000000,0.024685,0.090203
30,0.000000,-0.419628,-4.292405,0.000000,-0.417820,-4.287335,0.000000,0.022972,0.332101
31,0.000000,0.496188,-5.718623,0.000000,0.498033,-5.735182,0.000000,0.029877,0.134886
32,0.000000,0.366831,2.172942,0.000000,0.365055,2.149021,0.000000,0.028993,0.198132
33,0.000000,-0.259105,1.633357,0.000000,-0.251430,1.582918,0.000000,0.072869,0.257945
34,0.000000,0.140318,-3.979858,0.000000,0.142801,-3.988230,0.000000,0.018263,0.114926
35,0.000000,0.121779,2.734867,0.000000,0.127915,2.750361,0.000000,0.035102,0.114502
36,0.000000,-0.045038,-2.912786,0.000000,-0.040818,-2.944457,0.000000,0.025172,0.208059
37,0.000000,-0.343241,-7.997768,0.000000,-0.349091,-8.091172,0.000000,0.027704,0.312565
38,0.000000,0.613835,-2.666735,0.000000,0.617998,-2.668595,0.000000,0.041929,0.420976
39,0.000000,-0.075829,1.412412,0.000000,-0.075822,1.375541,0.000000,0.022233,0.229939
40,0.000000,0.602990,-4.827561,0.000000,0.602239,-4.840735,0.000000,0.025410,0.101966
41,0.000000,-0.339047,-2.144507,0.000000,-0.337036,-2.146595,0.000000,0.037638,0.253006
42,0.000000,0.914223,-0.028185,0.000000,0.913161,-0.042050,0.000000,0.019986,0.075314
43,0.000000,0.454313,1.503551,0.000000,0.454446,1.498273,0.000000,0.031799,0.166686
44,0.000000,0.114516,-10.499836,0.000000,0.111284,-10.577759,0.000000,0.030610,0.289174
45,0.000000,0.491082,1.215617,0.000000,0.483510,1.147763,0.000000,0.034507,0.181860
46,0.000000,0.165292,-3.012878,0.000000,0.158551,-3.094447,0.000000,0.018935,0.165211
47,0.000000,0.425469,1.034331,0.000000,0.426575,1.029072,0.000000,0.018502,0.092316
48,0.000000,-0.346728,3.159230,0.000000,-0.340035,3.174503,0.000000,0.022326,0.195871
49,0.000000,0.385811,4.868119,0.000000,0.390626,4.866754,0.000000,0.086767,0.180852
50,0.000000,0.573771,1.619417,0.000000,0.574913,1.591863,0.000000,0.017221,0.125442
51,0.000000,0.096085,-2.204538,0.000000,0.095099,-2.236019,0.000000,0.021809,0.170149
52,0.000000,0.408831,-3.504143,0.000000,0.411768,-3.507786,0.000000,0.017968,0.112427
53,0.000000,0.314668,-4.147305,0.000000,0.383758,-3.582176,0.000000,0.090178,0.770895
