id,importanceSampling
1,-24.149
2,-23.567
3,-36.184
4,-17.388
5,-34.357
6,-34.122
7,-31.662
8,-40.131
9,-19.808
10,-34.047
11,-16.214
12,-37.065
13,-34.885
14,-38.778
15,-49.797
16,-37.212
17,-47.627
18,-17.677
19,-37.785
20,-30.123
21,-29.271
22,-18.077
23,-31.518
24,-27.147
25,-22.046
26,-26.510
27,-22.419
28,-24.374
29,-44.207
30,-34.770
31,-14.073
32,-16.350
33,-22.275
34,-44.580
35,-45.496
36,-18.384
37,-41.543
38,-8.743
39,-21.367
40,-36.649
41,-29.986
42,-19.376
43,-25.044
44,-37.367
45,-41.831
46,-46.157
47,-35.686
48,-44.885
49,-24.156
50,-31.322
51,-42.548
52,-30.993
53,-20.391
54,-36.474
55,-34.422
56,-21.860
57,-24.402
58,-18.094
59,-43.122
60,-26.683
61,-38.433
62,-34.092
63,-27.026
64,-39.691
65,-44.449
66,-42.603
67,-45.478
68,-34.871
69,-22.519
70,-39.787
71,-33.872
72,-26.816
73,-20.283
74,-34.970
75,-33.866
76,-37.282
77,-41.827
78,-16.664
79,-40.600
80,-27.387
81,-27.687
82,-21.693
83,-35.730
84,-21.512
85,-33.254
86,-38.609
87,-15.724
88,-26.160
89,-45.899
90,-22.234
91,-38.071
92,-28.175
93,-32.345
94,-38.601
95,-39.293
96,-28.924
97,-20.815
98,-43.901
99,-29.345
100,-21.244
101,-28.797
102,-30.917
103,-51.543
104,-41.074
105,-38.420
106,-34.545
107,-19.246
108,-40.983
109,-12.391
110,-21.304
111,-11.206
112,-37.408
113,-32.309
114,-35.777
115,-22.434
116,-25.776
117,-44.988
118,-19.228
119,-13.060
120,-46.444
121,-17.509
122,-16.724
123,-42.499
124,-22.813
125,-21.281
126,-47.022
127,-35.034
128,-10.813
129,-21.885
130,-30.264
131,-18.882
132,-18.195
133,-46.944
134,-35.967
135,-25.436
136,-23.927
137,-21.636
138,-26.883
139,-24.673
140,-38.939
141,-24.642
142,-25.314
143,-30.960
144,-27.238
145,-21.877
146,-19.031
147,-17.404
148,-14.799
149,-36.819
150,-22.521
151,-43.421
152,-41.687
153,-33.864
154,-20.681
155,-19.829
156,-40.752
157,-35.287
158,-36.079
159,-31.104
160,-35.985
161,-20.086
162,-20.601
163,-20.459
164,-41.076
165,-27.546
166,-35.634
167,-7.978
168,-54.162
169,-32.266
170,-46.304
171,-40.363
172,-32.251
173,-25.407
174,-47.531
175,-49.628
176,-23.815
177,-28.945
178,-20.283
179,-33.576
180,-40.851
181,-25.686
182,-41.498
183,-22.020
184,-39.155
185,-36.037
186,-50.151
187,-26.705
188,-17.863
189,-33.072
190,-24.897
191,-32.302
192,-35.058
193,-43.377
194,-48.648
195,-35.142
196,-34.976
197,-34.764
198,-33.974
199,-37.826
200,-34.303
201,-45.896
202,-42.873
203,-44.644
204,-40.026
205,-16.747
206,-29.469
207,-20.414
208,-51.156
209,-25.126
210,-33.073
211,-18.771
212,-22.729
213,-38.677
214,-32.874
215,-23.965
216,-27.796
217,-23.563
218,-31.650
219,-35.852
220,-41.674
221,-27.378
222,-25.112
223,-43.308
224,-36.167
225,-23.093
226,-26.533
227,-38.235
228,-49.190
229,-46.696
230,-31.238
231,-20.928
232,-33.182
233,-33.342
234,-33.576
235,-26.859
236,-48.399
237,-32.167
238,-29.673
239,-33.958
240,-43.788
241,-18.360
242,-46.901
243,-34.255
244,-30.406
245,-24.765
246,-20.480
247,-43.033
248,-38.036
249,-45.621
250,-40.134
