rep,id,p0,alpha,tau,eta_p0,eta_alpha,eta_tau
1,175,0.21542819901991267,0.01824667355258074,65.74438531068263103,0.00000000000000000,-0.50810978137063545,-2.92782973490413667
1,176,0.21542819901991267,0.03182030190092920,62.76812713277230671,0.00000000000000000,0.04801193694311623,-5.90408791281446099
1,177,0.21542819901991267,0.05777973471905886,78.06609914115419713,0.00000000000000000,0.64454553010895532,9.39388409556742943
1,178,0.21542819901991267,0.03187595050090340,78.92687601782503748,0.00000000000000000,0.04975924897590334,10.25466097223826978
1,179,0.21542819901991267,0.03861626281388513,65.52358402566926543,0.00000000000000000,0.24158093046956175,-3.14863101991750227
1,180,0.21542819901991267,0.02946737790804743,59.87375228611166733,0.00000000000000000,-0.02880875585915277,-8.79846275947510037
1,181,0.21542819901991267,0.06646130035773479,70.84362585661854439,0.00000000000000000,0.78452725506144683,2.17141081103177669
1,182,0.21542819901991267,0.01091121286394894,59.89963501639093835,0.00000000000000000,-1.02230161009705656,-8.77258002919582935
1,183,0.21542819901991267,0.02264745406716744,68.58772084738512831,0.00000000000000000,-0.29204513129851284,-0.08449419820163939
1,184,0.21542819901991267,0.03064204350760884,67.50150277476396354,0.00000000000000000,0.01028046306672170,-1.17071227082280416
1,185,0.21542819901991267,0.05459070636784878,72.72124852063794265,0.00000000000000000,0.58777108152563740,4.04903347505117495
1,186,0.21542819901991267,0.03424191111298253,68.12937789900770724,0.00000000000000000,0.12135779123726609,-0.54283714657906046
1,187,0.21542819901991267,0.09309938094684481,62.03451527943339272,0.00000000000000000,1.12157496123092271,-6.63769976615337498
1,188,0.21542819901991267,0.03363497778633142,73.09773685048494940,0.00000000000000000,0.10347395734993814,4.42552180489818170
1,189,0.21542819901991267,0.01593944292330974,67.27070441065892226,0.00000000000000000,-0.64329584929236594,-1.40151063492784544
1,190,0.21542819901991267,0.07112369117598258,70.64518166583198422,0.00000000000000000,0.85232791683925102,1.97296662024521652
1,191,0.21542819901991267,0.02477998561778214,68.20346245338106428,0.00000000000000000,-0.20205627788964842,-0.46875259220570342
1,192,0.21542819901991267,0.04426083721752003,57.68887475784228513,0.00000000000000000,0.37800767664489054,-10.98334028774448257
1,193,0.21542819901991267,0.01595933292767902,81.80934678466870480,0.00000000000000000,-0.64204877905745095,13.13713173908193710
1,194,0.21542819901991267,0.03969961852280812,66.19356285371549120,0.00000000000000000,0.26924900495542614,-2.47865219187127650
1,195,0.21542819901991267,0.03096664934097367,64.85782009749017618,0.00000000000000000,0.02081822396232136,-3.81439494809659152
1,196,0.21542819901991267,0.04034345479376186,63.68586175550598938,0.00000000000000000,0.28533659705273173,-4.98635329008077832
1,197,0.21542819901991267,0.04454317661963141,70.55783471249702643,0.00000000000000000,0.38436640619416451,1.88561966691025873
1,198,0.21542819901991267,0.12549842263779207,72.00578490461073500,0.00000000000000000,1.42020061617540660,3.33356985902396730
1,199,0.21542819901991267,0.04006256325694736,63.08858156776541648,0.00000000000000000,0.27834973994193124,-5.58363347782135122
1,200,0.21542819901991267,0.01896421242569240,62.82640822510877143,0.00000000000000000,-0.46953892719360057,-5.84580682047799627
1,201,0.21542819901991267,0.01687176301175349,76.32180802344313975,0.00000000000000000,-0.58645117686150305,7.64959297785637204
1,202,0.21542819901991267,0.01162184262153649,65.84725998820098880,0.00000000000000000,-0.95920626155995459,-2.82495505738577890
1,203,0.21542819901991267,0.01906904247772755,62.27083641669266711,0.00000000000000000,-0.46402636626402893,-6.40137862889410059
1,204,0.21542819901991267,0.02077673146432684,62.10945491281339059,0.00000000000000000,-0.37825889277574420,-6.56276013277337711
1,205,0.21542819901991267,0.08282722007268868,69.51576168489626184,0.00000000000000000,1.00466417851142920,0.84354663930949414
1,206,0.21542819901991267,0.04556019082755424,77.11135777939722402,0.00000000000000000,0.40694175336483340,8.43914273381045632
1,207,0.21542819901991267,0.02398897045461495,72.96023341084331548,0.00000000000000000,-0.23449841336945276,4.28801836525654778
1,208,0.21542819901991267,0.04500504506912375,76.90600067559839204,0.00000000000000000,0.39468202243908568,8.23378563001162433
1,209,0.21542819901991267,0.04139287683377253,73.65756932207560226,0.00000000000000000,0.31101623517821020,4.98535427648883456
1,210,0.21542819901991267,0.01467207676397948,60.79558315030328686,0.00000000000000000,-0.72614642618870873,-7.87663189528348084
1,211,0.21542819901991267,0.01755110123053837,67.30902422746181912,0.00000000000000000,-0.54697587757216093,-1.36319081812494858
1,212,0.21542819901991267,0.04430718641848702,61.41124955801930696,0.00000000000000000,0.37905431183658367,-7.26096548756746074
1,213,0.21542819901991267,0.02786528536639708,75.53311253736167430,0.00000000000000000,-0.08471091169176503,6.86089749177490660
1,214,0.21542819901991267,0.05182010207190381,77.10121938026658484,0.00000000000000000,0.53568557117730498,8.42900433467981713
1,215,0.21542819901991267,0.06288198941739263,61.66593354706306229,0.00000000000000000,0.72916721224350756,-7.00628149852370541
1,216,0.21542819901991267,0.04057209415516522,70.99808774026551816,0.00000000000000000,0.29098792050999878,2.32587269467875046
1,217,0.21542819901991267,0.06805672280182762,67.49427822746747552,0.00000000000000000,0.80824894261509783,-1.17793681811929218
1,218,0.21542819901991267,0.03048764611981158,70.05534718010224537,0.00000000000000000,0.00522898261402549,1.38313213451547767
1,219,0.21542819901991267,0.02597416185297283,74.17820987301504942,0.00000000000000000,-0.15499030468010622,5.50599482742828172
1,220,0.21542819901991267,0.03984943850325798,72.36336108962377978,0.00000000000000000,0.27301574118566574,3.69114604403701208
1,221,0.21542819901991267,0.01754198648707223,66.09015030377837263,0.00000000000000000,-0.54749533848391918,-2.58206474180839507
1,222,0.21542819901991267,0.05151458952636323,77.95098759833207680,0.00000000000000000,0.52977248562992063,9.27877255274530910
1,223,0.21542819901991267,0.01544701813915575,66.94764211223285599,0.00000000000000000,-0.67467658967944599,-1.72457293335391171
1,224,0.21542819901991267,0.01004392723170941,76.99810112821970165,0.00000000000000000,-1.10512437737645497,8.32588608263293395
1,225,0.21542819901991267,0.00926831469900619,66.13003753948905228,0.00000000000000000,-1.18549101226188425,-2.54217750609771542
1,226,0.21542819901991267,0.04549738390930967,63.46701314306611863,0.00000000000000000,0.40556225411095381,-5.20520190252064907
1,227,0.21542819901991267,0.01503748876920751,67.38260358247367776,0.00000000000000000,-0.70154623924612514,-1.28961146311308994
