rep,id,eta_s,eta_d,eta_beta,eta_delta,eta_p,eta_c,eta_eta,eta_epsilon
1,1,0.620793817803415,1.00074829687455,0.580006282328439,-0.222079418264045,0,-0.145050393090411,-0.350575856462922,0.625422814979713
1,2,1.04740701462825,0.316900615816069,-0.645493017687892,-0.742301727784545,0,0.243149149511925,0.0795232608038625,-4.59987668728204
1,3,-0.762919710239596,-0.908767046871043,-0.620863097955432,1.01402251364409,0,0.23325516910366,-3.28095959161136,-1.64449434933252
1,4,0.686869151737508,-0.957202213816685,1.35619035810771,1.15447885440256,0,-1.16371222580283,1.35084035136659,-4.11501998821074
1,5,0.527931300295911,-0.544466457998633,0.559096025570234,-0.0133171807334156,0,0.13267977470408,-0.32272241938986,3.35134142243508
1,6,1.39773305151313,0.087497651153514,0.15270883490169,0.128998049924142,0,-0.147046448728331,-0.714407860130851,3.42254692708737
1,7,0.314408900212463,-0.226341416830555,2.38607842660669,0.572904567740769,0,0.19906788223631,0.301225371102939,2.47032741073291
1,8,-2.31087951381001,-0.396582874689274,1.48469655003088,-0.215812460730702,0,-0.341560560887828,-2.76265588101488,-1.08153831926908
1,9,1.63829081154564,-0.612642943588462,-0.761323004875793,-0.852181978121245,0,-0.207920216933778,-0.741424286129015,-3.45939666648904
1,10,0.885691276181797,1.28736650088295,0.850426020727699,0.828852898735636,0,-0.132171838779301,0.441041007813095,-1.10710709959267
1,11,0.635688572473109,1.23798743639725,2.43178319689894,0.606346980122767,0,0.997690188302255,2.45402396004719,6.77330597300107
1,12,0.0207071485997048,-0.653666561373175,-0.842732699339603,0.659300231290776,0,1.44102363981043,2.76119175776981,-4.14498602682282
1,13,-0.85847641119942,0.236243095746543,0.573902013911884,-0.879127511143532,0,1.71933041055399,0.360198407255355,1.78644809245843
1,14,-0.884897601500612,1.80154175349225,0.200868536722407,0.770232400359872,0,-1.16109435692375,-1.70818602877038,3.83783772964393
1,15,0.239117560415023,-1.08134622318463,1.5637873588615,-0.513762582951107,0,0.145699256796663,-2.97820443846459,-0.937712948294513
1,16,-0.426415389413348,1.22820850057415,-0.595956610874026,0.560928800492704,0,-0.985159828238575,-0.04129151398842,2.76070833014382
1,17,-0.267252567084173,0.589298182554275,-1.91304391058273,-0.799646952274506,0,-1.09361419749873,0.595636987771069,-0.623110095282018
1,18,-0.117757467271851,0.697933638693875,-0.31281016159541,-0.469111436669599,0,-0.648488737563494,2.04525384718084,-0.929511378129895
1,19,-0.888100453728031,-0.395576499340088,-1.81243410109663,-0.0821784217151791,0,-0.766662987862828,-1.96237469443295,-3.69982898112399
1,20,-0.352547972960927,-0.111037094716808,0.319872218764058,-1.29485438341512,0,-0.206896373645141,0.318414805407347,-3.4524210251418
1,21,0.107404776534958,0.522143356985289,0.221628453865424,-0.0265724172041164,0,-0.502542884360161,1.33212531733828,-7.26302287417932
1,22,-0.55378760030156,-0.459576679506655,-0.193383507949653,-0.172485455540255,0,-0.150441739499281,-1.55091063835097,-2.09406144923507
1,23,0.304131613623069,-0.841296243651759,-1.97500619899622,-0.522578549076529,0,-0.310361440724428,-0.492013903247967,-4.27264311238006
1,24,0.548454744962843,-1.43217117863342,0.00835966866978843,0.234943620703792,0,-0.532554066750712,0.235952390877164,0.169445379329182
1,25,-1.08710469529006,-1.35213892566319,0.615204450156449,0.178409749011773,0,0.419451860114962,-1.99096712947983,6.57066141868457
1,26,-0.443597100314863,0.0901683419530991,0.223827956785737,0.755483870261964,0,-0.508935663629693,2.15714540123401,0.243617806161949
1,27,-1.14815241884684,-0.583046862306562,-1.21555802917215,-0.55265349627415,0,0.946961646141619,-3.41121407929487,3.05864437924172
1,28,0.225819850350696,-0.284421812492971,0.343756704735473,0.546799840798407,0,0.523359605361179,-3.25902295969661,2.53172537403503
1,29,0.586343238078294,-0.750970040223927,-0.669895010924806,-0.0510261464591935,0,-0.771686814888226,-0.443059787249027,4.88147327543827
1,30,-0.962575404183104,1.99666553415103,0.98302280905037,0.032376857065378,0,-0.752669930339389,-3.11905943893474,-3.46691147544761
1,31,0.157961817960262,-2.49168952699176,0.0724996927966117,-0.0221766521710447,0,0.640707168966943,-0.304210953901476,0.846819854755855
1,32,-0.715741498710177,0.719757382078985,-0.934558347443062,-0.280231012229818,0,-0.577563673251456,-1.08852463928574,0.753349837609656
1,33,-0.735688435417387,1.17397534395859,0.741669451061588,-1.00597942947996,0,0.257939779783915,0.929092355724584,1.94155193384452
1,34,1.04722290644695,0.395107335012508,0.109716391257825,-0.252508840657988,0,1.14621864127785,-1.24065483843569,-2.26340736675106
1,35,-1.78686561082327,-0.377877823808806,-0.466452171416204,-0.748473776175076,0,0.285718058757801,1.41761033578596,0.515392791723872
1,36,0.741419551021366,0.531499411815959,-1.83579851837542,-0.418670631353073,0,-0.805453344502508,3.39205088851123,-2.18744950321078
