id,importanceSampling
1,-24.514
2,-23.662
3,-37.076
4,-18.271
5,-34.634
6,-36.002
7,-32.166
8,-40.429
9,-20.663
10,-35.686
11,-17.751
12,-37.089
13,-35.404
14,-39.842
15,-48.126
16,-36.877
17,-47.959
18,-17.403
19,-37.656
20,-30.475
21,-29.856
22,-21.831
23,-31.579
24,-33.084
25,-22.571
26,-26.118
27,-22.505
28,-24.683
29,-42.913
30,-34.597
31,-15.366
32,-16.546
33,-22.788
34,-45.224
35,-45.614
36,-18.799
37,-40.875
38,-9.784
39,-21.693
40,-37.972
41,-30.206
42,-20.177
43,-25.334
44,-37.682
45,-42.249
46,-46.755
47,-36.091
48,-45.509
49,-23.803
50,-31.665
51,-43.057
52,-31.987
53,-21.398
54,-36.729
55,-35.941
56,-22.131
57,-24.790
58,-16.190
59,-42.597
60,-26.848
61,-39.834
62,-31.337
63,-25.877
64,-39.927
65,-43.880
66,-42.892
67,-44.257
68,-35.755
69,-22.885
70,-40.894
71,-36.735
72,-26.361
73,-20.713
74,-34.681
75,-34.330
76,-37.392
77,-42.820
78,-16.048
79,-40.502
80,-24.375
81,-26.923
82,-22.057
83,-36.079
84,-20.938
85,-34.140
86,-38.431
87,-17.247
88,-26.544
89,-45.566
90,-21.221
91,-38.098
92,-26.959
93,-32.206
94,-37.980
95,-39.428
96,-29.599
97,-21.194
98,-45.106
99,-29.432
100,-21.983
101,-29.902
102,-31.051
103,-50.491
104,-42.124
105,-37.332
106,-34.362
107,-15.044
108,-41.964
109,-13.312
110,-19.156
111,-11.814
112,-37.332
113,-32.974
114,-34.338
115,-22.814
116,-26.612
117,-43.977
118,-23.623
119,-14.999
120,-43.633
121,-17.934
122,-16.379
123,-40.576
124,-22.298
125,-21.228
126,-47.834
127,-36.143
128,-19.965
129,-19.438
130,-33.146
131,-20.149
132,-18.131
133,-47.345
134,-35.432
135,-27.663
136,-24.984
137,-21.710
138,-28.537
139,-21.713
140,-42.243
141,-25.008
142,-25.602
143,-30.903
144,-26.704
145,-20.375
146,-19.604
147,-19.042
148,-15.167
149,-37.053
150,-22.743
151,-49.090
152,-41.989
153,-33.897
154,-18.282
155,-20.688
156,-39.337
157,-36.713
158,-35.775
159,-31.116
160,-36.259
161,-19.768
162,-19.933
163,-21.776
164,-45.221
165,-28.216
166,-36.215
167,-20.641
168,-48.563
169,-33.793
170,-46.672
171,-40.651
172,-32.591
173,-26.612
174,-48.111
175,-49.611
176,-24.295
177,-27.037
178,-19.541
179,-34.295
180,-41.000
181,-25.850
182,-39.309
183,-22.426
184,-39.539
185,-35.840
186,-50.602
187,-28.958
188,-17.736
189,-33.511
190,-25.216
191,-32.635
192,-36.274
193,-46.141
194,-49.390
195,-35.530
196,-35.812
197,-34.995
198,-33.937
199,-38.757
200,-33.932
201,-47.900
202,-43.487
203,-44.050
204,-39.457
205,-17.311
206,-28.478
207,-20.868
208,-50.173
209,-24.667
210,-31.523
211,-19.126
212,-23.997
213,-38.639
214,-31.418
215,-25.669
216,-27.949
217,-24.482
218,-31.918
219,-36.580
220,-41.613
221,-27.303
222,-23.597
223,-43.637
224,-42.089
225,-25.178
226,-27.552
227,-38.554
228,-49.701
229,-46.045
230,-29.516
231,-21.436
232,-33.542
233,-34.311
234,-33.754
235,-25.655
236,-48.609
237,-33.348
238,-29.454
239,-34.261
240,-43.831
241,-17.310
242,-47.313
243,-35.395
244,-30.993
245,-22.478
246,-21.028
247,-43.791
248,-38.368
249,-46.399
250,-41.122
