rep,id,p0,alpha,tau
1,1,0.215428,0.024458,68.901923
2,1,0.215428,0.024032,68.912157
3,1,0.215428,0.025059,69.003839
4,1,0.215428,0.025556,68.769541
5,1,0.215428,0.025556,68.769541
6,1,0.215428,0.025323,68.803343
7,1,0.215428,0.024292,68.803343
8,1,0.215428,0.024618,68.803343
9,1,0.215428,0.025865,68.803343
10,1,0.215428,0.025247,68.940276
1,2,0.215428,0.035375,71.416961
2,2,0.215428,0.035375,71.416961
3,2,0.215428,0.035375,71.468789
4,2,0.215428,0.035375,71.468789
5,2,0.215428,0.035375,71.468789
6,2,0.215428,0.035589,71.363982
7,2,0.215428,0.035589,71.363982
8,2,0.215428,0.034809,71.363982
9,2,0.215428,0.035799,71.270392
10,2,0.215428,0.035799,71.270392
1,3,0.215428,0.019408,70.302840
2,3,0.215428,0.018942,70.411516
3,3,0.215428,0.017759,70.411516
4,3,0.215428,0.017401,69.547394
5,3,0.215428,0.017401,69.820542
6,3,0.215428,0.017526,69.664828
7,3,0.215428,0.017526,69.918354
8,3,0.215428,0.017601,69.908205
9,3,0.215428,0.017601,69.908205
10,3,0.215428,0.017028,69.740671
1,4,0.215428,0.036881,60.718787
2,4,0.215428,0.037983,60.660485
3,4,0.215428,0.037983,60.660485
4,4,0.215428,0.037983,60.660485
5,4,0.215428,0.038324,60.660485
6,4,0.215428,0.038324,60.669515
7,4,0.215428,0.038324,60.669515
8,4,0.215428,0.038324,60.669515
9,4,0.215428,0.038455,60.669515
10,4,0.215428,0.038040,60.803444
1,5,0.215428,0.024831,73.689999
2,5,0.215428,0.024831,73.689999
3,5,0.215428,0.024662,73.321801
4,5,0.215428,0.023848,73.351097
5,5,0.215428,0.024022,73.399228
6,5,0.215428,0.025433,73.673674
7,5,0.215428,0.025433,73.673674
8,5,0.215428,0.024497,73.507450
9,5,0.215428,0.023802,73.272836
10,5,0.215428,0.023802,73.272836
1,6,0.215428,0.055758,58.236932
2,6,0.215428,0.055758,58.236932
3,6,0.215428,0.055758,58.435509
4,6,0.215428,0.055758,58.435509
5,6,0.215428,0.054742,58.243998
6,6,0.215428,0.054742,58.270536
7,6,0.215428,0.052365,57.720043
8,6,0.215428,0.053494,58.148512
9,6,0.215428,0.053494,58.148512
10,6,0.215428,0.053983,58.197766
1,7,0.215428,0.034039,61.117952
2,7,0.215428,0.034039,61.076479
3,7,0.215428,0.034039,61.076479
4,7,0.215428,0.034746,61.127072
5,7,0.215428,0.034746,61.276524
6,7,0.215428,0.032307,60.865060
7,7,0.215428,0.031848,60.638650
8,7,0.215428,0.031848,60.544751
9,7,0.215428,0.031998,60.625435
10,7,0.215428,0.032672,60.583601
1,8,0.215428,0.032297,56.231962
2,8,0.215428,0.034157,56.231962
3,8,0.215428,0.034089,56.230848
4,8,0.215428,0.034082,56.061196
5,8,0.215428,0.034082,56.371605
6,8,0.215428,0.034080,56.653915
7,8,0.215428,0.034080,56.524614
8,8,0.215428,0.034080,56.524614
9,8,0.215428,0.033978,56.263584
10,8,0.215428,0.033728,56.454299
1,9,0.215428,0.037924,61.956422
2,9,0.215428,0.037924,61.956422
3,9,0.215428,0.038175,61.956422
4,9,0.215428,0.038175,61.956422
5,9,0.215428,0.038154,61.975309
6,9,0.215428,0.038154,61.975309
7,9,0.215428,0.038154,61.975309
8,9,0.215428,0.037823,61.667026
9,9,0.215428,0.037776,61.689926
10,9,0.215428,0.037776,61.689926
1,10,0.215428,0.015968,73.262816
2,10,0.215428,0.017044,73.370025
3,10,0.215428,0.016728,73.177137
4,10,0.215428,0.016728,73.177137
5,10,0.215428,0.016769,73.134060
6,10,0.215428,0.016769,73.128097
7,10,0.215428,0.016293,73.234369
8,10,0.215428,0.015925,72.722628
9,10,0.215428,0.015798,72.913949
10,10,0.215428,0.016117,73.140501
1,11,0.215428,0.070426,63.748269
2,11,0.215428,0.067909,63.748269
3,11,0.215428,0.067909,63.748269
4,11,0.215428,0.068415,63.963612
5,11,0.215428,0.062631,64.038472
6,11,0.215428,0.066917,63.995566
7,11,0.215428,0.064942,63.986887
8,11,0.215428,0.066599,63.869941
9,11,0.215428,0.066599,63.691690
10,11,0.215428,0.067981,63.691690
1,12,0.215428,0.030795,73.193385
2,12,0.215428,0.030795,73.206854
3,12,0.215428,0.030795,73.206854
4,12,0.215428,0.031352,73.268003
5,12,0.215428,0.031352,73.208121
6,12,0.215428,0.031352,73.208121
7,12,0.215428,0.030119,73.208121
8,12,0.215428,0.029534,73.208121
9,12,0.215428,0.031182,73.208121
10,12,0.215428,0.029946,73.016516
1,13,0.215428,0.047627,68.724290
2,13,0.215428,0.047723,68.724290
3,13,0.215428,0.047723,68.724290
4,13,0.215428,0.047723,68.724290
5,13,0.215428,0.047723,68.724290
6,13,0.215428,0.047723,68.724290
7,13,0.215428,0.046906,68.724290
8,13,0.215428,0.046612,68.710399
9,13,0.215428,0.046612,68.710399
10,13,0.215428,0.047568,68.751056
1,14,0.215428,0.065710,66.684853
2,14,0.215428,0.065710,66.684853
3,14,0.215428,0.064656,66.684853
4,14,0.215428,0.065649,66.817860
5,14,0.215428,0.065814,66.894323
6,14,0.215428,0.067835,66.894323
7,14,0.215428,0.067835,66.894323
8,14,0.215428,0.067120,66.852114
9,14,0.215428,0.065847,66.955615
10,14,0.215428,0.068942,66.955615
1,15,0.215428,0.043672,79.668567
2,15,0.215428,0.042674,79.668567
3,15,0.215428,0.043406,79.603421
4,15,0.215428,0.043406,79.603421
5,15,0.215428,0.043406,79.603421
6,15,0.215428,0.044468,79.603421
7,15,0.215428,0.044468,79.686628
8,15,0.215428,0.045368,79.686628
9,15,0.215428,0.045479,79.686628
10,15,0.215428,0.042366,79.686628
1,16,0.215428,0.028605,56.154443
2,16,0.215428,0.028605,56.154443
3,16,0.215428,0.028417,56.225287
4,16,0.215428,0.028417,56.138033
5,16,0.215428,0.028417,56.105933
6,16,0.215428,0.029081,56.475999
7,16,0.215428,0.029408,56.411625
8,16,0.215428,0.029408,56.411625
9,16,0.215428,0.029141,56.540171
10,16,0.215428,0.029141,56.540171
1,17,0.215428,0.038377,69.471336
2,17,0.215428,0.039232,69.792008
