id,p0_SAEM,alpha_SAEM,tau_SAEM,p0_mean,alpha_mean,tau_mean,p0_sd,alpha_sd,tau_sd
1,0.215688,0.024159,68.775795,0.215428,0.024263,68.784315,0.000000,0.000909,0.200226
2,0.215688,0.037017,71.678825,0.215428,0.037052,71.696258,0.000000,0.001099,0.199644
3,0.215688,0.018060,70.007407,0.215428,0.018100,70.015392,0.000000,0.000775,0.231004
4,0.215688,0.037888,60.709968,0.215428,0.038375,60.793317,0.000000,0.001164,0.202428
5,0.215688,0.024842,73.516595,0.215428,0.024818,73.514750,0.000000,0.000764,0.222541
6,0.215688,0.057945,58.622695,0.215428,0.058843,58.741928,0.000000,0.003420,0.455450
7,0.215688,0.032833,60.751075,0.215428,0.032980,60.781788,0.000000,0.000664,0.160755
8,0.215688,0.033450,56.334709,0.215428,0.033511,56.340115,0.000000,0.000838,0.201098
9,0.215688,0.036800,61.758201,0.215428,0.036694,61.745288,0.000000,0.001060,0.173086
10,0.215688,0.016001,72.993977,0.215428,0.015963,72.985246,0.000000,0.000621,0.240441
11,0.215688,0.069523,63.805889,0.215428,0.068350,63.831174,0.000000,0.004318,0.159371
12,0.215688,0.030619,73.175582,0.215428,0.030653,73.162708,0.000000,0.001104,0.201624
13,0.215688,0.046633,68.704246,0.215428,0.047060,68.733091,0.000000,0.000925,0.098205
14,0.215688,0.065819,66.775806,0.215428,0.065579,66.766569,0.000000,0.001577,0.146501
15,0.215688,0.041683,79.552971,0.215428,0.041285,79.506536,0.000000,0.002174,0.154732
16,0.215688,0.028436,56.166662,0.215428,0.028797,56.276395,0.000000,0.000785,0.253359
17,0.215688,0.039840,69.727059,0.215428,0.039783,69.720247,0.000000,0.000860,0.135196
18,0.215688,0.029998,55.350555,0.215428,0.029985,55.354623,0.000000,0.000742,0.243945
19,0.215688,0.032066,73.895373,0.215428,0.031902,73.856863,0.000000,0.000682,0.153404
20,0.215688,0.029882,61.962132,0.215428,0.029972,61.994460,0.000000,0.000697,0.240601
21,0.215688,0.033083,64.247662,0.215428,0.033120,64.274313,0.000000,0.000957,0.237474
22,0.215688,0.011433,73.694340,0.215428,0.011723,73.561738,0.000000,0.000843,0.469699
23,0.215688,0.022629,65.790956,0.215428,0.022449,65.701058,0.000000,0.000673,0.305245
24,0.215688,0.009161,72.552635,0.215428,0.009098,72.482377,0.000000,0.000544,0.462580
25,0.215688,0.024250,72.037874,0.215428,0.023858,72.009523,0.000000,0.001449,0.231602
26,0.215688,0.055312,73.746648,0.215428,0.058585,73.652235,0.000000,0.006630,0.210912
27,0.215688,0.022272,65.460227,0.215428,0.022303,65.460226,0.000000,0.000659,0.326377
28,0.215688,0.039609,70.119934,0.215428,0.039575,70.095900,0.000000,0.000936,0.208199
29,0.215688,0.056588,77.015370,0.215428,0.056712,77.023664,0.000000,0.001410,0.089708
